
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1428,,Surface,3,Image 1,1,4,
356,,Surface,3,Image 1,1,5,
1934,,Surface,3,Image 1,1,11,
274,,Surface,3,Image 1,1,14,
283,,Surface,3,Image 1,1,20,
527,,Surface,3,Image 1,1,21,
315,,Surface,3,Image 1,1,27,
538,,Surface,3,Image 1,1,32,
373,,Surface,3,Image 1,1,34,
979,,Surface,3,Image 1,1,38,
267,,Surface,3,Image 1,1,40,
576,,Surface,3,Image 1,1,41,
1145,,Surface,3,Image 1,1,45,
444,,Surface,3,Image 1,1,50,
1271,,Surface,3,Image 1,1,53,
2314,,Surface,3,Image 1,1,55,
703,,Surface,3,Image 1,1,57,
214,,Surface,3,Image 1,1,58,
1027,,Surface,3,Image 1,1,59,
475,,Surface,3,Image 1,1,62,
1306,,Surface,3,Image 1,1,65,
318,,Surface,3,Image 1,1,70,
1247,,Surface,3,Image 1,1,81,
387,,Surface,3,Image 1,1,83,
285,,Surface,3,Image 1,1,84,
238,,Surface,3,Image 1,1,90,
1615,,Surface,3,Image 1,1,94,
733,,Surface,3,Image 1,1,95,
1073,,Surface,3,Image 1,1,96,
238,,Surface,3,Image 1,1,98,
235,,Surface,3,Image 1,1,100,
310,,Surface,3,Image 1,1,102,
1850,,Surface,3,Image 1,1,104,
1636,,Surface,3,Image 1,1,112,
612,,Surface,3,Image 1,1,113,
552,,Surface,3,Image 1,1,114,
828,,Surface,3,Image 1,1,118,
436,,Surface,3,Image 1,1,121,
237,,Surface,3,Image 1,1,124,
505,,Surface,3,Image 1,1,137,
221,,Surface,3,Image 1,1,138,
214,,Surface,3,Image 1,1,141,
1469,,Surface,3,Image 1,1,145,
254,,Surface,3,Image 1,1,149,
386,,Surface,3,Image 1,1,150,
408,,Surface,3,Image 1,1,154,
371,,Surface,3,Image 1,1,155,
310,,Surface,3,Image 1,1,166,
289,,Surface,3,Image 1,1,171,
837,,Surface,3,Image 1,1,173,
832,,Surface,3,Image 1,1,174,
349,,Surface,3,Image 1,1,176,
69,,Surface,3,Image 1,1,177,
255,,Surface,3,Image 1,1,190,
184,,Surface,3,Image 1,1,192,
269,,Surface,3,Image 1,1,193,
294,,Surface,3,Image 1,1,205,
461,,Surface,3,Image 1,1,206,
282,,Surface,3,Image 1,1,209,
