
Intensity Min Ch=1 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1261,,Surface,1,Image 1,1,4,
1229,,Surface,1,Image 1,1,5,
1441,,Surface,1,Image 1,1,11,
1124,,Surface,1,Image 1,1,14,
1287,,Surface,1,Image 1,1,20,
1159,,Surface,1,Image 1,1,21,
1248,,Surface,1,Image 1,1,27,
1352,,Surface,1,Image 1,1,32,
1341,,Surface,1,Image 1,1,34,
1375,,Surface,1,Image 1,1,38,
1109,,Surface,1,Image 1,1,40,
1624,,Surface,1,Image 1,1,41,
1174,,Surface,1,Image 1,1,45,
1348,,Surface,1,Image 1,1,50,
1274,,Surface,1,Image 1,1,53,
1461,,Surface,1,Image 1,1,55,
964,,Surface,1,Image 1,1,57,
766,,Surface,1,Image 1,1,58,
1255,,Surface,1,Image 1,1,59,
1517,,Surface,1,Image 1,1,62,
1366,,Surface,1,Image 1,1,65,
1242,,Surface,1,Image 1,1,70,
1404,,Surface,1,Image 1,1,81,
1482,,Surface,1,Image 1,1,83,
1323,,Surface,1,Image 1,1,84,
1288,,Surface,1,Image 1,1,90,
1186,,Surface,1,Image 1,1,94,
1484,,Surface,1,Image 1,1,95,
1515,,Surface,1,Image 1,1,96,
1117,,Surface,1,Image 1,1,98,
1090,,Surface,1,Image 1,1,100,
1074,,Surface,1,Image 1,1,102,
1292,,Surface,1,Image 1,1,104,
1574,,Surface,1,Image 1,1,112,
1171,,Surface,1,Image 1,1,113,
1099,,Surface,1,Image 1,1,114,
1652,,Surface,1,Image 1,1,118,
1701,,Surface,1,Image 1,1,121,
1226,,Surface,1,Image 1,1,124,
1206,,Surface,1,Image 1,1,137,
1406,,Surface,1,Image 1,1,138,
752,,Surface,1,Image 1,1,141,
1281,,Surface,1,Image 1,1,145,
1140,,Surface,1,Image 1,1,149,
1673,,Surface,1,Image 1,1,150,
1315,,Surface,1,Image 1,1,154,
1204,,Surface,1,Image 1,1,155,
1110,,Surface,1,Image 1,1,166,
1261,,Surface,1,Image 1,1,171,
1151,,Surface,1,Image 1,1,173,
1163,,Surface,1,Image 1,1,174,
1186,,Surface,1,Image 1,1,176,
1203,,Surface,1,Image 1,1,177,
980,,Surface,1,Image 1,1,190,
