
Intensity Median Ch=17 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
0.25,,Surface,17,Image 1,1,4,
0.5,,Surface,17,Image 1,1,5,
0.5,,Surface,17,Image 1,1,11,
22.5,,Surface,17,Image 1,1,14,
189,,Surface,17,Image 1,1,20,
0.25,,Surface,17,Image 1,1,21,
0.5,,Surface,17,Image 1,1,27,
0.25,,Surface,17,Image 1,1,32,
67.25,,Surface,17,Image 1,1,34,
180.5,,Surface,17,Image 1,1,38,
46.5,,Surface,17,Image 1,1,40,
55.25,,Surface,17,Image 1,1,41,
61.5,,Surface,17,Image 1,1,45,
0.25,,Surface,17,Image 1,1,50,
0.5,,Surface,17,Image 1,1,53,
0.25,,Surface,17,Image 1,1,55,
0.5,,Surface,17,Image 1,1,57,
774,,Surface,17,Image 1,1,58,
0.5,,Surface,17,Image 1,1,59,
0.25,,Surface,17,Image 1,1,62,
0.25,,Surface,17,Image 1,1,65,
43.5,,Surface,17,Image 1,1,70,
89.5,,Surface,17,Image 1,1,81,
0.25,,Surface,17,Image 1,1,83,
192,,Surface,17,Image 1,1,84,
59.5,,Surface,17,Image 1,1,90,
1.5,,Surface,17,Image 1,1,94,
110.5,,Surface,17,Image 1,1,95,
46.25,,Surface,17,Image 1,1,96,
0.5,,Surface,17,Image 1,1,98,
1085,,Surface,17,Image 1,1,100,
0.5,,Surface,17,Image 1,1,102,
37,,Surface,17,Image 1,1,104,
115.5,,Surface,17,Image 1,1,112,
0.5,,Surface,17,Image 1,1,113,
82.5,,Surface,17,Image 1,1,114,
0.25,,Surface,17,Image 1,1,118,
0.125,,Surface,17,Image 1,1,121,
0.25,,Surface,17,Image 1,1,124,
0.5,,Surface,17,Image 1,1,137,
221.5,,Surface,17,Image 1,1,138,
70.5,,Surface,17,Image 1,1,141,
0.5,,Surface,17,Image 1,1,145,
25.5,,Surface,17,Image 1,1,149,
26.25,,Surface,17,Image 1,1,150,
0.25,,Surface,17,Image 1,1,154,
29.5,,Surface,17,Image 1,1,155,
0.5,,Surface,17,Image 1,1,166,
53.5,,Surface,17,Image 1,1,171,
111.5,,Surface,17,Image 1,1,173,
13,,Surface,17,Image 1,1,174,
105,,Surface,17,Image 1,1,176,
215.5,,Surface,17,Image 1,1,177,
260.5,,Surface,17,Image 1,1,190,
0.5,,Surface,17,Image 1,1,192,
89,,Surface,17,Image 1,1,193,
28.25,,Surface,17,Image 1,1,205,
59,,Surface,17,Image 1,1,206,
158.5,,Surface,17,Image 1,1,209,
0.5,,Surface,17,Image 1,1,210,
141.5,,Surface,17,Image 1,1,212,
280.5,,Surface,17,Image 1,1,225,
55.5,,Surface,17,Image 1,1,235,
710,,Surface,17,Image 1,1,237,
0.25,,Surface,17,Image 1,1,239,
854,,Surface,17,Image 1,1,245,
0.5,,Surface,17,Image 1,1,248,
120.5,,Surface,17,Image 1,1,251,
92.5,,Surface,17,Image 1,1,256,
0.25,,Surface,17,Image 1,1,258,
0.5,,Surface,17,Image 1,1,259,
0.25,,Surface,17,Image 1,1,260,
0.25,,Surface,17,Image 1,1,262,
62.5,,Surface,17,Image 1,1,263,
16.75,,Surface,17,Image 1,1,269,
754,,Surface,17,Image 1,1,271,
0.5,,Surface,17,Image 1,1,278,
0.5,,Surface,17,Image 1,1,280,
66.5,,Surface,17,Image 1,1,289,
78.5,,Surface,17,Image 1,1,292,
86.5,,Surface,17,Image 1,1,294,
0.5,,Surface,17,Image 1,1,295,
0.0625,,Surface,17,Image 1,1,297,
0.5,,Surface,17,Image 1,1,298,
0.5,,Surface,17,Image 1,1,312,
0.25,,Surface,17,Image 1,1,318,
0.125,,Surface,17,Image 1,1,326,
0.25,,Surface,17,Image 1,1,332,
38.5,,Surface,17,Image 1,1,339,
0.5,,Surface,17,Image 1,1,343,
209,,Surface,17,Image 1,1,346,
0.5,,Surface,17,Image 1,1,348,
0.25,,Surface,17,Image 1,1,356,
311,,Surface,17,Image 1,1,357,
96,,Surface,17,Image 1,1,359,
529,,Surface,17,Image 1,1,361,
0.5,,Surface,17,Image 1,1,365,
59,,Surface,17,Image 1,1,370,
0.5,,Surface,17,Image 1,1,376,
59.5,,Surface,17,Image 1,1,377,
26.5,,Surface,17,Image 1,1,382,
57,,Surface,17,Image 1,1,384,
70.75,,Surface,17,Image 1,1,388,
