
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
583.139,µm,Surface,Distance from Origin,1,2094,
561.684,µm,Surface,Distance from Origin,1,2096,
554.066,µm,Surface,Distance from Origin,1,2097,
554.16,µm,Surface,Distance from Origin,1,2099,
574.055,µm,Surface,Distance from Origin,1,2101,
551.755,µm,Surface,Distance from Origin,1,2103,
962.969,µm,Surface,Distance from Origin,1,2106,
963.292,µm,Surface,Distance from Origin,1,2108,
948.291,µm,Surface,Distance from Origin,1,2113,
931.77,µm,Surface,Distance from Origin,1,2114,
933.551,µm,Surface,Distance from Origin,1,2115,
917.686,µm,Surface,Distance from Origin,1,2133,
924.866,µm,Surface,Distance from Origin,1,2138,
912.553,µm,Surface,Distance from Origin,1,2147,
913.948,µm,Surface,Distance from Origin,1,2150,
906.028,µm,Surface,Distance from Origin,1,2156,
911.742,µm,Surface,Distance from Origin,1,2158,
912.358,µm,Surface,Distance from Origin,1,2159,
902.33,µm,Surface,Distance from Origin,1,2160,
899.717,µm,Surface,Distance from Origin,1,2161,
901.135,µm,Surface,Distance from Origin,1,2164,
902.743,µm,Surface,Distance from Origin,1,2166,
893.513,µm,Surface,Distance from Origin,1,2168,
897.244,µm,Surface,Distance from Origin,1,2170,
898.708,µm,Surface,Distance from Origin,1,2171,
896.352,µm,Surface,Distance from Origin,1,2173,
888.921,µm,Surface,Distance from Origin,1,2174,
891.332,µm,Surface,Distance from Origin,1,2176,
884.697,µm,Surface,Distance from Origin,1,2181,
890.349,µm,Surface,Distance from Origin,1,2187,
888.27,µm,Surface,Distance from Origin,1,2189,
889.639,µm,Surface,Distance from Origin,1,2193,
884.651,µm,Surface,Distance from Origin,1,2204,
870.983,µm,Surface,Distance from Origin,1,2210,
883.463,µm,Surface,Distance from Origin,1,2214,
866.374,µm,Surface,Distance from Origin,1,2216,
864.067,µm,Surface,Distance from Origin,1,2225,
866.942,µm,Surface,Distance from Origin,1,2234,
863.797,µm,Surface,Distance from Origin,1,2235,
842.981,µm,Surface,Distance from Origin,1,2257,
845.493,µm,Surface,Distance from Origin,1,2258,
845.161,µm,Surface,Distance from Origin,1,2259,
845.009,µm,Surface,Distance from Origin,1,2260,
839.511,µm,Surface,Distance from Origin,1,2263,
837.553,µm,Surface,Distance from Origin,1,2264,
838.464,µm,Surface,Distance from Origin,1,2265,
840.885,µm,Surface,Distance from Origin,1,2266,
850.203,µm,Surface,Distance from Origin,1,2275,
829.831,µm,Surface,Distance from Origin,1,2276,
816.938,µm,Surface,Distance from Origin,1,2284,
814.903,µm,Surface,Distance from Origin,1,2294,
795.265,µm,Surface,Distance from Origin,1,2299,
802.552,µm,Surface,Distance from Origin,1,2307,
802.386,µm,Surface,Distance from Origin,1,2310,
783.898,µm,Surface,Distance from Origin,1,2314,
781.036,µm,Surface,Distance from Origin,1,2317,
781.237,µm,Surface,Distance from Origin,1,2318,
815.137,µm,Surface,Distance from Origin,1,2319,
781.467,µm,Surface,Distance from Origin,1,2320,
784.675,µm,Surface,Distance from Origin,1,2331,
810.573,µm,Surface,Distance from Origin,1,2332,
775.336,µm,Surface,Distance from Origin,1,2337,
783.653,µm,Surface,Distance from Origin,1,2339,
793.116,µm,Surface,Distance from Origin,1,2354,
783.307,µm,Surface,Distance from Origin,1,2368,
783.344,µm,Surface,Distance from Origin,1,2369,
790.525,µm,Surface,Distance from Origin,1,2375,
783.042,µm,Surface,Distance from Origin,1,2380,
738.082,µm,Surface,Distance from Origin,1,2398,
733.186,µm,Surface,Distance from Origin,1,2403,
752.273,µm,Surface,Distance from Origin,1,2405,
742.983,µm,Surface,Distance from Origin,1,2409,
716.503,µm,Surface,Distance from Origin,1,2420,
734.153,µm,Surface,Distance from Origin,1,2422,
728.152,µm,Surface,Distance from Origin,1,2426,
728.195,µm,Surface,Distance from Origin,1,2428,
710.935,µm,Surface,Distance from Origin,1,2434,
709.853,µm,Surface,Distance from Origin,1,2438,
715.706,µm,Surface,Distance from Origin,1,2439,
733.327,µm,Surface,Distance from Origin,1,2440,
714.144,µm,Surface,Distance from Origin,1,2441,
720.922,µm,Surface,Distance from Origin,1,2442,
711.854,µm,Surface,Distance from Origin,1,2444,
717.047,µm,Surface,Distance from Origin,1,2453,
697.982,µm,Surface,Distance from Origin,1,2458,
685.395,µm,Surface,Distance from Origin,1,2464,
687.881,µm,Surface,Distance from Origin,1,2469,
661.16,µm,Surface,Distance from Origin,1,2476,
360.551,µm,Surface,Distance from Origin,1,2484,
605.265,µm,Surface,Distance from Origin,1,2489,
669.664,µm,Surface,Distance from Origin,1,2494,
699.683,µm,Surface,Distance from Origin,1,2495,
460.786,µm,Surface,Distance from Origin,1,2496,
453.117,µm,Surface,Distance from Origin,1,2497,
679.086,µm,Surface,Distance from Origin,1,2498,
671.563,µm,Surface,Distance from Origin,1,2499,
