
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
506.577,µm,Surface,Distance from Origin,1,1249,
487.904,µm,Surface,Distance from Origin,1,1250,
507.208,µm,Surface,Distance from Origin,1,1251,
502.85,µm,Surface,Distance from Origin,1,1253,
507.438,µm,Surface,Distance from Origin,1,1254,
436.554,µm,Surface,Distance from Origin,1,1256,
417.709,µm,Surface,Distance from Origin,1,1264,
452.067,µm,Surface,Distance from Origin,1,1267,
406.797,µm,Surface,Distance from Origin,1,1275,
510.626,µm,Surface,Distance from Origin,1,1277,
511.916,µm,Surface,Distance from Origin,1,1278,
485.697,µm,Surface,Distance from Origin,1,1280,
443.712,µm,Surface,Distance from Origin,1,1282,
443.3,µm,Surface,Distance from Origin,1,1283,
492.707,µm,Surface,Distance from Origin,1,1285,
404.056,µm,Surface,Distance from Origin,1,1288,
450.388,µm,Surface,Distance from Origin,1,1292,
409.043,µm,Surface,Distance from Origin,1,1297,
422.651,µm,Surface,Distance from Origin,1,1300,
460.172,µm,Surface,Distance from Origin,1,1303,
436.622,µm,Surface,Distance from Origin,1,1306,
438.117,µm,Surface,Distance from Origin,1,1307,
399.634,µm,Surface,Distance from Origin,1,1310,
385.88,µm,Surface,Distance from Origin,1,1312,
397.22,µm,Surface,Distance from Origin,1,1321,
388.576,µm,Surface,Distance from Origin,1,1323,
392.656,µm,Surface,Distance from Origin,1,1332,
390.224,µm,Surface,Distance from Origin,1,1334,
386.331,µm,Surface,Distance from Origin,1,1341,
849.357,µm,Surface,Distance from Origin,1,1348,
850.141,µm,Surface,Distance from Origin,1,1350,
853.721,µm,Surface,Distance from Origin,1,1353,
830.555,µm,Surface,Distance from Origin,1,1356,
843.847,µm,Surface,Distance from Origin,1,1358,
836.293,µm,Surface,Distance from Origin,1,1359,
836.705,µm,Surface,Distance from Origin,1,1360,
838.973,µm,Surface,Distance from Origin,1,1365,
814.302,µm,Surface,Distance from Origin,1,1369,
831.32,µm,Surface,Distance from Origin,1,1371,
824.954,µm,Surface,Distance from Origin,1,1383,
799.702,µm,Surface,Distance from Origin,1,1388,
796.644,µm,Surface,Distance from Origin,1,1392,
797.046,µm,Surface,Distance from Origin,1,1395,
798.265,µm,Surface,Distance from Origin,1,1399,
818.262,µm,Surface,Distance from Origin,1,1400,
817.741,µm,Surface,Distance from Origin,1,1401,
800.402,µm,Surface,Distance from Origin,1,1406,
790.123,µm,Surface,Distance from Origin,1,1408,
799.565,µm,Surface,Distance from Origin,1,1410,
791.722,µm,Surface,Distance from Origin,1,1411,
796.169,µm,Surface,Distance from Origin,1,1422,
778.304,µm,Surface,Distance from Origin,1,1428,
783.627,µm,Surface,Distance from Origin,1,1429,
776.709,µm,Surface,Distance from Origin,1,1441,
761.21,µm,Surface,Distance from Origin,1,1464,
759.362,µm,Surface,Distance from Origin,1,1467,
758.29,µm,Surface,Distance from Origin,1,1470,
759.298,µm,Surface,Distance from Origin,1,1475,
772.59,µm,Surface,Distance from Origin,1,1488,
752.692,µm,Surface,Distance from Origin,1,1494,
769.979,µm,Surface,Distance from Origin,1,1501,
749.304,µm,Surface,Distance from Origin,1,1502,
756.769,µm,Surface,Distance from Origin,1,1503,
770.646,µm,Surface,Distance from Origin,1,1504,
747.447,µm,Surface,Distance from Origin,1,1508,
776.378,µm,Surface,Distance from Origin,1,1510,
747.242,µm,Surface,Distance from Origin,1,1512,
756.03,µm,Surface,Distance from Origin,1,1515,
746.498,µm,Surface,Distance from Origin,1,1516,
747.367,µm,Surface,Distance from Origin,1,1517,
745.004,µm,Surface,Distance from Origin,1,1518,
747.107,µm,Surface,Distance from Origin,1,1521,
750.191,µm,Surface,Distance from Origin,1,1525,
746.568,µm,Surface,Distance from Origin,1,1527,
745.776,µm,Surface,Distance from Origin,1,1528,
760.13,µm,Surface,Distance from Origin,1,1529,
748.164,µm,Surface,Distance from Origin,1,1534,
740.919,µm,Surface,Distance from Origin,1,1535,
738.888,µm,Surface,Distance from Origin,1,1537,
741.292,µm,Surface,Distance from Origin,1,1540,
734.765,µm,Surface,Distance from Origin,1,1542,
723.46,µm,Surface,Distance from Origin,1,1545,
737.838,µm,Surface,Distance from Origin,1,1546,
735.133,µm,Surface,Distance from Origin,1,1547,
730.039,µm,Surface,Distance from Origin,1,1549,
744.763,µm,Surface,Distance from Origin,1,1554,
727.004,µm,Surface,Distance from Origin,1,1555,
739.473,µm,Surface,Distance from Origin,1,1556,
744.585,µm,Surface,Distance from Origin,1,1565,
735.573,µm,Surface,Distance from Origin,1,1566,
716.32,µm,Surface,Distance from Origin,1,1569,
721.894,µm,Surface,Distance from Origin,1,1574,
710.642,µm,Surface,Distance from Origin,1,1575,
712.355,µm,Surface,Distance from Origin,1,1577,
708.963,µm,Surface,Distance from Origin,1,1578,
709.702,µm,Surface,Distance from Origin,1,1579,
724.846,µm,Surface,Distance from Origin,1,1580,
708.709,µm,Surface,Distance from Origin,1,1584,
704.701,µm,Surface,Distance from Origin,1,1597,
699.907,µm,Surface,Distance from Origin,1,1599,
694.1,µm,Surface,Distance from Origin,1,1602,
