
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.348155,,Surface,1,2010,
0.23886,,Surface,1,2013,
0.503784,,Surface,1,2016,
0.281566,,Surface,1,2020,
0.590169,,Surface,1,2021,
0.251402,,Surface,1,2023,
0.320087,,Surface,1,2025,
0.55862,,Surface,1,2026,
0.398674,,Surface,1,2030,
0.286657,,Surface,1,2031,
0.255103,,Surface,1,2035,
0.280376,,Surface,1,2040,
0.355864,,Surface,1,2050,
0.287656,,Surface,1,2051,
0.31354,,Surface,1,2052,
0.245729,,Surface,1,2054,
0.224664,,Surface,1,2055,
0.298156,,Surface,1,2058,
0.747874,,Surface,1,2061,
0.450553,,Surface,1,2064,
0.241672,,Surface,1,2065,
0.189862,,Surface,1,2068,
0.373571,,Surface,1,2070,
0.293171,,Surface,1,2074,
0.401128,,Surface,1,2076,
0.279248,,Surface,1,2079,
0.364792,,Surface,1,2090,
0.420988,,Surface,1,2092,
0.311323,,Surface,1,2094,
0.349267,,Surface,1,2096,
0.289494,,Surface,1,2097,
0.296479,,Surface,1,2099,
0.366012,,Surface,1,2101,
0.286699,,Surface,1,2103,
0.30933,,Surface,1,2106,
0.313642,,Surface,1,2108,
0.287947,,Surface,1,2113,
0.227161,,Surface,1,2114,
0.202269,,Surface,1,2115,
0.410746,,Surface,1,2133,
0.488388,,Surface,1,2138,
0.479136,,Surface,1,2147,
0.331512,,Surface,1,2150,
0.373239,,Surface,1,2156,
0.313014,,Surface,1,2158,
0.31989,,Surface,1,2159,
0.524836,,Surface,1,2160,
0.213845,,Surface,1,2161,
0.257589,,Surface,1,2164,
0.251822,,Surface,1,2166,
0.599323,,Surface,1,2168,
0.442631,,Surface,1,2170,
0.271243,,Surface,1,2171,
0.429952,,Surface,1,2173,
0.302796,,Surface,1,2174,
0.290275,,Surface,1,2176,
0.210779,,Surface,1,2181,
0.211296,,Surface,1,2187,
0.57807,,Surface,1,2189,
0.375084,,Surface,1,2193,
0.553945,,Surface,1,2204,
0.317851,,Surface,1,2210,
0.295875,,Surface,1,2214,
0.308298,,Surface,1,2216,
0.402585,,Surface,1,2225,
0.512794,,Surface,1,2234,
0.457911,,Surface,1,2235,
0.25529,,Surface,1,2257,
0.359696,,Surface,1,2258,
0.366611,,Surface,1,2259,
0.27149,,Surface,1,2260,
0.272543,,Surface,1,2263,
0.517181,,Surface,1,2264,
0.262232,,Surface,1,2265,
0.415037,,Surface,1,2266,
0.38024,,Surface,1,2275,
0.307394,,Surface,1,2276,
0.257291,,Surface,1,2284,
0.393947,,Surface,1,2294,
0.271726,,Surface,1,2299,
0.291502,,Surface,1,2307,
0.329149,,Surface,1,2310,
0.589251,,Surface,1,2314,
0.274929,,Surface,1,2317,
0.215912,,Surface,1,2318,
0.179239,,Surface,1,2319,
0.315224,,Surface,1,2320,
0.228369,,Surface,1,2331,
0.247986,,Surface,1,2332,
0.689542,,Surface,1,2337,
0.237893,,Surface,1,2339,
0.337514,,Surface,1,2354,
0.195602,,Surface,1,2368,
0.167952,,Surface,1,2369,
0.267773,,Surface,1,2375,
0.47105,,Surface,1,2380,
0.284583,,Surface,1,2398,
0.503598,,Surface,1,2403,
0.459951,,Surface,1,2405,
0.247784,,Surface,1,2409,
0.304739,,Surface,1,2420,
0.431404,,Surface,1,2422,
0.370646,,Surface,1,2426,
0.322658,,Surface,1,2428,
0.613836,,Surface,1,2434,
0.578949,,Surface,1,2438,
0.512501,,Surface,1,2439,
0.348025,,Surface,1,2440,
0.335117,,Surface,1,2441,
0.241089,,Surface,1,2442,
0.247102,,Surface,1,2444,
0.227513,,Surface,1,2453,
0.280596,,Surface,1,2458,
0.253884,,Surface,1,2464,
0.460184,,Surface,1,2469,
0.328171,,Surface,1,2476,
0.283208,,Surface,1,2484,
0.348274,,Surface,1,2489,
0.662104,,Surface,1,2494,
0.541716,,Surface,1,2495,
0.305528,,Surface,1,2496,
0.41899,,Surface,1,2497,
0.3582,,Surface,1,2498,
0.217428,,Surface,1,2499,
