
Volume
 ==================== 
Volume,Unit,Category,Time,ID,
0.925974,µm^3,Surface,1,1131,
2.42479,µm^3,Surface,1,1134,
0.219516,µm^3,Surface,1,1137,
10.1097,µm^3,Surface,1,1144,
5.91207,µm^3,Surface,1,1145,
5.28862,µm^3,Surface,1,1148,
0.659214,µm^3,Surface,1,1163,
0.619037,µm^3,Surface,1,1166,
2.43506,µm^3,Surface,1,1169,
6.28473,µm^3,Surface,1,1171,
0.273476,µm^3,Surface,1,1173,
0.357625,µm^3,Surface,1,1177,
2.2927,µm^3,Surface,1,1184,
8.78107,µm^3,Surface,1,1189,
0.976864,µm^3,Surface,1,1191,
4.57541,µm^3,Surface,1,1193,
1.39426,µm^3,Surface,1,1198,
2.06141,µm^3,Surface,1,1200,
3.30124,µm^3,Surface,1,1202,
15.9877,µm^3,Surface,1,1203,
5.78209,µm^3,Surface,1,1212,
0.390921,µm^3,Surface,1,1217,
0.256959,µm^3,Surface,1,1223,
3.15427,µm^3,Surface,1,1224,
6.68998,µm^3,Surface,1,1226,
6.74623,µm^3,Surface,1,1231,
2.22015,µm^3,Surface,1,1236,
0.786979,µm^3,Surface,1,1237,
7.14078,µm^3,Surface,1,1240,
13.1351,µm^3,Surface,1,1241,
0.501338,µm^3,Surface,1,1242,
0.765937,µm^3,Surface,1,1247,
0.813236,µm^3,Surface,1,1249,
0.25213,µm^3,Surface,1,1250,
1.95179,µm^3,Surface,1,1251,
8.32373,µm^3,Surface,1,1253,
1.53703,µm^3,Surface,1,1254,
0.507655,µm^3,Surface,1,1256,
0.326428,µm^3,Surface,1,1264,
0.862998,µm^3,Surface,1,1267,
2.29127,µm^3,Surface,1,1275,
0.452273,µm^3,Surface,1,1277,
7.11742,µm^3,Surface,1,1278,
2.29693,µm^3,Surface,1,1280,
0.533511,µm^3,Surface,1,1282,
0.549717,µm^3,Surface,1,1283,
1.29515,µm^3,Surface,1,1285,
0.759824,µm^3,Surface,1,1288,
6.22023,µm^3,Surface,1,1292,
0.60545,µm^3,Surface,1,1297,
2.53173,µm^3,Surface,1,1300,
13.9491,µm^3,Surface,1,1303,
0.607485,µm^3,Surface,1,1306,
0.663304,µm^3,Surface,1,1307,
5.88904,µm^3,Surface,1,1310,
4.28984,µm^3,Surface,1,1312,
0.40186,µm^3,Surface,1,1321,
2.88396,µm^3,Surface,1,1323,
1.10928,µm^3,Surface,1,1332,
3.18104,µm^3,Surface,1,1334,
0.205476,µm^3,Surface,1,1341,
5.62363,µm^3,Surface,1,1348,
0.411535,µm^3,Surface,1,1350,
0.275306,µm^3,Surface,1,1353,
0.52264,µm^3,Surface,1,1356,
0.489104,µm^3,Surface,1,1358,
0.557655,µm^3,Surface,1,1359,
1.2128,µm^3,Surface,1,1360,
6.29133,µm^3,Surface,1,1365,
0.566181,µm^3,Surface,1,1369,
1.46477,µm^3,Surface,1,1371,
13.0237,µm^3,Surface,1,1383,
0.470947,µm^3,Surface,1,1388,
1.21783,µm^3,Surface,1,1392,
15.5995,µm^3,Surface,1,1395,
0.933793,µm^3,Surface,1,1399,
5.7306,µm^3,Surface,1,1400,
0.672467,µm^3,Surface,1,1401,
0.815071,µm^3,Surface,1,1406,
0.532309,µm^3,Surface,1,1408,
1.02689,µm^3,Surface,1,1410,
0.715276,µm^3,Surface,1,1411,
0.503129,µm^3,Surface,1,1422,
0.372271,µm^3,Surface,1,1428,
1.12266,µm^3,Surface,1,1429,
0.832874,µm^3,Surface,1,1441,
1.43134,µm^3,Surface,1,1464,
0.781635,µm^3,Surface,1,1467,
3.88269,µm^3,Surface,1,1470,
0.725308,µm^3,Surface,1,1475,
6.64905,µm^3,Surface,1,1488,
0.334683,µm^3,Surface,1,1494,
13.7809,µm^3,Surface,1,1501,
2.49558,µm^3,Surface,1,1502,
0.229313,µm^3,Surface,1,1503,
0.364068,µm^3,Surface,1,1504,
0.945421,µm^3,Surface,1,1508,
8.46013,µm^3,Surface,1,1510,
4.98919,µm^3,Surface,1,1512,
3.57768,µm^3,Surface,1,1515,
0.307249,µm^3,Surface,1,1516,
0.229128,µm^3,Surface,1,1517,
9.50906,µm^3,Surface,1,1518,
1.22289,µm^3,Surface,1,1521,
1.01564,µm^3,Surface,1,1525,
3.4041,µm^3,Surface,1,1527,
0.949622,µm^3,Surface,1,1528,
0.224409,µm^3,Surface,1,1529,
11.6949,µm^3,Surface,1,1534,
1.85183,µm^3,Surface,1,1535,
2.65327,µm^3,Surface,1,1537,
0.4059,µm^3,Surface,1,1540,
0.922953,µm^3,Surface,1,1542,
3.17415,µm^3,Surface,1,1545,
1.14889,µm^3,Surface,1,1546,
0.30548,µm^3,Surface,1,1547,
1.34567,µm^3,Surface,1,1549,
0.32557,µm^3,Surface,1,1554,
0.293628,µm^3,Surface,1,1555,
0.564921,µm^3,Surface,1,1556,
0.596765,µm^3,Surface,1,1565,
17.8033,µm^3,Surface,1,1566,
11.8083,µm^3,Surface,1,1569,
0.320728,µm^3,Surface,1,1574,
14.5219,µm^3,Surface,1,1575,
0.309519,µm^3,Surface,1,1577,
0.237153,µm^3,Surface,1,1578,
0.583577,µm^3,Surface,1,1579,
2.38912,µm^3,Surface,1,1580,
1.01612,µm^3,Surface,1,1584,
0.255856,µm^3,Surface,1,1597,
0.789372,µm^3,Surface,1,1599,
4.48077,µm^3,Surface,1,1602,
0.30376,µm^3,Surface,1,1607,
0.837553,µm^3,Surface,1,1609,
7.12022,µm^3,Surface,1,1610,
2.56287,µm^3,Surface,1,1619,
1.03821,µm^3,Surface,1,1621,
3.84038,µm^3,Surface,1,1632,
0.251571,µm^3,Surface,1,1635,
3.72939,µm^3,Surface,1,1647,
0.238231,µm^3,Surface,1,1656,
0.949011,µm^3,Surface,1,1657,
0.278059,µm^3,Surface,1,1659,
0.280128,µm^3,Surface,1,1662,
0.368469,µm^3,Surface,1,1663,
0.634731,µm^3,Surface,1,1664,
7.10853,µm^3,Surface,1,1667,
1.99547,µm^3,Surface,1,1668,
17.8052,µm^3,Surface,1,1676,
0.756582,µm^3,Surface,1,1677,
0.466759,µm^3,Surface,1,1679,
