
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
150,,Surface,2,Image 1,1,4,
132,,Surface,2,Image 1,1,5,
132,,Surface,2,Image 1,1,11,
122,,Surface,2,Image 1,1,14,
136,,Surface,2,Image 1,1,20,
131,,Surface,2,Image 1,1,21,
130,,Surface,2,Image 1,1,27,
135,,Surface,2,Image 1,1,32,
117,,Surface,2,Image 1,1,34,
152,,Surface,2,Image 1,1,38,
141,,Surface,2,Image 1,1,40,
160,,Surface,2,Image 1,1,41,
134,,Surface,2,Image 1,1,45,
146,,Surface,2,Image 1,1,50,
813,,Surface,2,Image 1,1,53,
155,,Surface,2,Image 1,1,55,
133,,Surface,2,Image 1,1,57,
105,,Surface,2,Image 1,1,58,
141,,Surface,2,Image 1,1,59,
150,,Surface,2,Image 1,1,62,
134,,Surface,2,Image 1,1,65,
124,,Surface,2,Image 1,1,70,
136,,Surface,2,Image 1,1,81,
140,,Surface,2,Image 1,1,83,
128,,Surface,2,Image 1,1,84,
128,,Surface,2,Image 1,1,90,
125,,Surface,2,Image 1,1,94,
123,,Surface,2,Image 1,1,95,
191,,Surface,2,Image 1,1,96,
113,,Surface,2,Image 1,1,98,
1294,,Surface,2,Image 1,1,100,
138,,Surface,2,Image 1,1,102,
129,,Surface,2,Image 1,1,104,
151,,Surface,2,Image 1,1,112,
128,,Surface,2,Image 1,1,113,
131,,Surface,2,Image 1,1,114,
158,,Surface,2,Image 1,1,118,
148,,Surface,2,Image 1,1,121,
150,,Surface,2,Image 1,1,124,
133,,Surface,2,Image 1,1,137,
123,,Surface,2,Image 1,1,138,
117,,Surface,2,Image 1,1,141,
163,,Surface,2,Image 1,1,145,
130,,Surface,2,Image 1,1,149,
152,,Surface,2,Image 1,1,150,
132,,Surface,2,Image 1,1,154,
149,,Surface,2,Image 1,1,155,
117,,Surface,2,Image 1,1,166,
142,,Surface,2,Image 1,1,171,
143,,Surface,2,Image 1,1,173,
131,,Surface,2,Image 1,1,174,
144,,Surface,2,Image 1,1,176,
138,,Surface,2,Image 1,1,177,
138,,Surface,2,Image 1,1,190,
140,,Surface,2,Image 1,1,192,
160,,Surface,2,Image 1,1,193,
147,,Surface,2,Image 1,1,205,
132,,Surface,2,Image 1,1,206,
140,,Surface,2,Image 1,1,209,
118,,Surface,2,Image 1,1,210,
129,,Surface,2,Image 1,1,212,
137,,Surface,2,Image 1,1,225,
144,,Surface,2,Image 1,1,235,
387,,Surface,2,Image 1,1,237,
165,,Surface,2,Image 1,1,239,
235,,Surface,2,Image 1,1,245,
137,,Surface,2,Image 1,1,248,
119,,Surface,2,Image 1,1,251,
125,,Surface,2,Image 1,1,256,
137,,Surface,2,Image 1,1,258,
134,,Surface,2,Image 1,1,259,
133,,Surface,2,Image 1,1,260,
136,,Surface,2,Image 1,1,262,
118,,Surface,2,Image 1,1,263,
164,,Surface,2,Image 1,1,269,
204,,Surface,2,Image 1,1,271,
132,,Surface,2,Image 1,1,278,
134,,Surface,2,Image 1,1,280,
113,,Surface,2,Image 1,1,289,
140,,Surface,2,Image 1,1,292,
116,,Surface,2,Image 1,1,294,
138,,Surface,2,Image 1,1,295,
133,,Surface,2,Image 1,1,297,
139,,Surface,2,Image 1,1,298,
140,,Surface,2,Image 1,1,312,
