
Intensity Median Ch=15 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
0.25,,Surface,15,Image 1,1,4,
54.5,,Surface,15,Image 1,1,5,
207.5,,Surface,15,Image 1,1,11,
0.125,,Surface,15,Image 1,1,14,
0.25,,Surface,15,Image 1,1,20,
0.5,,Surface,15,Image 1,1,21,
0.5,,Surface,15,Image 1,1,27,
0.25,,Surface,15,Image 1,1,32,
166.5,,Surface,15,Image 1,1,34,
0.125,,Surface,15,Image 1,1,38,
0.5,,Surface,15,Image 1,1,40,
0.125,,Surface,15,Image 1,1,41,
0.25,,Surface,15,Image 1,1,45,
0.25,,Surface,15,Image 1,1,50,
0.125,,Surface,15,Image 1,1,53,
0.25,,Surface,15,Image 1,1,55,
0.5,,Surface,15,Image 1,1,57,
1,,Surface,15,Image 1,1,58,
42.5,,Surface,15,Image 1,1,59,
0.25,,Surface,15,Image 1,1,62,
0.0625,,Surface,15,Image 1,1,65,
0.5,,Surface,15,Image 1,1,70,
0.0625,,Surface,15,Image 1,1,81,
104.25,,Surface,15,Image 1,1,83,
595,,Surface,15,Image 1,1,84,
8.5,,Surface,15,Image 1,1,90,
0.25,,Surface,15,Image 1,1,94,
101.5,,Surface,15,Image 1,1,95,
401.5,,Surface,15,Image 1,1,96,
54,,Surface,15,Image 1,1,98,
0.25,,Surface,15,Image 1,1,100,
90.5,,Surface,15,Image 1,1,102,
0.25,,Surface,15,Image 1,1,104,
0.125,,Surface,15,Image 1,1,112,
1,,Surface,15,Image 1,1,113,
0.5,,Surface,15,Image 1,1,114,
0.0625,,Surface,15,Image 1,1,118,
1139,,Surface,15,Image 1,1,121,
1,,Surface,15,Image 1,1,124,
0.25,,Surface,15,Image 1,1,137,
0.25,,Surface,15,Image 1,1,138,
0.5,,Surface,15,Image 1,1,141,
0.5,,Surface,15,Image 1,1,145,
0.25,,Surface,15,Image 1,1,149,
0.0625,,Surface,15,Image 1,1,150,
0.0625,,Surface,15,Image 1,1,154,
0.5,,Surface,15,Image 1,1,155,
0.5,,Surface,15,Image 1,1,166,
453,,Surface,15,Image 1,1,171,
1,,Surface,15,Image 1,1,173,
0.5,,Surface,15,Image 1,1,174,
0.125,,Surface,15,Image 1,1,176,
21.25,,Surface,15,Image 1,1,177,
137.5,,Surface,15,Image 1,1,190,
185,,Surface,15,Image 1,1,192,
31.25,,Surface,15,Image 1,1,193,
325.5,,Surface,15,Image 1,1,205,
0.25,,Surface,15,Image 1,1,206,
0.5,,Surface,15,Image 1,1,209,
291,,Surface,15,Image 1,1,210,
0.25,,Surface,15,Image 1,1,212,
0.5,,Surface,15,Image 1,1,225,
0.25,,Surface,15,Image 1,1,235,
0,,Surface,15,Image 1,1,237,
0.25,,Surface,15,Image 1,1,239,
13.5,,Surface,15,Image 1,1,245,
3.25,,Surface,15,Image 1,1,248,
90.5,,Surface,15,Image 1,1,251,
0.5,,Surface,15,Image 1,1,256,
0.0625,,Surface,15,Image 1,1,258,
0.25,,Surface,15,Image 1,1,259,
982,,Surface,15,Image 1,1,260,
0.0625,,Surface,15,Image 1,1,262,
507,,Surface,15,Image 1,1,263,
0.125,,Surface,15,Image 1,1,269,
297,,Surface,15,Image 1,1,271,
0.5,,Surface,15,Image 1,1,278,
0.5,,Surface,15,Image 1,1,280,
0.25,,Surface,15,Image 1,1,289,
56.5,,Surface,15,Image 1,1,292,
281,,Surface,15,Image 1,1,294,
0.5,,Surface,15,Image 1,1,295,
397,,Surface,15,Image 1,1,297,
29.5,,Surface,15,Image 1,1,298,
0.5,,Surface,15,Image 1,1,312,
0.125,,Surface,15,Image 1,1,318,
0.125,,Surface,15,Image 1,1,326,
