
Position Y
 ==================== 
Position Y,Unit,Category,Collection,Time,ID,
443.267,µm,Surface,Position,1,1065,
485.993,µm,Surface,Position,1,1066,
440.69,µm,Surface,Position,1,1070,
415.966,µm,Surface,Position,1,1071,
489.933,µm,Surface,Position,1,1074,
429.104,µm,Surface,Position,1,1078,
530.903,µm,Surface,Position,1,1087,
492.536,µm,Surface,Position,1,1090,
538.307,µm,Surface,Position,1,1093,
482.516,µm,Surface,Position,1,1094,
512.5,µm,Surface,Position,1,1095,
498.397,µm,Surface,Position,1,1096,
496.135,µm,Surface,Position,1,1101,
446.173,µm,Surface,Position,1,1102,
469.792,µm,Surface,Position,1,1104,
368.046,µm,Surface,Position,1,1105,
469.794,µm,Surface,Position,1,1106,
483.345,µm,Surface,Position,1,1108,
469.893,µm,Surface,Position,1,1109,
468.638,µm,Surface,Position,1,1112,
481.737,µm,Surface,Position,1,1118,
372.956,µm,Surface,Position,1,1121,
414.18,µm,Surface,Position,1,1131,
537.079,µm,Surface,Position,1,1134,
440.782,µm,Surface,Position,1,1137,
384.566,µm,Surface,Position,1,1144,
364.468,µm,Surface,Position,1,1145,
446.815,µm,Surface,Position,1,1148,
374.215,µm,Surface,Position,1,1163,
378.768,µm,Surface,Position,1,1166,
458.861,µm,Surface,Position,1,1169,
369.958,µm,Surface,Position,1,1171,
456.825,µm,Surface,Position,1,1173,
363.504,µm,Surface,Position,1,1177,
388.565,µm,Surface,Position,1,1184,
419.021,µm,Surface,Position,1,1189,
362.312,µm,Surface,Position,1,1191,
399.665,µm,Surface,Position,1,1193,
373.098,µm,Surface,Position,1,1198,
394.387,µm,Surface,Position,1,1200,
390,µm,Surface,Position,1,1202,
400.647,µm,Surface,Position,1,1203,
458.843,µm,Surface,Position,1,1212,
531.205,µm,Surface,Position,1,1217,
488.228,µm,Surface,Position,1,1223,
409.657,µm,Surface,Position,1,1224,
414.538,µm,Surface,Position,1,1226,
434.443,µm,Surface,Position,1,1231,
460.512,µm,Surface,Position,1,1236,
526.967,µm,Surface,Position,1,1237,
367.255,µm,Surface,Position,1,1240,
405.959,µm,Surface,Position,1,1241,
502.091,µm,Surface,Position,1,1242,
504.249,µm,Surface,Position,1,1247,
503.415,µm,Surface,Position,1,1249,
481.663,µm,Surface,Position,1,1250,
503.826,µm,Surface,Position,1,1251,
498.47,µm,Surface,Position,1,1253,
503.747,µm,Surface,Position,1,1254,
413.921,µm,Surface,Position,1,1256,
391.969,µm,Surface,Position,1,1264,
440.942,µm,Surface,Position,1,1267,
379.494,µm,Surface,Position,1,1275,
510.293,µm,Surface,Position,1,1277,
511.552,µm,Surface,Position,1,1278,
484.033,µm,Surface,Position,1,1280,
437.476,µm,Surface,Position,1,1282,
436.893,µm,Surface,Position,1,1283,
492.408,µm,Surface,Position,1,1285,
385.628,µm,Surface,Position,1,1288,
447.956,µm,Surface,Position,1,1292,
399.576,µm,Surface,Position,1,1297,
418.474,µm,Surface,Position,1,1300,
459.27,µm,Surface,Position,1,1303,
435.352,µm,Surface,Position,1,1306,
436.756,µm,Surface,Position,1,1307,
390.466,µm,Surface,Position,1,1310,
376.25,µm,Surface,Position,1,1312,
394.646,µm,Surface,Position,1,1321,
383.349,µm,Surface,Position,1,1323,
391.502,µm,Surface,Position,1,1332,
388.654,µm,Surface,Position,1,1334,
385.231,µm,Surface,Position,1,1341,
489.075,µm,Surface,Position,1,1348,
488.043,µm,Surface,Position,1,1350,
493.892,µm,Surface,Position,1,1353,
530.258,µm,Surface,Position,1,1356,
490.269,µm,Surface,Position,1,1358,
530.749,µm,Surface,Position,1,1359,
532.485,µm,Surface,Position,1,1360,
457.055,µm,Surface,Position,1,1365,
493.037,µm,Surface,Position,1,1369,
454.903,µm,Surface,Position,1,1371,
453.661,µm,Surface,Position,1,1383,
516.617,µm,Surface,Position,1,1388,
510.72,µm,Surface,Position,1,1392,
523.882,µm,Surface,Position,1,1395,
514.03,µm,Surface,Position,1,1399,
426.342,µm,Surface,Position,1,1400,
423.26,µm,Surface,Position,1,1401,
448.666,µm,Surface,Position,1,1406,
535.995,µm,Surface,Position,1,1408,
472.179,µm,Surface,Position,1,1410,
538.267,µm,Surface,Position,1,1411,
427.691,µm,Surface,Position,1,1422,
461.556,µm,Surface,Position,1,1428,
445.857,µm,Surface,Position,1,1429,
461.297,µm,Surface,Position,1,1441,
519.985,µm,Surface,Position,1,1464,
472.294,µm,Surface,Position,1,1467,
486.313,µm,Surface,Position,1,1470,
492.291,µm,Surface,Position,1,1475,
408.193,µm,Surface,Position,1,1488,
454.987,µm,Surface,Position,1,1494,
409.27,µm,Surface,Position,1,1501,
536.232,µm,Surface,Position,1,1502,
450.894,µm,Surface,Position,1,1503,
400.043,µm,Surface,Position,1,1504,
478.194,µm,Surface,Position,1,1508,
366.683,µm,Surface,Position,1,1510,
446.736,µm,Surface,Position,1,1512,
418.361,µm,Surface,Position,1,1515,
453.534,µm,Surface,Position,1,1516,
453.577,µm,Surface,Position,1,1517,
479.882,µm,Surface,Position,1,1518,
429.252,µm,Surface,Position,1,1521,
417.081,µm,Surface,Position,1,1525,
439.371,µm,Surface,Position,1,1527,
439.953,µm,Surface,Position,1,1528,
371.237,µm,Surface,Position,1,1529,
395.809,µm,Surface,Position,1,1534,
419.241,µm,Surface,Position,1,1535,
445.341,µm,Surface,Position,1,1537,
423.5,µm,Surface,Position,1,1540,
476.64,µm,Surface,Position,1,1542,
525.487,µm,Surface,Position,1,1545,
411.518,µm,Surface,Position,1,1546,
420.5,µm,Surface,Position,1,1547,
462.127,µm,Surface,Position,1,1549,
375.866,µm,Surface,Position,1,1554,
446.522,µm,Surface,Position,1,1555,
393.081,µm,Surface,Position,1,1556,
366.242,µm,Surface,Position,1,1565,
402.914,µm,Surface,Position,1,1566,
457.229,µm,Surface,Position,1,1569,
398.036,µm,Surface,Position,1,1574,
536.771,µm,Surface,Position,1,1575,
445.188,µm,Surface,Position,1,1577,
511.043,µm,Surface,Position,1,1578,
514.231,µm,Surface,Position,1,1579,
395.56,µm,Surface,Position,1,1580,
441.991,µm,Surface,Position,1,1584,
438.846,µm,Surface,Position,1,1597,
483.786,µm,Surface,Position,1,1599,
483.937,µm,Surface,Position,1,1602,
379.351,µm,Surface,Position,1,1607,
438.487,µm,Surface,Position,1,1609,
455.217,µm,Surface,Position,1,1610,
516.071,µm,Surface,Position,1,1619,
516.785,µm,Surface,Position,1,1621,
488.54,µm,Surface,Position,1,1632,
537.629,µm,Surface,Position,1,1635,
498.713,µm,Surface,Position,1,1647,
483.199,µm,Surface,Position,1,1656,
396.327,µm,Surface,Position,1,1657,
384.564,µm,Surface,Position,1,1659,
370.241,µm,Surface,Position,1,1662,
367.286,µm,Surface,Position,1,1663,
497.457,µm,Surface,Position,1,1664,
382.612,µm,Surface,Position,1,1667,
386.523,µm,Surface,Position,1,1668,
474.05,µm,Surface,Position,1,1676,
410.688,µm,Surface,Position,1,1677,
386.072,µm,Surface,Position,1,1679,
431.266,µm,Surface,Position,1,1680,
410.909,µm,Surface,Position,1,1686,
369.499,µm,Surface,Position,1,1689,
476.89,µm,Surface,Position,1,1692,
401.582,µm,Surface,Position,1,1715,
389.09,µm,Surface,Position,1,1716,
368.525,µm,Surface,Position,1,1718,
467.131,µm,Surface,Position,1,1722,
430.966,µm,Surface,Position,1,1739,
450.399,µm,Surface,Position,1,1742,
434.462,µm,Surface,Position,1,1743,
499.877,µm,Surface,Position,1,1752,
483.094,µm,Surface,Position,1,1754,
501.563,µm,Surface,Position,1,1757,
458.541,µm,Surface,Position,1,1759,
408.477,µm,Surface,Position,1,1761,
487.424,µm,Surface,Position,1,1762,
498.609,µm,Surface,Position,1,1763,
447.053,µm,Surface,Position,1,1779,
434.677,µm,Surface,Position,1,1784,
485.233,µm,Surface,Position,1,1786,
439.033,µm,Surface,Position,1,1791,
442.273,µm,Surface,Position,1,1792,
423.403,µm,Surface,Position,1,1794,
389.106,µm,Surface,Position,1,1802,
378.907,µm,Surface,Position,1,1808,
449.593,µm,Surface,Position,1,1812,
404.202,µm,Surface,Position,1,1815,
404.987,µm,Surface,Position,1,1816,
363.333,µm,Surface,Position,1,1820,
388.947,µm,Surface,Position,1,1832,
401.289,µm,Surface,Position,1,1835,
416.675,µm,Surface,Position,1,1845,
379.011,µm,Surface,Position,1,1846,
425.103,µm,Surface,Position,1,1848,
387.789,µm,Surface,Position,1,1856,
375.569,µm,Surface,Position,1,1860,
688.672,µm,Surface,Position,1,1866,
685.991,µm,Surface,Position,1,1867,
673.524,µm,Surface,Position,1,1868,
689.276,µm,Surface,Position,1,1871,
679.948,µm,Surface,Position,1,1872,
676.037,µm,Surface,Position,1,1875,
612.448,µm,Surface,Position,1,1878,
647.387,µm,Surface,Position,1,1879,
656.533,µm,Surface,Position,1,1882,
589.37,µm,Surface,Position,1,1885,
592.676,µm,Surface,Position,1,1886,
689.487,µm,Surface,Position,1,1887,
598.925,µm,Surface,Position,1,1890,
617.022,µm,Surface,Position,1,1891,
607.432,µm,Surface,Position,1,1892,
636.666,µm,Surface,Position,1,1897,
586.462,µm,Surface,Position,1,1901,
544.726,µm,Surface,Position,1,1904,
617.105,µm,Surface,Position,1,1906,
657.297,µm,Surface,Position,1,1907,
623.99,µm,Surface,Position,1,1917,
647.267,µm,Surface,Position,1,1920,
556.192,µm,Surface,Position,1,1922,
575.889,µm,Surface,Position,1,1936,
623.106,µm,Surface,Position,1,1939,
570.397,µm,Surface,Position,1,1941,
605.545,µm,Surface,Position,1,1943,
550.319,µm,Surface,Position,1,1948,
551.656,µm,Surface,Position,1,1949,
563.983,µm,Surface,Position,1,1952,
547.496,µm,Surface,Position,1,1955,
546.65,µm,Surface,Position,1,1956,
613.231,µm,Surface,Position,1,1966,
