
Intensity Median Ch=32 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
0.03125,,Surface,32,Image 1,1,4,
0.25,,Surface,32,Image 1,1,5,
0.03125,,Surface,32,Image 1,1,11,
1,,Surface,32,Image 1,1,14,
0.25,,Surface,32,Image 1,1,20,
0.25,,Surface,32,Image 1,1,21,
37,,Surface,32,Image 1,1,27,
0.125,,Surface,32,Image 1,1,32,
0.0625,,Surface,32,Image 1,1,34,
0.5,,Surface,32,Image 1,1,38,
0.5,,Surface,32,Image 1,1,40,
0.0625,,Surface,32,Image 1,1,41,
0.25,,Surface,32,Image 1,1,45,
0.25,,Surface,32,Image 1,1,50,
524,,Surface,32,Image 1,1,53,
0.25,,Surface,32,Image 1,1,55,
0.5,,Surface,32,Image 1,1,57,
0.5,,Surface,32,Image 1,1,58,
0.5,,Surface,32,Image 1,1,59,
0.5,,Surface,32,Image 1,1,62,
0.25,,Surface,32,Image 1,1,65,
0.125,,Surface,32,Image 1,1,70,
0.25,,Surface,32,Image 1,1,81,
0.25,,Surface,32,Image 1,1,83,
727,,Surface,32,Image 1,1,84,
2122,,Surface,32,Image 1,1,90,
13.25,,Surface,32,Image 1,1,94,
6.5,,Surface,32,Image 1,1,95,
0.125,,Surface,32,Image 1,1,96,
0.5,,Surface,32,Image 1,1,98,
0.25,,Surface,32,Image 1,1,100,
0.25,,Surface,32,Image 1,1,102,
0.125,,Surface,32,Image 1,1,104,
0,,Surface,32,Image 1,1,112,
0,,Surface,32,Image 1,1,113,
0.25,,Surface,32,Image 1,1,114,
0,,Surface,32,Image 1,1,118,
0,,Surface,32,Image 1,1,121,
0,,Surface,32,Image 1,1,124,
0,,Surface,32,Image 1,1,137,
0.25,,Surface,32,Image 1,1,138,
0,,Surface,32,Image 1,1,141,
0,,Surface,32,Image 1,1,145,
0,,Surface,32,Image 1,1,149,
0.03125,,Surface,32,Image 1,1,150,
0,,Surface,32,Image 1,1,154,
0,,Surface,32,Image 1,1,155,
0,,Surface,32,Image 1,1,166,
0,,Surface,32,Image 1,1,171,
0,,Surface,32,Image 1,1,173,
0,,Surface,32,Image 1,1,174,
0,,Surface,32,Image 1,1,176,
0,,Surface,32,Image 1,1,177,
0,,Surface,32,Image 1,1,190,
0,,Surface,32,Image 1,1,192,
0,,Surface,32,Image 1,1,193,
0,,Surface,32,Image 1,1,205,
0,,Surface,32,Image 1,1,206,
0,,Surface,32,Image 1,1,209,
0,,Surface,32,Image 1,1,210,
0,,Surface,32,Image 1,1,212,
0,,Surface,32,Image 1,1,225,
0,,Surface,32,Image 1,1,235,
0.5,,Surface,32,Image 1,1,237,
0.015625,,Surface,32,Image 1,1,239,
82,,Surface,32,Image 1,1,245,
0.25,,Surface,32,Image 1,1,248,
206.5,,Surface,32,Image 1,1,251,
254,,Surface,32,Image 1,1,256,
0.125,,Surface,32,Image 1,1,258,
146.75,,Surface,32,Image 1,1,259,
0.5,,Surface,32,Image 1,1,260,
0.0625,,Surface,32,Image 1,1,262,
0.25,,Surface,32,Image 1,1,263,
0.25,,Surface,32,Image 1,1,269,
0.25,,Surface,32,Image 1,1,271,
0.5,,Surface,32,Image 1,1,278,
1,,Surface,32,Image 1,1,280,
158.5,,Surface,32,Image 1,1,289,
0.25,,Surface,32,Image 1,1,292,
55,,Surface,32,Image 1,1,294,
0.25,,Surface,32,Image 1,1,295,
0.0625,,Surface,32,Image 1,1,297,
646,,Surface,32,Image 1,1,298,
0.25,,Surface,32,Image 1,1,312,
0.125,,Surface,32,Image 1,1,318,
0.5,,Surface,32,Image 1,1,326,
0.5,,Surface,32,Image 1,1,332,
1,,Surface,32,Image 1,1,339,
