
Intensity Sum of Square Ch=32 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
9697,,Surface,32,Image 1,1,4,
5.65402e+06,,Surface,32,Image 1,1,5,
6045,,Surface,32,Image 1,1,11,
1.14014e+08,,Surface,32,Image 1,1,14,
1.13555e+07,,Surface,32,Image 1,1,20,
3.82412e+07,,Surface,32,Image 1,1,21,
4.85507e+08,,Surface,32,Image 1,1,27,
1.45088e+06,,Surface,32,Image 1,1,32,
137834,,Surface,32,Image 1,1,34,
2.8896e+07,,Surface,32,Image 1,1,38,
8.97996e+07,,Surface,32,Image 1,1,40,
74961,,Surface,32,Image 1,1,41,
5.73731e+06,,Surface,32,Image 1,1,45,
6.76522e+06,,Surface,32,Image 1,1,50,
2.49195e+08,,Surface,32,Image 1,1,53,
4.35452e+06,,Surface,32,Image 1,1,55,
1.92409e+07,,Surface,32,Image 1,1,57,
3.68268e+07,,Surface,32,Image 1,1,58,
3.58747e+07,,Surface,32,Image 1,1,59,
5.34446e+06,,Surface,32,Image 1,1,62,
5.24484e+06,,Surface,32,Image 1,1,65,
1.26767e+06,,Surface,32,Image 1,1,70,
3.11881e+06,,Surface,32,Image 1,1,81,
3.86751e+06,,Surface,32,Image 1,1,83,
3.6501e+08,,Surface,32,Image 1,1,84,
7.16448e+09,,Surface,32,Image 1,1,90,
1.72846e+07,,Surface,32,Image 1,1,94,
3.3531e+07,,Surface,32,Image 1,1,95,
554672,,Surface,32,Image 1,1,96,
2.01738e+08,,Surface,32,Image 1,1,98,
8.19574e+06,,Surface,32,Image 1,1,100,
6.35325e+06,,Surface,32,Image 1,1,102,
1.32314e+06,,Surface,32,Image 1,1,104,
0,,Surface,32,Image 1,1,112,
0,,Surface,32,Image 1,1,113,
3.15867e+07,,Surface,32,Image 1,1,114,
0,,Surface,32,Image 1,1,118,
0,,Surface,32,Image 1,1,121,
0,,Surface,32,Image 1,1,124,
0,,Surface,32,Image 1,1,137,
4.3436e+07,,Surface,32,Image 1,1,138,
0,,Surface,32,Image 1,1,141,
0,,Surface,32,Image 1,1,145,
0,,Surface,32,Image 1,1,149,
37013,,Surface,32,Image 1,1,150,
0,,Surface,32,Image 1,1,154,
0,,Surface,32,Image 1,1,155,
0,,Surface,32,Image 1,1,166,
0,,Surface,32,Image 1,1,171,
0,,Surface,32,Image 1,1,173,
0,,Surface,32,Image 1,1,174,
0,,Surface,32,Image 1,1,176,
0,,Surface,32,Image 1,1,177,
0,,Surface,32,Image 1,1,190,
0,,Surface,32,Image 1,1,192,
0,,Surface,32,Image 1,1,193,
0,,Surface,32,Image 1,1,205,
0,,Surface,32,Image 1,1,206,
0,,Surface,32,Image 1,1,209,
0,,Surface,32,Image 1,1,210,
0,,Surface,32,Image 1,1,212,
0,,Surface,32,Image 1,1,225,
0,,Surface,32,Image 1,1,235,
2.16386e+07,,Surface,32,Image 1,1,237,
3718,,Surface,32,Image 1,1,239,
2.18515e+09,,Surface,32,Image 1,1,245,
1.61685e+07,,Surface,32,Image 1,1,248,
2.94035e+08,,Surface,32,Image 1,1,251,
3.40637e+09,,Surface,32,Image 1,1,256,
464992,,Surface,32,Image 1,1,258,
3.59663e+07,,Surface,32,Image 1,1,259,
1.33757e+07,,Surface,32,Image 1,1,260,
73858,,Surface,32,Image 1,1,262,
9.46192e+07,,Surface,32,Image 1,1,263,
2.42067e+06,,Surface,32,Image 1,1,269,
2.15255e+07,,Surface,32,Image 1,1,271,
4.61177e+08,,Surface,32,Image 1,1,278,
5.2898e+08,,Surface,32,Image 1,1,280,
5.20372e+08,,Surface,32,Image 1,1,289,
1.2758e+07,,Surface,32,Image 1,1,292,
3.14207e+09,,Surface,32,Image 1,1,294,
2.20719e+07,,Surface,32,Image 1,1,295,
216445,,Surface,32,Image 1,1,297,
1.62889e+09,,Surface,32,Image 1,1,298,
1.96626e+07,,Surface,32,Image 1,1,312,
1.95901e+06,,Surface,32,Image 1,1,318,
3.03081e+07,,Surface,32,Image 1,1,326,
5.0055e+07,,Surface,32,Image 1,1,332,
1.28563e+09,,Surface,32,Image 1,1,339,
7.82287e+08,,Surface,32,Image 1,1,343,
8.49872e+09,,Surface,32,Image 1,1,346,
7.53023e+06,,Surface,32,Image 1,1,348,
2.15459e+06,,Surface,32,Image 1,1,356,
517558,,Surface,32,Image 1,1,357,
7.90284e+08,,Surface,32,Image 1,1,359,
0,,Surface,32,Image 1,1,361,
3.91746e+06,,Surface,32,Image 1,1,365,
4.31729e+07,,Surface,32,Image 1,1,370,
1.21737e+09,,Surface,32,Image 1,1,376,
4.11668e+06,,Surface,32,Image 1,1,377,
4.1334e+07,,Surface,32,Image 1,1,382,
7.43092e+07,,Surface,32,Image 1,1,384,
3.41052e+07,,Surface,32,Image 1,1,388,
1.10945e+07,,Surface,32,Image 1,1,389,
2.18295e+06,,Surface,32,Image 1,1,390,
9.31652e+07,,Surface,32,Image 1,1,401,
335012,,Surface,32,Image 1,1,406,
1.6252e+07,,Surface,32,Image 1,1,409,
3.45325e+07,,Surface,32,Image 1,1,410,
2.26302e+09,,Surface,32,Image 1,1,411,
1.59281e+07,,Surface,32,Image 1,1,412,
439993,,Surface,32,Image 1,1,418,
3.35998e+08,,Surface,32,Image 1,1,424,
1.87854e+06,,Surface,32,Image 1,1,426,
1.05233e+06,,Surface,32,Image 1,1,433,
7.19916e+06,,Surface,32,Image 1,1,439,
742765,,Surface,32,Image 1,1,449,
1.02815e+09,,Surface,32,Image 1,1,452,
1.3644e+09,,Surface,32,Image 1,1,453,
2.9045e+09,,Surface,32,Image 1,1,456,
4.95706e+06,,Surface,32,Image 1,1,457,
1.25383e+07,,Surface,32,Image 1,1,458,
2.80357e+10,,Surface,32,Image 1,1,459,
6.48158e+08,,Surface,32,Image 1,1,465,
377146,,Surface,32,Image 1,1,466,
7.80189e+07,,Surface,32,Image 1,1,470,
2.27948e+09,,Surface,32,Image 1,1,474,
2.30598e+06,,Surface,32,Image 1,1,479,
6.72043e+07,,Surface,32,Image 1,1,481,
1.30996e+07,,Surface,32,Image 1,1,482,
1.24076e+07,,Surface,32,Image 1,1,485,
1.15023e+07,,Surface,32,Image 1,1,489,
5.40707e+08,,Surface,32,Image 1,1,492,
5.57204e+06,,Surface,32,Image 1,1,497,
972760,,Surface,32,Image 1,1,498,
7.25134e+07,,Surface,32,Image 1,1,503,
4.7918e+08,,Surface,32,Image 1,1,504,
560716,,Surface,32,Image 1,1,505,
0,,Surface,32,Image 1,1,507,
1.39927e+09,,Surface,32,Image 1,1,508,
1.93375e+08,,Surface,32,Image 1,1,524,
3.6071e+08,,Surface,32,Image 1,1,530,
1.84469e+07,,Surface,32,Image 1,1,532,
2.68695e+06,,Surface,32,Image 1,1,533,
7.51503e+09,,Surface,32,Image 1,1,537,
272172,,Surface,32,Image 1,1,540,
7.23379e+08,,Surface,32,Image 1,1,541,
2.30426e+07,,Surface,32,Image 1,1,542,
3.95055e+09,,Surface,32,Image 1,1,544,
1.01153e+08,,Surface,32,Image 1,1,547,
2.70086e+06,,Surface,32,Image 1,1,549,
2.47407e+08,,Surface,32,Image 1,1,550,
450624,,Surface,32,Image 1,1,551,
6.40552e+07,,Surface,32,Image 1,1,558,
7.1521e+06,,Surface,32,Image 1,1,561,
3.67934e+07,,Surface,32,Image 1,1,571,
1.57883e+10,,Surface,32,Image 1,1,572,
8.01001e+08,,Surface,32,Image 1,1,573,
5.63573e+08,,Surface,32,Image 1,1,576,
1.61929e+07,,Surface,32,Image 1,1,581,
6.30867e+08,,Surface,32,Image 1,1,588,
1.81465e+06,,Surface,32,Image 1,1,589,
1.10597e+07,,Surface,32,Image 1,1,592,
3.46567e+07,,Surface,32,Image 1,1,599,
1.94519e+06,,Surface,32,Image 1,1,601,
100170,,Surface,32,Image 1,1,604,
3.9642e+07,,Surface,32,Image 1,1,606,
3.09311e+08,,Surface,32,Image 1,1,607,
3.16266e+07,,Surface,32,Image 1,1,611,
9.85094e+09,,Surface,32,Image 1,1,614,
2.20555e+06,,Surface,32,Image 1,1,615,
1.23252e+07,,Surface,32,Image 1,1,616,
1.36333e+09,,Surface,32,Image 1,1,617,
42198,,Surface,32,Image 1,1,619,
3.04219e+09,,Surface,32,Image 1,1,627,
1.11062e+08,,Surface,32,Image 1,1,631,
6.48737e+07,,Surface,32,Image 1,1,632,
1.92795e+07,,Surface,32,Image 1,1,639,
1.8357e+08,,Surface,32,Image 1,1,644,
3.27793e+08,,Surface,32,Image 1,1,652,
1.67357e+07,,Surface,32,Image 1,1,655,
958101,,Surface,32,Image 1,1,657,
1.8691e+07,,Surface,32,Image 1,1,658,
535958,,Surface,32,Image 1,1,665,
1.39969e+07,,Surface,32,Image 1,1,682,
3.6322e+09,,Surface,32,Image 1,1,687,
6.33522e+08,,Surface,32,Image 1,1,693,
1.00274e+07,,Surface,32,Image 1,1,699,
4.6359e+07,,Surface,32,Image 1,1,700,
3793,,Surface,32,Image 1,1,708,
293058,,Surface,32,Image 1,1,710,
3.41206e+06,,Surface,32,Image 1,1,725,
1.26397e+08,,Surface,32,Image 1,1,728,
1.26751e+08,,Surface,32,Image 1,1,729,
1.21747e+08,,Surface,32,Image 1,1,730,
583625,,Surface,32,Image 1,1,731,
2.22524e+06,,Surface,32,Image 1,1,733,
2.67851e+07,,Surface,32,Image 1,1,735,
6.37771e+06,,Surface,32,Image 1,1,736,
3.5763e+08,,Surface,32,Image 1,1,742,
2.18e+07,,Surface,32,Image 1,1,748,
1.70747e+09,,Surface,32,Image 1,1,750,
7.43094e+07,,Surface,32,Image 1,1,753,
1.00104e+08,,Surface,32,Image 1,1,756,
33209,,Surface,32,Image 1,1,760,
4.468e+06,,Surface,32,Image 1,1,764,
2.46226e+09,,Surface,32,Image 1,1,766,
3.63833e+07,,Surface,32,Image 1,1,771,
2.23602e+07,,Surface,32,Image 1,1,772,
515259,,Surface,32,Image 1,1,782,
2.71946e+06,,Surface,32,Image 1,1,783,
5.60612e+07,,Surface,32,Image 1,1,784,
2.13065e+08,,Surface,32,Image 1,1,793,
3.12736e+07,,Surface,32,Image 1,1,794,
0,,Surface,32,Image 1,1,800,
5.07722e+06,,Surface,32,Image 1,1,802,
1.15544e+09,,Surface,32,Image 1,1,805,
123498,,Surface,32,Image 1,1,810,
1.02888e+07,,Surface,32,Image 1,1,817,
1.72075e+08,,Surface,32,Image 1,1,821,
5.14771e+08,,Surface,32,Image 1,1,822,
3.84465e+06,,Surface,32,Image 1,1,827,
3.34923e+08,,Surface,32,Image 1,1,831,
1.94065e+06,,Surface,32,Image 1,1,834,
72,,Surface,32,Image 1,1,839,
68852,,Surface,32,Image 1,1,850,
9.09298e+07,,Surface,32,Image 1,1,855,
584564,,Surface,32,Image 1,1,868,
652269,,Surface,32,Image 1,1,874,
5.51472e+06,,Surface,32,Image 1,1,875,
6.73048e+06,,Surface,32,Image 1,1,882,
2.7179e+08,,Surface,32,Image 1,1,883,
415935,,Surface,32,Image 1,1,885,
7.54236e+07,,Surface,32,Image 1,1,891,
3.08616e+07,,Surface,32,Image 1,1,892,
4.79137e+08,,Surface,32,Image 1,1,895,
159077,,Surface,32,Image 1,1,896,
2.81441e+08,,Surface,32,Image 1,1,897,
1.53206e+08,,Surface,32,Image 1,1,901,
1.24529e+06,,Surface,32,Image 1,1,905,
1.2177e+07,,Surface,32,Image 1,1,911,
57768,,Surface,32,Image 1,1,912,
6.4728e+07,,Surface,32,Image 1,1,924,
4.77068e+06,,Surface,32,Image 1,1,925,
266391,,Surface,32,Image 1,1,926,
8.43978e+07,,Surface,32,Image 1,1,935,
1.30483e+06,,Surface,32,Image 1,1,936,
9.65677e+08,,Surface,32,Image 1,1,946,
1.31851e+07,,Surface,32,Image 1,1,950,
1.92162e+08,,Surface,32,Image 1,1,955,
2.02184e+09,,Surface,32,Image 1,1,957,
7.90116e+08,,Surface,32,Image 1,1,962,
19633,,Surface,32,Image 1,1,966,
2.43278e+08,,Surface,32,Image 1,1,977,
0,,Surface,32,Image 1,1,979,
4.93653e+07,,Surface,32,Image 1,1,986,
462227,,Surface,32,Image 1,1,991,
2.07613e+08,,Surface,32,Image 1,1,993,
172520,,Surface,32,Image 1,1,1011,
4.86248e+07,,Surface,32,Image 1,1,1013,
1.89579e+06,,Surface,32,Image 1,1,1016,
1.27998e+06,,Surface,32,Image 1,1,1017,
9.07146e+07,,Surface,32,Image 1,1,1023,
6.49414e+06,,Surface,32,Image 1,1,1024,
4.03814e+07,,Surface,32,Image 1,1,1030,
3.25453e+06,,Surface,32,Image 1,1,1033,
4.32326e+07,,Surface,32,Image 1,1,1041,
139516,,Surface,32,Image 1,1,1043,
3.50814e+06,,Surface,32,Image 1,1,1046,
58362,,Surface,32,Image 1,1,1048,
936733,,Surface,32,Image 1,1,1049,
440121,,Surface,32,Image 1,1,1051,
10377,,Surface,32,Image 1,1,1052,
3.48895e+08,,Surface,32,Image 1,1,1053,
351872,,Surface,32,Image 1,1,1055,
2.19356e+07,,Surface,32,Image 1,1,1056,
8.04053e+06,,Surface,32,Image 1,1,1062,
3.35209e+08,,Surface,32,Image 1,1,1065,
1.52679e+07,,Surface,32,Image 1,1,1066,
5.57308e+08,,Surface,32,Image 1,1,1070,
1.88512e+07,,Surface,32,Image 1,1,1071,
6.59447e+08,,Surface,32,Image 1,1,1074,
5.33242e+06,,Surface,32,Image 1,1,1078,
7.53213e+08,,Surface,32,Image 1,1,1087,
1.53604e+09,,Surface,32,Image 1,1,1090,
4.32552e+07,,Surface,32,Image 1,1,1093,
9.43958e+07,,Surface,32,Image 1,1,1094,
1.07077e+06,,Surface,32,Image 1,1,1095,
2.21746e+07,,Surface,32,Image 1,1,1096,
4.06801e+07,,Surface,32,Image 1,1,1101,
4.09023e+07,,Surface,32,Image 1,1,1102,
2.22017e+07,,Surface,32,Image 1,1,1104,
7666,,Surface,32,Image 1,1,1105,
