
Cumulative Volume Img=1
 ==================== 
Distance to Surface,Cumulative Volume,Unit,Collection,Image,Time,ID,
-0.4035,1.76522,µm^3,Cumulative Volume,Image 1,1,,
-0.1345,6.31487,µm^3,Cumulative Volume,Image 1,1,,
0.1345,13.5289,µm^3,Cumulative Volume,Image 1,1,,
0.4035,24.6703,µm^3,Cumulative Volume,Image 1,1,,
0.6725,40.3441,µm^3,Cumulative Volume,Image 1,1,,
0.9415,60.8286,µm^3,Cumulative Volume,Image 1,1,,
1.2105,86.5389,µm^3,Cumulative Volume,Image 1,1,,
1.4795,118.089,µm^3,Cumulative Volume,Image 1,1,,
1.7485,155.949,µm^3,Cumulative Volume,Image 1,1,,
2.0175,200.694,µm^3,Cumulative Volume,Image 1,1,,
2.2865,252.646,µm^3,Cumulative Volume,Image 1,1,,
2.5555,312.43,µm^3,Cumulative Volume,Image 1,1,,
2.8245,380.313,µm^3,Cumulative Volume,Image 1,1,,
3.0935,456.772,µm^3,Cumulative Volume,Image 1,1,,
3.3625,542.766,µm^3,Cumulative Volume,Image 1,1,,
3.6315,639.076,µm^3,Cumulative Volume,Image 1,1,,
3.9005,745.292,µm^3,Cumulative Volume,Image 1,1,,
4.1695,861.863,µm^3,Cumulative Volume,Image 1,1,,
4.4385,988.568,µm^3,Cumulative Volume,Image 1,1,,
4.7075,1124.77,µm^3,Cumulative Volume,Image 1,1,,
4.9765,1270.23,µm^3,Cumulative Volume,Image 1,1,,
5.2455,1424.65,µm^3,Cumulative Volume,Image 1,1,,
5.5145,1588.27,µm^3,Cumulative Volume,Image 1,1,,
5.7835,1760.89,µm^3,Cumulative Volume,Image 1,1,,
6.0525,1942.35,µm^3,Cumulative Volume,Image 1,1,,
6.3215,2133.49,µm^3,Cumulative Volume,Image 1,1,,
6.5905,2334.54,µm^3,Cumulative Volume,Image 1,1,,
6.8595,2546.03,µm^3,Cumulative Volume,Image 1,1,,
7.1285,2768.53,µm^3,Cumulative Volume,Image 1,1,,
7.3975,3001.45,µm^3,Cumulative Volume,Image 1,1,,
7.6665,3244.31,µm^3,Cumulative Volume,Image 1,1,,
7.9355,3497.25,µm^3,Cumulative Volume,Image 1,1,,
8.2045,3762.19,µm^3,Cumulative Volume,Image 1,1,,
8.4735,4036.6,µm^3,Cumulative Volume,Image 1,1,,
8.7425,4320.26,µm^3,Cumulative Volume,Image 1,1,,
9.0115,4610.41,µm^3,Cumulative Volume,Image 1,1,,
9.2805,4908.49,µm^3,Cumulative Volume,Image 1,1,,
9.5495,5212.52,µm^3,Cumulative Volume,Image 1,1,,
9.8185,5524.57,µm^3,Cumulative Volume,Image 1,1,,
10.0875,5846.65,µm^3,Cumulative Volume,Image 1,1,,
10.3565,6176.58,µm^3,Cumulative Volume,Image 1,1,,
10.6255,6515.15,µm^3,Cumulative Volume,Image 1,1,,
10.8945,6856.8,µm^3,Cumulative Volume,Image 1,1,,
11.1635,7200.29,µm^3,Cumulative Volume,Image 1,1,,
11.4325,7539.38,µm^3,Cumulative Volume,Image 1,1,,
11.7015,7872.2,µm^3,Cumulative Volume,Image 1,1,,
11.9705,8193.64,µm^3,Cumulative Volume,Image 1,1,,
12.2395,8504.24,µm^3,Cumulative Volume,Image 1,1,,
12.5085,8805.41,µm^3,Cumulative Volume,Image 1,1,,
12.7775,9094.52,µm^3,Cumulative Volume,Image 1,1,,
13.0465,9373.04,µm^3,Cumulative Volume,Image 1,1,,
13.3155,9639.58,µm^3,Cumulative Volume,Image 1,1,,
13.5845,9895.74,µm^3,Cumulative Volume,Image 1,1,,
13.8535,10139.7,µm^3,Cumulative Volume,Image 1,1,,
14.1225,10373.2,µm^3,Cumulative Volume,Image 1,1,,
14.3915,10597.2,µm^3,Cumulative Volume,Image 1,1,,
14.6605,10810,µm^3,Cumulative Volume,Image 1,1,,
14.9295,11013,µm^3,Cumulative Volume,Image 1,1,,
15.1985,11205.6,µm^3,Cumulative Volume,Image 1,1,,
15.4675,11389.1,µm^3,Cumulative Volume,Image 1,1,,
15.7365,11563,µm^3,Cumulative Volume,Image 1,1,,
16.0055,11729.5,µm^3,Cumulative Volume,Image 1,1,,
16.2745,11891.6,µm^3,Cumulative Volume,Image 1,1,,
16.5435,12046.5,µm^3,Cumulative Volume,Image 1,1,,
16.8125,12196,µm^3,Cumulative Volume,Image 1,1,,
17.0815,12342.4,µm^3,Cumulative Volume,Image 1,1,,
17.3505,12487.5,µm^3,Cumulative Volume,Image 1,1,,
17.6195,12628.9,µm^3,Cumulative Volume,Image 1,1,,
17.8885,12767,µm^3,Cumulative Volume,Image 1,1,,
18.1575,12903.2,µm^3,Cumulative Volume,Image 1,1,,
18.4265,13038.9,µm^3,Cumulative Volume,Image 1,1,,
18.6955,13175,µm^3,Cumulative Volume,Image 1,1,,
18.9645,13308.3,µm^3,Cumulative Volume,Image 1,1,,
19.2335,13439.8,µm^3,Cumulative Volume,Image 1,1,,
19.5025,13570.6,µm^3,Cumulative Volume,Image 1,1,,
19.7715,13701.9,µm^3,Cumulative Volume,Image 1,1,,
20.0405,13834.4,µm^3,Cumulative Volume,Image 1,1,,
20.3095,13964.8,µm^3,Cumulative Volume,Image 1,1,,
20.5785,14094.1,µm^3,Cumulative Volume,Image 1,1,,
20.8475,14224,µm^3,Cumulative Volume,Image 1,1,,
21.1165,14355.5,µm^3,Cumulative Volume,Image 1,1,,
21.3855,14485.2,µm^3,Cumulative Volume,Image 1,1,,
21.6545,14613.5,µm^3,Cumulative Volume,Image 1,1,,
21.9235,14741.5,µm^3,Cumulative Volume,Image 1,1,,
22.1925,14870.1,µm^3,Cumulative Volume,Image 1,1,,
22.4615,14999.6,µm^3,Cumulative Volume,Image 1,1,,
22.7305,15126.5,µm^3,Cumulative Volume,Image 1,1,,
22.9995,15249.3,µm^3,Cumulative Volume,Image 1,1,,
23.2685,15364.7,µm^3,Cumulative Volume,Image 1,1,,
23.5375,15469.4,µm^3,Cumulative Volume,Image 1,1,,
23.8065,15560.1,µm^3,Cumulative Volume,Image 1,1,,
24.0755,15638.4,µm^3,Cumulative Volume,Image 1,1,,
24.3445,15705.8,µm^3,Cumulative Volume,Image 1,1,,
24.6135,15763.6,µm^3,Cumulative Volume,Image 1,1,,
