
Intensity Median Ch=12 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
4,,Surface,12,Image 1,1,2,
1212,,Surface,12,Image 1,1,3,
1496,,Surface,12,Image 1,1,4,
1134,,Surface,12,Image 1,1,5,
0.5,,Surface,12,Image 1,1,6,
1,,Surface,12,Image 1,1,7,
2,,Surface,12,Image 1,1,8,
626,,Surface,12,Image 1,1,10,
1,,Surface,12,Image 1,1,11,
1,,Surface,12,Image 1,1,12,
840,,Surface,12,Image 1,1,13,
456,,Surface,12,Image 1,1,18,
0.25,,Surface,12,Image 1,1,19,
1068,,Surface,12,Image 1,1,21,
0.5,,Surface,12,Image 1,1,22,
578,,Surface,12,Image 1,1,24,
474,,Surface,12,Image 1,1,25,
924,,Surface,12,Image 1,1,26,
588,,Surface,12,Image 1,1,28,
4,,Surface,12,Image 1,1,29,
1,,Surface,12,Image 1,1,35,
106,,Surface,12,Image 1,1,37,
406,,Surface,12,Image 1,1,38,
1316,,Surface,12,Image 1,1,40,
1,,Surface,12,Image 1,1,45,
127,,Surface,12,Image 1,1,46,
524,,Surface,12,Image 1,1,49,
2,,Surface,12,Image 1,1,52,
254,,Surface,12,Image 1,1,54,
1320,,Surface,12,Image 1,1,58,
628,,Surface,12,Image 1,1,60,
150,,Surface,12,Image 1,1,61,
0.25,,Surface,12,Image 1,1,63,
4,,Surface,12,Image 1,1,64,
828,,Surface,12,Image 1,1,65,
1432,,Surface,12,Image 1,1,67,
1732,,Surface,12,Image 1,1,71,
0.25,,Surface,12,Image 1,1,72,
1,,Surface,12,Image 1,1,73,
175,,Surface,12,Image 1,1,74,
1324,,Surface,12,Image 1,1,76,
0.5,,Surface,12,Image 1,1,77,
0.5,,Surface,12,Image 1,1,79,
370,,Surface,12,Image 1,1,81,
1432,,Surface,12,Image 1,1,82,
120,,Surface,12,Image 1,1,88,
0.5,,Surface,12,Image 1,1,89,
1198,,Surface,12,Image 1,1,91,
2,,Surface,12,Image 1,1,93,
113,,Surface,12,Image 1,1,97,
594,,Surface,12,Image 1,1,100,
0.5,,Surface,12,Image 1,1,101,
1372,,Surface,12,Image 1,1,102,
3000,,Surface,12,Image 1,1,103,
1092,,Surface,12,Image 1,1,106,
1,,Surface,12,Image 1,1,107,
14,,Surface,12,Image 1,1,110,
1368,,Surface,12,Image 1,1,111,
1724,,Surface,12,Image 1,1,112,
856,,Surface,12,Image 1,1,113,
0.5,,Surface,12,Image 1,1,118,
2,,Surface,12,Image 1,1,119,
1,,Surface,12,Image 1,1,120,
2,,Surface,12,Image 1,1,122,
2,,Surface,12,Image 1,1,123,
1,,Surface,12,Image 1,1,124,
2576,,Surface,12,Image 1,1,128,
1236,,Surface,12,Image 1,1,134,
4,,Surface,12,Image 1,1,136,
4,,Surface,12,Image 1,1,137,
8,,Surface,12,Image 1,1,138,
1124,,Surface,12,Image 1,1,139,
1384,,Surface,12,Image 1,1,140,
1270,,Surface,12,Image 1,1,141,
1070,,Surface,12,Image 1,1,143,
1192,,Surface,12,Image 1,1,146,
3372,,Surface,12,Image 1,1,150,
1764,,Surface,12,Image 1,1,154,
626,,Surface,12,Image 1,1,155,
1220,,Surface,12,Image 1,1,156,
2136,,Surface,12,Image 1,1,159,
2,,Surface,12,Image 1,1,161,
1764,,Surface,12,Image 1,1,164,
0.5,,Surface,12,Image 1,1,165,
1188,,Surface,12,Image 1,1,167,
0.5,,Surface,12,Image 1,1,171,
2248,,Surface,12,Image 1,1,172,
988,,Surface,12,Image 1,1,173,
1,,Surface,12,Image 1,1,174,
780,,Surface,12,Image 1,1,177,
0.5,,Surface,12,Image 1,1,180,
574,,Surface,12,Image 1,1,181,
4,,Surface,12,Image 1,1,190,
674,,Surface,12,Image 1,1,192,
932,,Surface,12,Image 1,1,193,
1828,,Surface,12,Image 1,1,195,
4,,Surface,12,Image 1,1,199,
836,,Surface,12,Image 1,1,200,
2792,,Surface,12,Image 1,1,201,
1,,Surface,12,Image 1,1,203,
0.25,,Surface,12,Image 1,1,208,
502,,Surface,12,Image 1,1,209,
182,,Surface,12,Image 1,1,210,
1068,,Surface,12,Image 1,1,213,
1308,,Surface,12,Image 1,1,214,
562,,Surface,12,Image 1,1,215,
692,,Surface,12,Image 1,1,216,
0.5,,Surface,12,Image 1,1,217,
234,,Surface,12,Image 1,1,218,
1844,,Surface,12,Image 1,1,219,
1668,,Surface,12,Image 1,1,221,
650,,Surface,12,Image 1,1,225,
1,,Surface,12,Image 1,1,227,
1532,,Surface,12,Image 1,1,228,
1148,,Surface,12,Image 1,1,230,
150,,Surface,12,Image 1,1,233,
312,,Surface,12,Image 1,1,234,
191,,Surface,12,Image 1,1,236,
820,,Surface,12,Image 1,1,237,
0.5,,Surface,12,Image 1,1,238,
1512,,Surface,12,Image 1,1,239,
628,,Surface,12,Image 1,1,241,
212,,Surface,12,Image 1,1,243,
1292,,Surface,12,Image 1,1,245,
1240,,Surface,12,Image 1,1,249,
2,,Surface,12,Image 1,1,250,
2108,,Surface,12,Image 1,1,251,
0.5,,Surface,12,Image 1,1,253,
2456,,Surface,12,Image 1,1,262,
0.25,,Surface,12,Image 1,1,263,
764,,Surface,12,Image 1,1,265,
358,,Surface,12,Image 1,1,266,
4,,Surface,12,Image 1,1,268,
0.5,,Surface,12,Image 1,1,269,
724,,Surface,12,Image 1,1,272,
1478,,Surface,12,Image 1,1,274,
1204,,Surface,12,Image 1,1,277,
95,,Surface,12,Image 1,1,279,
353,,Surface,12,Image 1,1,281,
788,,Surface,12,Image 1,1,282,
914,,Surface,12,Image 1,1,284,
2,,Surface,12,Image 1,1,285,
158,,Surface,12,Image 1,1,291,
2280,,Surface,12,Image 1,1,293,
1318,,Surface,12,Image 1,1,295,
2,,Surface,12,Image 1,1,297,
1628,,Surface,12,Image 1,1,300,
2,,Surface,12,Image 1,1,302,
