
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
219,,Surface,4,Image 1,1,2,
200,,Surface,4,Image 1,1,3,
152,,Surface,4,Image 1,1,4,
0,,Surface,4,Image 1,1,5,
0,,Surface,4,Image 1,1,6,
298,,Surface,4,Image 1,1,7,
146,,Surface,4,Image 1,1,8,
339,,Surface,4,Image 1,1,10,
79,,Surface,4,Image 1,1,11,
275,,Surface,4,Image 1,1,12,
106,,Surface,4,Image 1,1,13,
203,,Surface,4,Image 1,1,18,
103,,Surface,4,Image 1,1,19,
201,,Surface,4,Image 1,1,21,
43,,Surface,4,Image 1,1,22,
241,,Surface,4,Image 1,1,24,
0,,Surface,4,Image 1,1,25,
77,,Surface,4,Image 1,1,26,
169,,Surface,4,Image 1,1,28,
244,,Surface,4,Image 1,1,29,
8,,Surface,4,Image 1,1,35,
237,,Surface,4,Image 1,1,37,
184,,Surface,4,Image 1,1,38,
164,,Surface,4,Image 1,1,40,
64,,Surface,4,Image 1,1,45,
158,,Surface,4,Image 1,1,46,
295,,Surface,4,Image 1,1,49,
298,,Surface,4,Image 1,1,52,
334,,Surface,4,Image 1,1,54,
298,,Surface,4,Image 1,1,58,
356,,Surface,4,Image 1,1,60,
198,,Surface,4,Image 1,1,61,
388,,Surface,4,Image 1,1,63,
158,,Surface,4,Image 1,1,64,
30,,Surface,4,Image 1,1,65,
346,,Surface,4,Image 1,1,67,
0,,Surface,4,Image 1,1,71,
328,,Surface,4,Image 1,1,72,
105,,Surface,4,Image 1,1,73,
114,,Surface,4,Image 1,1,74,
48,,Surface,4,Image 1,1,76,
0,,Surface,4,Image 1,1,77,
226,,Surface,4,Image 1,1,79,
253,,Surface,4,Image 1,1,81,
194,,Surface,4,Image 1,1,82,
0,,Surface,4,Image 1,1,88,
504,,Surface,4,Image 1,1,89,
0,,Surface,4,Image 1,1,91,
0,,Surface,4,Image 1,1,93,
309,,Surface,4,Image 1,1,97,
7,,Surface,4,Image 1,1,100,
181,,Surface,4,Image 1,1,101,
0,,Surface,4,Image 1,1,102,
18,,Surface,4,Image 1,1,103,
143,,Surface,4,Image 1,1,106,
84,,Surface,4,Image 1,1,107,
228,,Surface,4,Image 1,1,110,
108,,Surface,4,Image 1,1,111,
0,,Surface,4,Image 1,1,112,
5,,Surface,4,Image 1,1,113,
0,,Surface,4,Image 1,1,118,
358,,Surface,4,Image 1,1,119,
259,,Surface,4,Image 1,1,120,
0,,Surface,4,Image 1,1,122,
0,,Surface,4,Image 1,1,123,
110,,Surface,4,Image 1,1,124,
119,,Surface,4,Image 1,1,128,
210,,Surface,4,Image 1,1,134,
0,,Surface,4,Image 1,1,136,
258,,Surface,4,Image 1,1,137,
220,,Surface,4,Image 1,1,138,
311,,Surface,4,Image 1,1,139,
0,,Surface,4,Image 1,1,140,
212,,Surface,4,Image 1,1,141,
153,,Surface,4,Image 1,1,143,
126,,Surface,4,Image 1,1,146,
224,,Surface,4,Image 1,1,150,
11,,Surface,4,Image 1,1,154,
245,,Surface,4,Image 1,1,155,
0,,Surface,4,Image 1,1,156,
6,,Surface,4,Image 1,1,159,
264,,Surface,4,Image 1,1,161,
102,,Surface,4,Image 1,1,164,
305,,Surface,4,Image 1,1,165,
175,,Surface,4,Image 1,1,167,
270,,Surface,4,Image 1,1,171,
94,,Surface,4,Image 1,1,172,
16,,Surface,4,Image 1,1,173,
279,,Surface,4,Image 1,1,174,
79,,Surface,4,Image 1,1,177,
130,,Surface,4,Image 1,1,180,
333,,Surface,4,Image 1,1,181,
145,,Surface,4,Image 1,1,190,
323,,Surface,4,Image 1,1,192,
339,,Surface,4,Image 1,1,193,
175,,Surface,4,Image 1,1,195,
134,,Surface,4,Image 1,1,199,
227,,Surface,4,Image 1,1,200,
7,,Surface,4,Image 1,1,201,
177,,Surface,4,Image 1,1,203,
281,,Surface,4,Image 1,1,208,
176,,Surface,4,Image 1,1,209,
199,,Surface,4,Image 1,1,210,
0,,Surface,4,Image 1,1,213,
264,,Surface,4,Image 1,1,214,
312,,Surface,4,Image 1,1,215,
9,,Surface,4,Image 1,1,216,
426,,Surface,4,Image 1,1,217,
38,,Surface,4,Image 1,1,218,
0,,Surface,4,Image 1,1,219,
156,,Surface,4,Image 1,1,221,
258,,Surface,4,Image 1,1,225,
346,,Surface,4,Image 1,1,227,
0,,Surface,4,Image 1,1,228,
0,,Surface,4,Image 1,1,230,
67,,Surface,4,Image 1,1,233,
217,,Surface,4,Image 1,1,234,
263,,Surface,4,Image 1,1,236,
322,,Surface,4,Image 1,1,237,
49,,Surface,4,Image 1,1,238,
323,,Surface,4,Image 1,1,239,
0,,Surface,4,Image 1,1,241,
313,,Surface,4,Image 1,1,243,
0,,Surface,4,Image 1,1,245,
305,,Surface,4,Image 1,1,249,
81,,Surface,4,Image 1,1,250,
259,,Surface,4,Image 1,1,251,
333,,Surface,4,Image 1,1,253,
36,,Surface,4,Image 1,1,262,
0,,Surface,4,Image 1,1,263,
144,,Surface,4,Image 1,1,265,
277,,Surface,4,Image 1,1,266,
185,,Surface,4,Image 1,1,268,
391,,Surface,4,Image 1,1,269,
201,,Surface,4,Image 1,1,272,
215,,Surface,4,Image 1,1,274,
251,,Surface,4,Image 1,1,277,
50,,Surface,4,Image 1,1,279,
279,,Surface,4,Image 1,1,281,
88,,Surface,4,Image 1,1,282,
102,,Surface,4,Image 1,1,284,
130,,Surface,4,Image 1,1,285,
305,,Surface,4,Image 1,1,291,
8,,Surface,4,Image 1,1,293,
12,,Surface,4,Image 1,1,295,
226,,Surface,4,Image 1,1,297,
0,,Surface,4,Image 1,1,300,
298,,Surface,4,Image 1,1,302,
296,,Surface,4,Image 1,1,303,
331,,Surface,4,Image 1,1,309,
74,,Surface,4,Image 1,1,310,
0,,Surface,4,Image 1,1,316,
0,,Surface,4,Image 1,1,317,
326,,Surface,4,Image 1,1,324,
222,,Surface,4,Image 1,1,325,
290,,Surface,4,Image 1,1,330,
87,,Surface,4,Image 1,1,331,
195,,Surface,4,Image 1,1,334,
196,,Surface,4,Image 1,1,335,
306,,Surface,4,Image 1,1,336,
29,,Surface,4,Image 1,1,337,
291,,Surface,4,Image 1,1,338,
4,,Surface,4,Image 1,1,339,
367,,Surface,4,Image 1,1,340,
0,,Surface,4,Image 1,1,341,
0,,Surface,4,Image 1,1,342,
338,,Surface,4,Image 1,1,343,
223,,Surface,4,Image 1,1,344,
287,,Surface,4,Image 1,1,347,
