
Intensity Median Ch=36 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
8,,Surface,36,Image 1,1,2,
8,,Surface,36,Image 1,1,3,
4,,Surface,36,Image 1,1,4,
4,,Surface,36,Image 1,1,5,
2,,Surface,36,Image 1,1,6,
1,,Surface,36,Image 1,1,7,
4,,Surface,36,Image 1,1,8,
1,,Surface,36,Image 1,1,10,
1,,Surface,36,Image 1,1,11,
4,,Surface,36,Image 1,1,12,
88,,Surface,36,Image 1,1,13,
664,,Surface,36,Image 1,1,18,
1,,Surface,36,Image 1,1,19,
116,,Surface,36,Image 1,1,21,
1,,Surface,36,Image 1,1,22,
4,,Surface,36,Image 1,1,24,
2,,Surface,36,Image 1,1,25,
136,,Surface,36,Image 1,1,26,
4,,Surface,36,Image 1,1,28,
104,,Surface,36,Image 1,1,29,
4,,Surface,36,Image 1,1,35,
1304,,Surface,36,Image 1,1,37,
4,,Surface,36,Image 1,1,38,
104,,Surface,36,Image 1,1,40,
4,,Surface,36,Image 1,1,45,
2,,Surface,36,Image 1,1,46,
104,,Surface,36,Image 1,1,49,
90,,Surface,36,Image 1,1,52,
316,,Surface,36,Image 1,1,54,
4,,Surface,36,Image 1,1,58,
4,,Surface,36,Image 1,1,60,
60,,Surface,36,Image 1,1,61,
1,,Surface,36,Image 1,1,63,
4,,Surface,36,Image 1,1,64,
3176,,Surface,36,Image 1,1,65,
4,,Surface,36,Image 1,1,67,
8,,Surface,36,Image 1,1,71,
2,,Surface,36,Image 1,1,72,
1,,Surface,36,Image 1,1,73,
2,,Surface,36,Image 1,1,74,
136,,Surface,36,Image 1,1,76,
284,,Surface,36,Image 1,1,77,
280,,Surface,36,Image 1,1,79,
308,,Surface,36,Image 1,1,81,
24,,Surface,36,Image 1,1,82,
344,,Surface,36,Image 1,1,88,
1,,Surface,36,Image 1,1,89,
8,,Surface,36,Image 1,1,91,
4,,Surface,36,Image 1,1,93,
808,,Surface,36,Image 1,1,97,
424,,Surface,36,Image 1,1,100,
2,,Surface,36,Image 1,1,101,
2,,Surface,36,Image 1,1,102,
4,,Surface,36,Image 1,1,103,
12,,Surface,36,Image 1,1,106,
440,,Surface,36,Image 1,1,107,
744,,Surface,36,Image 1,1,110,
200,,Surface,36,Image 1,1,111,
4,,Surface,36,Image 1,1,112,
120,,Surface,36,Image 1,1,113,
1,,Surface,36,Image 1,1,118,
1304,,Surface,36,Image 1,1,119,
664,,Surface,36,Image 1,1,120,
2,,Surface,36,Image 1,1,122,
4,,Surface,36,Image 1,1,123,
60,,Surface,36,Image 1,1,124,
4,,Surface,36,Image 1,1,128,
20,,Surface,36,Image 1,1,134,
456,,Surface,36,Image 1,1,136,
1400,,Surface,36,Image 1,1,137,
10,,Surface,36,Image 1,1,138,
40,,Surface,36,Image 1,1,139,
76,,Surface,36,Image 1,1,140,
2,,Surface,36,Image 1,1,141,
4,,Surface,36,Image 1,1,143,
164,,Surface,36,Image 1,1,146,
4,,Surface,36,Image 1,1,150,
2,,Surface,36,Image 1,1,154,
396,,Surface,36,Image 1,1,155,
2,,Surface,36,Image 1,1,156,
4,,Surface,36,Image 1,1,159,
1,,Surface,36,Image 1,1,161,
4,,Surface,36,Image 1,1,164,
1,,Surface,36,Image 1,1,165,
4,,Surface,36,Image 1,1,167,
4,,Surface,36,Image 1,1,171,
4,,Surface,36,Image 1,1,172,
4,,Surface,36,Image 1,1,173,
1,,Surface,36,Image 1,1,174,
2,,Surface,36,Image 1,1,177,
2,,Surface,36,Image 1,1,180,
2,,Surface,36,Image 1,1,181,
1,,Surface,36,Image 1,1,190,
4,,Surface,36,Image 1,1,192,
364,,Surface,36,Image 1,1,193,
1,,Surface,36,Image 1,1,195,
2,,Surface,36,Image 1,1,199,
153,,Surface,36,Image 1,1,200,
2,,Surface,36,Image 1,1,201,
4,,Surface,36,Image 1,1,203,
1,,Surface,36,Image 1,1,208,
4,,Surface,36,Image 1,1,209,
4,,Surface,36,Image 1,1,210,
2,,Surface,36,Image 1,1,213,
4,,Surface,36,Image 1,1,214,
4,,Surface,36,Image 1,1,215,
100,,Surface,36,Image 1,1,216,
1,,Surface,36,Image 1,1,217,
140,,Surface,36,Image 1,1,218,
2,,Surface,36,Image 1,1,219,
4,,Surface,36,Image 1,1,221,
4,,Surface,36,Image 1,1,225,
1,,Surface,36,Image 1,1,227,
56,,Surface,36,Image 1,1,228,
2,,Surface,36,Image 1,1,230,
532,,Surface,36,Image 1,1,233,
488,,Surface,36,Image 1,1,234,
50,,Surface,36,Image 1,1,236,
4,,Surface,36,Image 1,1,237,
1,,Surface,36,Image 1,1,238,
4,,Surface,36,Image 1,1,239,
2,,Surface,36,Image 1,1,241,
600,,Surface,36,Image 1,1,243,
2,,Surface,36,Image 1,1,245,
8,,Surface,36,Image 1,1,249,
1080,,Surface,36,Image 1,1,250,
4,,Surface,36,Image 1,1,251,
1,,Surface,36,Image 1,1,253,
2,,Surface,36,Image 1,1,262,
1,,Surface,36,Image 1,1,263,
8,,Surface,36,Image 1,1,265,
108,,Surface,36,Image 1,1,266,
2,,Surface,36,Image 1,1,268,
1,,Surface,36,Image 1,1,269,
132,,Surface,36,Image 1,1,272,
8,,Surface,36,Image 1,1,274,
88,,Surface,36,Image 1,1,277,
676,,Surface,36,Image 1,1,279,
2,,Surface,36,Image 1,1,281,
104,,Surface,36,Image 1,1,282,
4,,Surface,36,Image 1,1,284,
1,,Surface,36,Image 1,1,285,
8,,Surface,36,Image 1,1,291,
120,,Surface,36,Image 1,1,293,
4,,Surface,36,Image 1,1,295,
996,,Surface,36,Image 1,1,297,
4,,Surface,36,Image 1,1,300,
124,,Surface,36,Image 1,1,302,
792,,Surface,36,Image 1,1,303,
164,,Surface,36,Image 1,1,309,
2,,Surface,36,Image 1,1,310,
8,,Surface,36,Image 1,1,316,
2,,Surface,36,Image 1,1,317,
82,,Surface,36,Image 1,1,324,
152,,Surface,36,Image 1,1,325,
24,,Surface,36,Image 1,1,330,
2,,Surface,36,Image 1,1,331,
24,,Surface,36,Image 1,1,334,
552,,Surface,36,Image 1,1,335,
504,,Surface,36,Image 1,1,336,
72,,Surface,36,Image 1,1,337,
8,,Surface,36,Image 1,1,338,
2,,Surface,36,Image 1,1,339,
1,,Surface,36,Image 1,1,340,
2,,Surface,36,Image 1,1,341,
1,,Surface,36,Image 1,1,342,
4,,Surface,36,Image 1,1,343,
40,,Surface,36,Image 1,1,344,
220,,Surface,36,Image 1,1,347,
2,,Surface,36,Image 1,1,348,
1,,Surface,36,Image 1,1,349,
4,,Surface,36,Image 1,1,351,
28,,Surface,36,Image 1,1,355,
2,,Surface,36,Image 1,1,356,
2,,Surface,36,Image 1,1,361,
4,,Surface,36,Image 1,1,362,
1,,Surface,36,Image 1,1,363,
152,,Surface,36,Image 1,1,364,
2,,Surface,36,Image 1,1,365,
4,,Surface,36,Image 1,1,369,
520,,Surface,36,Image 1,1,371,
1,,Surface,36,Image 1,1,372,
