
Intensity Max Ch=19 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
9182,,Surface,19,Image 1,1,2,
2481,,Surface,19,Image 1,1,3,
4681,,Surface,19,Image 1,1,4,
1375,,Surface,19,Image 1,1,5,
2121,,Surface,19,Image 1,1,6,
1079,,Surface,19,Image 1,1,7,
1440,,Surface,19,Image 1,1,8,
3983,,Surface,19,Image 1,1,10,
3326,,Surface,19,Image 1,1,11,
1638,,Surface,19,Image 1,1,12,
5009,,Surface,19,Image 1,1,13,
10639,,Surface,19,Image 1,1,18,
3540,,Surface,19,Image 1,1,19,
3426,,Surface,19,Image 1,1,21,
1676,,Surface,19,Image 1,1,22,
2601,,Surface,19,Image 1,1,24,
1944,,Surface,19,Image 1,1,25,
17221,,Surface,19,Image 1,1,26,
3981,,Surface,19,Image 1,1,28,
3277,,Surface,19,Image 1,1,29,
10805,,Surface,19,Image 1,1,35,
12164,,Surface,19,Image 1,1,37,
2008,,Surface,19,Image 1,1,38,
7456,,Surface,19,Image 1,1,40,
2043,,Surface,19,Image 1,1,45,
1887,,Surface,19,Image 1,1,46,
11046,,Surface,19,Image 1,1,49,
4512,,Surface,19,Image 1,1,52,
3800,,Surface,19,Image 1,1,54,
3105,,Surface,19,Image 1,1,58,
4364,,Surface,19,Image 1,1,60,
3076,,Surface,19,Image 1,1,61,
1582,,Surface,19,Image 1,1,63,
7253,,Surface,19,Image 1,1,64,
13321,,Surface,19,Image 1,1,65,
1548,,Surface,19,Image 1,1,67,
11020,,Surface,19,Image 1,1,71,
1302,,Surface,19,Image 1,1,72,
1540,,Surface,19,Image 1,1,73,
1360,,Surface,19,Image 1,1,74,
11163,,Surface,19,Image 1,1,76,
8605,,Surface,19,Image 1,1,77,
2626,,Surface,19,Image 1,1,79,
944,,Surface,19,Image 1,1,81,
15195,,Surface,19,Image 1,1,82,
11188,,Surface,19,Image 1,1,88,
1116,,Surface,19,Image 1,1,89,
7132,,Surface,19,Image 1,1,91,
2665,,Surface,19,Image 1,1,93,
12210,,Surface,19,Image 1,1,97,
17758,,Surface,19,Image 1,1,100,
1982,,Surface,19,Image 1,1,101,
4688,,Surface,19,Image 1,1,102,
3742,,Surface,19,Image 1,1,103,
7551,,Surface,19,Image 1,1,106,
10117,,Surface,19,Image 1,1,107,
20764,,Surface,19,Image 1,1,110,
10707,,Surface,19,Image 1,1,111,
3349,,Surface,19,Image 1,1,112,
26487,,Surface,19,Image 1,1,113,
4949,,Surface,19,Image 1,1,118,
9798,,Surface,19,Image 1,1,119,
15102,,Surface,19,Image 1,1,120,
4847,,Surface,19,Image 1,1,122,
5252,,Surface,19,Image 1,1,123,
10313,,Surface,19,Image 1,1,124,
2872,,Surface,19,Image 1,1,128,
8832,,Surface,19,Image 1,1,134,
16141,,Surface,19,Image 1,1,136,
8047,,Surface,19,Image 1,1,137,
4936,,Surface,19,Image 1,1,138,
9160,,Surface,19,Image 1,1,139,
3365,,Surface,19,Image 1,1,140,
1598,,Surface,19,Image 1,1,141,
3508,,Surface,19,Image 1,1,143,
6442,,Surface,19,Image 1,1,146,
1776,,Surface,19,Image 1,1,150,
7031,,Surface,19,Image 1,1,154,
3655,,Surface,19,Image 1,1,155,
6002,,Surface,19,Image 1,1,156,
2160,,Surface,19,Image 1,1,159,
2603,,Surface,19,Image 1,1,161,
2779,,Surface,19,Image 1,1,164,
3907,,Surface,19,Image 1,1,165,
3283,,Surface,19,Image 1,1,167,
1566,,Surface,19,Image 1,1,171,
2987,,Surface,19,Image 1,1,172,
4692,,Surface,19,Image 1,1,173,
10509,,Surface,19,Image 1,1,174,
2850,,Surface,19,Image 1,1,177,
2133,,Surface,19,Image 1,1,180,
6131,,Surface,19,Image 1,1,181,
23826,,Surface,19,Image 1,1,190,
1985,,Surface,19,Image 1,1,192,
1835,,Surface,19,Image 1,1,193,
7947,,Surface,19,Image 1,1,195,
2338,,Surface,19,Image 1,1,199,
5804,,Surface,19,Image 1,1,200,
3725,,Surface,19,Image 1,1,201,
2655,,Surface,19,Image 1,1,203,
2205,,Surface,19,Image 1,1,208,
2235,,Surface,19,Image 1,1,209,
8560,,Surface,19,Image 1,1,210,
1924,,Surface,19,Image 1,1,213,
6403,,Surface,19,Image 1,1,214,
2608,,Surface,19,Image 1,1,215,
2879,,Surface,19,Image 1,1,216,
1285,,Surface,19,Image 1,1,217,
3269,,Surface,19,Image 1,1,218,
1302,,Surface,19,Image 1,1,219,
1925,,Surface,19,Image 1,1,221,
966,,Surface,19,Image 1,1,225,
7498,,Surface,19,Image 1,1,227,
15898,,Surface,19,Image 1,1,228,
985,,Surface,19,Image 1,1,230,
10115,,Surface,19,Image 1,1,233,
6348,,Surface,19,Image 1,1,234,
1350,,Surface,19,Image 1,1,236,
1724,,Surface,19,Image 1,1,237,
6272,,Surface,19,Image 1,1,238,
1901,,Surface,19,Image 1,1,239,
2306,,Surface,19,Image 1,1,241,
9787,,Surface,19,Image 1,1,243,
2479,,Surface,19,Image 1,1,245,
4335,,Surface,19,Image 1,1,249,
8683,,Surface,19,Image 1,1,250,
4401,,Surface,19,Image 1,1,251,
3499,,Surface,19,Image 1,1,253,
13132,,Surface,19,Image 1,1,262,
1380,,Surface,19,Image 1,1,263,
4011,,Surface,19,Image 1,1,265,
13942,,Surface,19,Image 1,1,266,
3253,,Surface,19,Image 1,1,268,
1289,,Surface,19,Image 1,1,269,
3306,,Surface,19,Image 1,1,272,
2575,,Surface,19,Image 1,1,274,
4147,,Surface,19,Image 1,1,277,
15866,,Surface,19,Image 1,1,279,
2348,,Surface,19,Image 1,1,281,
4735,,Surface,19,Image 1,1,282,
3465,,Surface,19,Image 1,1,284,
1818,,Surface,19,Image 1,1,285,
2757,,Surface,19,Image 1,1,291,
6676,,Surface,19,Image 1,1,293,
4220,,Surface,19,Image 1,1,295,
7030,,Surface,19,Image 1,1,297,
2333,,Surface,19,Image 1,1,300,
4428,,Surface,19,Image 1,1,302,
3310,,Surface,19,Image 1,1,303,
6867,,Surface,19,Image 1,1,309,
2045,,Surface,19,Image 1,1,310,
2183,,Surface,19,Image 1,1,316,
3142,,Surface,19,Image 1,1,317,
4193,,Surface,19,Image 1,1,324,
6881,,Surface,19,Image 1,1,325,
7071,,Surface,19,Image 1,1,330,
3310,,Surface,19,Image 1,1,331,
6735,,Surface,19,Image 1,1,334,
17538,,Surface,19,Image 1,1,335,
14703,,Surface,19,Image 1,1,336,
6290,,Surface,19,Image 1,1,337,
5192,,Surface,19,Image 1,1,338,
11355,,Surface,19,Image 1,1,339,
4981,,Surface,19,Image 1,1,340,
1515,,Surface,19,Image 1,1,341,
947,,Surface,19,Image 1,1,342,
3344,,Surface,19,Image 1,1,343,
3011,,Surface,19,Image 1,1,344,
12474,,Surface,19,Image 1,1,347,
4598,,Surface,19,Image 1,1,348,
1048,,Surface,19,Image 1,1,349,
14921,,Surface,19,Image 1,1,351,
4832,,Surface,19,Image 1,1,355,
2200,,Surface,19,Image 1,1,356,
1329,,Surface,19,Image 1,1,361,
2144,,Surface,19,Image 1,1,362,
4470,,Surface,19,Image 1,1,363,
5907,,Surface,19,Image 1,1,364,
2286,,Surface,19,Image 1,1,365,
13304,,Surface,19,Image 1,1,369,
21039,,Surface,19,Image 1,1,371,
9114,,Surface,19,Image 1,1,372,
2732,,Surface,19,Image 1,1,373,
1468,,Surface,19,Image 1,1,374,
1751,,Surface,19,Image 1,1,376,
3846,,Surface,19,Image 1,1,378,
8375,,Surface,19,Image 1,1,379,
15588,,Surface,19,Image 1,1,381,
3875,,Surface,19,Image 1,1,383,
2647,,Surface,19,Image 1,1,385,
6299,,Surface,19,Image 1,1,386,
5632,,Surface,19,Image 1,1,388,
13311,,Surface,19,Image 1,1,389,
2680,,Surface,19,Image 1,1,390,
756,,Surface,19,Image 1,1,393,
24552,,Surface,19,Image 1,1,396,
3446,,Surface,19,Image 1,1,397,
2300,,Surface,19,Image 1,1,398,
2798,,Surface,19,Image 1,1,399,
3412,,Surface,19,Image 1,1,400,
4617,,Surface,19,Image 1,1,401,
2915,,Surface,19,Image 1,1,402,
798,,Surface,19,Image 1,1,405,
13162,,Surface,19,Image 1,1,406,
8031,,Surface,19,Image 1,1,413,
18334,,Surface,19,Image 1,1,420,
2860,,Surface,19,Image 1,1,421,
7904,,Surface,19,Image 1,1,426,
2456,,Surface,19,Image 1,1,427,
12825,,Surface,19,Image 1,1,428,
1682,,Surface,19,Image 1,1,437,
2255,,Surface,19,Image 1,1,442,
4131,,Surface,19,Image 1,1,443,
4203,,Surface,19,Image 1,1,445,
3315,,Surface,19,Image 1,1,447,
6323,,Surface,19,Image 1,1,448,
25692,,Surface,19,Image 1,1,449,
1574,,Surface,19,Image 1,1,453,
2382,,Surface,19,Image 1,1,457,
3561,,Surface,19,Image 1,1,458,
9639,,Surface,19,Image 1,1,459,
7980,,Surface,19,Image 1,1,462,
2290,,Surface,19,Image 1,1,465,
8722,,Surface,19,Image 1,1,469,
6115,,Surface,19,Image 1,1,473,
2530,,Surface,19,Image 1,1,476,
6459,,Surface,19,Image 1,1,478,
1716,,Surface,19,Image 1,1,480,
3508,,Surface,19,Image 1,1,487,
10321,,Surface,19,Image 1,1,488,
3892,,Surface,19,Image 1,1,489,
3662,,Surface,19,Image 1,1,492,
3964,,Surface,19,Image 1,1,494,
1321,,Surface,19,Image 1,1,495,
3936,,Surface,19,Image 1,1,497,
1096,,Surface,19,Image 1,1,498,
2089,,Surface,19,Image 1,1,503,
1455,,Surface,19,Image 1,1,504,
10922,,Surface,19,Image 1,1,506,
2077,,Surface,19,Image 1,1,509,
3986,,Surface,19,Image 1,1,510,
2246,,Surface,19,Image 1,1,511,
8780,,Surface,19,Image 1,1,512,
6218,,Surface,19,Image 1,1,514,
2754,,Surface,19,Image 1,1,515,
2930,,Surface,19,Image 1,1,516,
771,,Surface,19,Image 1,1,520,
16599,,Surface,19,Image 1,1,521,
4360,,Surface,19,Image 1,1,523,
10467,,Surface,19,Image 1,1,524,
1620,,Surface,19,Image 1,1,525,
4149,,Surface,19,Image 1,1,526,
2745,,Surface,19,Image 1,1,527,
2705,,Surface,19,Image 1,1,528,
1472,,Surface,19,Image 1,1,533,
3154,,Surface,19,Image 1,1,534,
10389,,Surface,19,Image 1,1,535,
1366,,Surface,19,Image 1,1,536,
13068,,Surface,19,Image 1,1,538,
5769,,Surface,19,Image 1,1,539,
14496,,Surface,19,Image 1,1,540,
8468,,Surface,19,Image 1,1,541,
4307,,Surface,19,Image 1,1,542,
1327,,Surface,19,Image 1,1,545,
3861,,Surface,19,Image 1,1,546,
4659,,Surface,19,Image 1,1,548,
11305,,Surface,19,Image 1,1,551,
16262,,Surface,19,Image 1,1,552,
1808,,Surface,19,Image 1,1,554,
3104,,Surface,19,Image 1,1,556,
2734,,Surface,19,Image 1,1,561,
1656,,Surface,19,Image 1,1,562,
1639,,Surface,19,Image 1,1,563,
11845,,Surface,19,Image 1,1,565,
13708,,Surface,19,Image 1,1,567,
964,,Surface,19,Image 1,1,568,
6421,,Surface,19,Image 1,1,570,
5780,,Surface,19,Image 1,1,572,
2799,,Surface,19,Image 1,1,573,
6964,,Surface,19,Image 1,1,574,
2345,,Surface,19,Image 1,1,576,
14619,,Surface,19,Image 1,1,580,
1310,,Surface,19,Image 1,1,581,
14800,,Surface,19,Image 1,1,582,
3996,,Surface,19,Image 1,1,583,
3011,,Surface,19,Image 1,1,584,
11619,,Surface,19,Image 1,1,588,
3084,,Surface,19,Image 1,1,590,
1935,,Surface,19,Image 1,1,592,
4055,,Surface,19,Image 1,1,594,
5139,,Surface,19,Image 1,1,596,
9670,,Surface,19,Image 1,1,601,
2815,,Surface,19,Image 1,1,602,
5361,,Surface,19,Image 1,1,603,
2690,,Surface,19,Image 1,1,604,
26539,,Surface,19,Image 1,1,607,
3941,,Surface,19,Image 1,1,608,
4827,,Surface,19,Image 1,1,609,
8509,,Surface,19,Image 1,1,610,
4059,,Surface,19,Image 1,1,611,
10169,,Surface,19,Image 1,1,612,
3497,,Surface,19,Image 1,1,613,
5911,,Surface,19,Image 1,1,614,
2087,,Surface,19,Image 1,1,616,
3925,,Surface,19,Image 1,1,617,
10182,,Surface,19,Image 1,1,619,
11289,,Surface,19,Image 1,1,625,
1474,,Surface,19,Image 1,1,627,
1310,,Surface,19,Image 1,1,628,
1555,,Surface,19,Image 1,1,629,
9447,,Surface,19,Image 1,1,630,
2546,,Surface,19,Image 1,1,631,
3223,,Surface,19,Image 1,1,632,
959,,Surface,19,Image 1,1,634,
1106,,Surface,19,Image 1,1,636,
1601,,Surface,19,Image 1,1,638,
5816,,Surface,19,Image 1,1,640,
1650,,Surface,19,Image 1,1,641,
1004,,Surface,19,Image 1,1,643,
5193,,Surface,19,Image 1,1,644,
4738,,Surface,19,Image 1,1,646,
1345,,Surface,19,Image 1,1,647,
5281,,Surface,19,Image 1,1,651,
2201,,Surface,19,Image 1,1,652,
15,,Surface,19,Image 1,1,653,
2240,,Surface,19,Image 1,1,654,
2332,,Surface,19,Image 1,1,658,
1405,,Surface,19,Image 1,1,660,
6452,,Surface,19,Image 1,1,662,
1193,,Surface,19,Image 1,1,663,
4813,,Surface,19,Image 1,1,664,
7824,,Surface,19,Image 1,1,666,
1101,,Surface,19,Image 1,1,669,
900,,Surface,19,Image 1,1,672,
7695,,Surface,19,Image 1,1,673,
1621,,Surface,19,Image 1,1,674,
2481,,Surface,19,Image 1,1,675,
4382,,Surface,19,Image 1,1,676,
17558,,Surface,19,Image 1,1,678,
2482,,Surface,19,Image 1,1,679,
3261,,Surface,19,Image 1,1,680,
4158,,Surface,19,Image 1,1,682,
7575,,Surface,19,Image 1,1,684,
6932,,Surface,19,Image 1,1,685,
2356,,Surface,19,Image 1,1,686,
6284,,Surface,19,Image 1,1,687,
3067,,Surface,19,Image 1,1,688,
4288,,Surface,19,Image 1,1,690,
5559,,Surface,19,Image 1,1,691,
3774,,Surface,19,Image 1,1,693,
4653,,Surface,19,Image 1,1,694,
6007,,Surface,19,Image 1,1,697,
3525,,Surface,19,Image 1,1,699,
2412,,Surface,19,Image 1,1,700,
2918,,Surface,19,Image 1,1,701,
1450,,Surface,19,Image 1,1,702,
8015,,Surface,19,Image 1,1,703,
1552,,Surface,19,Image 1,1,706,
20569,,Surface,19,Image 1,1,709,
5735,,Surface,19,Image 1,1,710,
3705,,Surface,19,Image 1,1,711,
2164,,Surface,19,Image 1,1,712,
4330,,Surface,19,Image 1,1,713,
2595,,Surface,19,Image 1,1,717,
944,,Surface,19,Image 1,1,719,
1152,,Surface,19,Image 1,1,720,
7497,,Surface,19,Image 1,1,721,
6585,,Surface,19,Image 1,1,723,
3591,,Surface,19,Image 1,1,725,
10284,,Surface,19,Image 1,1,728,
1608,,Surface,19,Image 1,1,730,
2865,,Surface,19,Image 1,1,731,
3023,,Surface,19,Image 1,1,736,
1897,,Surface,19,Image 1,1,737,
2254,,Surface,19,Image 1,1,739,
1843,,Surface,19,Image 1,1,741,
4357,,Surface,19,Image 1,1,744,
1605,,Surface,19,Image 1,1,747,
16156,,Surface,19,Image 1,1,751,
2859,,Surface,19,Image 1,1,752,
6164,,Surface,19,Image 1,1,753,
29896,,Surface,19,Image 1,1,754,
3698,,Surface,19,Image 1,1,755,
3077,,Surface,19,Image 1,1,757,
1225,,Surface,19,Image 1,1,758,
4011,,Surface,19,Image 1,1,759,
2697,,Surface,19,Image 1,1,761,
1672,,Surface,19,Image 1,1,766,
2007,,Surface,19,Image 1,1,772,
2759,,Surface,19,Image 1,1,773,
1689,,Surface,19,Image 1,1,774,
3756,,Surface,19,Image 1,1,775,
3421,,Surface,19,Image 1,1,776,
21669,,Surface,19,Image 1,1,780,
2352,,Surface,19,Image 1,1,786,
1108,,Surface,19,Image 1,1,787,
29208,,Surface,19,Image 1,1,788,
1769,,Surface,19,Image 1,1,791,
1450,,Surface,19,Image 1,1,794,
3047,,Surface,19,Image 1,1,797,
6252,,Surface,19,Image 1,1,798,
2819,,Surface,19,Image 1,1,799,
2172,,Surface,19,Image 1,1,800,
994,,Surface,19,Image 1,1,801,
2647,,Surface,19,Image 1,1,802,
761,,Surface,19,Image 1,1,803,
903,,Surface,19,Image 1,1,804,
4539,,Surface,19,Image 1,1,805,
957,,Surface,19,Image 1,1,810,
15421,,Surface,19,Image 1,1,811,
2767,,Surface,19,Image 1,1,812,
718,,Surface,19,Image 1,1,813,
3471,,Surface,19,Image 1,1,814,
734,,Surface,19,Image 1,1,816,
3693,,Surface,19,Image 1,1,818,
2503,,Surface,19,Image 1,1,819,
6427,,Surface,19,Image 1,1,822,
1512,,Surface,19,Image 1,1,823,
3533,,Surface,19,Image 1,1,824,
1166,,Surface,19,Image 1,1,825,
1789,,Surface,19,Image 1,1,826,
2190,,Surface,19,Image 1,1,827,
3117,,Surface,19,Image 1,1,828,
15656,,Surface,19,Image 1,1,831,
1317,,Surface,19,Image 1,1,834,
1389,,Surface,19,Image 1,1,835,
9134,,Surface,19,Image 1,1,836,
2127,,Surface,19,Image 1,1,838,
2352,,Surface,19,Image 1,1,840,
13999,,Surface,19,Image 1,1,841,
3072,,Surface,19,Image 1,1,843,
2708,,Surface,19,Image 1,1,844,
8417,,Surface,19,Image 1,1,846,
6154,,Surface,19,Image 1,1,848,
11534,,Surface,19,Image 1,1,849,
2759,,Surface,19,Image 1,1,851,
3323,,Surface,19,Image 1,1,852,
2040,,Surface,19,Image 1,1,853,
5573,,Surface,19,Image 1,1,854,
4196,,Surface,19,Image 1,1,855,
1333,,Surface,19,Image 1,1,856,
2011,,Surface,19,Image 1,1,857,
6920,,Surface,19,Image 1,1,859,
3482,,Surface,19,Image 1,1,861,
2215,,Surface,19,Image 1,1,862,
3639,,Surface,19,Image 1,1,863,
2936,,Surface,19,Image 1,1,866,
2967,,Surface,19,Image 1,1,867,
762,,Surface,19,Image 1,1,869,
1685,,Surface,19,Image 1,1,871,
1679,,Surface,19,Image 1,1,872,
970,,Surface,19,Image 1,1,873,
4213,,Surface,19,Image 1,1,875,
2513,,Surface,19,Image 1,1,877,
2327,,Surface,19,Image 1,1,878,
9449,,Surface,19,Image 1,1,879,
1390,,Surface,19,Image 1,1,880,
4103,,Surface,19,Image 1,1,881,
2317,,Surface,19,Image 1,1,882,
4674,,Surface,19,Image 1,1,886,
2033,,Surface,19,Image 1,1,887,
4455,,Surface,19,Image 1,1,888,
2574,,Surface,19,Image 1,1,890,
3874,,Surface,19,Image 1,1,891,
2244,,Surface,19,Image 1,1,892,
1860,,Surface,19,Image 1,1,893,
5378,,Surface,19,Image 1,1,894,
2560,,Surface,19,Image 1,1,895,
4871,,Surface,19,Image 1,1,896,
3149,,Surface,19,Image 1,1,898,
1784,,Surface,19,Image 1,1,900,
21383,,Surface,19,Image 1,1,902,
1748,,Surface,19,Image 1,1,903,
1992,,Surface,19,Image 1,1,905,
596,,Surface,19,Image 1,1,906,
4405,,Surface,19,Image 1,1,911,
1855,,Surface,19,Image 1,1,912,
1373,,Surface,19,Image 1,1,914,
4482,,Surface,19,Image 1,1,915,
9555,,Surface,19,Image 1,1,917,
1509,,Surface,19,Image 1,1,920,
1507,,Surface,19,Image 1,1,921,
2194,,Surface,19,Image 1,1,923,
3478,,Surface,19,Image 1,1,924,
1673,,Surface,19,Image 1,1,925,
2087,,Surface,19,Image 1,1,926,
4019,,Surface,19,Image 1,1,927,
2288,,Surface,19,Image 1,1,929,
3196,,Surface,19,Image 1,1,930,
1612,,Surface,19,Image 1,1,932,
7671,,Surface,19,Image 1,1,939,
3614,,Surface,19,Image 1,1,942,
23334,,Surface,19,Image 1,1,944,
2081,,Surface,19,Image 1,1,945,
2535,,Surface,19,Image 1,1,947,
3722,,Surface,19,Image 1,1,948,
6579,,Surface,19,Image 1,1,952,
1862,,Surface,19,Image 1,1,955,
1377,,Surface,19,Image 1,1,957,
796,,Surface,19,Image 1,1,958,
2073,,Surface,19,Image 1,1,961,
2740,,Surface,19,Image 1,1,963,
10006,,Surface,19,Image 1,1,964,
1816,,Surface,19,Image 1,1,966,
1203,,Surface,19,Image 1,1,969,
547,,Surface,19,Image 1,1,972,
567,,Surface,19,Image 1,1,973,
1646,,Surface,19,Image 1,1,974,
1726,,Surface,19,Image 1,1,975,
2732,,Surface,19,Image 1,1,976,
2418,,Surface,19,Image 1,1,977,
7677,,Surface,19,Image 1,1,978,
8828,,Surface,19,Image 1,1,979,
855,,Surface,19,Image 1,1,980,
1903,,Surface,19,Image 1,1,981,
1968,,Surface,19,Image 1,1,982,
3194,,Surface,19,Image 1,1,984,
6439,,Surface,19,Image 1,1,985,
1889,,Surface,19,Image 1,1,986,
1182,,Surface,19,Image 1,1,987,
2358,,Surface,19,Image 1,1,988,
2987,,Surface,19,Image 1,1,989,
5413,,Surface,19,Image 1,1,990,
24360,,Surface,19,Image 1,1,992,
756,,Surface,19,Image 1,1,994,
1839,,Surface,19,Image 1,1,996,
5898,,Surface,19,Image 1,1,1000,
4488,,Surface,19,Image 1,1,1002,
2005,,Surface,19,Image 1,1,1003,
2483,,Surface,19,Image 1,1,1004,
1265,,Surface,19,Image 1,1,1006,
1085,,Surface,19,Image 1,1,1008,
1230,,Surface,19,Image 1,1,1009,
8631,,Surface,19,Image 1,1,1010,
2539,,Surface,19,Image 1,1,1014,
1433,,Surface,19,Image 1,1,1017,
8392,,Surface,19,Image 1,1,1018,
10740,,Surface,19,Image 1,1,1019,
945,,Surface,19,Image 1,1,1020,
1496,,Surface,19,Image 1,1,1021,
3635,,Surface,19,Image 1,1,1023,
1874,,Surface,19,Image 1,1,1024,
1638,,Surface,19,Image 1,1,1032,
5282,,Surface,19,Image 1,1,1034,
1983,,Surface,19,Image 1,1,1035,
2186,,Surface,19,Image 1,1,1036,
2334,,Surface,19,Image 1,1,1037,
940,,Surface,19,Image 1,1,1038,
1559,,Surface,19,Image 1,1,1039,
2006,,Surface,19,Image 1,1,1040,
5695,,Surface,19,Image 1,1,1041,
1166,,Surface,19,Image 1,1,1045,
1568,,Surface,19,Image 1,1,1049,
4191,,Surface,19,Image 1,1,1052,
1654,,Surface,19,Image 1,1,1053,
603,,Surface,19,Image 1,1,1056,
2055,,Surface,19,Image 1,1,1057,
594,,Surface,19,Image 1,1,1058,
5272,,Surface,19,Image 1,1,1059,
3446,,Surface,19,Image 1,1,1060,
4728,,Surface,19,Image 1,1,1061,
4951,,Surface,19,Image 1,1,1063,
3007,,Surface,19,Image 1,1,1064,
6000,,Surface,19,Image 1,1,1065,
1054,,Surface,19,Image 1,1,1066,
2404,,Surface,19,Image 1,1,1067,
1962,,Surface,19,Image 1,1,1068,
17267,,Surface,19,Image 1,1,1070,
2891,,Surface,19,Image 1,1,1071,
2296,,Surface,19,Image 1,1,1072,
5906,,Surface,19,Image 1,1,1073,
3534,,Surface,19,Image 1,1,1074,
4507,,Surface,19,Image 1,1,1075,
13310,,Surface,19,Image 1,1,1076,
4877,,Surface,19,Image 1,1,1077,
3701,,Surface,19,Image 1,1,1081,
33024,,Surface,19,Image 1,1,1082,
773,,Surface,19,Image 1,1,1083,
3784,,Surface,19,Image 1,1,1084,
5489,,Surface,19,Image 1,1,1085,
8194,,Surface,19,Image 1,1,1086,
4499,,Surface,19,Image 1,1,1088,
3272,,Surface,19,Image 1,1,1090,
1708,,Surface,19,Image 1,1,1091,
1344,,Surface,19,Image 1,1,1092,
1239,,Surface,19,Image 1,1,1093,
2753,,Surface,19,Image 1,1,1095,
512,,Surface,19,Image 1,1,1096,
2952,,Surface,19,Image 1,1,1099,
3524,,Surface,19,Image 1,1,1100,
5885,,Surface,19,Image 1,1,1104,
585,,Surface,19,Image 1,1,1106,
7210,,Surface,19,Image 1,1,1108,
2996,,Surface,19,Image 1,1,1111,
1626,,Surface,19,Image 1,1,1112,
741,,Surface,19,Image 1,1,1113,
4305,,Surface,19,Image 1,1,1114,
1761,,Surface,19,Image 1,1,1115,
4119,,Surface,19,Image 1,1,1116,
2529,,Surface,19,Image 1,1,1118,
685,,Surface,19,Image 1,1,1122,
1321,,Surface,19,Image 1,1,1125,
3535,,Surface,19,Image 1,1,1126,
2037,,Surface,19,Image 1,1,1128,
1435,,Surface,19,Image 1,1,1132,
4905,,Surface,19,Image 1,1,1133,
12738,,Surface,19,Image 1,1,1136,
1190,,Surface,19,Image 1,1,1138,
1455,,Surface,19,Image 1,1,1139,
