
Intensity Mean Ch=7 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
542.588,,Surface,7,Image 1,1,2,
58.4847,,Surface,7,Image 1,1,3,
87.8134,,Surface,7,Image 1,1,4,
3.587,,Surface,7,Image 1,1,5,
367.106,,Surface,7,Image 1,1,6,
93.1172,,Surface,7,Image 1,1,7,
2.74508,,Surface,7,Image 1,1,8,
51.9969,,Surface,7,Image 1,1,10,
91.6194,,Surface,7,Image 1,1,11,
438.14,,Surface,7,Image 1,1,12,
129.495,,Surface,7,Image 1,1,13,
109.385,,Surface,7,Image 1,1,18,
32.8702,,Surface,7,Image 1,1,19,
4.27652,,Surface,7,Image 1,1,21,
85.002,,Surface,7,Image 1,1,22,
13.7375,,Surface,7,Image 1,1,24,
3.08847,,Surface,7,Image 1,1,25,
109.226,,Surface,7,Image 1,1,26,
6.88038,,Surface,7,Image 1,1,28,
46.479,,Surface,7,Image 1,1,29,
240.206,,Surface,7,Image 1,1,35,
100.702,,Surface,7,Image 1,1,37,
45.0044,,Surface,7,Image 1,1,38,
70.5775,,Surface,7,Image 1,1,40,
571.124,,Surface,7,Image 1,1,45,
13.498,,Surface,7,Image 1,1,46,
194.783,,Surface,7,Image 1,1,49,
6.67441,,Surface,7,Image 1,1,52,
27.7582,,Surface,7,Image 1,1,54,
62.5721,,Surface,7,Image 1,1,58,
81.4977,,Surface,7,Image 1,1,60,
97.0264,,Surface,7,Image 1,1,61,
1470.2,,Surface,7,Image 1,1,63,
304.546,,Surface,7,Image 1,1,64,
127.895,,Surface,7,Image 1,1,65,
16.3679,,Surface,7,Image 1,1,67,
52.5186,,Surface,7,Image 1,1,71,
8.22226,,Surface,7,Image 1,1,72,
184.615,,Surface,7,Image 1,1,73,
5.00675,,Surface,7,Image 1,1,74,
98.8674,,Surface,7,Image 1,1,76,
25.1964,,Surface,7,Image 1,1,77,
49.4112,,Surface,7,Image 1,1,79,
6.76822,,Surface,7,Image 1,1,81,
188.243,,Surface,7,Image 1,1,82,
70.8574,,Surface,7,Image 1,1,88,
1957.41,,Surface,7,Image 1,1,89,
35.8567,,Surface,7,Image 1,1,91,
