
Intensity Sum of Square Ch=25 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
5.10945e+12,,Surface,25,Image 1,1,2,
8.54935e+11,,Surface,25,Image 1,1,3,
2.12275e+12,,Surface,25,Image 1,1,4,
8.09046e+11,,Surface,25,Image 1,1,5,
3.35948e+12,,Surface,25,Image 1,1,6,
1.05947e+12,,Surface,25,Image 1,1,7,
3.44977e+11,,Surface,25,Image 1,1,8,
7.03387e+11,,Surface,25,Image 1,1,10,
1.2265e+12,,Surface,25,Image 1,1,11,
3.18259e+12,,Surface,25,Image 1,1,12,
4.46402e+12,,Surface,25,Image 1,1,13,
3.60127e+12,,Surface,25,Image 1,1,18,
6.04501e+11,,Surface,25,Image 1,1,19,
8.81136e+11,,Surface,25,Image 1,1,21,
6.92423e+11,,Surface,25,Image 1,1,22,
6.47597e+11,,Surface,25,Image 1,1,24,
3.35773e+11,,Surface,25,Image 1,1,25,
1.74823e+12,,Surface,25,Image 1,1,26,
1.57697e+12,,Surface,25,Image 1,1,28,
1.40136e+12,,Surface,25,Image 1,1,29,
2.84356e+12,,Surface,25,Image 1,1,35,
1.80473e+12,,Surface,25,Image 1,1,37,
2.05182e+12,,Surface,25,Image 1,1,38,
1.23067e+12,,Surface,25,Image 1,1,40,
3.20188e+12,,Surface,25,Image 1,1,45,
9.12673e+11,,Surface,25,Image 1,1,46,
4.43419e+12,,Surface,25,Image 1,1,49,
7.7534e+11,,Surface,25,Image 1,1,52,
2.25821e+12,,Surface,25,Image 1,1,54,
1.02079e+12,,Surface,25,Image 1,1,58,
1.46972e+12,,Surface,25,Image 1,1,60,
2.34591e+12,,Surface,25,Image 1,1,61,
3.61033e+11,,Surface,25,Image 1,1,63,
2.57383e+12,,Surface,25,Image 1,1,64,
4.77004e+12,,Surface,25,Image 1,1,65,
9.29782e+11,,Surface,25,Image 1,1,67,
5.73657e+12,,Surface,25,Image 1,1,71,
5.54027e+11,,Surface,25,Image 1,1,72,
1.97288e+12,,Surface,25,Image 1,1,73,
5.08339e+11,,Surface,25,Image 1,1,74,
2.70204e+12,,Surface,25,Image 1,1,76,
2.52116e+12,,Surface,25,Image 1,1,77,
1.8823e+12,,Surface,25,Image 1,1,79,
4.10257e+11,,Surface,25,Image 1,1,81,
5.11145e+12,,Surface,25,Image 1,1,82,
2.57334e+12,,Surface,25,Image 1,1,88,
1.72137e+10,,Surface,25,Image 1,1,89,
1.54137e+12,,Surface,25,Image 1,1,91,
6.11997e+11,,Surface,25,Image 1,1,93,
1.15907e+12,,Surface,25,Image 1,1,97,
2.33748e+12,,Surface,25,Image 1,1,100,
3.4788e+12,,Surface,25,Image 1,1,101,
7.55396e+11,,Surface,25,Image 1,1,102,
2.91587e+12,,Surface,25,Image 1,1,103,
1.90026e+12,,Surface,25,Image 1,1,106,
1.362e+12,,Surface,25,Image 1,1,107,
8.88598e+11,,Surface,25,Image 1,1,110,
2.03734e+12,,Surface,25,Image 1,1,111,
6.77054e+11,,Surface,25,Image 1,1,112,
2.38051e+12,,Surface,25,Image 1,1,113,
5.79959e+11,,Surface,25,Image 1,1,118,
3.53915e+11,,Surface,25,Image 1,1,119,
6.39361e+11,,Surface,25,Image 1,1,120,
1.91063e+12,,Surface,25,Image 1,1,122,
3.34058e+12,,Surface,25,Image 1,1,123,
1.94034e+12,,Surface,25,Image 1,1,124,
2.6677e+12,,Surface,25,Image 1,1,128,
1.2399e+12,,Surface,25,Image 1,1,134,
1.64476e+12,,Surface,25,Image 1,1,136,
4.17466e+11,,Surface,25,Image 1,1,137,
2.07879e+12,,Surface,25,Image 1,1,138,
3.96094e+12,,Surface,25,Image 1,1,139,
2.45826e+12,,Surface,25,Image 1,1,140,
6.93981e+11,,Surface,25,Image 1,1,141,
9.82204e+11,,Surface,25,Image 1,1,143,
1.63728e+12,,Surface,25,Image 1,1,146,
8.9885e+11,,Surface,25,Image 1,1,150,
4.39572e+11,,Surface,25,Image 1,1,154,
1.50948e+12,,Surface,25,Image 1,1,155,
4.57667e+11,,Surface,25,Image 1,1,156,
3.48447e+12,,Surface,25,Image 1,1,159,
9.58171e+11,,Surface,25,Image 1,1,161,
1.94943e+12,,Surface,25,Image 1,1,164,
1.19116e+12,,Surface,25,Image 1,1,165,
3.79339e+12,,Surface,25,Image 1,1,167,
1.85064e+12,,Surface,25,Image 1,1,171,
3.39873e+12,,Surface,25,Image 1,1,172,
9.643e+11,,Surface,25,Image 1,1,173,
2.4391e+12,,Surface,25,Image 1,1,174,
9.68706e+11,,Surface,25,Image 1,1,177,
1.0525e+12,,Surface,25,Image 1,1,180,
3.73799e+11,,Surface,25,Image 1,1,181,
1.45136e+12,,Surface,25,Image 1,1,190,
1.33516e+12,,Surface,25,Image 1,1,192,
2.92857e+12,,Surface,25,Image 1,1,193,
7.213e+11,,Surface,25,Image 1,1,195,
3.29788e+12,,Surface,25,Image 1,1,199,
1.41559e+12,,Surface,25,Image 1,1,200,
2.51823e+12,,Surface,25,Image 1,1,201,
7.28107e+12,,Surface,25,Image 1,1,203,
1.25154e+12,,Surface,25,Image 1,1,208,
2.96103e+12,,Surface,25,Image 1,1,209,
2.52251e+12,,Surface,25,Image 1,1,210,
3.28989e+12,,Surface,25,Image 1,1,213,
2.18236e+12,,Surface,25,Image 1,1,214,
2.90517e+12,,Surface,25,Image 1,1,215,
1.06633e+12,,Surface,25,Image 1,1,216,
4.94351e+11,,Surface,25,Image 1,1,217,
1.03732e+12,,Surface,25,Image 1,1,218,
4.57903e+11,,Surface,25,Image 1,1,219,
1.64021e+12,,Surface,25,Image 1,1,221,
4.91868e+11,,Surface,25,Image 1,1,225,
9.62816e+11,,Surface,25,Image 1,1,227,
2.79495e+12,,Surface,25,Image 1,1,228,
2.18163e+11,,Surface,25,Image 1,1,230,
3.20997e+12,,Surface,25,Image 1,1,233,
3.12901e+12,,Surface,25,Image 1,1,234,
6.00023e+11,,Surface,25,Image 1,1,236,
1.74695e+12,,Surface,25,Image 1,1,237,
1.32924e+12,,Surface,25,Image 1,1,238,
1.74296e+12,,Surface,25,Image 1,1,239,
1.69915e+12,,Surface,25,Image 1,1,241,
9.39565e+11,,Surface,25,Image 1,1,243,
9.85436e+11,,Surface,25,Image 1,1,245,
5.75898e+12,,Surface,25,Image 1,1,249,
3.74268e+12,,Surface,25,Image 1,1,250,
2.07853e+12,,Surface,25,Image 1,1,251,
2.55095e+12,,Surface,25,Image 1,1,253,
4.94443e+12,,Surface,25,Image 1,1,262,
1.03097e+12,,Surface,25,Image 1,1,263,
2.19539e+12,,Surface,25,Image 1,1,265,
2.52351e+12,,Surface,25,Image 1,1,266,
2.08214e+12,,Surface,25,Image 1,1,268,
1.92294e+11,,Surface,25,Image 1,1,269,
1.24907e+12,,Surface,25,Image 1,1,272,
1.87184e+12,,Surface,25,Image 1,1,274,
3.83931e+12,,Surface,25,Image 1,1,277,
3.96543e+12,,Surface,25,Image 1,1,279,
1.10586e+12,,Surface,25,Image 1,1,281,
1.75074e+12,,Surface,25,Image 1,1,282,
5.05177e+11,,Surface,25,Image 1,1,284,
1.43672e+12,,Surface,25,Image 1,1,285,
1.32134e+12,,Surface,25,Image 1,1,291,
4.17907e+12,,Surface,25,Image 1,1,293,
1.22765e+12,,Surface,25,Image 1,1,295,
2.4734e+11,,Surface,25,Image 1,1,297,
1.00601e+12,,Surface,25,Image 1,1,300,
7.95905e+11,,Surface,25,Image 1,1,302,
2.03036e+12,,Surface,25,Image 1,1,303,
4.43822e+12,,Surface,25,Image 1,1,309,
8.28691e+11,,Surface,25,Image 1,1,310,
1.31616e+12,,Surface,25,Image 1,1,316,
4.06408e+12,,Surface,25,Image 1,1,317,
1.19618e+12,,Surface,25,Image 1,1,324,
4.53263e+12,,Surface,25,Image 1,1,325,
2.30521e+12,,Surface,25,Image 1,1,330,
2.14942e+12,,Surface,25,Image 1,1,331,
2.1999e+12,,Surface,25,Image 1,1,334,
2.08798e+12,,Surface,25,Image 1,1,335,
3.4204e+12,,Surface,25,Image 1,1,336,
2.97022e+12,,Surface,25,Image 1,1,337,
1.5462e+13,,Surface,25,Image 1,1,338,
8.25932e+11,,Surface,25,Image 1,1,339,
9.43356e+11,,Surface,25,Image 1,1,340,
4.9181e+11,,Surface,25,Image 1,1,341,
1.01003e+12,,Surface,25,Image 1,1,342,
1.75593e+12,,Surface,25,Image 1,1,343,
3.33303e+12,,Surface,25,Image 1,1,344,
3.6528e+11,,Surface,25,Image 1,1,347,
3.85532e+12,,Surface,25,Image 1,1,348,
8.45407e+11,,Surface,25,Image 1,1,349,
1.48239e+12,,Surface,25,Image 1,1,351,
2.28852e+12,,Surface,25,Image 1,1,355,
3.02047e+11,,Surface,25,Image 1,1,356,
5.83868e+11,,Surface,25,Image 1,1,361,
4.62247e+11,,Surface,25,Image 1,1,362,
8.74055e+11,,Surface,25,Image 1,1,363,
6.81229e+11,,Surface,25,Image 1,1,364,
9.1742e+11,,Surface,25,Image 1,1,365,
1.5908e+12,,Surface,25,Image 1,1,369,
4.03683e+12,,Surface,25,Image 1,1,371,
1.99118e+12,,Surface,25,Image 1,1,372,
1.58995e+12,,Surface,25,Image 1,1,373,
5.57456e+12,,Surface,25,Image 1,1,374,
8.40511e+11,,Surface,25,Image 1,1,376,
2.5088e+12,,Surface,25,Image 1,1,378,
6.97394e+11,,Surface,25,Image 1,1,379,
1.90181e+12,,Surface,25,Image 1,1,381,
5.23272e+12,,Surface,25,Image 1,1,383,
5.47309e+12,,Surface,25,Image 1,1,385,
1.5883e+12,,Surface,25,Image 1,1,386,
4.04286e+12,,Surface,25,Image 1,1,388,
1.7937e+12,,Surface,25,Image 1,1,389,
4.03935e+12,,Surface,25,Image 1,1,390,
4.30406e+11,,Surface,25,Image 1,1,393,
2.05351e+12,,Surface,25,Image 1,1,396,
1.34628e+12,,Surface,25,Image 1,1,397,
6.03867e+11,,Surface,25,Image 1,1,398,
2.19797e+12,,Surface,25,Image 1,1,399,
1.19568e+12,,Surface,25,Image 1,1,400,
6.25612e+12,,Surface,25,Image 1,1,401,
1.28895e+12,,Surface,25,Image 1,1,402,
3.81303e+11,,Surface,25,Image 1,1,405,
4.22866e+12,,Surface,25,Image 1,1,406,
4.65349e+12,,Surface,25,Image 1,1,413,
2.59127e+12,,Surface,25,Image 1,1,420,
1.89017e+12,,Surface,25,Image 1,1,421,
2.85436e+12,,Surface,25,Image 1,1,426,
3.90718e+12,,Surface,25,Image 1,1,427,
3.91596e+12,,Surface,25,Image 1,1,428,
9.20137e+11,,Surface,25,Image 1,1,437,
1.28384e+12,,Surface,25,Image 1,1,442,
3.80293e+12,,Surface,25,Image 1,1,443,
1.70113e+12,,Surface,25,Image 1,1,445,
3.0683e+12,,Surface,25,Image 1,1,447,
9.62759e+11,,Surface,25,Image 1,1,448,
3.9447e+12,,Surface,25,Image 1,1,449,
1.11148e+12,,Surface,25,Image 1,1,453,
1.36248e+12,,Surface,25,Image 1,1,457,
1.65952e+12,,Surface,25,Image 1,1,458,
1.65931e+12,,Surface,25,Image 1,1,459,
3.1997e+11,,Surface,25,Image 1,1,462,
1.38698e+12,,Surface,25,Image 1,1,465,
2.29542e+12,,Surface,25,Image 1,1,469,
1.13467e+12,,Surface,25,Image 1,1,473,
1.13436e+12,,Surface,25,Image 1,1,476,
3.96563e+12,,Surface,25,Image 1,1,478,
8.26113e+11,,Surface,25,Image 1,1,480,
9.12191e+11,,Surface,25,Image 1,1,487,
5.8919e+12,,Surface,25,Image 1,1,488,
2.70749e+12,,Surface,25,Image 1,1,489,
1.44459e+12,,Surface,25,Image 1,1,492,
3.30993e+12,,Surface,25,Image 1,1,494,
1.8995e+12,,Surface,25,Image 1,1,495,
1.11338e+12,,Surface,25,Image 1,1,497,
2.73005e+11,,Surface,25,Image 1,1,498,
8.63999e+11,,Surface,25,Image 1,1,503,
4.26936e+11,,Surface,25,Image 1,1,504,
9.11131e+11,,Surface,25,Image 1,1,506,
7.55867e+11,,Surface,25,Image 1,1,509,
1.47333e+12,,Surface,25,Image 1,1,510,
1.12711e+12,,Surface,25,Image 1,1,511,
1.51683e+12,,Surface,25,Image 1,1,512,
7.64367e+11,,Surface,25,Image 1,1,514,
5.80441e+11,,Surface,25,Image 1,1,515,
2.14829e+12,,Surface,25,Image 1,1,516,
3.34518e+11,,Surface,25,Image 1,1,520,
1.71103e+12,,Surface,25,Image 1,1,521,
4.2913e+12,,Surface,25,Image 1,1,523,
1.50545e+12,,Surface,25,Image 1,1,524,
1.87916e+12,,Surface,25,Image 1,1,525,
3.16705e+12,,Surface,25,Image 1,1,526,
5.74583e+11,,Surface,25,Image 1,1,527,
1.41489e+12,,Surface,25,Image 1,1,528,
5.55282e+11,,Surface,25,Image 1,1,533,
8.90067e+11,,Surface,25,Image 1,1,534,
1.4189e+12,,Surface,25,Image 1,1,535,
5.43077e+11,,Surface,25,Image 1,1,536,
7.29845e+12,,Surface,25,Image 1,1,538,
4.38941e+12,,Surface,25,Image 1,1,539,
8.18365e+11,,Surface,25,Image 1,1,540,
1.788e+12,,Surface,25,Image 1,1,541,
7.35024e+11,,Surface,25,Image 1,1,542,
6.77425e+11,,Surface,25,Image 1,1,545,
5.75507e+11,,Surface,25,Image 1,1,546,
8.58917e+11,,Surface,25,Image 1,1,548,
7.71683e+11,,Surface,25,Image 1,1,551,
2.62921e+12,,Surface,25,Image 1,1,552,
1.30663e+12,,Surface,25,Image 1,1,554,
1.84024e+12,,Surface,25,Image 1,1,556,
2.95973e+12,,Surface,25,Image 1,1,561,
1.30688e+12,,Surface,25,Image 1,1,562,
2.55283e+12,,Surface,25,Image 1,1,563,
1.26365e+12,,Surface,25,Image 1,1,565,
1.58795e+12,,Surface,25,Image 1,1,567,
1.51497e+11,,Surface,25,Image 1,1,568,
2.33226e+12,,Surface,25,Image 1,1,570,
1.74378e+12,,Surface,25,Image 1,1,572,
8.68712e+11,,Surface,25,Image 1,1,573,
8.51418e+11,,Surface,25,Image 1,1,574,
2.44055e+11,,Surface,25,Image 1,1,576,
2.72813e+12,,Surface,25,Image 1,1,580,
1.00094e+12,,Surface,25,Image 1,1,581,
