
Intensity Mean Ch=34 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
2.36711,,Surface,34,Image 1,1,2,
13.0032,,Surface,34,Image 1,1,3,
10.0852,,Surface,34,Image 1,1,4,
0.970292,,Surface,34,Image 1,1,5,
60.1143,,Surface,34,Image 1,1,6,
5.40178,,Surface,34,Image 1,1,7,
0.561144,,Surface,34,Image 1,1,8,
23.287,,Surface,34,Image 1,1,10,
56.4553,,Surface,34,Image 1,1,11,
114.566,,Surface,34,Image 1,1,12,
7.7949,,Surface,34,Image 1,1,13,
8.71982,,Surface,34,Image 1,1,18,
33.4128,,Surface,34,Image 1,1,19,
0.654418,,Surface,34,Image 1,1,21,
32.4683,,Surface,34,Image 1,1,22,
0.822544,,Surface,34,Image 1,1,24,
0.910932,,Surface,34,Image 1,1,25,
25.42,,Surface,34,Image 1,1,26,
1.28872,,Surface,34,Image 1,1,28,
1.89806,,Surface,34,Image 1,1,29,
67.0656,,Surface,34,Image 1,1,35,
30.2828,,Surface,34,Image 1,1,37,
16.2983,,Surface,34,Image 1,1,38,
1.57275,,Surface,34,Image 1,1,40,
57.5825,,Surface,34,Image 1,1,45,
2.96224,,Surface,34,Image 1,1,46,
28.0214,,Surface,34,Image 1,1,49,
2.72438,,Surface,34,Image 1,1,52,
5.90586,,Surface,34,Image 1,1,54,
3.03997,,Surface,34,Image 1,1,58,
24.5219,,Surface,34,Image 1,1,60,
6.14922,,Surface,34,Image 1,1,61,
90.2445,,Surface,34,Image 1,1,63,
42.8609,,Surface,34,Image 1,1,64,
24.9931,,Surface,34,Image 1,1,65,
3.22958,,Surface,34,Image 1,1,67,
0.966245,,Surface,34,Image 1,1,71,
0.955208,,Surface,34,Image 1,1,72,
37.2861,,Surface,34,Image 1,1,73,
6.10023,,Surface,34,Image 1,1,74,
22.7091,,Surface,34,Image 1,1,76,
4.00001,,Surface,34,Image 1,1,77,
1.5337,,Surface,34,Image 1,1,79,
4.58946,,Surface,34,Image 1,1,81,
21.897,,Surface,34,Image 1,1,82,
3.17362,,Surface,34,Image 1,1,88,
14.4312,,Surface,34,Image 1,1,89,
1.33254,,Surface,34,Image 1,1,91,
32.9547,,Surface,34,Image 1,1,93,
2.38759,,Surface,34,Image 1,1,97,
2.19917,,Surface,34,Image 1,1,100,
40.2765,,Surface,34,Image 1,1,101,
0.616103,,Surface,34,Image 1,1,102,
2.78429,,Surface,34,Image 1,1,103,
40.9699,,Surface,34,Image 1,1,106,
1.35078,,Surface,34,Image 1,1,107,
6.1977,,Surface,34,Image 1,1,110,
5.87686,,Surface,34,Image 1,1,111,
1.58506,,Surface,34,Image 1,1,112,
8.47798,,Surface,34,Image 1,1,113,
29.0746,,Surface,34,Image 1,1,118,
2.54306,,Surface,34,Image 1,1,119,
15.1358,,Surface,34,Image 1,1,120,
81.8444,,Surface,34,Image 1,1,122,
56.3466,,Surface,34,Image 1,1,123,
1.83363,,Surface,34,Image 1,1,124,
12.2189,,Surface,34,Image 1,1,128,
65.1431,,Surface,34,Image 1,1,134,
26.7638,,Surface,34,Image 1,1,136,
1.47751,,Surface,34,Image 1,1,137,
20.5362,,Surface,34,Image 1,1,138,
8.40752,,Surface,34,Image 1,1,139,
2.85159,,Surface,34,Image 1,1,140,
8.69306,,Surface,34,Image 1,1,141,
6.58813,,Surface,34,Image 1,1,143,
2.19412,,Surface,34,Image 1,1,146,
4.60626,,Surface,34,Image 1,1,150,
0.453733,,Surface,34,Image 1,1,154,
12.7686,,Surface,34,Image 1,1,155,
0.423228,,Surface,34,Image 1,1,156,
2.55054,,Surface,34,Image 1,1,159,
77.9749,,Surface,34,Image 1,1,161,
2.75685,,Surface,34,Image 1,1,164,
66.2089,,Surface,34,Image 1,1,165,
2.10368,,Surface,34,Image 1,1,167,
73.6941,,Surface,34,Image 1,1,171,
5.23218,,Surface,34,Image 1,1,172,
10.2885,,Surface,34,Image 1,1,173,
14.5293,,Surface,34,Image 1,1,174,
1.67374,,Surface,34,Image 1,1,177,
87.1073,,Surface,34,Image 1,1,180,
2.12139,,Surface,34,Image 1,1,181,
13.7396,,Surface,34,Image 1,1,190,
7.47184,,Surface,34,Image 1,1,192,
3.51474,,Surface,34,Image 1,1,193,
13.1988,,Surface,34,Image 1,1,195,
65.5214,,Surface,34,Image 1,1,199,
0.916162,,Surface,34,Image 1,1,200,
2.17994,,Surface,34,Image 1,1,201,
8.13249,,Surface,34,Image 1,1,203,
53.0857,,Surface,34,Image 1,1,208,
29.2355,,Surface,34,Image 1,1,209,
9.34575,,Surface,34,Image 1,1,210,
17.7208,,Surface,34,Image 1,1,213,
20.2909,,Surface,34,Image 1,1,214,
5.55121,,Surface,34,Image 1,1,215,
13.8356,,Surface,34,Image 1,1,216,
32.6379,,Surface,34,Image 1,1,217,
2.03804,,Surface,34,Image 1,1,218,
1.72279,,Surface,34,Image 1,1,219,
6.3516,,Surface,34,Image 1,1,221,
7.27055,,Surface,34,Image 1,1,225,
35.6554,,Surface,34,Image 1,1,227,
10.449,,Surface,34,Image 1,1,228,
0.314401,,Surface,34,Image 1,1,230,
4.88665,,Surface,34,Image 1,1,233,
18.0087,,Surface,34,Image 1,1,234,
3.67899,,Surface,34,Image 1,1,236,
4.76185,,Surface,34,Image 1,1,237,
69.8235,,Surface,34,Image 1,1,238,
9.42098,,Surface,34,Image 1,1,239,
9.82523,,Surface,34,Image 1,1,241,
1.83374,,Surface,34,Image 1,1,243,
