
Intensity Sum Ch=40 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.31115e+08,,Surface,40,Image 1,1,2,
8.7783e+06,,Surface,40,Image 1,1,3,
1.50116e+07,,Surface,40,Image 1,1,4,
7.45788e+06,,Surface,40,Image 1,1,5,
2.68814e+07,,Surface,40,Image 1,1,6,
1.50685e+07,,Surface,40,Image 1,1,7,
1.06348e+07,,Surface,40,Image 1,1,8,
1.90636e+07,,Surface,40,Image 1,1,10,
1.40452e+07,,Surface,40,Image 1,1,11,
3.77701e+07,,Surface,40,Image 1,1,12,
3.39893e+07,,Surface,40,Image 1,1,13,
3.12387e+07,,Surface,40,Image 1,1,18,
7.15914e+06,,Surface,40,Image 1,1,19,
9.34901e+06,,Surface,40,Image 1,1,21,
1.0441e+07,,Surface,40,Image 1,1,22,
2.91598e+07,,Surface,40,Image 1,1,24,
4.99973e+06,,Surface,40,Image 1,1,25,
2.44622e+07,,Surface,40,Image 1,1,26,
1.43823e+07,,Surface,40,Image 1,1,28,
2.04682e+07,,Surface,40,Image 1,1,29,
2.15256e+07,,Surface,40,Image 1,1,35,
1.13418e+07,,Surface,40,Image 1,1,37,
6.13751e+07,,Surface,40,Image 1,1,38,
1.66791e+07,,Surface,40,Image 1,1,40,
2.52447e+07,,Surface,40,Image 1,1,45,
6.80092e+06,,Surface,40,Image 1,1,46,
3.37323e+07,,Surface,40,Image 1,1,49,
7.04884e+06,,Surface,40,Image 1,1,52,
1.64029e+07,,Surface,40,Image 1,1,54,
8.48029e+06,,Surface,40,Image 1,1,58,
1.65497e+07,,Surface,40,Image 1,1,60,
1.87228e+07,,Surface,40,Image 1,1,61,
1.82823e+07,,Surface,40,Image 1,1,63,
2.75796e+07,,Surface,40,Image 1,1,64,
1.37708e+07,,Surface,40,Image 1,1,65,
8.39503e+06,,Surface,40,Image 1,1,67,
4.39847e+07,,Surface,40,Image 1,1,71,
8.92422e+06,,Surface,40,Image 1,1,72,
1.86321e+07,,Surface,40,Image 1,1,73,
7.66538e+06,,Surface,40,Image 1,1,74,
2.64214e+07,,Surface,40,Image 1,1,76,
3.68311e+07,,Surface,40,Image 1,1,77,
2.07023e+07,,Surface,40,Image 1,1,79,
1.8582e+07,,Surface,40,Image 1,1,81,
1.3807e+08,,Surface,40,Image 1,1,82,
2.41808e+07,,Surface,40,Image 1,1,88,
7.41881e+06,,Surface,40,Image 1,1,89,
2.71308e+07,,Surface,40,Image 1,1,91,
1.2772e+07,,Surface,40,Image 1,1,93,
1.55017e+07,,Surface,40,Image 1,1,97,
2.18836e+07,,Surface,40,Image 1,1,100,
1.9591e+07,,Surface,40,Image 1,1,101,
7.28214e+06,,Surface,40,Image 1,1,102,
1.77673e+07,,Surface,40,Image 1,1,103,
7.70653e+07,,Surface,40,Image 1,1,106,
1.03338e+07,,Surface,40,Image 1,1,107,
1.82201e+07,,Surface,40,Image 1,1,110,
2.11624e+07,,Surface,40,Image 1,1,111,
7.73833e+06,,Surface,40,Image 1,1,112,
2.74925e+07,,Surface,40,Image 1,1,113,
1.37947e+07,,Surface,40,Image 1,1,118,
1.2947e+07,,Surface,40,Image 1,1,119,
1.19498e+07,,Surface,40,Image 1,1,120,
2.45248e+07,,Surface,40,Image 1,1,122,
4.03933e+07,,Surface,40,Image 1,1,123,
1.63909e+07,,Surface,40,Image 1,1,124,
1.53498e+07,,Surface,40,Image 1,1,128,
9.39182e+06,,Surface,40,Image 1,1,134,
1.3155e+07,,Surface,40,Image 1,1,136,
1.07807e+07,,Surface,40,Image 1,1,137,
2.87334e+07,,Surface,40,Image 1,1,138,
4.63807e+07,,Surface,40,Image 1,1,139,
1.28826e+07,,Surface,40,Image 1,1,140,
9.71328e+06,,Surface,40,Image 1,1,141,
1.05144e+07,,Surface,40,Image 1,1,143,
1.19491e+07,,Surface,40,Image 1,1,146,
8.32087e+06,,Surface,40,Image 1,1,150,
5.24077e+06,,Surface,40,Image 1,1,154,
1.14351e+07,,Surface,40,Image 1,1,155,
6.31014e+06,,Surface,40,Image 1,1,156,
3.34759e+07,,Surface,40,Image 1,1,159,
6.50445e+06,,Surface,40,Image 1,1,161,
1.86195e+07,,Surface,40,Image 1,1,164,
5.43073e+06,,Surface,40,Image 1,1,165,
1.65719e+07,,Surface,40,Image 1,1,167,
2.33344e+07,,Surface,40,Image 1,1,171,
1.99006e+07,,Surface,40,Image 1,1,172,
1.20189e+07,,Surface,40,Image 1,1,173,
8.08355e+06,,Surface,40,Image 1,1,174,
1.29917e+07,,Surface,40,Image 1,1,177,
7.55346e+06,,Surface,40,Image 1,1,180,
1.69373e+07,,Surface,40,Image 1,1,181,
1.44348e+06,,Surface,40,Image 1,1,190,
2.09326e+07,,Surface,40,Image 1,1,192,
1.30585e+07,,Surface,40,Image 1,1,193,
1.11874e+07,,Surface,40,Image 1,1,195,
2.3195e+07,,Surface,40,Image 1,1,199,
9.3042e+06,,Surface,40,Image 1,1,200,
1.73527e+07,,Surface,40,Image 1,1,201,
8.00852e+07,,Surface,40,Image 1,1,203,
1.61546e+07,,Surface,40,Image 1,1,208,
3.03938e+07,,Surface,40,Image 1,1,209,
6.70228e+07,,Surface,40,Image 1,1,210,
2.18889e+07,,Surface,40,Image 1,1,213,
2.0665e+07,,Surface,40,Image 1,1,214,
7.57151e+06,,Surface,40,Image 1,1,215,
5.87298e+07,,Surface,40,Image 1,1,216,
1.34132e+07,,Surface,40,Image 1,1,217,
2.49846e+07,,Surface,40,Image 1,1,218,
4.88598e+06,,Surface,40,Image 1,1,219,
1.74534e+07,,Surface,40,Image 1,1,221,
5.06969e+06,,Surface,40,Image 1,1,225,
4.64277e+06,,Surface,40,Image 1,1,227,
1.54418e+07,,Surface,40,Image 1,1,228,
2.65099e+06,,Surface,40,Image 1,1,230,
1.66958e+07,,Surface,40,Image 1,1,233,
1.5049e+08,,Surface,40,Image 1,1,234,
1.00484e+07,,Surface,40,Image 1,1,236,
1.94958e+07,,Surface,40,Image 1,1,237,
8.80654e+06,,Surface,40,Image 1,1,238,
9.96125e+06,,Surface,40,Image 1,1,239,
5.82038e+07,,Surface,40,Image 1,1,241,
1.29937e+07,,Surface,40,Image 1,1,243,
1.92223e+07,,Surface,40,Image 1,1,245,
2.48817e+07,,Surface,40,Image 1,1,249,
4.19195e+07,,Surface,40,Image 1,1,250,
1.86327e+07,,Surface,40,Image 1,1,251,
8.32528e+06,,Surface,40,Image 1,1,253,
1.42603e+07,,Surface,40,Image 1,1,262,
1.20688e+07,,Surface,40,Image 1,1,263,
3.19502e+07,,Surface,40,Image 1,1,265,
1.18876e+07,,Surface,40,Image 1,1,266,
2.27923e+07,,Surface,40,Image 1,1,268,
1.91298e+06,,Surface,40,Image 1,1,269,
1.51395e+07,,Surface,40,Image 1,1,272,
1.35875e+07,,Surface,40,Image 1,1,274,
1.8186e+07,,Surface,40,Image 1,1,277,
2.79084e+07,,Surface,40,Image 1,1,279,
5.07844e+07,,Surface,40,Image 1,1,281,
1.86843e+07,,Surface,40,Image 1,1,282,
7.24154e+06,,Surface,40,Image 1,1,284,
1.78061e+07,,Surface,40,Image 1,1,285,
2.89921e+07,,Surface,40,Image 1,1,291,
2.36845e+07,,Surface,40,Image 1,1,293,
1.12108e+07,,Surface,40,Image 1,1,295,
8.3883e+06,,Surface,40,Image 1,1,297,
1.14184e+07,,Surface,40,Image 1,1,300,
6.96169e+06,,Surface,40,Image 1,1,302,
5.16327e+07,,Surface,40,Image 1,1,303,
2.01319e+07,,Surface,40,Image 1,1,309,
