
Position Z
 ==================== 
Position Z,Unit,Category,Collection,Time,ID,
18.2414,µm,Surface,Position,1,1169,
24.3302,µm,Surface,Position,1,1171,
17.0408,µm,Surface,Position,1,1173,
20.8159,µm,Surface,Position,1,1177,
15.4089,µm,Surface,Position,1,1178,
22.942,µm,Surface,Position,1,1179,
26.4216,µm,Surface,Position,1,1180,
22.165,µm,Surface,Position,1,1181,
24.896,µm,Surface,Position,1,1183,
12.95,µm,Surface,Position,1,1185,
18.528,µm,Surface,Position,1,1190,
22.5777,µm,Surface,Position,1,1192,
22.922,µm,Surface,Position,1,1194,
18.7693,µm,Surface,Position,1,1195,
15.4821,µm,Surface,Position,1,1196,
21.0093,µm,Surface,Position,1,1197,
13.1129,µm,Surface,Position,1,1198,
13.7159,µm,Surface,Position,1,1201,
13.3644,µm,Surface,Position,1,1203,
22.1563,µm,Surface,Position,1,1205,
13.9331,µm,Surface,Position,1,1206,
17.3582,µm,Surface,Position,1,1209,
14.1235,µm,Surface,Position,1,1212,
20.3898,µm,Surface,Position,1,1213,
17.323,µm,Surface,Position,1,1214,
15.0022,µm,Surface,Position,1,1215,
26.984,µm,Surface,Position,1,1216,
27.2644,µm,Surface,Position,1,1217,
21.0492,µm,Surface,Position,1,1218,
23.5979,µm,Surface,Position,1,1224,
23.0751,µm,Surface,Position,1,1226,
12.9765,µm,Surface,Position,1,1232,
22.2411,µm,Surface,Position,1,1234,
13.9429,µm,Surface,Position,1,1237,
13.9601,µm,Surface,Position,1,1238,
28.6669,µm,Surface,Position,1,1242,
27.562,µm,Surface,Position,1,1245,
26.993,µm,Surface,Position,1,1247,
27.4177,µm,Surface,Position,1,1248,
14.3407,µm,Surface,Position,1,1251,
25.4298,µm,Surface,Position,1,1252,
28.3457,µm,Surface,Position,1,1253,
23.0097,µm,Surface,Position,1,1256,
14.7408,µm,Surface,Position,1,1257,
26.3232,µm,Surface,Position,1,1258,
25.9128,µm,Surface,Position,1,1260,
27.7782,µm,Surface,Position,1,1262,
21.3911,µm,Surface,Position,1,1263,
18.1805,µm,Surface,Position,1,1265,
27.946,µm,Surface,Position,1,1266,
19.8233,µm,Surface,Position,1,1267,
28.7265,µm,Surface,Position,1,1268,
21.785,µm,Surface,Position,1,1269,
21.796,µm,Surface,Position,1,1271,
19.5194,µm,Surface,Position,1,1272,
14.5366,µm,Surface,Position,1,1273,
16.0479,µm,Surface,Position,1,1274,
14.9118,µm,Surface,Position,1,1276,
12.9294,µm,Surface,Position,1,1277,
26.9855,µm,Surface,Position,1,1278,
