
Intensity Median Ch=19 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
348,,Surface,19,Image 1,1,2,
1,,Surface,19,Image 1,1,3,
110,,Surface,19,Image 1,1,4,
0.5,,Surface,19,Image 1,1,5,
1,,Surface,19,Image 1,1,6,
0.5,,Surface,19,Image 1,1,7,
0.5,,Surface,19,Image 1,1,8,
1,,Surface,19,Image 1,1,10,
1,,Surface,19,Image 1,1,11,
0.5,,Surface,19,Image 1,1,12,
134,,Surface,19,Image 1,1,13,
292,,Surface,19,Image 1,1,18,
1,,Surface,19,Image 1,1,19,
1,,Surface,19,Image 1,1,21,
0.5,,Surface,19,Image 1,1,22,
1,,Surface,19,Image 1,1,24,
0.5,,Surface,19,Image 1,1,25,
104,,Surface,19,Image 1,1,26,
1,,Surface,19,Image 1,1,28,
111,,Surface,19,Image 1,1,29,
4,,Surface,19,Image 1,1,35,
1252,,Surface,19,Image 1,1,37,
1,,Surface,19,Image 1,1,38,
366,,Surface,19,Image 1,1,40,
1,,Surface,19,Image 1,1,45,
0.5,,Surface,19,Image 1,1,46,
476,,Surface,19,Image 1,1,49,
294,,Surface,19,Image 1,1,52,
323,,Surface,19,Image 1,1,54,
55,,Surface,19,Image 1,1,58,
2,,Surface,19,Image 1,1,60,
149,,Surface,19,Image 1,1,61,
0.5,,Surface,19,Image 1,1,63,
2,,Surface,19,Image 1,1,64,
972,,Surface,19,Image 1,1,65,
0.5,,Surface,19,Image 1,1,67,
92,,Surface,19,Image 1,1,71,
0.5,,Surface,19,Image 1,1,72,
0.5,,Surface,19,Image 1,1,73,
0.5,,Surface,19,Image 1,1,74,
124,,Surface,19,Image 1,1,76,
908,,Surface,19,Image 1,1,77,
31,,Surface,19,Image 1,1,79,
0.25,,Surface,19,Image 1,1,81,
4,,Surface,19,Image 1,1,82,
476,,Surface,19,Image 1,1,88,
0.5,,Surface,19,Image 1,1,89,
566,,Surface,19,Image 1,1,91,
1,,Surface,19,Image 1,1,93,
2524,,Surface,19,Image 1,1,97,
824,,Surface,19,Image 1,1,100,
0.5,,Surface,19,Image 1,1,101,
50,,Surface,19,Image 1,1,102,
77,,Surface,19,Image 1,1,103,
2,,Surface,19,Image 1,1,106,
1092,,Surface,19,Image 1,1,107,
4152,,Surface,19,Image 1,1,110,
156,,Surface,19,Image 1,1,111,
1,,Surface,19,Image 1,1,112,
120,,Surface,19,Image 1,1,113,
2,,Surface,19,Image 1,1,118,
716,,Surface,19,Image 1,1,119,
3036,,Surface,19,Image 1,1,120,
2,,Surface,19,Image 1,1,122,
2,,Surface,19,Image 1,1,123,
68,,Surface,19,Image 1,1,124,
7,,Surface,19,Image 1,1,128,
220,,Surface,19,Image 1,1,134,
1272,,Surface,19,Image 1,1,136,
596,,Surface,19,Image 1,1,137,
