
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
791.954,µm,Surface,Distance from Origin,1,990,
776.76,µm,Surface,Distance from Origin,1,992,
791.449,µm,Surface,Distance from Origin,1,994,
787.056,µm,Surface,Distance from Origin,1,996,
778.934,µm,Surface,Distance from Origin,1,1000,
776.444,µm,Surface,Distance from Origin,1,1002,
798.702,µm,Surface,Distance from Origin,1,1003,
785.26,µm,Surface,Distance from Origin,1,1004,
785.129,µm,Surface,Distance from Origin,1,1006,
777.022,µm,Surface,Distance from Origin,1,1008,
788.4,µm,Surface,Distance from Origin,1,1009,
806.856,µm,Surface,Distance from Origin,1,1010,
775.708,µm,Surface,Distance from Origin,1,1014,
789.065,µm,Surface,Distance from Origin,1,1017,
780.174,µm,Surface,Distance from Origin,1,1018,
793.265,µm,Surface,Distance from Origin,1,1019,
802.343,µm,Surface,Distance from Origin,1,1020,
791.566,µm,Surface,Distance from Origin,1,1021,
778.277,µm,Surface,Distance from Origin,1,1023,
796.892,µm,Surface,Distance from Origin,1,1024,
799.709,µm,Surface,Distance from Origin,1,1032,
802.541,µm,Surface,Distance from Origin,1,1034,
777.579,µm,Surface,Distance from Origin,1,1035,
785.397,µm,Surface,Distance from Origin,1,1036,
783.52,µm,Surface,Distance from Origin,1,1037,
792.352,µm,Surface,Distance from Origin,1,1038,
791.678,µm,Surface,Distance from Origin,1,1039,
788.396,µm,Surface,Distance from Origin,1,1040,
812.289,µm,Surface,Distance from Origin,1,1041,
795.147,µm,Surface,Distance from Origin,1,1045,
800.953,µm,Surface,Distance from Origin,1,1049,
799.82,µm,Surface,Distance from Origin,1,1052,
800.42,µm,Surface,Distance from Origin,1,1053,
783.533,µm,Surface,Distance from Origin,1,1056,
810.625,µm,Surface,Distance from Origin,1,1057,
786.439,µm,Surface,Distance from Origin,1,1058,
810.492,µm,Surface,Distance from Origin,1,1059,
800.117,µm,Surface,Distance from Origin,1,1060,
780.457,µm,Surface,Distance from Origin,1,1061,
814.297,µm,Surface,Distance from Origin,1,1063,
816.53,µm,Surface,Distance from Origin,1,1064,
791.142,µm,Surface,Distance from Origin,1,1065,
794.003,µm,Surface,Distance from Origin,1,1066,
799.419,µm,Surface,Distance from Origin,1,1067,
781.715,µm,Surface,Distance from Origin,1,1068,
783.17,µm,Surface,Distance from Origin,1,1070,
795.431,µm,Surface,Distance from Origin,1,1071,
777.447,µm,Surface,Distance from Origin,1,1072,
784.959,µm,Surface,Distance from Origin,1,1073,
