
Intensity Median Ch=4 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
1424,,Surface,4,Image 1,1,2,
1048,,Surface,4,Image 1,1,3,
1016,,Surface,4,Image 1,1,4,
912,,Surface,4,Image 1,1,5,
1200,,Surface,4,Image 1,1,6,
1076,,Surface,4,Image 1,1,7,
872,,Surface,4,Image 1,1,8,
984,,Surface,4,Image 1,1,10,
1112,,Surface,4,Image 1,1,11,
1192,,Surface,4,Image 1,1,12,
1104,,Surface,4,Image 1,1,13,
1000,,Surface,4,Image 1,1,18,
1000,,Surface,4,Image 1,1,19,
904,,Surface,4,Image 1,1,21,
1104,,Surface,4,Image 1,1,22,
1064,,Surface,4,Image 1,1,24,
904,,Surface,4,Image 1,1,25,
1040,,Surface,4,Image 1,1,26,
904,,Surface,4,Image 1,1,28,
964,,Surface,4,Image 1,1,29,
1224,,Surface,4,Image 1,1,35,
1048,,Surface,4,Image 1,1,37,
1072,,Surface,4,Image 1,1,38,
1048,,Surface,4,Image 1,1,40,
1232,,Surface,4,Image 1,1,45,
944,,Surface,4,Image 1,1,46,
1048,,Surface,4,Image 1,1,49,
904,,Surface,4,Image 1,1,52,
952,,Surface,4,Image 1,1,54,
1048,,Surface,4,Image 1,1,58,
1016,,Surface,4,Image 1,1,60,
1072,,Surface,4,Image 1,1,61,
2992,,Surface,4,Image 1,1,63,
1192,,Surface,4,Image 1,1,64,
1008,,Surface,4,Image 1,1,65,
844,,Surface,4,Image 1,1,67,
1008,,Surface,4,Image 1,1,71,
904,,Surface,4,Image 1,1,72,
1168,,Surface,4,Image 1,1,73,
920,,Surface,4,Image 1,1,74,
1104,,Surface,4,Image 1,1,76,
936,,Surface,4,Image 1,1,77,
976,,Surface,4,Image 1,1,79,
1000,,Surface,4,Image 1,1,81,
1200,,Surface,4,Image 1,1,82,
1032,,Surface,4,Image 1,1,88,
3920,,Surface,4,Image 1,1,89,
1000,,Surface,4,Image 1,1,91,
1112,,Surface,4,Image 1,1,93,
952,,Surface,4,Image 1,1,97,
1016,,Surface,4,Image 1,1,100,
1232,,Surface,4,Image 1,1,101,
976,,Surface,4,Image 1,1,102,
1072,,Surface,4,Image 1,1,103,
1168,,Surface,4,Image 1,1,106,
944,,Surface,4,Image 1,1,107,
952,,Surface,4,Image 1,1,110,
1040,,Surface,4,Image 1,1,111,
984,,Surface,4,Image 1,1,112,
984,,Surface,4,Image 1,1,113,
1112,,Surface,4,Image 1,1,118,
1000,,Surface,4,Image 1,1,119,
920,,Surface,4,Image 1,1,120,
1272,,Surface,4,Image 1,1,122,
1264,,Surface,4,Image 1,1,123,
976,,Surface,4,Image 1,1,124,
1000,,Surface,4,Image 1,1,128,
952,,Surface,4,Image 1,1,134,
968,,Surface,4,Image 1,1,136,
976,,Surface,4,Image 1,1,137,
1200,,Surface,4,Image 1,1,138,
1016,,Surface,4,Image 1,1,139,
1016,,Surface,4,Image 1,1,140,
984,,Surface,4,Image 1,1,141,
944,,Surface,4,Image 1,1,143,
912,,Surface,4,Image 1,1,146,
912,,Surface,4,Image 1,1,150,
904,,Surface,4,Image 1,1,154,
904,,Surface,4,Image 1,1,155,
872,,Surface,4,Image 1,1,156,
944,,Surface,4,Image 1,1,159,
1096,,Surface,4,Image 1,1,161,
976,,Surface,4,Image 1,1,164,
1112,,Surface,4,Image 1,1,165,
888,,Surface,4,Image 1,1,167,
1232,,Surface,4,Image 1,1,171,
1040,,Surface,4,Image 1,1,172,
976,,Surface,4,Image 1,1,173,
888,,Surface,4,Image 1,1,174,
968,,Surface,4,Image 1,1,177,
1144,,Surface,4,Image 1,1,180,
920,,Surface,4,Image 1,1,181,
952,,Surface,4,Image 1,1,190,
944,,Surface,4,Image 1,1,192,
936,,Surface,4,Image 1,1,193,
912,,Surface,4,Image 1,1,195,
1304,,Surface,4,Image 1,1,199,
920,,Surface,4,Image 1,1,200,
976,,Surface,4,Image 1,1,201,
1416,,Surface,4,Image 1,1,203,
1040,,Surface,4,Image 1,1,208,
1080,,Surface,4,Image 1,1,209,
1168,,Surface,4,Image 1,1,210,
1008,,Surface,4,Image 1,1,213,
968,,Surface,4,Image 1,1,214,
1040,,Surface,4,Image 1,1,215,
1128,,Surface,4,Image 1,1,216,
1044,,Surface,4,Image 1,1,217,
1232,,Surface,4,Image 1,1,218,
968,,Surface,4,Image 1,1,219,
1000,,Surface,4,Image 1,1,221,
880,,Surface,4,Image 1,1,225,
1144,,Surface,4,Image 1,1,227,
1032,,Surface,4,Image 1,1,228,
1016,,Surface,4,Image 1,1,230,
1040,,Surface,4,Image 1,1,233,
1456,,Surface,4,Image 1,1,234,
1168,,Surface,4,Image 1,1,236,
952,,Surface,4,Image 1,1,237,
1080,,Surface,4,Image 1,1,238,
1040,,Surface,4,Image 1,1,239,
1128,,Surface,4,Image 1,1,241,
984,,Surface,4,Image 1,1,243,
1136,,Surface,4,Image 1,1,245,
1096,,Surface,4,Image 1,1,249,
1392,,Surface,4,Image 1,1,250,
944,,Surface,4,Image 1,1,251,
1456,,Surface,4,Image 1,1,253,
1040,,Surface,4,Image 1,1,262,
1256,,Surface,4,Image 1,1,263,
1008,,Surface,4,Image 1,1,265,
944,,Surface,4,Image 1,1,266,
1328,,Surface,4,Image 1,1,268,
968,,Surface,4,Image 1,1,269,
