
Intensity Sum of Square Ch=19 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
3.06903e+11,,Surface,19,Image 1,1,2,
5.78776e+09,,Surface,19,Image 1,1,3,
6.07559e+10,,Surface,19,Image 1,1,4,
3.44916e+09,,Surface,19,Image 1,1,5,
1.13786e+10,,Surface,19,Image 1,1,6,
2.22491e+08,,Surface,19,Image 1,1,7,
2.11797e+09,,Surface,19,Image 1,1,8,
5.86529e+09,,Surface,19,Image 1,1,10,
1.50359e+10,,Surface,19,Image 1,1,11,
4.33126e+09,,Surface,19,Image 1,1,12,
1.00046e+11,,Surface,19,Image 1,1,13,
3.71592e+11,,Surface,19,Image 1,1,18,
4.70759e+09,,Surface,19,Image 1,1,19,
1.84549e+10,,Surface,19,Image 1,1,21,
4.91441e+09,,Surface,19,Image 1,1,22,
3.52617e+09,,Surface,19,Image 1,1,24,
5.53808e+08,,Surface,19,Image 1,1,25,
1.07068e+11,,Surface,19,Image 1,1,26,
5.32184e+10,,Surface,19,Image 1,1,28,
4.08431e+10,,Surface,19,Image 1,1,29,
5.39899e+10,,Surface,19,Image 1,1,35,
5.90426e+11,,Surface,19,Image 1,1,37,
5.05237e+09,,Surface,19,Image 1,1,38,
2.33691e+11,,Surface,19,Image 1,1,40,
7.93281e+09,,Surface,19,Image 1,1,45,
4.02797e+09,,Surface,19,Image 1,1,46,
7.0433e+11,,Surface,19,Image 1,1,49,
9.62555e+10,,Surface,19,Image 1,1,52,
9.51864e+10,,Surface,19,Image 1,1,54,
3.70539e+10,,Surface,19,Image 1,1,58,
2.55874e+10,,Surface,19,Image 1,1,60,
6.75804e+10,,Surface,19,Image 1,1,61,
2.84843e+09,,Surface,19,Image 1,1,63,
1.00624e+10,,Surface,19,Image 1,1,64,
8.34131e+11,,Surface,19,Image 1,1,65,
2.45189e+09,,Surface,19,Image 1,1,67,
7.63719e+10,,Surface,19,Image 1,1,71,
3.62014e+09,,Surface,19,Image 1,1,72,
2.95699e+09,,Surface,19,Image 1,1,73,
9.362e+08,,Surface,19,Image 1,1,74,
1.2813e+11,,Surface,19,Image 1,1,76,
1.02538e+12,,Surface,19,Image 1,1,77,
3.07633e+10,,Surface,19,Image 1,1,79,
4.76428e+08,,Surface,19,Image 1,1,81,
7.9528e+10,,Surface,19,Image 1,1,82,
7.14466e+11,,Surface,19,Image 1,1,88,
1.70563e+09,,Surface,19,Image 1,1,89,
2.77179e+11,,Surface,19,Image 1,1,91,
8.88395e+09,,Surface,19,Image 1,1,93,
3.6728e+12,,Surface,19,Image 1,1,97,
1.494e+12,,Surface,19,Image 1,1,100,
5.84075e+09,,Surface,19,Image 1,1,101,
3.02093e+10,,Surface,19,Image 1,1,102,
4.83164e+10,,Surface,19,Image 1,1,103,
4.0073e+10,,Surface,19,Image 1,1,106,
7.13792e+11,,Surface,19,Image 1,1,107,
7.65564e+12,,Surface,19,Image 1,1,110,
1.72984e+11,,Surface,19,Image 1,1,111,
1.89183e+10,,Surface,19,Image 1,1,112,
1.44704e+12,,Surface,19,Image 1,1,113,
7.16702e+10,,Surface,19,Image 1,1,118,
2.53452e+11,,Surface,19,Image 1,1,119,
4.8651e+12,,Surface,19,Image 1,1,120,
3.49118e+10,,Surface,19,Image 1,1,122,
1.10789e+10,,Surface,19,Image 1,1,123,
1.74159e+11,,Surface,19,Image 1,1,124,
2.22624e+10,,Surface,19,Image 1,1,128,
1.13317e+11,,Surface,19,Image 1,1,134,
1.27582e+12,,Surface,19,Image 1,1,136,
2.21125e+11,,Surface,19,Image 1,1,137,
3.18105e+10,,Surface,19,Image 1,1,138,
