
Intensity Mean Ch=25 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
2421.9,,Surface,25,Image 1,1,2,
1704.61,,Surface,25,Image 1,1,3,
1890.89,,Surface,25,Image 1,1,4,
1261.15,,Surface,25,Image 1,1,5,
2265.55,,Surface,25,Image 1,1,6,
1700.74,,Surface,25,Image 1,1,7,
906.908,,Surface,25,Image 1,1,8,
1238.47,,Surface,25,Image 1,1,10,
1360.71,,Surface,25,Image 1,1,11,
2224.02,,Surface,25,Image 1,1,12,
2594.53,,Surface,25,Image 1,1,13,
2399.45,,Surface,25,Image 1,1,18,
1260.57,,Surface,25,Image 1,1,19,
1338.45,,Surface,25,Image 1,1,21,
1417.27,,Surface,25,Image 1,1,22,
1197.22,,Surface,25,Image 1,1,24,
953.164,,Surface,25,Image 1,1,25,
1854.81,,Surface,25,Image 1,1,26,
1429.17,,Surface,25,Image 1,1,28,
1575.58,,Surface,25,Image 1,1,29,
2150.54,,Surface,25,Image 1,1,35,
2470.88,,Surface,25,Image 1,1,37,
1777.78,,Surface,25,Image 1,1,38,
1605.22,,Surface,25,Image 1,1,40,
2249.54,,Surface,25,Image 1,1,45,
1701.97,,Surface,25,Image 1,1,46,
2224.23,,Surface,25,Image 1,1,49,
1409.52,,Surface,25,Image 1,1,52,
2382,,Surface,25,Image 1,1,54,
1443.45,,Surface,25,Image 1,1,58,
1809.69,,Surface,25,Image 1,1,60,
1880.88,,Surface,25,Image 1,1,61,
804.608,,Surface,25,Image 1,1,63,
2203.49,,Surface,25,Image 1,1,64,
3151.01,,Surface,25,Image 1,1,65,
1479.4,,Surface,25,Image 1,1,67,
2487.02,,Surface,25,Image 1,1,71,
1186.84,,Surface,25,Image 1,1,72,
1775.46,,Surface,25,Image 1,1,73,
1033.77,,Surface,25,Image 1,1,74,
1864.58,,Surface,25,Image 1,1,76,
1563.63,,Surface,25,Image 1,1,77,
1871.15,,Surface,25,Image 1,1,79,
1197.78,,Surface,25,Image 1,1,81,
2188.98,,Surface,25,Image 1,1,82,
1679.78,,Surface,25,Image 1,1,88,
271.051,,Surface,25,Image 1,1,89,
1652.64,,Surface,25,Image 1,1,91,
899.689,,Surface,25,Image 1,1,93,
1334.31,,Surface,25,Image 1,1,97,
2211.91,,Surface,25,Image 1,1,100,
2347.3,,Surface,25,Image 1,1,101,
1237.79,,Surface,25,Image 1,1,102,
2268.88,,Surface,25,Image 1,1,103,
2001.94,,Surface,25,Image 1,1,106,
1551.29,,Surface,25,Image 1,1,107,
1357.23,,Surface,25,Image 1,1,110,
1930.41,,Surface,25,Image 1,1,111,
1137.82,,Surface,25,Image 1,1,112,
1707.56,,Surface,25,Image 1,1,113,
1028.72,,Surface,25,Image 1,1,118,
1011.51,,Surface,25,Image 1,1,119,
983.997,,Surface,25,Image 1,1,120,
1799.81,,Surface,25,Image 1,1,122,
2266.22,,Surface,25,Image 1,1,123,
2009.9,,Surface,25,Image 1,1,124,
2170.4,,Surface,25,Image 1,1,128,
1588.9,,Surface,25,Image 1,1,134,
1673.76,,Surface,25,Image 1,1,136,
942.787,,Surface,25,Image 1,1,137,
1942.25,,Surface,25,Image 1,1,138,
2245.67,,Surface,25,Image 1,1,139,
2049.22,,Surface,25,Image 1,1,140,
1036.53,,Surface,25,Image 1,1,141,
1370.55,,Surface,25,Image 1,1,143,
1389.35,,Surface,25,Image 1,1,146,
1328.62,,Surface,25,Image 1,1,150,
989.001,,Surface,25,Image 1,1,154,
1731.69,,Surface,25,Image 1,1,155,
1088.75,,Surface,25,Image 1,1,156,
2069.01,,Surface,25,Image 1,1,159,
1595.26,,Surface,25,Image 1,1,161,
1649.74,,Surface,25,Image 1,1,164,
2347.27,,Surface,25,Image 1,1,165,
2156.14,,Surface,25,Image 1,1,167,
1845.35,,Surface,25,Image 1,1,171,
1991.77,,Surface,25,Image 1,1,172,
1280.71,,Surface,25,Image 1,1,173,
2223.07,,Surface,25,Image 1,1,174,
1414.67,,Surface,25,Image 1,1,177,
1405.87,,Surface,25,Image 1,1,180,
863.702,,Surface,25,Image 1,1,181,
1769.14,,Surface,25,Image 1,1,190,
1506.08,,Surface,25,Image 1,1,192,
2302.8,,Surface,25,Image 1,1,193,
1266.18,,Surface,25,Image 1,1,195,
2396.93,,Surface,25,Image 1,1,199,
1655.42,,Surface,25,Image 1,1,200,
1803.47,,Surface,25,Image 1,1,201,
