
Intensity Max Ch=1 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
28558,,Surface,1,Image 1,1,2,
22210,,Surface,1,Image 1,1,3,
23080,,Surface,1,Image 1,1,4,
12421,,Surface,1,Image 1,1,5,
25089,,Surface,1,Image 1,1,6,
15938,,Surface,1,Image 1,1,7,
10848,,Surface,1,Image 1,1,8,
17220,,Surface,1,Image 1,1,10,
17698,,Surface,1,Image 1,1,11,
24369,,Surface,1,Image 1,1,12,
26374,,Surface,1,Image 1,1,13,
26482,,Surface,1,Image 1,1,18,
14243,,Surface,1,Image 1,1,19,
14367,,Surface,1,Image 1,1,21,
16136,,Surface,1,Image 1,1,22,
13241,,Surface,1,Image 1,1,24,
11803,,Surface,1,Image 1,1,25,
25361,,Surface,1,Image 1,1,26,
15420,,Surface,1,Image 1,1,28,
18166,,Surface,1,Image 1,1,29,
25787,,Surface,1,Image 1,1,35,
22808,,Surface,1,Image 1,1,37,
22722,,Surface,1,Image 1,1,38,
18560,,Surface,1,Image 1,1,40,
29652,,Surface,1,Image 1,1,45,
20892,,Surface,1,Image 1,1,46,
27480,,Surface,1,Image 1,1,49,
13783,,Surface,1,Image 1,1,52,
23248,,Surface,1,Image 1,1,54,
16401,,Surface,1,Image 1,1,58,
21863,,Surface,1,Image 1,1,60,
21540,,Surface,1,Image 1,1,61,
9638,,Surface,1,Image 1,1,63,
22706,,Surface,1,Image 1,1,64,
30350,,Surface,1,Image 1,1,65,
16915,,Surface,1,Image 1,1,67,
22482,,Surface,1,Image 1,1,71,
14592,,Surface,1,Image 1,1,72,
25431,,Surface,1,Image 1,1,73,
14958,,Surface,1,Image 1,1,74,
25382,,Surface,1,Image 1,1,76,
20312,,Surface,1,Image 1,1,77,
20413,,Surface,1,Image 1,1,79,
15149,,Surface,1,Image 1,1,81,
22877,,Surface,1,Image 1,1,82,
20959,,Surface,1,Image 1,1,88,
10040,,Surface,1,Image 1,1,89,
18933,,Surface,1,Image 1,1,91,
11842,,Surface,1,Image 1,1,93,
17375,,Surface,1,Image 1,1,97,
21720,,Surface,1,Image 1,1,100,
27942,,Surface,1,Image 1,1,101,
15344,,Surface,1,Image 1,1,102,
23746,,Surface,1,Image 1,1,103,
22128,,Surface,1,Image 1,1,106,
19149,,Surface,1,Image 1,1,107,
17270,,Surface,1,Image 1,1,110,
24764,,Surface,1,Image 1,1,111,
14339,,Surface,1,Image 1,1,112,
20830,,Surface,1,Image 1,1,113,
12445,,Surface,1,Image 1,1,118,
16625,,Surface,1,Image 1,1,119,
13286,,Surface,1,Image 1,1,120,
20911,,Surface,1,Image 1,1,122,
25547,,Surface,1,Image 1,1,123,
20776,,Surface,1,Image 1,1,124,
24401,,Surface,1,Image 1,1,128,
18962,,Surface,1,Image 1,1,134,
19129,,Surface,1,Image 1,1,136,
15829,,Surface,1,Image 1,1,137,
22069,,Surface,1,Image 1,1,138,
27528,,Surface,1,Image 1,1,139,
24441,,Surface,1,Image 1,1,140,
12332,,Surface,1,Image 1,1,141,
16171,,Surface,1,Image 1,1,143,
17307,,Surface,1,Image 1,1,146,
22852,,Surface,1,Image 1,1,150,
11573,,Surface,1,Image 1,1,154,
16929,,Surface,1,Image 1,1,155,
12826,,Surface,1,Image 1,1,156,
20321,,Surface,1,Image 1,1,159,
21759,,Surface,1,Image 1,1,161,
20127,,Surface,1,Image 1,1,164,
23800,,Surface,1,Image 1,1,165,
21880,,Surface,1,Image 1,1,167,
19249,,Surface,1,Image 1,1,171,
20310,,Surface,1,Image 1,1,172,
15856,,Surface,1,Image 1,1,173,
23269,,Surface,1,Image 1,1,174,
18033,,Surface,1,Image 1,1,177,
17451,,Surface,1,Image 1,1,180,
11166,,Surface,1,Image 1,1,181,
25510,,Surface,1,Image 1,1,190,
19277,,Surface,1,Image 1,1,192,
22189,,Surface,1,Image 1,1,193,
11054,,Surface,1,Image 1,1,195,
24826,,Surface,1,Image 1,1,199,
14990,,Surface,1,Image 1,1,200,
16401,,Surface,1,Image 1,1,201,
30084,,Surface,1,Image 1,1,203,
17757,,Surface,1,Image 1,1,208,
24424,,Surface,1,Image 1,1,209,
22085,,Surface,1,Image 1,1,210,
19255,,Surface,1,Image 1,1,213,
17171,,Surface,1,Image 1,1,214,
23576,,Surface,1,Image 1,1,215,
17715,,Surface,1,Image 1,1,216,
14010,,Surface,1,Image 1,1,217,
16506,,Surface,1,Image 1,1,218,
15023,,Surface,1,Image 1,1,219,
19420,,Surface,1,Image 1,1,221,
13290,,Surface,1,Image 1,1,225,
20693,,Surface,1,Image 1,1,227,
21373,,Surface,1,Image 1,1,228,
13839,,Surface,1,Image 1,1,230,
21961,,Surface,1,Image 1,1,233,
20690,,Surface,1,Image 1,1,234,
12968,,Surface,1,Image 1,1,236,
16757,,Surface,1,Image 1,1,237,
17917,,Surface,1,Image 1,1,238,
21182,,Surface,1,Image 1,1,239,
17202,,Surface,1,Image 1,1,241,
20814,,Surface,1,Image 1,1,243,
20466,,Surface,1,Image 1,1,245,
29925,,Surface,1,Image 1,1,249,
28951,,Surface,1,Image 1,1,250,
20311,,Surface,1,Image 1,1,251,
26427,,Surface,1,Image 1,1,253,
27668,,Surface,1,Image 1,1,262,
17350,,Surface,1,Image 1,1,263,
20541,,Surface,1,Image 1,1,265,
19583,,Surface,1,Image 1,1,266,
22751,,Surface,1,Image 1,1,268,
14515,,Surface,1,Image 1,1,269,
17810,,Surface,1,Image 1,1,272,
20959,,Surface,1,Image 1,1,274,
27826,,Surface,1,Image 1,1,277,
26648,,Surface,1,Image 1,1,279,
16220,,Surface,1,Image 1,1,281,
17739,,Surface,1,Image 1,1,282,
14712,,Surface,1,Image 1,1,284,
17833,,Surface,1,Image 1,1,285,
19376,,Surface,1,Image 1,1,291,
26294,,Surface,1,Image 1,1,293,
17242,,Surface,1,Image 1,1,295,
16594,,Surface,1,Image 1,1,297,
15668,,Surface,1,Image 1,1,300,
16044,,Surface,1,Image 1,1,302,
22960,,Surface,1,Image 1,1,303,
25458,,Surface,1,Image 1,1,309,
13753,,Surface,1,Image 1,1,310,
23413,,Surface,1,Image 1,1,316,
25858,,Surface,1,Image 1,1,317,
22951,,Surface,1,Image 1,1,324,
23544,,Surface,1,Image 1,1,325,
22120,,Surface,1,Image 1,1,330,
23045,,Surface,1,Image 1,1,331,
21056,,Surface,1,Image 1,1,334,
19349,,Surface,1,Image 1,1,335,
25176,,Surface,1,Image 1,1,336,
20102,,Surface,1,Image 1,1,337,
32438,,Surface,1,Image 1,1,338,
14410,,Surface,1,Image 1,1,339,
20823,,Surface,1,Image 1,1,340,
12444,,Surface,1,Image 1,1,341,
16309,,Surface,1,Image 1,1,342,
15668,,Surface,1,Image 1,1,343,
28249,,Surface,1,Image 1,1,344,
13687,,Surface,1,Image 1,1,347,
25324,,Surface,1,Image 1,1,348,
14593,,Surface,1,Image 1,1,349,
20004,,Surface,1,Image 1,1,351,
22140,,Surface,1,Image 1,1,355,
12070,,Surface,1,Image 1,1,356,
12680,,Surface,1,Image 1,1,361,
11873,,Surface,1,Image 1,1,362,
19336,,Surface,1,Image 1,1,363,
15133,,Surface,1,Image 1,1,364,
18536,,Surface,1,Image 1,1,365,
18872,,Surface,1,Image 1,1,369,
28774,,Surface,1,Image 1,1,371,
21973,,Surface,1,Image 1,1,372,
20435,,Surface,1,Image 1,1,373,
27979,,Surface,1,Image 1,1,374,
17703,,Surface,1,Image 1,1,376,
21015,,Surface,1,Image 1,1,378,
13976,,Surface,1,Image 1,1,379,
21669,,Surface,1,Image 1,1,381,
22654,,Surface,1,Image 1,1,383,
30507,,Surface,1,Image 1,1,385,
15659,,Surface,1,Image 1,1,386,
27469,,Surface,1,Image 1,1,388,
19156,,Surface,1,Image 1,1,389,
25751,,Surface,1,Image 1,1,390,
15230,,Surface,1,Image 1,1,393,
23456,,Surface,1,Image 1,1,396,
21572,,Surface,1,Image 1,1,397,
14127,,Surface,1,Image 1,1,398,
21228,,Surface,1,Image 1,1,399,
16412,,Surface,1,Image 1,1,400,
32296,,Surface,1,Image 1,1,401,
14312,,Surface,1,Image 1,1,402,
14983,,Surface,1,Image 1,1,405,
24294,,Surface,1,Image 1,1,406,
27071,,Surface,1,Image 1,1,413,
24297,,Surface,1,Image 1,1,420,
19213,,Surface,1,Image 1,1,421,
24506,,Surface,1,Image 1,1,426,
24787,,Surface,1,Image 1,1,427,
24050,,Surface,1,Image 1,1,428,
15571,,Surface,1,Image 1,1,437,
21229,,Surface,1,Image 1,1,442,
19931,,Surface,1,Image 1,1,443,
21323,,Surface,1,Image 1,1,445,
21728,,Surface,1,Image 1,1,447,
20274,,Surface,1,Image 1,1,448,
25751,,Surface,1,Image 1,1,449,
18408,,Surface,1,Image 1,1,453,
19674,,Surface,1,Image 1,1,457,
20944,,Surface,1,Image 1,1,458,
16345,,Surface,1,Image 1,1,459,
13463,,Surface,1,Image 1,1,462,
17887,,Surface,1,Image 1,1,465,
21079,,Surface,1,Image 1,1,469,
19686,,Surface,1,Image 1,1,473,
18128,,Surface,1,Image 1,1,476,
24223,,Surface,1,Image 1,1,478,
21641,,Surface,1,Image 1,1,480,
17371,,Surface,1,Image 1,1,487,
26899,,Surface,1,Image 1,1,488,
25848,,Surface,1,Image 1,1,489,
21710,,Surface,1,Image 1,1,492,
23423,,Surface,1,Image 1,1,494,
22256,,Surface,1,Image 1,1,495,
14342,,Surface,1,Image 1,1,497,
14039,,Surface,1,Image 1,1,498,
16177,,Surface,1,Image 1,1,503,
11786,,Surface,1,Image 1,1,504,
16484,,Surface,1,Image 1,1,506,
14025,,Surface,1,Image 1,1,509,
16809,,Surface,1,Image 1,1,510,
18664,,Surface,1,Image 1,1,511,
23223,,Surface,1,Image 1,1,512,
17971,,Surface,1,Image 1,1,514,
16797,,Surface,1,Image 1,1,515,
17000,,Surface,1,Image 1,1,516,
14490,,Surface,1,Image 1,1,520,
19661,,Surface,1,Image 1,1,521,
24710,,Surface,1,Image 1,1,523,
23975,,Surface,1,Image 1,1,524,
23192,,Surface,1,Image 1,1,525,
23329,,Surface,1,Image 1,1,526,
14460,,Surface,1,Image 1,1,527,
21495,,Surface,1,Image 1,1,528,
15837,,Surface,1,Image 1,1,533,
19633,,Surface,1,Image 1,1,534,
20558,,Surface,1,Image 1,1,535,
13762,,Surface,1,Image 1,1,536,
32072,,Surface,1,Image 1,1,538,
23048,,Surface,1,Image 1,1,539,
15949,,Surface,1,Image 1,1,540,
19050,,Surface,1,Image 1,1,541,
15531,,Surface,1,Image 1,1,542,
17298,,Surface,1,Image 1,1,545,
13161,,Surface,1,Image 1,1,546,
12925,,Surface,1,Image 1,1,548,
16726,,Surface,1,Image 1,1,551,
23362,,Surface,1,Image 1,1,552,
15869,,Surface,1,Image 1,1,554,
19839,,Surface,1,Image 1,1,556,
24357,,Surface,1,Image 1,1,561,
18707,,Surface,1,Image 1,1,562,
22602,,Surface,1,Image 1,1,563,
19706,,Surface,1,Image 1,1,565,
22312,,Surface,1,Image 1,1,567,
10862,,Surface,1,Image 1,1,568,
22539,,Surface,1,Image 1,1,570,
21439,,Surface,1,Image 1,1,572,
15558,,Surface,1,Image 1,1,573,
16080,,Surface,1,Image 1,1,574,
14662,,Surface,1,Image 1,1,576,
27368,,Surface,1,Image 1,1,580,
17615,,Surface,1,Image 1,1,581,
24091,,Surface,1,Image 1,1,582,
27070,,Surface,1,Image 1,1,583,
21208,,Surface,1,Image 1,1,584,
22352,,Surface,1,Image 1,1,588,
18390,,Surface,1,Image 1,1,590,
15574,,Surface,1,Image 1,1,592,
18167,,Surface,1,Image 1,1,594,
28988,,Surface,1,Image 1,1,596,
24446,,Surface,1,Image 1,1,601,
21662,,Surface,1,Image 1,1,602,
25484,,Surface,1,Image 1,1,603,
22963,,Surface,1,Image 1,1,604,
19963,,Surface,1,Image 1,1,607,
27573,,Surface,1,Image 1,1,608,
22999,,Surface,1,Image 1,1,609,
13458,,Surface,1,Image 1,1,610,
19759,,Surface,1,Image 1,1,611,
23796,,Surface,1,Image 1,1,612,
15762,,Surface,1,Image 1,1,613,
16755,,Surface,1,Image 1,1,614,
12855,,Surface,1,Image 1,1,616,
20226,,Surface,1,Image 1,1,617,
16614,,Surface,1,Image 1,1,619,
15288,,Surface,1,Image 1,1,625,
19781,,Surface,1,Image 1,1,627,
20363,,Surface,1,Image 1,1,628,
20318,,Surface,1,Image 1,1,629,
21577,,Surface,1,Image 1,1,630,
22891,,Surface,1,Image 1,1,631,
18784,,Surface,1,Image 1,1,632,
15789,,Surface,1,Image 1,1,634,
15831,,Surface,1,Image 1,1,636,
14409,,Surface,1,Image 1,1,638,
27562,,Surface,1,Image 1,1,640,
12556,,Surface,1,Image 1,1,641,
12014,,Surface,1,Image 1,1,643,
16479,,Surface,1,Image 1,1,644,
24145,,Surface,1,Image 1,1,646,
15264,,Surface,1,Image 1,1,647,
23686,,Surface,1,Image 1,1,651,
16735,,Surface,1,Image 1,1,652,
8541,,Surface,1,Image 1,1,653,
25582,,Surface,1,Image 1,1,654,
27677,,Surface,1,Image 1,1,658,
14484,,Surface,1,Image 1,1,660,
25178,,Surface,1,Image 1,1,662,
14532,,Surface,1,Image 1,1,663,
27279,,Surface,1,Image 1,1,664,
25935,,Surface,1,Image 1,1,666,
16479,,Surface,1,Image 1,1,669,
17154,,Surface,1,Image 1,1,672,
23262,,Surface,1,Image 1,1,673,
11658,,Surface,1,Image 1,1,674,
21668,,Surface,1,Image 1,1,675,
23019,,Surface,1,Image 1,1,676,
16073,,Surface,1,Image 1,1,678,
10711,,Surface,1,Image 1,1,679,
15254,,Surface,1,Image 1,1,680,
21967,,Surface,1,Image 1,1,682,
23334,,Surface,1,Image 1,1,684,
16225,,Surface,1,Image 1,1,685,
19023,,Surface,1,Image 1,1,686,
23556,,Surface,1,Image 1,1,687,
16026,,Surface,1,Image 1,1,688,
21990,,Surface,1,Image 1,1,690,
22562,,Surface,1,Image 1,1,691,
18080,,Surface,1,Image 1,1,693,
13413,,Surface,1,Image 1,1,694,
17590,,Surface,1,Image 1,1,697,
16031,,Surface,1,Image 1,1,699,
23973,,Surface,1,Image 1,1,700,
22768,,Surface,1,Image 1,1,701,
20178,,Surface,1,Image 1,1,702,
20159,,Surface,1,Image 1,1,703,
12614,,Surface,1,Image 1,1,706,
13554,,Surface,1,Image 1,1,709,
18832,,Surface,1,Image 1,1,710,
21114,,Surface,1,Image 1,1,711,
19072,,Surface,1,Image 1,1,712,
22112,,Surface,1,Image 1,1,713,
22191,,Surface,1,Image 1,1,717,
10788,,Surface,1,Image 1,1,719,
12770,,Surface,1,Image 1,1,720,
17001,,Surface,1,Image 1,1,721,
25150,,Surface,1,Image 1,1,723,
19336,,Surface,1,Image 1,1,725,
25605,,Surface,1,Image 1,1,728,
14805,,Surface,1,Image 1,1,730,
17041,,Surface,1,Image 1,1,731,
21413,,Surface,1,Image 1,1,736,
15259,,Surface,1,Image 1,1,737,
18260,,Surface,1,Image 1,1,739,
10537,,Surface,1,Image 1,1,741,
17911,,Surface,1,Image 1,1,744,
22175,,Surface,1,Image 1,1,747,
20758,,Surface,1,Image 1,1,751,
22687,,Surface,1,Image 1,1,752,
19839,,Surface,1,Image 1,1,753,
21819,,Surface,1,Image 1,1,754,
24300,,Surface,1,Image 1,1,755,
14334,,Surface,1,Image 1,1,757,
12635,,Surface,1,Image 1,1,758,
12760,,Surface,1,Image 1,1,759,
11811,,Surface,1,Image 1,1,761,
24596,,Surface,1,Image 1,1,766,
23872,,Surface,1,Image 1,1,772,
14490,,Surface,1,Image 1,1,773,
18755,,Surface,1,Image 1,1,774,
15125,,Surface,1,Image 1,1,775,
24976,,Surface,1,Image 1,1,776,
28335,,Surface,1,Image 1,1,780,
15268,,Surface,1,Image 1,1,786,
16780,,Surface,1,Image 1,1,787,
22037,,Surface,1,Image 1,1,788,
24024,,Surface,1,Image 1,1,791,
17153,,Surface,1,Image 1,1,794,
28486,,Surface,1,Image 1,1,797,
17513,,Surface,1,Image 1,1,798,
23210,,Surface,1,Image 1,1,799,
23991,,Surface,1,Image 1,1,800,
19163,,Surface,1,Image 1,1,801,
16987,,Surface,1,Image 1,1,802,
19557,,Surface,1,Image 1,1,803,
17261,,Surface,1,Image 1,1,804,
23514,,Surface,1,Image 1,1,805,
27079,,Surface,1,Image 1,1,810,
18990,,Surface,1,Image 1,1,811,
20345,,Surface,1,Image 1,1,812,
21576,,Surface,1,Image 1,1,813,
15362,,Surface,1,Image 1,1,814,
16207,,Surface,1,Image 1,1,816,
18079,,Surface,1,Image 1,1,818,
25881,,Surface,1,Image 1,1,819,
15588,,Surface,1,Image 1,1,822,
18377,,Surface,1,Image 1,1,823,
16428,,Surface,1,Image 1,1,824,
16416,,Surface,1,Image 1,1,825,
24616,,Surface,1,Image 1,1,826,
18963,,Surface,1,Image 1,1,827,
23677,,Surface,1,Image 1,1,828,
21581,,Surface,1,Image 1,1,831,
15700,,Surface,1,Image 1,1,834,
17702,,Surface,1,Image 1,1,835,
16976,,Surface,1,Image 1,1,836,
25106,,Surface,1,Image 1,1,838,
19773,,Surface,1,Image 1,1,840,
15067,,Surface,1,Image 1,1,841,
24746,,Surface,1,Image 1,1,843,
29239,,Surface,1,Image 1,1,844,
26046,,Surface,1,Image 1,1,846,
19871,,Surface,1,Image 1,1,848,
28357,,Surface,1,Image 1,1,849,
16726,,Surface,1,Image 1,1,851,
22399,,Surface,1,Image 1,1,852,
28109,,Surface,1,Image 1,1,853,
22484,,Surface,1,Image 1,1,854,
26887,,Surface,1,Image 1,1,855,
24337,,Surface,1,Image 1,1,856,
29773,,Surface,1,Image 1,1,857,
19447,,Surface,1,Image 1,1,859,
20739,,Surface,1,Image 1,1,861,
18837,,Surface,1,Image 1,1,862,
23767,,Surface,1,Image 1,1,863,
16042,,Surface,1,Image 1,1,866,
20875,,Surface,1,Image 1,1,867,
15056,,Surface,1,Image 1,1,869,
18190,,Surface,1,Image 1,1,871,
15559,,Surface,1,Image 1,1,872,
12430,,Surface,1,Image 1,1,873,
17443,,Surface,1,Image 1,1,875,
20945,,Surface,1,Image 1,1,877,
20222,,Surface,1,Image 1,1,878,
26145,,Surface,1,Image 1,1,879,
24241,,Surface,1,Image 1,1,880,
17062,,Surface,1,Image 1,1,881,
26116,,Surface,1,Image 1,1,882,
25276,,Surface,1,Image 1,1,886,
16344,,Surface,1,Image 1,1,887,
17944,,Surface,1,Image 1,1,888,
18991,,Surface,1,Image 1,1,890,
21557,,Surface,1,Image 1,1,891,
20288,,Surface,1,Image 1,1,892,
15401,,Surface,1,Image 1,1,893,
29528,,Surface,1,Image 1,1,894,
19199,,Surface,1,Image 1,1,895,
25127,,Surface,1,Image 1,1,896,
25458,,Surface,1,Image 1,1,898,
19852,,Surface,1,Image 1,1,900,
18964,,Surface,1,Image 1,1,902,
17241,,Surface,1,Image 1,1,903,
13437,,Surface,1,Image 1,1,905,
10873,,Surface,1,Image 1,1,906,
22875,,Surface,1,Image 1,1,911,
18143,,Surface,1,Image 1,1,912,
15921,,Surface,1,Image 1,1,914,
20589,,Surface,1,Image 1,1,915,
27563,,Surface,1,Image 1,1,917,
20200,,Surface,1,Image 1,1,920,
16296,,Surface,1,Image 1,1,921,
16854,,Surface,1,Image 1,1,923,
28467,,Surface,1,Image 1,1,924,
21500,,Surface,1,Image 1,1,925,
26440,,Surface,1,Image 1,1,926,
23258,,Surface,1,Image 1,1,927,
27682,,Surface,1,Image 1,1,929,
13659,,Surface,1,Image 1,1,930,
23980,,Surface,1,Image 1,1,932,
14483,,Surface,1,Image 1,1,939,
23697,,Surface,1,Image 1,1,942,
29544,,Surface,1,Image 1,1,944,
21469,,Surface,1,Image 1,1,945,
16286,,Surface,1,Image 1,1,947,
16448,,Surface,1,Image 1,1,948,
26509,,Surface,1,Image 1,1,952,
