
Intensity StdDev Ch=19 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
657.507,,Surface,19,Image 1,1,2,
174.116,,Surface,19,Image 1,1,3,
354.085,,Surface,19,Image 1,1,4,
98.2537,,Surface,19,Image 1,1,5,
165.064,,Surface,19,Image 1,1,6,
33.3074,,Surface,19,Image 1,1,7,
86.6673,,Surface,19,Image 1,1,8,
152.48,,Surface,19,Image 1,1,10,
196.164,,Surface,19,Image 1,1,11,
107.324,,Surface,19,Image 1,1,12,
410.602,,Surface,19,Image 1,1,13,
834.487,,Surface,19,Image 1,1,18,
135.367,,Surface,19,Image 1,1,19,
217.11,,Surface,19,Image 1,1,21,
145.445,,Surface,19,Image 1,1,22,
112.262,,Surface,19,Image 1,1,24,
48.8239,,Surface,19,Image 1,1,25,
564.846,,Surface,19,Image 1,1,26,
302.98,,Surface,19,Image 1,1,28,
293.476,,Surface,19,Image 1,1,29,
407.562,,Surface,19,Image 1,1,35,
1148.67,,Surface,19,Image 1,1,37,
114.028,,Surface,19,Image 1,1,38,
724.412,,Surface,19,Image 1,1,40,
147.315,,Surface,19,Image 1,1,45,
136.968,,Surface,19,Image 1,1,46,
913.892,,Surface,19,Image 1,1,49,
482.969,,Surface,19,Image 1,1,52,
469.804,,Surface,19,Image 1,1,54,
305.555,,Surface,19,Image 1,1,58,
302.4,,Surface,19,Image 1,1,60,
339.927,,Surface,19,Image 1,1,61,
80.1869,,Surface,19,Image 1,1,63,
168.108,,Surface,19,Image 1,1,64,
1218.5,,Surface,19,Image 1,1,65,
93.9844,,Surface,19,Image 1,1,67,
305.66,,Surface,19,Image 1,1,71,
111.507,,Surface,19,Image 1,1,72,
90.9964,,Surface,19,Image 1,1,73,
57.0559,,Surface,19,Image 1,1,74,
477.996,,Surface,19,Image 1,1,76,
839.809,,Surface,19,Image 1,1,77,
263.828,,Surface,19,Image 1,1,79,
52.4063,,Surface,19,Image 1,1,81,
340.17,,Surface,19,Image 1,1,82,
927.983,,Surface,19,Image 1,1,88,
117.771,,Surface,19,Image 1,1,89,
643.504,,Surface,19,Image 1,1,91,
137.573,,Surface,19,Image 1,1,93,
1680.5,,Surface,19,Image 1,1,97,
1910.37,,Surface,19,Image 1,1,100,
129.625,,Surface,19,Image 1,1,101,
275.687,,Surface,19,Image 1,1,102,
316.085,,Surface,19,Image 1,1,103,
355.012,,Surface,19,Image 1,1,106,
907.84,,Surface,19,Image 1,1,107,
2856.26,,Surface,19,Image 1,1,110,
634.418,,Surface,19,Image 1,1,111,
214.674,,Surface,19,Image 1,1,112,
1672.9,,Surface,19,Image 1,1,113,
424.228,,Surface,19,Image 1,1,118,
748.555,,Surface,19,Image 1,1,119,
1827.84,,Surface,19,Image 1,1,120,
289.121,,Surface,19,Image 1,1,122,
160.492,,Surface,19,Image 1,1,123,
697.809,,Surface,19,Image 1,1,124,
223.491,,Surface,19,Image 1,1,128,
523.526,,Surface,19,Image 1,1,134,
1274.34,,Surface,19,Image 1,1,136,
570.027,,Surface,19,Image 1,1,137,
267.334,,Surface,19,Image 1,1,138,
414.239,,Surface,19,Image 1,1,139,
278.153,,Surface,19,Image 1,1,140,
102.347,,Surface,19,Image 1,1,141,
135.768,,Surface,19,Image 1,1,143,
432.487,,Surface,19,Image 1,1,146,
100.399,,Surface,19,Image 1,1,150,
196.042,,Surface,19,Image 1,1,154,
315.343,,Surface,19,Image 1,1,155,
378.222,,Surface,19,Image 1,1,156,
173.387,,Surface,19,Image 1,1,159,
140.149,,Surface,19,Image 1,1,161,
205.937,,Surface,19,Image 1,1,164,
153.409,,Surface,19,Image 1,1,165,
206.23,,Surface,19,Image 1,1,167,
90.8853,,Surface,19,Image 1,1,171,
186.002,,Surface,19,Image 1,1,172,
171.918,,Surface,19,Image 1,1,173,
1365.96,,Surface,19,Image 1,1,174,
139.985,,Surface,19,Image 1,1,177,
171.245,,Surface,19,Image 1,1,180,
170.353,,Surface,19,Image 1,1,181,
3626.16,,Surface,19,Image 1,1,190,
112.713,,Surface,19,Image 1,1,192,
144.494,,Surface,19,Image 1,1,193,
404.332,,Surface,19,Image 1,1,195,
221.533,,Surface,19,Image 1,1,199,
355.727,,Surface,19,Image 1,1,200,
236.487,,Surface,19,Image 1,1,201,
152.668,,Surface,19,Image 1,1,203,
182.769,,Surface,19,Image 1,1,208,
161.87,,Surface,19,Image 1,1,209,
191.286,,Surface,19,Image 1,1,210,
107.492,,Surface,19,Image 1,1,213,
261.699,,Surface,19,Image 1,1,214,
221.304,,Surface,19,Image 1,1,215,
101.571,,Surface,19,Image 1,1,216,
69.8084,,Surface,19,Image 1,1,217,
127.385,,Surface,19,Image 1,1,218,
81.4796,,Surface,19,Image 1,1,219,
142.243,,Surface,19,Image 1,1,221,
60.1997,,Surface,19,Image 1,1,225,
173.621,,Surface,19,Image 1,1,227,
409.906,,Surface,19,Image 1,1,228,
53.2477,,Surface,19,Image 1,1,230,
907.346,,Surface,19,Image 1,1,233,
184.179,,Surface,19,Image 1,1,234,
80.3607,,Surface,19,Image 1,1,236,
98.7203,,Surface,19,Image 1,1,237,
173.125,,Surface,19,Image 1,1,238,
200.922,,Surface,19,Image 1,1,239,
101.351,,Surface,19,Image 1,1,241,
1082.58,,Surface,19,Image 1,1,243,
131.747,,Surface,19,Image 1,1,245,
351.364,,Surface,19,Image 1,1,249,
1336.89,,Surface,19,Image 1,1,250,
140.305,,Surface,19,Image 1,1,251,
209.881,,Surface,19,Image 1,1,253,
894.718,,Surface,19,Image 1,1,262,
75.778,,Surface,19,Image 1,1,263,
139.323,,Surface,19,Image 1,1,265,
1016.25,,Surface,19,Image 1,1,266,
92.3092,,Surface,19,Image 1,1,268,
76.8481,,Surface,19,Image 1,1,269,
216.763,,Surface,19,Image 1,1,272,
236.961,,Surface,19,Image 1,1,274,
353.971,,Surface,19,Image 1,1,277,
872.105,,Surface,19,Image 1,1,279,
236.621,,Surface,19,Image 1,1,281,
254.204,,Surface,19,Image 1,1,282,
167.884,,Surface,19,Image 1,1,284,
70.6095,,Surface,19,Image 1,1,285,
232.697,,Surface,19,Image 1,1,291,
577.261,,Surface,19,Image 1,1,293,
394.577,,Surface,19,Image 1,1,295,
1118.55,,Surface,19,Image 1,1,297,
158.8,,Surface,19,Image 1,1,300,
572.62,,Surface,19,Image 1,1,302,
352.809,,Surface,19,Image 1,1,303,
789.529,,Surface,19,Image 1,1,309,
108.881,,Surface,19,Image 1,1,310,
194.707,,Surface,19,Image 1,1,316,
237.825,,Surface,19,Image 1,1,317,
167.808,,Surface,19,Image 1,1,324,
880.752,,Surface,19,Image 1,1,325,
328.262,,Surface,19,Image 1,1,330,
318.531,,Surface,19,Image 1,1,331,
371.914,,Surface,19,Image 1,1,334,
1560.67,,Surface,19,Image 1,1,335,
1115.01,,Surface,19,Image 1,1,336,
333.654,,Surface,19,Image 1,1,337,
380.174,,Surface,19,Image 1,1,338,
427.577,,Surface,19,Image 1,1,339,
423.507,,Surface,19,Image 1,1,340,
88.2826,,Surface,19,Image 1,1,341,
50.0772,,Surface,19,Image 1,1,342,
206.072,,Surface,19,Image 1,1,343,
165.693,,Surface,19,Image 1,1,344,
843.827,,Surface,19,Image 1,1,347,
230.718,,Surface,19,Image 1,1,348,
35.2065,,Surface,19,Image 1,1,349,
1948.91,,Surface,19,Image 1,1,351,
224.416,,Surface,19,Image 1,1,355,
140.175,,Surface,19,Image 1,1,356,
46.2723,,Surface,19,Image 1,1,361,
153.454,,Surface,19,Image 1,1,362,
241.796,,Surface,19,Image 1,1,363,
214.521,,Surface,19,Image 1,1,364,
121.716,,Surface,19,Image 1,1,365,
886.282,,Surface,19,Image 1,1,369,
2403.3,,Surface,19,Image 1,1,371,
722.118,,Surface,19,Image 1,1,372,
261.451,,Surface,19,Image 1,1,373,
50.5964,,Surface,19,Image 1,1,374,
85.4424,,Surface,19,Image 1,1,376,
338.093,,Surface,19,Image 1,1,378,
421.107,,Surface,19,Image 1,1,379,
535.947,,Surface,19,Image 1,1,381,
233.101,,Surface,19,Image 1,1,383,
245.772,,Surface,19,Image 1,1,385,
838.533,,Surface,19,Image 1,1,386,
523.453,,Surface,19,Image 1,1,388,
1090.99,,Surface,19,Image 1,1,389,
266.994,,Surface,19,Image 1,1,390,
26.0702,,Surface,19,Image 1,1,393,
2561.99,,Surface,19,Image 1,1,396,
316.509,,Surface,19,Image 1,1,397,
181.696,,Surface,19,Image 1,1,398,
218.742,,Surface,19,Image 1,1,399,
196.297,,Surface,19,Image 1,1,400,
154.501,,Surface,19,Image 1,1,401,
312.312,,Surface,19,Image 1,1,402,
37.4537,,Surface,19,Image 1,1,405,
556.589,,Surface,19,Image 1,1,406,
553.288,,Surface,19,Image 1,1,413,
492.173,,Surface,19,Image 1,1,420,
167.021,,Surface,19,Image 1,1,421,
446.926,,Surface,19,Image 1,1,426,
186.629,,Surface,19,Image 1,1,427,
1744.07,,Surface,19,Image 1,1,428,
118.479,,Surface,19,Image 1,1,437,
240.508,,Surface,19,Image 1,1,442,
284.958,,Surface,19,Image 1,1,443,
186.095,,Surface,19,Image 1,1,445,
