
Intensity Sum of Square Ch=6 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
5.32549e+09,,Surface,6,Image 1,1,2,
3.82455e+09,,Surface,6,Image 1,1,3,
1.03717e+10,,Surface,6,Image 1,1,4,
6.05278e+08,,Surface,6,Image 1,1,5,
4.23738e+09,,Surface,6,Image 1,1,6,
4.42113e+09,,Surface,6,Image 1,1,7,
7.54328e+08,,Surface,6,Image 1,1,8,
3.74823e+08,,Surface,6,Image 1,1,10,
2.79702e+10,,Surface,6,Image 1,1,11,
4.17317e+09,,Surface,6,Image 1,1,12,
9.47148e+09,,Surface,6,Image 1,1,13,
7.65959e+09,,Surface,6,Image 1,1,18,
6.47216e+08,,Surface,6,Image 1,1,19,
2.22679e+08,,Surface,6,Image 1,1,21,
6.98579e+08,,Surface,6,Image 1,1,22,
2.25943e+08,,Surface,6,Image 1,1,24,
3.16778e+08,,Surface,6,Image 1,1,25,
1.62759e+10,,Surface,6,Image 1,1,26,
1.27641e+09,,Surface,6,Image 1,1,28,
6.96862e+09,,Surface,6,Image 1,1,29,
2.31077e+09,,Surface,6,Image 1,1,35,
9.30522e+09,,Surface,6,Image 1,1,37,
1.60849e+09,,Surface,6,Image 1,1,38,
1.35012e+10,,Surface,6,Image 1,1,40,
1.82809e+09,,Surface,6,Image 1,1,45,
1.02446e+09,,Surface,6,Image 1,1,46,
1.5223e+10,,Surface,6,Image 1,1,49,
7.06033e+08,,Surface,6,Image 1,1,52,
1.08164e+09,,Surface,6,Image 1,1,54,
9.76026e+08,,Surface,6,Image 1,1,58,
3.26867e+09,,Surface,6,Image 1,1,60,
5.74112e+09,,Surface,6,Image 1,1,61,
4.5283e+08,,Surface,6,Image 1,1,63,
1.41252e+10,,Surface,6,Image 1,1,64,
1.26641e+10,,Surface,6,Image 1,1,65,
3.53837e+08,,Surface,6,Image 1,1,67,
1.17722e+10,,Surface,6,Image 1,1,71,
1.06762e+08,,Surface,6,Image 1,1,72,
2.56465e+09,,Surface,6,Image 1,1,73,
1.52281e+09,,Surface,6,Image 1,1,74,
2.30362e+10,,Surface,6,Image 1,1,76,
1.96906e+10,,Surface,6,Image 1,1,77,
1.80443e+09,,Surface,6,Image 1,1,79,
8.00191e+07,,Surface,6,Image 1,1,81,
2.87998e+10,,Surface,6,Image 1,1,82,
2.45044e+10,,Surface,6,Image 1,1,88,
1.42336e+08,,Surface,6,Image 1,1,89,
3.95869e+09,,Surface,6,Image 1,1,91,
7.7729e+08,,Surface,6,Image 1,1,93,
1.22312e+10,,Surface,6,Image 1,1,97,
1.11236e+11,,Surface,6,Image 1,1,100,
9.07396e+07,,Surface,6,Image 1,1,101,
4.89772e+08,,Surface,6,Image 1,1,102,
6.72787e+09,,Surface,6,Image 1,1,103,
3.16043e+09,,Surface,6,Image 1,1,106,
1.03792e+11,,Surface,6,Image 1,1,107,
2.62293e+11,,Surface,6,Image 1,1,110,
3.63205e+10,,Surface,6,Image 1,1,111,
8.12752e+08,,Surface,6,Image 1,1,112,
2.2714e+11,,Surface,6,Image 1,1,113,
2.91479e+10,,Surface,6,Image 1,1,118,
1.06124e+11,,Surface,6,Image 1,1,119,
3.88242e+10,,Surface,6,Image 1,1,120,
3.07836e+10,,Surface,6,Image 1,1,122,
3.72857e+09,,Surface,6,Image 1,1,123,
8.76401e+09,,Surface,6,Image 1,1,124,
8.72055e+09,,Surface,6,Image 1,1,128,
7.43664e+10,,Surface,6,Image 1,1,134,
2.52857e+10,,Surface,6,Image 1,1,136,
6.98986e+10,,Surface,6,Image 1,1,137,
8.87836e+10,,Surface,6,Image 1,1,138,
8.74384e+09,,Surface,6,Image 1,1,139,
1.18862e+10,,Surface,6,Image 1,1,140,
2.79493e+09,,Surface,6,Image 1,1,141,
3.69768e+09,,Surface,6,Image 1,1,143,
2.23744e+10,,Surface,6,Image 1,1,146,
