
Intensity Sum of Square Ch=26 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
5.43048e+10,,Surface,26,Image 1,1,2,
1.10062e+09,,Surface,26,Image 1,1,3,
2.09126e+09,,Surface,26,Image 1,1,4,
3.23176e+09,,Surface,26,Image 1,1,5,
1.20199e+10,,Surface,26,Image 1,1,6,
1.39223e+08,,Surface,26,Image 1,1,7,
4.54512e+08,,Surface,26,Image 1,1,8,
4.95056e+08,,Surface,26,Image 1,1,10,
2.94275e+09,,Surface,26,Image 1,1,11,
2.78108e+09,,Surface,26,Image 1,1,12,
3.08371e+09,,Surface,26,Image 1,1,13,
2.91291e+09,,Surface,26,Image 1,1,18,
2.49298e+08,,Surface,26,Image 1,1,19,
3.02054e+08,,Surface,26,Image 1,1,21,
1.28796e+09,,Surface,26,Image 1,1,22,
1.12727e+09,,Surface,26,Image 1,1,24,
2.36018e+08,,Surface,26,Image 1,1,25,
3.02839e+09,,Surface,26,Image 1,1,26,
5.86717e+08,,Surface,26,Image 1,1,28,
1.76998e+09,,Surface,26,Image 1,1,29,
8.76458e+08,,Surface,26,Image 1,1,35,
1.25817e+09,,Surface,26,Image 1,1,37,
1.64281e+09,,Surface,26,Image 1,1,38,
4.24808e+09,,Surface,26,Image 1,1,40,
4.10573e+09,,Surface,26,Image 1,1,45,
4.94276e+08,,Surface,26,Image 1,1,46,
8.39852e+09,,Surface,26,Image 1,1,49,
3.02289e+08,,Surface,26,Image 1,1,52,
7.10643e+08,,Surface,26,Image 1,1,54,
3.211e+08,,Surface,26,Image 1,1,58,
7.17667e+08,,Surface,26,Image 1,1,60,
3.18762e+09,,Surface,26,Image 1,1,61,
2.37421e+08,,Surface,26,Image 1,1,63,
5.20317e+09,,Surface,26,Image 1,1,64,
3.37895e+09,,Surface,26,Image 1,1,65,
3.27122e+08,,Surface,26,Image 1,1,67,
3.22669e+10,,Surface,26,Image 1,1,71,
1.84953e+08,,Surface,26,Image 1,1,72,
7.41552e+08,,Surface,26,Image 1,1,73,
3.30592e+08,,Surface,26,Image 1,1,74,
4.90779e+09,,Surface,26,Image 1,1,76,
2.17214e+09,,Surface,26,Image 1,1,77,
1.19257e+09,,Surface,26,Image 1,1,79,
6.5368e+08,,Surface,26,Image 1,1,81,
5.89938e+09,,Surface,26,Image 1,1,82,
5.86074e+09,,Surface,26,Image 1,1,88,
3.6267e+10,,Surface,26,Image 1,1,89,
1.31404e+09,,Surface,26,Image 1,1,91,
3.23207e+09,,Surface,26,Image 1,1,93,
4.68184e+09,,Surface,26,Image 1,1,97,
1.82412e+09,,Surface,26,Image 1,1,100,
7.88156e+08,,Surface,26,Image 1,1,101,
2.84501e+08,,Surface,26,Image 1,1,102,
2.44026e+09,,Surface,26,Image 1,1,103,
2.81401e+09,,Surface,26,Image 1,1,106,
3.18556e+09,,Surface,26,Image 1,1,107,
4.99199e+09,,Surface,26,Image 1,1,110,
2.5366e+09,,Surface,26,Image 1,1,111,
8.52222e+08,,Surface,26,Image 1,1,112,
3.41712e+09,,Surface,26,Image 1,1,113,
6.76106e+08,,Surface,26,Image 1,1,118,
1.38095e+09,,Surface,26,Image 1,1,119,
2.19761e+09,,Surface,26,Image 1,1,120,
9.43897e+09,,Surface,26,Image 1,1,122,
5.15591e+09,,Surface,26,Image 1,1,123,
1.82159e+09,,Surface,26,Image 1,1,124,
3.07453e+09,,Surface,26,Image 1,1,128,
1.24534e+09,,Surface,26,Image 1,1,134,
3.56218e+09,,Surface,26,Image 1,1,136,
1.52213e+09,,Surface,26,Image 1,1,137,
6.70142e+09,,Surface,26,Image 1,1,138,
3.04704e+09,,Surface,26,Image 1,1,139,
1.96361e+09,,Surface,26,Image 1,1,140,
1.01534e+09,,Surface,26,Image 1,1,141,
7.39957e+08,,Surface,26,Image 1,1,143,
9.0867e+08,,Surface,26,Image 1,1,146,
1.11785e+09,,Surface,26,Image 1,1,150,
3.96936e+08,,Surface,26,Image 1,1,154,
9.2957e+08,,Surface,26,Image 1,1,155,
3.84844e+08,,Surface,26,Image 1,1,156,
7.5076e+09,,Surface,26,Image 1,1,159,
8.89845e+08,,Surface,26,Image 1,1,161,
7.3503e+09,,Surface,26,Image 1,1,164,
4.75645e+08,,Surface,26,Image 1,1,165,
3.68449e+10,,Surface,26,Image 1,1,167,
6.84308e+09,,Surface,26,Image 1,1,171,
2.42205e+10,,Surface,26,Image 1,1,172,
1.62195e+09,,Surface,26,Image 1,1,173,
2.31427e+08,,Surface,26,Image 1,1,174,
6.20591e+08,,Surface,26,Image 1,1,177,
1.64684e+10,,Surface,26,Image 1,1,180,
1.19421e+09,,Surface,26,Image 1,1,181,
4.56512e+09,,Surface,26,Image 1,1,190,
7.90403e+08,,Surface,26,Image 1,1,192,
1.38063e+08,,Surface,26,Image 1,1,193,
7.43431e+08,,Surface,26,Image 1,1,195,
1.16663e+10,,Surface,26,Image 1,1,199,
2.62986e+08,,Surface,26,Image 1,1,200,
1.27715e+09,,Surface,26,Image 1,1,201,
1.14799e+10,,Surface,26,Image 1,1,203,
7.33481e+08,,Surface,26,Image 1,1,208,
1.51912e+09,,Surface,26,Image 1,1,209,
3.24166e+09,,Surface,26,Image 1,1,210,
1.58701e+09,,Surface,26,Image 1,1,213,
3.24665e+09,,Surface,26,Image 1,1,214,
9.04778e+08,,Surface,26,Image 1,1,215,
2.08e+09,,Surface,26,Image 1,1,216,
1.05524e+09,,Surface,26,Image 1,1,217,
1.05108e+09,,Surface,26,Image 1,1,218,
4.08064e+08,,Surface,26,Image 1,1,219,
1.28859e+09,,Surface,26,Image 1,1,221,
2.93267e+08,,Surface,26,Image 1,1,225,
2.33377e+09,,Surface,26,Image 1,1,227,
2.17149e+09,,Surface,26,Image 1,1,228,
8.43362e+07,,Surface,26,Image 1,1,230,
2.69721e+09,,Surface,26,Image 1,1,233,
8.31204e+09,,Surface,26,Image 1,1,234,
2.50137e+08,,Surface,26,Image 1,1,236,
1.2523e+09,,Surface,26,Image 1,1,237,
7.60442e+08,,Surface,26,Image 1,1,238,
5.05727e+08,,Surface,26,Image 1,1,239,
2.20418e+09,,Surface,26,Image 1,1,241,
1.7393e+10,,Surface,26,Image 1,1,243,
6.18726e+08,,Surface,26,Image 1,1,245,
1.70243e+10,,Surface,26,Image 1,1,249,
9.9839e+09,,Surface,26,Image 1,1,250,
2.61197e+09,,Surface,26,Image 1,1,251,
6.7174e+08,,Surface,26,Image 1,1,253,
5.70425e+09,,Surface,26,Image 1,1,262,
2.0762e+09,,Surface,26,Image 1,1,263,
1.27817e+09,,Surface,26,Image 1,1,265,
2.23379e+09,,Surface,26,Image 1,1,266,
8.86412e+09,,Surface,26,Image 1,1,268,
5.55264e+08,,Surface,26,Image 1,1,269,
8.80288e+08,,Surface,26,Image 1,1,272,
9.2548e+08,,Surface,26,Image 1,1,274,
4.08297e+09,,Surface,26,Image 1,1,277,
5.16508e+09,,Surface,26,Image 1,1,279,
8.175e+08,,Surface,26,Image 1,1,281,
2.54817e+09,,Surface,26,Image 1,1,282,
7.97829e+08,,Surface,26,Image 1,1,284,
6.17487e+08,,Surface,26,Image 1,1,285,
3.34483e+09,,Surface,26,Image 1,1,291,
3.59784e+09,,Surface,26,Image 1,1,293,
7.30773e+08,,Surface,26,Image 1,1,295,
1.12337e+09,,Surface,26,Image 1,1,297,
1.26373e+09,,Surface,26,Image 1,1,300,
4.56496e+08,,Surface,26,Image 1,1,302,
6.3622e+09,,Surface,26,Image 1,1,303,
1.75758e+09,,Surface,26,Image 1,1,309,
6.01397e+08,,Surface,26,Image 1,1,310,
1.59388e+09,,Surface,26,Image 1,1,316,
8.50737e+09,,Surface,26,Image 1,1,317,
1.92185e+09,,Surface,26,Image 1,1,324,
2.23672e+11,,Surface,26,Image 1,1,325,
1.40163e+10,,Surface,26,Image 1,1,330,
1.33017e+09,,Surface,26,Image 1,1,331,
1.26351e+10,,Surface,26,Image 1,1,334,
2.73758e+09,,Surface,26,Image 1,1,335,
1.66079e+09,,Surface,26,Image 1,1,336,
3.60626e+09,,Surface,26,Image 1,1,337,
1.20855e+11,,Surface,26,Image 1,1,338,
1.22649e+09,,Surface,26,Image 1,1,339,
9.16808e+08,,Surface,26,Image 1,1,340,
9.68914e+07,,Surface,26,Image 1,1,341,
2.71921e+09,,Surface,26,Image 1,1,342,
9.63026e+08,,Surface,26,Image 1,1,343,
4.5313e+09,,Surface,26,Image 1,1,344,
4.75036e+08,,Surface,26,Image 1,1,347,
7.10448e+09,,Surface,26,Image 1,1,348,
1.16777e+09,,Surface,26,Image 1,1,349,
