
Area
 ==================== 
Area,Unit,Category,Time,ID,
213.406,µm^2,Surface,1,363,
318.452,µm^2,Surface,1,364,
254.25,µm^2,Surface,1,365,
310.049,µm^2,Surface,1,369,
326.043,µm^2,Surface,1,371,
229.086,µm^2,Surface,1,372,
302.669,µm^2,Surface,1,373,
243.28,µm^2,Surface,1,374,
241.341,µm^2,Surface,1,376,
359.718,µm^2,Surface,1,378,
318.827,µm^2,Surface,1,379,
331.342,µm^2,Surface,1,381,
318.121,µm^2,Surface,1,383,
321.034,µm^2,Surface,1,385,
337.323,µm^2,Surface,1,386,
343.216,µm^2,Surface,1,388,
375.772,µm^2,Surface,1,389,
344.197,µm^2,Surface,1,390,
189.819,µm^2,Surface,1,393,
373.14,µm^2,Surface,1,396,
216.264,µm^2,Surface,1,397,
342.15,µm^2,Surface,1,398,
227.505,µm^2,Surface,1,399,
279.172,µm^2,Surface,1,400,
265.274,µm^2,Surface,1,401,
259.504,µm^2,Surface,1,402,
178.062,µm^2,Surface,1,405,
353.014,µm^2,Surface,1,406,
291.823,µm^2,Surface,1,413,
343.949,µm^2,Surface,1,420,
452.932,µm^2,Surface,1,421,
415.764,µm^2,Surface,1,426,
267.987,µm^2,Surface,1,427,
254.946,µm^2,Surface,1,428,
219.804,µm^2,Surface,1,437,
245.981,µm^2,Surface,1,442,
448.917,µm^2,Surface,1,443,
407.754,µm^2,Surface,1,445,
330.1,µm^2,Surface,1,447,
183.468,µm^2,Surface,1,448,
416.884,µm^2,Surface,1,449,
253.064,µm^2,Surface,1,453,
275.212,µm^2,Surface,1,457,
246.306,µm^2,Surface,1,458,
376.82,µm^2,Surface,1,459,
190.736,µm^2,Surface,1,462,
277.005,µm^2,Surface,1,465,
314.171,µm^2,Surface,1,469,
310.423,µm^2,Surface,1,473,
386.516,µm^2,Surface,1,476,
320.41,µm^2,Surface,1,478,
176.525,µm^2,Surface,1,480,
251.009,µm^2,Surface,1,487,
301.678,µm^2,Surface,1,488,
282.038,µm^2,Surface,1,489,
300.531,µm^2,Surface,1,492,
339.497,µm^2,Surface,1,494,
273.137,µm^2,Surface,1,495,
428.113,µm^2,Surface,1,497,
167.714,µm^2,Surface,1,498,
291.687,µm^2,Surface,1,503,
214.163,µm^2,Surface,1,504,
380.766,µm^2,Surface,1,506,
332.082,µm^2,Surface,1,509,
322.031,µm^2,Surface,1,510,
346.26,µm^2,Surface,1,511,
223.915,µm^2,Surface,1,512,
193.587,µm^2,Surface,1,514,
192.653,µm^2,Surface,1,515,
328.44,µm^2,Surface,1,516,
228.009,µm^2,Surface,1,520,
337.183,µm^2,Surface,1,521,
315.26,µm^2,Surface,1,523,
212.734,µm^2,Surface,1,524,
285.345,µm^2,Surface,1,525,
267.61,µm^2,Surface,1,526,
341.462,µm^2,Surface,1,527,
290.949,µm^2,Surface,1,528,
245.606,µm^2,Surface,1,533,
296.908,µm^2,Surface,1,534,
305.635,µm^2,Surface,1,535,
187.843,µm^2,Surface,1,536,
