
Intensity Mean Ch=12 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
45.589,,Surface,12,Image 1,1,2,
1874.33,,Surface,12,Image 1,1,3,
2592.44,,Surface,12,Image 1,1,4,
1363.26,,Surface,12,Image 1,1,5,
7.92523,,Surface,12,Image 1,1,6,
38.76,,Surface,12,Image 1,1,7,
109.185,,Surface,12,Image 1,1,8,
1163.85,,Surface,12,Image 1,1,10,
87.3902,,Surface,12,Image 1,1,11,
47.5397,,Surface,12,Image 1,1,12,
2209.25,,Surface,12,Image 1,1,13,
803.739,,Surface,12,Image 1,1,18,
1.73328,,Surface,12,Image 1,1,19,
1535.91,,Surface,12,Image 1,1,21,
9.10987,,Surface,12,Image 1,1,22,
1000.36,,Surface,12,Image 1,1,24,
766.102,,Surface,12,Image 1,1,25,
1556.9,,Surface,12,Image 1,1,26,
1383.08,,Surface,12,Image 1,1,28,
313.837,,Surface,12,Image 1,1,29,
10.8166,,Surface,12,Image 1,1,35,
343.884,,Surface,12,Image 1,1,37,
902.687,,Surface,12,Image 1,1,38,
1527.74,,Surface,12,Image 1,1,40,
7.92103,,Surface,12,Image 1,1,45,
235.579,,Surface,12,Image 1,1,46,
839.616,,Surface,12,Image 1,1,49,
241.757,,Surface,12,Image 1,1,52,
478.666,,Surface,12,Image 1,1,54,
2513.78,,Surface,12,Image 1,1,58,
1543.72,,Surface,12,Image 1,1,60,
292.337,,Surface,12,Image 1,1,61,
0.60814,,Surface,12,Image 1,1,63,
43.7538,,Surface,12,Image 1,1,64,
1320.36,,Surface,12,Image 1,1,65,
1904.21,,Surface,12,Image 1,1,67,
1924,,Surface,12,Image 1,1,71,
2.44762,,Surface,12,Image 1,1,72,
18.0396,,Surface,12,Image 1,1,73,
334.898,,Surface,12,Image 1,1,74,
2159.32,,Surface,12,Image 1,1,76,
42.3508,,Surface,12,Image 1,1,77,
9.38804,,Surface,12,Image 1,1,79,
646.315,,Surface,12,Image 1,1,81,
3851.66,,Surface,12,Image 1,1,82,
733.634,,Surface,12,Image 1,1,88,
19.7687,,Surface,12,Image 1,1,89,
1243.22,,Surface,12,Image 1,1,91,
383.346,,Surface,12,Image 1,1,93,
247.618,,Surface,12,Image 1,1,97,
755.994,,Surface,12,Image 1,1,100,
7.50104,,Surface,12,Image 1,1,101,
1816.26,,Surface,12,Image 1,1,102,
5377.63,,Surface,12,Image 1,1,103,
1762.79,,Surface,12,Image 1,1,106,
42.3076,,Surface,12,Image 1,1,107,
199.91,,Surface,12,Image 1,1,110,
3049.69,,Surface,12,Image 1,1,111,
2271.77,,Surface,12,Image 1,1,112,
1801.09,,Surface,12,Image 1,1,113,
7.56373,,Surface,12,Image 1,1,118,
101.977,,Surface,12,Image 1,1,119,
115.294,,Surface,12,Image 1,1,120,
36.9871,,Surface,12,Image 1,1,122,
388.05,,Surface,12,Image 1,1,123,
54.1847,,Surface,12,Image 1,1,124,
4942.93,,Surface,12,Image 1,1,128,
1851.08,,Surface,12,Image 1,1,134,
210.836,,Surface,12,Image 1,1,136,
162.112,,Surface,12,Image 1,1,137,
34.2848,,Surface,12,Image 1,1,138,
1438.54,,Surface,12,Image 1,1,139,
2525.21,,Surface,12,Image 1,1,140,
1601.99,,Surface,12,Image 1,1,141,
1407.11,,Surface,12,Image 1,1,143,
2844.99,,Surface,12,Image 1,1,146,
3766.43,,Surface,12,Image 1,1,150,
1819.42,,Surface,12,Image 1,1,154,
1076.98,,Surface,12,Image 1,1,155,
1833.84,,Surface,12,Image 1,1,156,
3082.21,,Surface,12,Image 1,1,159,
19.7895,,Surface,12,Image 1,1,161,
2678.32,,Surface,12,Image 1,1,164,
9.66247,,Surface,12,Image 1,1,165,
1273.13,,Surface,12,Image 1,1,167,
7.30412,,Surface,12,Image 1,1,171,
3396.57,,Surface,12,Image 1,1,172,
1743,,Surface,12,Image 1,1,173,
107.02,,Surface,12,Image 1,1,174,
1413.96,,Surface,12,Image 1,1,177,
8.79875,,Surface,12,Image 1,1,180,
731.476,,Surface,12,Image 1,1,181,
154.582,,Surface,12,Image 1,1,190,
1024.6,,Surface,12,Image 1,1,192,
1324.63,,Surface,12,Image 1,1,193,
1921.15,,Surface,12,Image 1,1,195,
13.3196,,Surface,12,Image 1,1,199,
1120.51,,Surface,12,Image 1,1,200,
3558.59,,Surface,12,Image 1,1,201,
103.468,,Surface,12,Image 1,1,203,
3.88976,,Surface,12,Image 1,1,208,
699.092,,Surface,12,Image 1,1,209,
695.743,,Surface,12,Image 1,1,210,
1828.73,,Surface,12,Image 1,1,213,
2083.75,,Surface,12,Image 1,1,214,
697.127,,Surface,12,Image 1,1,215,
1291.95,,Surface,12,Image 1,1,216,
8.70466,,Surface,12,Image 1,1,217,
359.723,,Surface,12,Image 1,1,218,
2357.79,,Surface,12,Image 1,1,219,
1986.09,,Surface,12,Image 1,1,221,
929.775,,Surface,12,Image 1,1,225,
15.7628,,Surface,12,Image 1,1,227,
2469.96,,Surface,12,Image 1,1,228,
1722.05,,Surface,12,Image 1,1,230,
362.608,,Surface,12,Image 1,1,233,
580.029,,Surface,12,Image 1,1,234,
320.422,,Surface,12,Image 1,1,236,
1058.39,,Surface,12,Image 1,1,237,
2.59804,,Surface,12,Image 1,1,238,
3365.38,,Surface,12,Image 1,1,239,
1791.87,,Surface,12,Image 1,1,241,
449.375,,Surface,12,Image 1,1,243,
1853.49,,Surface,12,Image 1,1,245,
3567.99,,Surface,12,Image 1,1,249,
112.923,,Surface,12,Image 1,1,250,
2735.12,,Surface,12,Image 1,1,251,
40.741,,Surface,12,Image 1,1,253,
3491.86,,Surface,12,Image 1,1,262,
4.35015,,Surface,12,Image 1,1,263,
1689.23,,Surface,12,Image 1,1,265,
643.128,,Surface,12,Image 1,1,266,
5.39789,,Surface,12,Image 1,1,268,
5.31771,,Surface,12,Image 1,1,269,
1288.12,,Surface,12,Image 1,1,272,
1453.49,,Surface,12,Image 1,1,274,
2147.32,,Surface,12,Image 1,1,277,
248.524,,Surface,12,Image 1,1,279,
535.801,,Surface,12,Image 1,1,281,
1510.69,,Surface,12,Image 1,1,282,
1098.44,,Surface,12,Image 1,1,284,
64.7959,,Surface,12,Image 1,1,285,
473.032,,Surface,12,Image 1,1,291,
3791.51,,Surface,12,Image 1,1,293,
1414.77,,Surface,12,Image 1,1,295,
132.775,,Surface,12,Image 1,1,297,
1912.04,,Surface,12,Image 1,1,300,
119.033,,Surface,12,Image 1,1,302,
117.737,,Surface,12,Image 1,1,303,
1254.49,,Surface,12,Image 1,1,309,
760.366,,Surface,12,Image 1,1,310,
2196.67,,Surface,12,Image 1,1,316,
158.312,,Surface,12,Image 1,1,317,
1495.91,,Surface,12,Image 1,1,324,
298.225,,Surface,12,Image 1,1,325,
3642.3,,Surface,12,Image 1,1,330,
83.5915,,Surface,12,Image 1,1,331,
1516.5,,Surface,12,Image 1,1,334,
190.128,,Surface,12,Image 1,1,335,
2431.6,,Surface,12,Image 1,1,336,
1104.46,,Surface,12,Image 1,1,337,
1385.3,,Surface,12,Image 1,1,338,
2233.43,,Surface,12,Image 1,1,339,
10.3268,,Surface,12,Image 1,1,340,
2429.75,,Surface,12,Image 1,1,341,
2.31382,,Surface,12,Image 1,1,342,
2230.09,,Surface,12,Image 1,1,343,
11.8828,,Surface,12,Image 1,1,344,
87.1987,,Surface,12,Image 1,1,347,
95.693,,Surface,12,Image 1,1,348,
3.11828,,Surface,12,Image 1,1,349,
285.04,,Surface,12,Image 1,1,351,
2196.95,,Surface,12,Image 1,1,355,
1589.42,,Surface,12,Image 1,1,356,
1771.91,,Surface,12,Image 1,1,361,
