
Intensity Median Ch=38 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
84.5,,Surface,38,Image 1,1,2,
72,,Surface,38,Image 1,1,3,
75,,Surface,38,Image 1,1,4,
32.5,,Surface,38,Image 1,1,5,
70,,Surface,38,Image 1,1,6,
0.5,,Surface,38,Image 1,1,7,
56,,Surface,38,Image 1,1,8,
78,,Surface,38,Image 1,1,10,
18,,Surface,38,Image 1,1,11,
45,,Surface,38,Image 1,1,12,
114.5,,Surface,38,Image 1,1,13,
83,,Surface,38,Image 1,1,18,
28,,Surface,38,Image 1,1,19,
40.5,,Surface,38,Image 1,1,21,
15.5,,Surface,38,Image 1,1,22,
96.5,,Surface,38,Image 1,1,24,
29.5,,Surface,38,Image 1,1,25,
152,,Surface,38,Image 1,1,26,
104.5,,Surface,38,Image 1,1,28,
60.5,,Surface,38,Image 1,1,29,
47.5,,Surface,38,Image 1,1,35,
127.5,,Surface,38,Image 1,1,37,
116,,Surface,38,Image 1,1,38,
60,,Surface,38,Image 1,1,40,
28,,Surface,38,Image 1,1,45,
84,,Surface,38,Image 1,1,46,
120,,Surface,38,Image 1,1,49,
36,,Surface,38,Image 1,1,52,
92,,Surface,38,Image 1,1,54,
39,,Surface,38,Image 1,1,58,
72,,Surface,38,Image 1,1,60,
100,,Surface,38,Image 1,1,61,
0.25,,Surface,38,Image 1,1,63,
94.5,,Surface,38,Image 1,1,64,
151.5,,Surface,38,Image 1,1,65,
24.5,,Surface,38,Image 1,1,67,
152,,Surface,38,Image 1,1,71,
56,,Surface,38,Image 1,1,72,
34.5,,Surface,38,Image 1,1,73,
40,,Surface,38,Image 1,1,74,
92,,Surface,38,Image 1,1,76,
51,,Surface,38,Image 1,1,77,
88,,Surface,38,Image 1,1,79,
93.5,,Surface,38,Image 1,1,81,
120,,Surface,38,Image 1,1,82,
51,,Surface,38,Image 1,1,88,
0.25,,Surface,38,Image 1,1,89,
42,,Surface,38,Image 1,1,91,
0.5,,Surface,38,Image 1,1,93,
44.5,,Surface,38,Image 1,1,97,
120,,Surface,38,Image 1,1,100,
27.5,,Surface,38,Image 1,1,101,
76,,Surface,38,Image 1,1,102,
104,,Surface,38,Image 1,1,103,
102.5,,Surface,38,Image 1,1,106,
78.5,,Surface,38,Image 1,1,107,
42.5,,Surface,38,Image 1,1,110,
109,,Surface,38,Image 1,1,111,
92,,Surface,38,Image 1,1,112,
84,,Surface,38,Image 1,1,113,
0.25,,Surface,38,Image 1,1,118,
49.25,,Surface,38,Image 1,1,119,
35,,Surface,38,Image 1,1,120,
31,,Surface,38,Image 1,1,122,
93.5,,Surface,38,Image 1,1,123,
149.5,,Surface,38,Image 1,1,124,
103.5,,Surface,38,Image 1,1,128,
72,,Surface,38,Image 1,1,134,
81,,Surface,38,Image 1,1,136,
39.5,,Surface,38,Image 1,1,137,
