
Intensity Median Ch=22 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
4,,Surface,22,Image 1,1,2,
204,,Surface,22,Image 1,1,3,
216,,Surface,22,Image 1,1,4,
4,,Surface,22,Image 1,1,5,
1360,,Surface,22,Image 1,1,6,
136,,Surface,22,Image 1,1,7,
1,,Surface,22,Image 1,1,8,
312,,Surface,22,Image 1,1,10,
696,,Surface,22,Image 1,1,11,
1616,,Surface,22,Image 1,1,12,
40,,Surface,22,Image 1,1,13,
16,,Surface,22,Image 1,1,18,
1020,,Surface,22,Image 1,1,19,
4,,Surface,22,Image 1,1,21,
868,,Surface,22,Image 1,1,22,
2,,Surface,22,Image 1,1,24,
68,,Surface,22,Image 1,1,25,
464,,Surface,22,Image 1,1,26,
60,,Surface,22,Image 1,1,28,
8,,Surface,22,Image 1,1,29,
944,,Surface,22,Image 1,1,35,
48,,Surface,22,Image 1,1,37,
280,,Surface,22,Image 1,1,38,
2,,Surface,22,Image 1,1,40,
712,,Surface,22,Image 1,1,45,
140,,Surface,22,Image 1,1,46,
176,,Surface,22,Image 1,1,49,
184,,Surface,22,Image 1,1,52,
308,,Surface,22,Image 1,1,54,
120,,Surface,22,Image 1,1,58,
120,,Surface,22,Image 1,1,60,
8,,Surface,22,Image 1,1,61,
0.5,,Surface,22,Image 1,1,63,
2056,,Surface,22,Image 1,1,64,
164,,Surface,22,Image 1,1,65,
4,,Surface,22,Image 1,1,67,
2,,Surface,22,Image 1,1,71,
2,,Surface,22,Image 1,1,72,
604,,Surface,22,Image 1,1,73,
4,,Surface,22,Image 1,1,74,
56,,Surface,22,Image 1,1,76,
4,,Surface,22,Image 1,1,77,
4,,Surface,22,Image 1,1,79,
4,,Surface,22,Image 1,1,81,
248,,Surface,22,Image 1,1,82,
4,,Surface,22,Image 1,1,88,
104,,Surface,22,Image 1,1,89,
4,,Surface,22,Image 1,1,91,
1016,,Surface,22,Image 1,1,93,
152,,Surface,22,Image 1,1,97,
8,,Surface,22,Image 1,1,100,
1,,Surface,22,Image 1,1,101,
2,,Surface,22,Image 1,1,102,
136,,Surface,22,Image 1,1,103,
464,,Surface,22,Image 1,1,106,
2,,Surface,22,Image 1,1,107,
56,,Surface,22,Image 1,1,110,
4,,Surface,22,Image 1,1,111,
1,,Surface,22,Image 1,1,112,
104,,Surface,22,Image 1,1,113,
1320,,Surface,22,Image 1,1,118,
4,,Surface,22,Image 1,1,119,
8,,Surface,22,Image 1,1,120,
1080,,Surface,22,Image 1,1,122,
1688,,Surface,22,Image 1,1,123,
8,,Surface,22,Image 1,1,124,
72,,Surface,22,Image 1,1,128,
936,,Surface,22,Image 1,1,134,
344,,Surface,22,Image 1,1,136,
2,,Surface,22,Image 1,1,137,
264,,Surface,22,Image 1,1,138,
4,,Surface,22,Image 1,1,139,
88,,Surface,22,Image 1,1,140,
84,,Surface,22,Image 1,1,141,
4,,Surface,22,Image 1,1,143,
4,,Surface,22,Image 1,1,146,
276,,Surface,22,Image 1,1,150,
2,,Surface,22,Image 1,1,154,
