
Intensity Max Ch=39 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
2312,,Surface,39,Image 1,1,2,
5679,,Surface,39,Image 1,1,3,
2453,,Surface,39,Image 1,1,4,
2017,,Surface,39,Image 1,1,5,
2152,,Surface,39,Image 1,1,6,
1631,,Surface,39,Image 1,1,7,
1804,,Surface,39,Image 1,1,8,
1526,,Surface,39,Image 1,1,10,
1912,,Surface,39,Image 1,1,11,
2252,,Surface,39,Image 1,1,12,
2535,,Surface,39,Image 1,1,13,
2518,,Surface,39,Image 1,1,18,
1597,,Surface,39,Image 1,1,19,
2238,,Surface,39,Image 1,1,21,
2084,,Surface,39,Image 1,1,22,
1513,,Surface,39,Image 1,1,24,
1602,,Surface,39,Image 1,1,25,
1976,,Surface,39,Image 1,1,26,
1578,,Surface,39,Image 1,1,28,
1936,,Surface,39,Image 1,1,29,
2368,,Surface,39,Image 1,1,35,
1646,,Surface,39,Image 1,1,37,
2329,,Surface,39,Image 1,1,38,
3043,,Surface,39,Image 1,1,40,
1878,,Surface,39,Image 1,1,45,
1322,,Surface,39,Image 1,1,46,
3403,,Surface,39,Image 1,1,49,
1315,,Surface,39,Image 1,1,52,
1621,,Surface,39,Image 1,1,54,
1700,,Surface,39,Image 1,1,58,
1822,,Surface,39,Image 1,1,60,
2786,,Surface,39,Image 1,1,61,
2793,,Surface,39,Image 1,1,63,
2361,,Surface,39,Image 1,1,64,
2768,,Surface,39,Image 1,1,65,
2081,,Surface,39,Image 1,1,67,
6146,,Surface,39,Image 1,1,71,
1375,,Surface,39,Image 1,1,72,
1867,,Surface,39,Image 1,1,73,
1692,,Surface,39,Image 1,1,74,
4502,,Surface,39,Image 1,1,76,
1944,,Surface,39,Image 1,1,77,
1964,,Surface,39,Image 1,1,79,
1222,,Surface,39,Image 1,1,81,
3530,,Surface,39,Image 1,1,82,
3427,,Surface,39,Image 1,1,88,
2855,,Surface,39,Image 1,1,89,
1815,,Surface,39,Image 1,1,91,
1591,,Surface,39,Image 1,1,93,
2176,,Surface,39,Image 1,1,97,
7572,,Surface,39,Image 1,1,100,
2393,,Surface,39,Image 1,1,101,
2007,,Surface,39,Image 1,1,102,
5683,,Surface,39,Image 1,1,103,
2848,,Surface,39,Image 1,1,106,
1374,,Surface,39,Image 1,1,107,
1897,,Surface,39,Image 1,1,110,
2401,,Surface,39,Image 1,1,111,
