
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.19079e+08,,Surface,2,Image 1,1,2,
5.29677e+07,,Surface,2,Image 1,1,3,
8.37891e+07,,Surface,2,Image 1,1,4,
7.62038e+07,,Surface,2,Image 1,1,5,
9.10424e+07,,Surface,2,Image 1,1,6,
4.3255e+07,,Surface,2,Image 1,1,7,
7.65765e+07,,Surface,2,Image 1,1,8,
6.29682e+07,,Surface,2,Image 1,1,10,
8.77716e+07,,Surface,2,Image 1,1,11,
8.3842e+07,,Surface,2,Image 1,1,12,
1.07523e+08,,Surface,2,Image 1,1,13,
9.24457e+07,,Surface,2,Image 1,1,18,
5.2529e+07,,Surface,2,Image 1,1,19,
7.328e+07,,Surface,2,Image 1,1,21,
4.60094e+07,,Surface,2,Image 1,1,22,
6.87812e+07,,Surface,2,Image 1,1,24,
5.35535e+07,,Surface,2,Image 1,1,25,
8.42592e+07,,Surface,2,Image 1,1,26,
1.15435e+08,,Surface,2,Image 1,1,28,
8.16561e+07,,Surface,2,Image 1,1,29,
8.02883e+07,,Surface,2,Image 1,1,35,
5.08963e+07,,Surface,2,Image 1,1,37,
9.89857e+07,,Surface,2,Image 1,1,38,
8.64117e+07,,Surface,2,Image 1,1,40,
7.68444e+07,,Surface,2,Image 1,1,45,
5.32565e+07,,Surface,2,Image 1,1,46,
1.64951e+08,,Surface,2,Image 1,1,49,
6.36999e+07,,Surface,2,Image 1,1,52,
6.21123e+07,,Surface,2,Image 1,1,54,
7.30246e+07,,Surface,2,Image 1,1,58,
7.21113e+07,,Surface,2,Image 1,1,60,
1.33099e+08,,Surface,2,Image 1,1,61,
1.13864e+08,,Surface,2,Image 1,1,63,
8.19203e+07,,Surface,2,Image 1,1,64,
7.3679e+07,,Surface,2,Image 1,1,65,
5.77636e+07,,Surface,2,Image 1,1,67,
1.98246e+08,,Surface,2,Image 1,1,71,
1.00937e+08,,Surface,2,Image 1,1,72,
7.68048e+07,,Surface,2,Image 1,1,73,
