
Intensity Sum of Square Ch=31 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
4.58628e+11,,Surface,31,Image 1,1,2,
5.42381e+08,,Surface,31,Image 1,1,3,
8.84647e+09,,Surface,31,Image 1,1,4,
3.62199e+08,,Surface,31,Image 1,1,5,
1.27238e+10,,Surface,31,Image 1,1,6,
1.80623e+09,,Surface,31,Image 1,1,7,
2.07324e+08,,Surface,31,Image 1,1,8,
1.93462e+09,,Surface,31,Image 1,1,10,
1.24896e+10,,Surface,31,Image 1,1,11,
3.04808e+09,,Surface,31,Image 1,1,12,
3.19708e+08,,Surface,31,Image 1,1,13,
1.43616e+10,,Surface,31,Image 1,1,18,
5.30153e+08,,Surface,31,Image 1,1,19,
1.33232e+08,,Surface,31,Image 1,1,21,
9.53112e+07,,Surface,31,Image 1,1,22,
1.24771e+10,,Surface,31,Image 1,1,24,
5.16115e+08,,Surface,31,Image 1,1,25,
8.28515e+08,,Surface,31,Image 1,1,26,
5.91839e+09,,Surface,31,Image 1,1,28,
1.79318e+10,,Surface,31,Image 1,1,29,
3.15755e+10,,Surface,31,Image 1,1,35,
2.23782e+09,,Surface,31,Image 1,1,37,
6.6702e+10,,Surface,31,Image 1,1,38,
2.67874e+09,,Surface,31,Image 1,1,40,
1.11266e+09,,Surface,31,Image 1,1,45,
1.19968e+08,,Surface,31,Image 1,1,46,
3.48518e+09,,Surface,31,Image 1,1,49,
3.5459e+08,,Surface,31,Image 1,1,52,
1.30822e+08,,Surface,31,Image 1,1,54,
4.84948e+10,,Surface,31,Image 1,1,58,
2.01577e+08,,Surface,31,Image 1,1,60,
9.83585e+07,,Surface,31,Image 1,1,61,
3.02545e+07,,Surface,31,Image 1,1,63,
3.34466e+09,,Surface,31,Image 1,1,64,
4.40601e+09,,Surface,31,Image 1,1,65,
5.0518e+07,,Surface,31,Image 1,1,67,
2.8609e+09,,Surface,31,Image 1,1,71,
1.66186e+09,,Surface,31,Image 1,1,72,
1.00938e+09,,Surface,31,Image 1,1,73,
6.65927e+07,,Surface,31,Image 1,1,74,
2.32277e+09,,Surface,31,Image 1,1,76,
9.31776e+09,,Surface,31,Image 1,1,77,
3.46352e+08,,Surface,31,Image 1,1,79,
5.20454e+09,,Surface,31,Image 1,1,81,
4.72611e+10,,Surface,31,Image 1,1,82,
1.86258e+09,,Surface,31,Image 1,1,88,
1.54936e+11,,Surface,31,Image 1,1,89,
3.76569e+09,,Surface,31,Image 1,1,91,
6.08094e+09,,Surface,31,Image 1,1,93,
6.89571e+09,,Surface,31,Image 1,1,97,
1.24281e+09,,Surface,31,Image 1,1,100,
2.63046e+09,,Surface,31,Image 1,1,101,
1.8119e+09,,Surface,31,Image 1,1,102,
4.41423e+09,,Surface,31,Image 1,1,103,
1.16013e+10,,Surface,31,Image 1,1,106,
1.5348e+09,,Surface,31,Image 1,1,107,
3.7935e+08,,Surface,31,Image 1,1,110,
1.54708e+09,,Surface,31,Image 1,1,111,
9.29737e+08,,Surface,31,Image 1,1,112,
4.78759e+09,,Surface,31,Image 1,1,113,
2.28229e+09,,Surface,31,Image 1,1,118,
2.32848e+09,,Surface,31,Image 1,1,119,
7.82419e+07,,Surface,31,Image 1,1,120,
5.04795e+08,,Surface,31,Image 1,1,122,
5.51458e+09,,Surface,31,Image 1,1,123,
1.66158e+09,,Surface,31,Image 1,1,124,
3.20603e+09,,Surface,31,Image 1,1,128,
1.27602e+08,,Surface,31,Image 1,1,134,
1.9226e+08,,Surface,31,Image 1,1,136,
2.29038e+09,,Surface,31,Image 1,1,137,
6.62198e+08,,Surface,31,Image 1,1,138,
9.04005e+08,,Surface,31,Image 1,1,139,
4.99894e+08,,Surface,31,Image 1,1,140,
1.00116e+09,,Surface,31,Image 1,1,141,
1.10527e+09,,Surface,31,Image 1,1,143,
7.52636e+07,,Surface,31,Image 1,1,146,
1.43495e+08,,Surface,31,Image 1,1,150,
1.09182e+08,,Surface,31,Image 1,1,154,
1.91204e+09,,Surface,31,Image 1,1,155,
6.16905e+07,,Surface,31,Image 1,1,156,
6.14942e+08,,Surface,31,Image 1,1,159,
1.55566e+08,,Surface,31,Image 1,1,161,
1.38871e+09,,Surface,31,Image 1,1,164,
9.82904e+08,,Surface,31,Image 1,1,165,
4.31271e+09,,Surface,31,Image 1,1,167,
6.64371e+09,,Surface,31,Image 1,1,171,
1.80053e+10,,Surface,31,Image 1,1,172,
1.78644e+09,,Surface,31,Image 1,1,173,
2.50365e+07,,Surface,31,Image 1,1,174,
4.11733e+10,,Surface,31,Image 1,1,177,
5.57133e+09,,Surface,31,Image 1,1,180,
7.96543e+06,,Surface,31,Image 1,1,181,
2.60679e+08,,Surface,31,Image 1,1,190,
2.96036e+08,,Surface,31,Image 1,1,192,
2.37697e+08,,Surface,31,Image 1,1,193,
3.81942e+07,,Surface,31,Image 1,1,195,
2.27623e+08,,Surface,31,Image 1,1,199,
1.11313e+09,,Surface,31,Image 1,1,200,
6.66338e+08,,Surface,31,Image 1,1,201,
1.17789e+11,,Surface,31,Image 1,1,203,
2.6398e+08,,Surface,31,Image 1,1,208,
1.63685e+09,,Surface,31,Image 1,1,209,
5.65743e+09,,Surface,31,Image 1,1,210,
2.04949e+09,,Surface,31,Image 1,1,213,
9.80781e+09,,Surface,31,Image 1,1,214,
3.4195e+08,,Surface,31,Image 1,1,215,
6.99503e+09,,Surface,31,Image 1,1,216,
