
Cumulative Volume Outside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Outside,Unit,Collection,Image,Time,ID,
0.135,13.5681,µm^3,Cumulative Volume Outside,Image 1,1,,
0.405,32.6046,µm^3,Cumulative Volume Outside,Image 1,1,,
0.675,57.6448,µm^3,Cumulative Volume Outside,Image 1,1,,
0.945,88.7573,µm^3,Cumulative Volume Outside,Image 1,1,,
1.215,126.381,µm^3,Cumulative Volume Outside,Image 1,1,,
1.485,171.297,µm^3,Cumulative Volume Outside,Image 1,1,,
1.755,223.707,µm^3,Cumulative Volume Outside,Image 1,1,,
2.025,283.922,µm^3,Cumulative Volume Outside,Image 1,1,,
2.295,352.669,µm^3,Cumulative Volume Outside,Image 1,1,,
2.565,430.349,µm^3,Cumulative Volume Outside,Image 1,1,,
2.835,517.628,µm^3,Cumulative Volume Outside,Image 1,1,,
3.105,615.007,µm^3,Cumulative Volume Outside,Image 1,1,,
3.375,722.947,µm^3,Cumulative Volume Outside,Image 1,1,,
3.645,841.384,µm^3,Cumulative Volume Outside,Image 1,1,,
3.915,971.308,µm^3,Cumulative Volume Outside,Image 1,1,,
4.185,1113.65,µm^3,Cumulative Volume Outside,Image 1,1,,
4.455,1268.86,µm^3,Cumulative Volume Outside,Image 1,1,,
4.725,1436.26,µm^3,Cumulative Volume Outside,Image 1,1,,
4.995,1616.65,µm^3,Cumulative Volume Outside,Image 1,1,,
5.265,1810.75,µm^3,Cumulative Volume Outside,Image 1,1,,
5.535,2018.95,µm^3,Cumulative Volume Outside,Image 1,1,,
5.805,2241.66,µm^3,Cumulative Volume Outside,Image 1,1,,
6.075,2478.08,µm^3,Cumulative Volume Outside,Image 1,1,,
6.345,2727.44,µm^3,Cumulative Volume Outside,Image 1,1,,
6.615,2989.49,µm^3,Cumulative Volume Outside,Image 1,1,,
6.885,3263.69,µm^3,Cumulative Volume Outside,Image 1,1,,
7.155,3547.96,µm^3,Cumulative Volume Outside,Image 1,1,,
7.425,3842.64,µm^3,Cumulative Volume Outside,Image 1,1,,
7.695,4148.95,µm^3,Cumulative Volume Outside,Image 1,1,,
7.965,4467.41,µm^3,Cumulative Volume Outside,Image 1,1,,
8.235,4798.89,µm^3,Cumulative Volume Outside,Image 1,1,,
8.505,5141.4,µm^3,Cumulative Volume Outside,Image 1,1,,
8.775,5497.51,µm^3,Cumulative Volume Outside,Image 1,1,,
9.045,5862.76,µm^3,Cumulative Volume Outside,Image 1,1,,
9.315,6232.03,µm^3,Cumulative Volume Outside,Image 1,1,,
9.585,6605.9,µm^3,Cumulative Volume Outside,Image 1,1,,
9.855,6980.8,µm^3,Cumulative Volume Outside,Image 1,1,,
10.125,7357.33,µm^3,Cumulative Volume Outside,Image 1,1,,
10.395,7729.77,µm^3,Cumulative Volume Outside,Image 1,1,,
10.665,8098.52,µm^3,Cumulative Volume Outside,Image 1,1,,
10.935,8460.94,µm^3,Cumulative Volume Outside,Image 1,1,,
11.205,8818.86,µm^3,Cumulative Volume Outside,Image 1,1,,
11.475,9168.35,µm^3,Cumulative Volume Outside,Image 1,1,,
11.745,9504.96,µm^3,Cumulative Volume Outside,Image 1,1,,
12.015,9830.48,µm^3,Cumulative Volume Outside,Image 1,1,,
12.285,10142.8,µm^3,Cumulative Volume Outside,Image 1,1,,
12.555,10444.3,µm^3,Cumulative Volume Outside,Image 1,1,,
12.825,10733.2,µm^3,Cumulative Volume Outside,Image 1,1,,
13.095,11012.1,µm^3,Cumulative Volume Outside,Image 1,1,,
13.365,11279.8,µm^3,Cumulative Volume Outside,Image 1,1,,
13.635,11535.1,µm^3,Cumulative Volume Outside,Image 1,1,,
13.905,11780.5,µm^3,Cumulative Volume Outside,Image 1,1,,
14.175,12014.9,µm^3,Cumulative Volume Outside,Image 1,1,,
14.445,12239.6,µm^3,Cumulative Volume Outside,Image 1,1,,
14.715,12453.2,µm^3,Cumulative Volume Outside,Image 1,1,,
14.985,12657.4,µm^3,Cumulative Volume Outside,Image 1,1,,
15.255,12851.3,µm^3,Cumulative Volume Outside,Image 1,1,,
15.525,13037.3,µm^3,Cumulative Volume Outside,Image 1,1,,
15.795,13214.8,µm^3,Cumulative Volume Outside,Image 1,1,,
16.065,13384.4,µm^3,Cumulative Volume Outside,Image 1,1,,
16.335,13549.7,µm^3,Cumulative Volume Outside,Image 1,1,,
16.605,13708.4,µm^3,Cumulative Volume Outside,Image 1,1,,
16.875,13862.8,µm^3,Cumulative Volume Outside,Image 1,1,,
17.145,14015.1,µm^3,Cumulative Volume Outside,Image 1,1,,
17.415,14166.8,µm^3,Cumulative Volume Outside,Image 1,1,,
17.685,14314.8,µm^3,Cumulative Volume Outside,Image 1,1,,
17.955,14461,µm^3,Cumulative Volume Outside,Image 1,1,,
18.225,14607.3,µm^3,Cumulative Volume Outside,Image 1,1,,
18.495,14750.7,µm^3,Cumulative Volume Outside,Image 1,1,,
