
Intensity Median Ch=7 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
0.25,,Surface,7,Image 1,1,6721,
0.5,,Surface,7,Image 1,1,6722,
0.25,,Surface,7,Image 1,1,6723,
149,,Surface,7,Image 1,1,6724,
0.5,,Surface,7,Image 1,1,6725,
0.25,,Surface,7,Image 1,1,6726,
0.125,,Surface,7,Image 1,1,6728,
0.25,,Surface,7,Image 1,1,6729,
2,,Surface,7,Image 1,1,6730,
0.25,,Surface,7,Image 1,1,6731,
0.125,,Surface,7,Image 1,1,6732,
0.125,,Surface,7,Image 1,1,6733,
1886,,Surface,7,Image 1,1,6734,
0.125,,Surface,7,Image 1,1,6735,
0.5,,Surface,7,Image 1,1,6736,
0.25,,Surface,7,Image 1,1,6737,
0.25,,Surface,7,Image 1,1,6738,
1,,Surface,7,Image 1,1,6739,
446,,Surface,7,Image 1,1,6740,
172.5,,Surface,7,Image 1,1,6741,
0.5,,Surface,7,Image 1,1,6742,
0.125,,Surface,7,Image 1,1,6743,
0.25,,Surface,7,Image 1,1,6744,
0.25,,Surface,7,Image 1,1,6745,
0.5,,Surface,7,Image 1,1,6746,
0.25,,Surface,7,Image 1,1,6747,
0.25,,Surface,7,Image 1,1,6748,
0.25,,Surface,7,Image 1,1,6749,
0.5,,Surface,7,Image 1,1,6750,
0.5,,Surface,7,Image 1,1,6751,
197.5,,Surface,7,Image 1,1,6752,
0.5,,Surface,7,Image 1,1,6753,
0.25,,Surface,7,Image 1,1,6754,
0.03125,,Surface,7,Image 1,1,6755,
0.5,,Surface,7,Image 1,1,6756,
0.5,,Surface,7,Image 1,1,6757,
339.25,,Surface,7,Image 1,1,6758,
0.25,,Surface,7,Image 1,1,6760,
0.25,,Surface,7,Image 1,1,6761,
0.25,,Surface,7,Image 1,1,6762,
0.5,,Surface,7,Image 1,1,6763,
0.25,,Surface,7,Image 1,1,6764,
0.25,,Surface,7,Image 1,1,6765,
0.25,,Surface,7,Image 1,1,6766,
0.25,,Surface,7,Image 1,1,6767,
0.125,,Surface,7,Image 1,1,6768,
20.5,,Surface,7,Image 1,1,6770,
0.25,,Surface,7,Image 1,1,6771,
