
Intensity Median Ch=16 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
1178,,Surface,16,Image 1,1,6721,
982,,Surface,16,Image 1,1,6722,
858,,Surface,16,Image 1,1,6723,
992,,Surface,16,Image 1,1,6724,
172,,Surface,16,Image 1,1,6725,
1546,,Surface,16,Image 1,1,6726,
0.0625,,Surface,16,Image 1,1,6728,
0.25,,Surface,16,Image 1,1,6729,
0.25,,Surface,16,Image 1,1,6730,
734,,Surface,16,Image 1,1,6731,
1862,,Surface,16,Image 1,1,6732,
0.125,,Surface,16,Image 1,1,6733,
0.125,,Surface,16,Image 1,1,6734,
81,,Surface,16,Image 1,1,6735,
7,,Surface,16,Image 1,1,6736,
0,,Surface,16,Image 1,1,6737,
260,,Surface,16,Image 1,1,6738,
0.5,,Surface,16,Image 1,1,6739,
374,,Surface,16,Image 1,1,6740,
238,,Surface,16,Image 1,1,6741,
382,,Surface,16,Image 1,1,6742,
1718,,Surface,16,Image 1,1,6743,
954,,Surface,16,Image 1,1,6744,
408,,Surface,16,Image 1,1,6745,
0,,Surface,16,Image 1,1,6746,
0.25,,Surface,16,Image 1,1,6747,
0.5,,Surface,16,Image 1,1,6748,
0,,Surface,16,Image 1,1,6749,
628,,Surface,16,Image 1,1,6750,
450,,Surface,16,Image 1,1,6751,
0.03125,,Surface,16,Image 1,1,6752,
4,,Surface,16,Image 1,1,6753,
0.125,,Surface,16,Image 1,1,6754,
461.5,,Surface,16,Image 1,1,6755,
0.5,,Surface,16,Image 1,1,6756,
0.125,,Surface,16,Image 1,1,6757,
0.03125,,Surface,16,Image 1,1,6758,
898,,Surface,16,Image 1,1,6760,
0.125,,Surface,16,Image 1,1,6761,
0.25,,Surface,16,Image 1,1,6762,
515,,Surface,16,Image 1,1,6763,
0.125,,Surface,16,Image 1,1,6764,
686,,Surface,16,Image 1,1,6765,
962,,Surface,16,Image 1,1,6766,
794,,Surface,16,Image 1,1,6767,
16.5,,Surface,16,Image 1,1,6768,
0.5,,Surface,16,Image 1,1,6770,
0.5,,Surface,16,Image 1,1,6771,
129,,Surface,16,Image 1,1,6772,
754,,Surface,16,Image 1,1,6773,
3348,,Surface,16,Image 1,1,6774,
1516,,Surface,16,Image 1,1,6775,
111,,Surface,16,Image 1,1,6776,
140.5,,Surface,16,Image 1,1,6777,
33.5,,Surface,16,Image 1,1,6778,
790,,Surface,16,Image 1,1,6781,
0.125,,Surface,16,Image 1,1,6782,
1050,,Surface,16,Image 1,1,6783,
861,,Surface,16,Image 1,1,6784,
595.5,,Surface,16,Image 1,1,6785,
310,,Surface,16,Image 1,1,6786,
586,,Surface,16,Image 1,1,6787,
126,,Surface,16,Image 1,1,6788,
0.125,,Surface,16,Image 1,1,6789,
219,,Surface,16,Image 1,1,6790,
118,,Surface,16,Image 1,1,6791,
1565,,Surface,16,Image 1,1,6792,
393,,Surface,16,Image 1,1,6793,
157,,Surface,16,Image 1,1,6794,
222,,Surface,16,Image 1,1,6795,
1040,,Surface,16,Image 1,1,6796,
0,,Surface,16,Image 1,1,6797,
301,,Surface,16,Image 1,1,6798,
0.125,,Surface,16,Image 1,1,6799,
1252,,Surface,16,Image 1,1,6800,
259,,Surface,16,Image 1,1,6801,
133.5,,Surface,16,Image 1,1,6802,
1724,,Surface,16,Image 1,1,6803,
982,,Surface,16,Image 1,1,6804,
1292,,Surface,16,Image 1,1,6805,
2,,Surface,16,Image 1,1,6806,
494,,Surface,16,Image 1,1,6807,
64,,Surface,16,Image 1,1,6808,
90,,Surface,16,Image 1,1,6810,
346,,Surface,16,Image 1,1,6811,
0.5,,Surface,16,Image 1,1,6812,
71,,Surface,16,Image 1,1,6813,
0,,Surface,16,Image 1,1,6814,
55,,Surface,16,Image 1,1,6815,
4.625,,Surface,16,Image 1,1,6816,
1380,,Surface,16,Image 1,1,6817,
0.125,,Surface,16,Image 1,1,6819,
5.125,,Surface,16,Image 1,1,6820,
0.25,,Surface,16,Image 1,1,6821,
329,,Surface,16,Image 1,1,6822,
546,,Surface,16,Image 1,1,6823,
1086,,Surface,16,Image 1,1,6824,
2742,,Surface,16,Image 1,1,6825,
794,,Surface,16,Image 1,1,6826,
1078,,Surface,16,Image 1,1,6827,
89,,Surface,16,Image 1,1,6828,
1150,,Surface,16,Image 1,1,6829,
102,,Surface,16,Image 1,1,6830,
107,,Surface,16,Image 1,1,6831,
175,,Surface,16,Image 1,1,6832,
9.75,,Surface,16,Image 1,1,6833,
0.25,,Surface,16,Image 1,1,6834,
0.03125,,Surface,16,Image 1,1,6836,
1238,,Surface,16,Image 1,1,6837,
0.5,,Surface,16,Image 1,1,6838,
563,,Surface,16,Image 1,1,6840,
0,,Surface,16,Image 1,1,6841,
1070,,Surface,16,Image 1,1,6842,
0.125,,Surface,16,Image 1,1,6843,
938,,Surface,16,Image 1,1,6844,
0.5,,Surface,16,Image 1,1,6845,
0.125,,Surface,16,Image 1,1,6846,
124.5,,Surface,16,Image 1,1,6847,
0.25,,Surface,16,Image 1,1,6849,
361,,Surface,16,Image 1,1,6850,
852,,Surface,16,Image 1,1,6851,
2.25,,Surface,16,Image 1,1,6852,
196,,Surface,16,Image 1,1,6853,
1876,,Surface,16,Image 1,1,6855,
702,,Surface,16,Image 1,1,6856,
0.25,,Surface,16,Image 1,1,6857,
175,,Surface,16,Image 1,1,6858,
476,,Surface,16,Image 1,1,6859,
6.25,,Surface,16,Image 1,1,6860,
1076,,Surface,16,Image 1,1,6861,
0.25,,Surface,16,Image 1,1,6862,
0.5,,Surface,16,Image 1,1,6863,
1180,,Surface,16,Image 1,1,6864,
362.5,,Surface,16,Image 1,1,6866,
335,,Surface,16,Image 1,1,6867,
243,,Surface,16,Image 1,1,6868,
270,,Surface,16,Image 1,1,6869,
323,,Surface,16,Image 1,1,6870,
159.5,,Surface,16,Image 1,1,6871,
0.25,,Surface,16,Image 1,1,6872,
0.5,,Surface,16,Image 1,1,6873,
0.25,,Surface,16,Image 1,1,6874,
27.5,,Surface,16,Image 1,1,6875,
0.125,,Surface,16,Image 1,1,6877,
0.5,,Surface,16,Image 1,1,6878,
338,,Surface,16,Image 1,1,6879,
79,,Surface,16,Image 1,1,6880,
854,,Surface,16,Image 1,1,6881,
824,,Surface,16,Image 1,1,6882,
4,,Surface,16,Image 1,1,6884,
1038,,Surface,16,Image 1,1,6885,
0.5,,Surface,16,Image 1,1,6886,
1028,,Surface,16,Image 1,1,6887,
265,,Surface,16,Image 1,1,6888,
0,,Surface,16,Image 1,1,6889,
45.5,,Surface,16,Image 1,1,6890,
0.125,,Surface,16,Image 1,1,6891,
27,,Surface,16,Image 1,1,6892,
195.5,,Surface,16,Image 1,1,6894,
373,,Surface,16,Image 1,1,6895,
46.75,,Surface,16,Image 1,1,6896,
77,,Surface,16,Image 1,1,6897,
0.5,,Surface,16,Image 1,1,6898,
187,,Surface,16,Image 1,1,6899,
678,,Surface,16,Image 1,1,6900,
0.125,,Surface,16,Image 1,1,6901,
0.0625,,Surface,16,Image 1,1,6902,
0.5,,Surface,16,Image 1,1,6904,
216,,Surface,16,Image 1,1,6905,
2405,,Surface,16,Image 1,1,6906,
3148,,Surface,16,Image 1,1,6907,
269,,Surface,16,Image 1,1,6908,
11,,Surface,16,Image 1,1,6909,
2338,,Surface,16,Image 1,1,6910,
928,,Surface,16,Image 1,1,6911,
74,,Surface,16,Image 1,1,6912,
