
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
114.371,µm,Surface,Image 1,1,7278,
177.787,µm,Surface,Image 1,1,7279,
11.5192,µm,Surface,Image 1,1,7280,
143.25,µm,Surface,Image 1,1,7281,
92.825,µm,Surface,Image 1,1,7282,
163.019,µm,Surface,Image 1,1,7283,
42.9902,µm,Surface,Image 1,1,7285,
152.992,µm,Surface,Image 1,1,7286,
163.756,µm,Surface,Image 1,1,7287,
36.7171,µm,Surface,Image 1,1,7288,
146.306,µm,Surface,Image 1,1,7289,
32.6104,µm,Surface,Image 1,1,7290,
171.227,µm,Surface,Image 1,1,7291,
163.417,µm,Surface,Image 1,1,7292,
128.151,µm,Surface,Image 1,1,7293,
107.634,µm,Surface,Image 1,1,7294,
125.308,µm,Surface,Image 1,1,7295,
109.652,µm,Surface,Image 1,1,7296,
117.534,µm,Surface,Image 1,1,7297,
4.86224,µm,Surface,Image 1,1,7298,
105.133,µm,Surface,Image 1,1,7299,
122.936,µm,Surface,Image 1,1,7300,
129.905,µm,Surface,Image 1,1,7301,
135.848,µm,Surface,Image 1,1,7302,
85.6504,µm,Surface,Image 1,1,7303,
162.562,µm,Surface,Image 1,1,7304,
156.947,µm,Surface,Image 1,1,7305,
25.613,µm,Surface,Image 1,1,7306,
74.5561,µm,Surface,Image 1,1,7307,
14.0414,µm,Surface,Image 1,1,7308,
174.87,µm,Surface,Image 1,1,7309,
49.0684,µm,Surface,Image 1,1,7310,
14.5125,µm,Surface,Image 1,1,7311,
11.2609,µm,Surface,Image 1,1,7312,
37.7571,µm,Surface,Image 1,1,7313,
85.7827,µm,Surface,Image 1,1,7314,
65.6494,µm,Surface,Image 1,1,7315,
159.787,µm,Surface,Image 1,1,7316,
139.607,µm,Surface,Image 1,1,7318,
72.9613,µm,Surface,Image 1,1,7319,
152.494,µm,Surface,Image 1,1,7320,
114.36,µm,Surface,Image 1,1,7321,
175.504,µm,Surface,Image 1,1,7322,
149.023,µm,Surface,Image 1,1,7323,
122.995,µm,Surface,Image 1,1,7324,
174.38,µm,Surface,Image 1,1,7325,
102.301,µm,Surface,Image 1,1,7326,
99.5775,µm,Surface,Image 1,1,7327,
161.118,µm,Surface,Image 1,1,7328,
97.3522,µm,Surface,Image 1,1,7329,
132.786,µm,Surface,Image 1,1,7330,
90.783,µm,Surface,Image 1,1,7331,
16.6091,µm,Surface,Image 1,1,7332,
127.833,µm,Surface,Image 1,1,7333,
59.4897,µm,Surface,Image 1,1,7334,
155.837,µm,Surface,Image 1,1,7335,
74.9353,µm,Surface,Image 1,1,7336,
80.5335,µm,Surface,Image 1,1,7337,
39.3324,µm,Surface,Image 1,1,7338,
120.631,µm,Surface,Image 1,1,7339,
163.757,µm,Surface,Image 1,1,7340,
132.048,µm,Surface,Image 1,1,7341,
191.606,µm,Surface,Image 1,1,7342,
168.539,µm,Surface,Image 1,1,7343,
145.279,µm,Surface,Image 1,1,7344,
180.845,µm,Surface,Image 1,1,7345,
51.0963,µm,Surface,Image 1,1,7346,
194.179,µm,Surface,Image 1,1,7347,
171.214,µm,Surface,Image 1,1,7348,
77.0683,µm,Surface,Image 1,1,7349,
132.947,µm,Surface,Image 1,1,7350,
170.496,µm,Surface,Image 1,1,7351,
32.9976,µm,Surface,Image 1,1,7353,
141.237,µm,Surface,Image 1,1,7354,
175.717,µm,Surface,Image 1,1,7355,
7.90466,µm,Surface,Image 1,1,7356,
12.1263,µm,Surface,Image 1,1,7357,
166.798,µm,Surface,Image 1,1,7358,
55.6956,µm,Surface,Image 1,1,7359,
50.5701,µm,Surface,Image 1,1,7360,
20.9712,µm,Surface,Image 1,1,7361,
9.75873,µm,Surface,Image 1,1,7362,
175.405,µm,Surface,Image 1,1,7363,
61.1058,µm,Surface,Image 1,1,7364,
171.517,µm,Surface,Image 1,1,7365,
138.49,µm,Surface,Image 1,1,7366,
14.0771,µm,Surface,Image 1,1,7367,
