
Position Z
 ==================== 
Position Z,Unit,Category,Collection,Time,ID,
21.8931,µm,Surface,Position,1,6951,
27.2647,µm,Surface,Position,1,6952,
28.2674,µm,Surface,Position,1,6953,
31.125,µm,Surface,Position,1,6954,
22.3977,µm,Surface,Position,1,6955,
25.3113,µm,Surface,Position,1,6956,
11.3087,µm,Surface,Position,1,6957,
22.4504,µm,Surface,Position,1,6958,
30.2365,µm,Surface,Position,1,6959,
26.7695,µm,Surface,Position,1,6960,
19.1337,µm,Surface,Position,1,6961,
14.4847,µm,Surface,Position,1,6962,
11.2601,µm,Surface,Position,1,6963,
28.1895,µm,Surface,Position,1,6964,
30.4468,µm,Surface,Position,1,6967,
24.3782,µm,Surface,Position,1,6969,
11.2667,µm,Surface,Position,1,6970,
11.8157,µm,Surface,Position,1,6971,
16.1467,µm,Surface,Position,1,6973,
27.5815,µm,Surface,Position,1,6974,
21.2215,µm,Surface,Position,1,6975,
20.2641,µm,Surface,Position,1,6976,
25.01,µm,Surface,Position,1,6977,
19.4631,µm,Surface,Position,1,6978,
23.053,µm,Surface,Position,1,6979,
15.5166,µm,Surface,Position,1,6980,
13.6212,µm,Surface,Position,1,6981,
25.1833,µm,Surface,Position,1,6982,
30.8699,µm,Surface,Position,1,6983,
20.4423,µm,Surface,Position,1,6984,
17.7759,µm,Surface,Position,1,6985,
28.7812,µm,Surface,Position,1,6986,
25.2861,µm,Surface,Position,1,6987,
31.564,µm,Surface,Position,1,6988,
19.5972,µm,Surface,Position,1,6989,
25.2957,µm,Surface,Position,1,6990,
10.838,µm,Surface,Position,1,6991,
17.9193,µm,Surface,Position,1,6992,
10.5654,µm,Surface,Position,1,6993,
17.8808,µm,Surface,Position,1,6994,
12.8032,µm,Surface,Position,1,6995,
17.595,µm,Surface,Position,1,6996,
17.0527,µm,Surface,Position,1,6997,
30.2736,µm,Surface,Position,1,6998,
31.1509,µm,Surface,Position,1,6999,
10.6478,µm,Surface,Position,1,7000,
31.5179,µm,Surface,Position,1,7001,
27.9178,µm,Surface,Position,1,7002,
17.63,µm,Surface,Position,1,7003,
12.5989,µm,Surface,Position,1,7004,
21,µm,Surface,Position,1,7005,
20.0882,µm,Surface,Position,1,7006,
28.7596,µm,Surface,Position,1,7007,
13.1498,µm,Surface,Position,1,7008,
24.0298,µm,Surface,Position,1,7009,
25.6299,µm,Surface,Position,1,7011,
16.5355,µm,Surface,Position,1,7012,
11.906,µm,Surface,Position,1,7013,
12.9444,µm,Surface,Position,1,7014,
17.1721,µm,Surface,Position,1,7015,
23.409,µm,Surface,Position,1,7016,
10.5468,µm,Surface,Position,1,7017,
25.6562,µm,Surface,Position,1,7018,
15.3502,µm,Surface,Position,1,7019,
15.7252,µm,Surface,Position,1,7020,
17.1937,µm,Surface,Position,1,7021,
17.0886,µm,Surface,Position,1,7022,
20.3782,µm,Surface,Position,1,7023,
25.0988,µm,Surface,Position,1,7024,
27.9574,µm,Surface,Position,1,7025,
18.0093,µm,Surface,Position,1,7026,
14.9851,µm,Surface,Position,1,7027,
19.438,µm,Surface,Position,1,7028,
16.0139,µm,Surface,Position,1,7029,
22.3181,µm,Surface,Position,1,7030,
17.0645,µm,Surface,Position,1,7031,
20.8036,µm,Surface,Position,1,7032,
15.7312,µm,Surface,Position,1,7033,
17.3682,µm,Surface,Position,1,7035,
18.9901,µm,Surface,Position,1,7036,
28.9398,µm,Surface,Position,1,7037,
30.5034,µm,Surface,Position,1,7038,
27.5607,µm,Surface,Position,1,7039,
17.5783,µm,Surface,Position,1,7040,
18.0155,µm,Surface,Position,1,7041,
18.2798,µm,Surface,Position,1,7042,
21.472,µm,Surface,Position,1,7043,
11.472,µm,Surface,Position,1,7044,
18.8361,µm,Surface,Position,1,7045,
