
Cumulative Volume Inside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Inside,Unit,Collection,Image,Time,ID,
-2.2865,2.26012,µm^3,Cumulative Volume Inside,Image 1,1,,
-2.0175,11.4648,µm^3,Cumulative Volume Inside,Image 1,1,,
-1.7485,46.3883,µm^3,Cumulative Volume Inside,Image 1,1,,
-1.4795,172.392,µm^3,Cumulative Volume Inside,Image 1,1,,
-1.2105,598.209,µm^3,Cumulative Volume Inside,Image 1,1,,
-0.9415,1889.34,µm^3,Cumulative Volume Inside,Image 1,1,,
-0.6725,5257.16,µm^3,Cumulative Volume Inside,Image 1,1,,
-0.4035,12587.8,µm^3,Cumulative Volume Inside,Image 1,1,,
-0.1345,25494.3,µm^3,Cumulative Volume Inside,Image 1,1,,
