
Intensity Min Ch=33 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
39,,Surface,33,Image 1,1,6721,
54,,Surface,33,Image 1,1,6722,
638,,Surface,33,Image 1,1,6723,
0,,Surface,33,Image 1,1,6724,
0,,Surface,33,Image 1,1,6725,
417,,Surface,33,Image 1,1,6726,
95,,Surface,33,Image 1,1,6728,
280,,Surface,33,Image 1,1,6729,
0,,Surface,33,Image 1,1,6730,
0,,Surface,33,Image 1,1,6731,
1242,,Surface,33,Image 1,1,6732,
0,,Surface,33,Image 1,1,6733,
0,,Surface,33,Image 1,1,6734,
0,,Surface,33,Image 1,1,6735,
0,,Surface,33,Image 1,1,6736,
12,,Surface,33,Image 1,1,6737,
0,,Surface,33,Image 1,1,6738,
59,,Surface,33,Image 1,1,6739,
0,,Surface,33,Image 1,1,6740,
0,,Surface,33,Image 1,1,6741,
0,,Surface,33,Image 1,1,6742,
1752,,Surface,33,Image 1,1,6743,
0,,Surface,33,Image 1,1,6744,
0,,Surface,33,Image 1,1,6745,
0,,Surface,33,Image 1,1,6746,
0,,Surface,33,Image 1,1,6747,
255,,Surface,33,Image 1,1,6748,
0,,Surface,33,Image 1,1,6749,
475,,Surface,33,Image 1,1,6750,
0,,Surface,33,Image 1,1,6751,
525,,Surface,33,Image 1,1,6752,
0,,Surface,33,Image 1,1,6753,
0,,Surface,33,Image 1,1,6754,
275,,Surface,33,Image 1,1,6755,
16,,Surface,33,Image 1,1,6756,
1638,,Surface,33,Image 1,1,6757,
3168,,Surface,33,Image 1,1,6758,
0,,Surface,33,Image 1,1,6760,
0,,Surface,33,Image 1,1,6761,
862,,Surface,33,Image 1,1,6762,
0,,Surface,33,Image 1,1,6763,
1403,,Surface,33,Image 1,1,6764,
0,,Surface,33,Image 1,1,6765,
0,,Surface,33,Image 1,1,6766,
0,,Surface,33,Image 1,1,6767,
0,,Surface,33,Image 1,1,6768,
0,,Surface,33,Image 1,1,6770,
0,,Surface,33,Image 1,1,6771,
0,,Surface,33,Image 1,1,6772,
0,,Surface,33,Image 1,1,6773,
0,,Surface,33,Image 1,1,6774,
0,,Surface,33,Image 1,1,6775,
355,,Surface,33,Image 1,1,6776,
1056,,Surface,33,Image 1,1,6777,
221,,Surface,33,Image 1,1,6778,
0,,Surface,33,Image 1,1,6781,
0,,Surface,33,Image 1,1,6782,
471,,Surface,33,Image 1,1,6783,
0,,Surface,33,Image 1,1,6784,
0,,Surface,33,Image 1,1,6785,
1244,,Surface,33,Image 1,1,6786,
0,,Surface,33,Image 1,1,6787,
131,,Surface,33,Image 1,1,6788,
0,,Surface,33,Image 1,1,6789,
701,,Surface,33,Image 1,1,6790,
0,,Surface,33,Image 1,1,6791,
825,,Surface,33,Image 1,1,6792,
0,,Surface,33,Image 1,1,6793,
0,,Surface,33,Image 1,1,6794,
