
Intensity Sum Ch=28 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
784837,,Surface,28,Image 1,1,6721,
1.30584e+06,,Surface,28,Image 1,1,6722,
7.50019e+06,,Surface,28,Image 1,1,6723,
1.38783e+07,,Surface,28,Image 1,1,6724,
862277,,Surface,28,Image 1,1,6725,
1.08163e+07,,Surface,28,Image 1,1,6726,
669928,,Surface,28,Image 1,1,6728,
1.915e+06,,Surface,28,Image 1,1,6729,
5.55268e+06,,Surface,28,Image 1,1,6730,
2.47686e+06,,Surface,28,Image 1,1,6731,
2.35754e+06,,Surface,28,Image 1,1,6732,
376705,,Surface,28,Image 1,1,6733,
2.69224e+06,,Surface,28,Image 1,1,6734,
1.00152e+06,,Surface,28,Image 1,1,6735,
2.02849e+06,,Surface,28,Image 1,1,6736,
676405,,Surface,28,Image 1,1,6737,
3.54872e+06,,Surface,28,Image 1,1,6738,
1.64908e+07,,Surface,28,Image 1,1,6739,
853920,,Surface,28,Image 1,1,6740,
3.50793e+06,,Surface,28,Image 1,1,6741,
7.14802e+06,,Surface,28,Image 1,1,6742,
1.45064e+06,,Surface,28,Image 1,1,6743,
3.90065e+06,,Surface,28,Image 1,1,6744,
2.35963e+06,,Surface,28,Image 1,1,6745,
4.25491e+06,,Surface,28,Image 1,1,6746,
29805,,Surface,28,Image 1,1,6747,
401044,,Surface,28,Image 1,1,6748,
2.45478e+06,,Surface,28,Image 1,1,6749,
676510,,Surface,28,Image 1,1,6750,
5.32566e+06,,Surface,28,Image 1,1,6751,
1.16686e+06,,Surface,28,Image 1,1,6752,
8.15894e+06,,Surface,28,Image 1,1,6753,
745897,,Surface,28,Image 1,1,6754,
242579,,Surface,28,Image 1,1,6755,
1.01954e+07,,Surface,28,Image 1,1,6756,
1.38423e+07,,Surface,28,Image 1,1,6757,
1.87091e+06,,Surface,28,Image 1,1,6758,
4.03001e+06,,Surface,28,Image 1,1,6760,
1.2364e+06,,Surface,28,Image 1,1,6761,
2.31504e+06,,Surface,28,Image 1,1,6762,
1.73693e+07,,Surface,28,Image 1,1,6763,
501406,,Surface,28,Image 1,1,6764,
8.97818e+06,,Surface,28,Image 1,1,6765,
1.4455e+06,,Surface,28,Image 1,1,6766,
5.86536e+06,,Surface,28,Image 1,1,6767,
1.63021e+06,,Surface,28,Image 1,1,6768,
4.06116e+06,,Surface,28,Image 1,1,6770,
1.74645e+06,,Surface,28,Image 1,1,6771,
610405,,Surface,28,Image 1,1,6772,
3.61951e+06,,Surface,28,Image 1,1,6773,
6.52911e+06,,Surface,28,Image 1,1,6774,
2.44e+07,,Surface,28,Image 1,1,6775,
719152,,Surface,28,Image 1,1,6776,
174219,,Surface,28,Image 1,1,6777,
5.20243e+06,,Surface,28,Image 1,1,6778,
847386,,Surface,28,Image 1,1,6781,
1.15293e+06,,Surface,28,Image 1,1,6782,
1.64582e+07,,Surface,28,Image 1,1,6783,
1.5549e+06,,Surface,28,Image 1,1,6784,
76837,,Surface,28,Image 1,1,6785,
2.03846e+06,,Surface,28,Image 1,1,6786,
475868,,Surface,28,Image 1,1,6787,
1.49821e+07,,Surface,28,Image 1,1,6788,
270986,,Surface,28,Image 1,1,6789,
1.03996e+07,,Surface,28,Image 1,1,6790,
5.00892e+06,,Surface,28,Image 1,1,6791,
1.48544e+06,,Surface,28,Image 1,1,6792,
2.22524e+06,,Surface,28,Image 1,1,6793,
1.37795e+07,,Surface,28,Image 1,1,6794,
797271,,Surface,28,Image 1,1,6795,
3.35454e+06,,Surface,28,Image 1,1,6796,
5.51098e+06,,Surface,28,Image 1,1,6797,
879809,,Surface,28,Image 1,1,6798,
1.62273e+06,,Surface,28,Image 1,1,6799,
4.34577e+06,,Surface,28,Image 1,1,6800,
663757,,Surface,28,Image 1,1,6801,
72920,,Surface,28,Image 1,1,6802,
3.90789e+06,,Surface,28,Image 1,1,6803,
2.81613e+06,,Surface,28,Image 1,1,6804,
3.18546e+06,,Surface,28,Image 1,1,6805,
2.16436e+06,,Surface,28,Image 1,1,6806,
7.05164e+06,,Surface,28,Image 1,1,6807,
122126,,Surface,28,Image 1,1,6808,
2.16713e+06,,Surface,28,Image 1,1,6810,
556007,,Surface,28,Image 1,1,6811,
1.13862e+07,,Surface,28,Image 1,1,6812,
1.09902e+07,,Surface,28,Image 1,1,6813,
219999,,Surface,28,Image 1,1,6814,
3.14607e+06,,Surface,28,Image 1,1,6815,
192589,,Surface,28,Image 1,1,6816,
3.55389e+06,,Surface,28,Image 1,1,6817,
146593,,Surface,28,Image 1,1,6819,
779308,,Surface,28,Image 1,1,6820,
1.20787e+06,,Surface,28,Image 1,1,6821,
1.78088e+06,,Surface,28,Image 1,1,6822,
1.54509e+06,,Surface,28,Image 1,1,6823,
607718,,Surface,28,Image 1,1,6824,
7.40399e+06,,Surface,28,Image 1,1,6825,
2.97821e+06,,Surface,28,Image 1,1,6826,
1.41433e+07,,Surface,28,Image 1,1,6827,
1.02888e+07,,Surface,28,Image 1,1,6828,
2.50097e+06,,Surface,28,Image 1,1,6829,
1.10802e+06,,Surface,28,Image 1,1,6830,
2.7197e+06,,Surface,28,Image 1,1,6831,
2.25476e+06,,Surface,28,Image 1,1,6832,
32471,,Surface,28,Image 1,1,6833,
1.24866e+07,,Surface,28,Image 1,1,6834,
1.42168e+06,,Surface,28,Image 1,1,6836,
2.78518e+06,,Surface,28,Image 1,1,6837,
1.06011e+06,,Surface,28,Image 1,1,6838,
1.53337e+06,,Surface,28,Image 1,1,6840,
326651,,Surface,28,Image 1,1,6841,
1.22899e+07,,Surface,28,Image 1,1,6842,
1.63362e+06,,Surface,28,Image 1,1,6843,
4.92134e+06,,Surface,28,Image 1,1,6844,
1.65606e+07,,Surface,28,Image 1,1,6845,
226734,,Surface,28,Image 1,1,6846,
1.07727e+06,,Surface,28,Image 1,1,6847,
656392,,Surface,28,Image 1,1,6849,
1.47317e+06,,Surface,28,Image 1,1,6850,
370547,,Surface,28,Image 1,1,6851,
1.64208e+06,,Surface,28,Image 1,1,6852,
972511,,Surface,28,Image 1,1,6853,
4.29587e+06,,Surface,28,Image 1,1,6855,
3.3646e+06,,Surface,28,Image 1,1,6856,
4.04574e+06,,Surface,28,Image 1,1,6857,
1.53582e+06,,Surface,28,Image 1,1,6858,
2.458e+06,,Surface,28,Image 1,1,6859,
53564,,Surface,28,Image 1,1,6860,
1.01777e+07,,Surface,28,Image 1,1,6861,
2.1541e+06,,Surface,28,Image 1,1,6862,
3.29375e+06,,Surface,28,Image 1,1,6863,
8.56802e+06,,Surface,28,Image 1,1,6864,
91223,,Surface,28,Image 1,1,6866,
66646,,Surface,28,Image 1,1,6867,
1.45303e+06,,Surface,28,Image 1,1,6868,
312335,,Surface,28,Image 1,1,6869,
2.15392e+06,,Surface,28,Image 1,1,6870,
2.15094e+06,,Surface,28,Image 1,1,6871,
3.82851e+06,,Surface,28,Image 1,1,6872,
2.76451e+07,,Surface,28,Image 1,1,6873,
52609,,Surface,28,Image 1,1,6874,
471430,,Surface,28,Image 1,1,6875,
558075,,Surface,28,Image 1,1,6877,
365187,,Surface,28,Image 1,1,6878,
661743,,Surface,28,Image 1,1,6879,
1.64785e+06,,Surface,28,Image 1,1,6880,
7.97495e+06,,Surface,28,Image 1,1,6881,
1.09264e+07,,Surface,28,Image 1,1,6882,
602822,,Surface,28,Image 1,1,6884,
9.24164e+06,,Surface,28,Image 1,1,6885,
1.24919e+07,,Surface,28,Image 1,1,6886,
6.00278e+06,,Surface,28,Image 1,1,6887,
9.45077e+06,,Surface,28,Image 1,1,6888,
1.2253e+06,,Surface,28,Image 1,1,6889,
787025,,Surface,28,Image 1,1,6890,
1.34002e+06,,Surface,28,Image 1,1,6891,
2.34489e+07,,Surface,28,Image 1,1,6892,
2.90715e+06,,Surface,28,Image 1,1,6894,
7.18316e+06,,Surface,28,Image 1,1,6895,
383049,,Surface,28,Image 1,1,6896,
3.29889e+07,,Surface,28,Image 1,1,6897,
343202,,Surface,28,Image 1,1,6898,
1.7041e+06,,Surface,28,Image 1,1,6899,
3.42268e+06,,Surface,28,Image 1,1,6900,
1.7439e+06,,Surface,28,Image 1,1,6901,
49806,,Surface,28,Image 1,1,6902,
