
Intensity Median Ch=19 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
248.5,,Surface,19,Image 1,1,6721,
0.25,,Surface,19,Image 1,1,6722,
0.5,,Surface,19,Image 1,1,6723,
279,,Surface,19,Image 1,1,6724,
222.5,,Surface,19,Image 1,1,6725,
419,,Surface,19,Image 1,1,6726,
26.25,,Surface,19,Image 1,1,6728,
403,,Surface,19,Image 1,1,6729,
505,,Surface,19,Image 1,1,6730,
0.5,,Surface,19,Image 1,1,6731,
0.25,,Surface,19,Image 1,1,6732,
516.5,,Surface,19,Image 1,1,6733,
30.75,,Surface,19,Image 1,1,6734,
0.125,,Surface,19,Image 1,1,6735,
0.25,,Surface,19,Image 1,1,6736,
0.5,,Surface,19,Image 1,1,6737,
0.5,,Surface,19,Image 1,1,6738,
2124,,Surface,19,Image 1,1,6739,
0.25,,Surface,19,Image 1,1,6740,
54.5,,Surface,19,Image 1,1,6741,
150,,Surface,19,Image 1,1,6742,
0.125,,Surface,19,Image 1,1,6743,
299,,Surface,19,Image 1,1,6744,
219,,Surface,19,Image 1,1,6745,
0.25,,Surface,19,Image 1,1,6746,
0.125,,Surface,19,Image 1,1,6747,
0.25,,Surface,19,Image 1,1,6748,
1,,Surface,19,Image 1,1,6749,
9.25,,Surface,19,Image 1,1,6750,
73,,Surface,19,Image 1,1,6751,
230,,Surface,19,Image 1,1,6752,
418,,Surface,19,Image 1,1,6753,
0.25,,Surface,19,Image 1,1,6754,
205.5,,Surface,19,Image 1,1,6755,
5.5,,Surface,19,Image 1,1,6756,
0.125,,Surface,19,Image 1,1,6757,
14176,,Surface,19,Image 1,1,6758,
126,,Surface,19,Image 1,1,6760,
19,,Surface,19,Image 1,1,6761,
772,,Surface,19,Image 1,1,6762,
1110,,Surface,19,Image 1,1,6763,
469,,Surface,19,Image 1,1,6764,
131,,Surface,19,Image 1,1,6765,
0.125,,Surface,19,Image 1,1,6766,
0.25,,Surface,19,Image 1,1,6767,
0.25,,Surface,19,Image 1,1,6768,
269,,Surface,19,Image 1,1,6770,
177.5,,Surface,19,Image 1,1,6771,
0.25,,Surface,19,Image 1,1,6772,
137,,Surface,19,Image 1,1,6773,
0.25,,Surface,19,Image 1,1,6774,
95,,Surface,19,Image 1,1,6775,
0.125,,Surface,19,Image 1,1,6776,
0.125,,Surface,19,Image 1,1,6777,
391,,Surface,19,Image 1,1,6778,
42.5,,Surface,19,Image 1,1,6781,
499,,Surface,19,Image 1,1,6782,
129,,Surface,19,Image 1,1,6783,
0.25,,Surface,19,Image 1,1,6784,
0.03125,,Surface,19,Image 1,1,6785,
151,,Surface,19,Image 1,1,6786,
49.5,,Surface,19,Image 1,1,6787,
0.25,,Surface,19,Image 1,1,6788,
598,,Surface,19,Image 1,1,6789,
266,,Surface,19,Image 1,1,6790,
256,,Surface,19,Image 1,1,6791,
832,,Surface,19,Image 1,1,6792,
306.5,,Surface,19,Image 1,1,6793,
2088,,Surface,19,Image 1,1,6794,
1012,,Surface,19,Image 1,1,6795,
835,,Surface,19,Image 1,1,6796,
0.25,,Surface,19,Image 1,1,6797,
17.75,,Surface,19,Image 1,1,6798,
458,,Surface,19,Image 1,1,6799,
468,,Surface,19,Image 1,1,6800,
34.5,,Surface,19,Image 1,1,6801,
0.25,,Surface,19,Image 1,1,6802,
155.5,,Surface,19,Image 1,1,6803,
244.5,,Surface,19,Image 1,1,6804,
656,,Surface,19,Image 1,1,6805,
151,,Surface,19,Image 1,1,6806,
77.5,,Surface,19,Image 1,1,6807,
449,,Surface,19,Image 1,1,6808,
726,,Surface,19,Image 1,1,6810,
941,,Surface,19,Image 1,1,6811,
142,,Surface,19,Image 1,1,6812,
117,,Surface,19,Image 1,1,6813,
