
Intensity StdDev Ch=14 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
53.0762,,Surface,14,Image 1,1,6721,
19.2402,,Surface,14,Image 1,1,6722,
75.4574,,Surface,14,Image 1,1,6723,
97.7969,,Surface,14,Image 1,1,6724,
116.898,,Surface,14,Image 1,1,6725,
278.116,,Surface,14,Image 1,1,6726,
63.0854,,Surface,14,Image 1,1,6728,
107.342,,Surface,14,Image 1,1,6729,
190.989,,Surface,14,Image 1,1,6730,
68.8658,,Surface,14,Image 1,1,6731,
85.7934,,Surface,14,Image 1,1,6732,
120.021,,Surface,14,Image 1,1,6733,
222.134,,Surface,14,Image 1,1,6734,
24.264,,Surface,14,Image 1,1,6735,
69.3876,,Surface,14,Image 1,1,6736,
0,,Surface,14,Image 1,1,6737,
153.108,,Surface,14,Image 1,1,6738,
433.181,,Surface,14,Image 1,1,6739,
124.026,,Surface,14,Image 1,1,6740,
71.349,,Surface,14,Image 1,1,6741,
142.783,,Surface,14,Image 1,1,6742,
33.5169,,Surface,14,Image 1,1,6743,
205.985,,Surface,14,Image 1,1,6744,
273.637,,Surface,14,Image 1,1,6745,
0,,Surface,14,Image 1,1,6746,
14.8088,,Surface,14,Image 1,1,6747,
12.8899,,Surface,14,Image 1,1,6748,
0,,Surface,14,Image 1,1,6749,
95.4662,,Surface,14,Image 1,1,6750,
129.619,,Surface,14,Image 1,1,6751,
57.2462,,Surface,14,Image 1,1,6752,
298.965,,Surface,14,Image 1,1,6753,
57.1971,,Surface,14,Image 1,1,6754,
45.2205,,Surface,14,Image 1,1,6755,
79.5168,,Surface,14,Image 1,1,6756,
20.7377,,Surface,14,Image 1,1,6757,
1164.19,,Surface,14,Image 1,1,6758,
157.884,,Surface,14,Image 1,1,6760,
303.701,,Surface,14,Image 1,1,6761,
226.907,,Surface,14,Image 1,1,6762,
267.487,,Surface,14,Image 1,1,6763,
175.98,,Surface,14,Image 1,1,6764,
160.458,,Surface,14,Image 1,1,6765,
40.4535,,Surface,14,Image 1,1,6766,
54.4649,,Surface,14,Image 1,1,6767,
58.5049,,Surface,14,Image 1,1,6768,
185.973,,Surface,14,Image 1,1,6770,
99.8377,,Surface,14,Image 1,1,6771,
55.2531,,Surface,14,Image 1,1,6772,
96.9153,,Surface,14,Image 1,1,6773,
126.634,,Surface,14,Image 1,1,6774,
145.074,,Surface,14,Image 1,1,6775,
22.9171,,Surface,14,Image 1,1,6776,
25.7295,,Surface,14,Image 1,1,6777,
181.083,,Surface,14,Image 1,1,6778,
157.804,,Surface,14,Image 1,1,6781,
174.322,,Surface,14,Image 1,1,6782,
136.276,,Surface,14,Image 1,1,6783,
47.2538,,Surface,14,Image 1,1,6784,
15.6609,,Surface,14,Image 1,1,6785,
106.274,,Surface,14,Image 1,1,6786,
72.0145,,Surface,14,Image 1,1,6787,
61.9275,,Surface,14,Image 1,1,6788,
177.193,,Surface,14,Image 1,1,6789,
167.349,,Surface,14,Image 1,1,6790,
148.379,,Surface,14,Image 1,1,6791,
184.621,,Surface,14,Image 1,1,6792,
158.823,,Surface,14,Image 1,1,6793,
879.53,,Surface,14,Image 1,1,6794,
663.716,,Surface,14,Image 1,1,6795,
178.318,,Surface,14,Image 1,1,6796,
0,,Surface,14,Image 1,1,6797,
105.191,,Surface,14,Image 1,1,6798,
559.397,,Surface,14,Image 1,1,6799,
300.453,,Surface,14,Image 1,1,6800,
181.022,,Surface,14,Image 1,1,6801,
20.8731,,Surface,14,Image 1,1,6802,
739.971,,Surface,14,Image 1,1,6803,
117.782,,Surface,14,Image 1,1,6804,
