
Intensity Sum Ch=8 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
143413,,Surface,8,Image 1,1,6721,
25909,,Surface,8,Image 1,1,6722,
487242,,Surface,8,Image 1,1,6723,
2.75325e+06,,Surface,8,Image 1,1,6724,
297961,,Surface,8,Image 1,1,6725,
719097,,Surface,8,Image 1,1,6726,
7015,,Surface,8,Image 1,1,6728,
42734,,Surface,8,Image 1,1,6729,
165191,,Surface,8,Image 1,1,6730,
191971,,Surface,8,Image 1,1,6731,
20285,,Surface,8,Image 1,1,6732,
33496,,Surface,8,Image 1,1,6733,
594440,,Surface,8,Image 1,1,6734,
58094,,Surface,8,Image 1,1,6735,
1.10902e+06,,Surface,8,Image 1,1,6736,
103506,,Surface,8,Image 1,1,6737,
602160,,Surface,8,Image 1,1,6738,
4.22505e+06,,Surface,8,Image 1,1,6739,
675943,,Surface,8,Image 1,1,6740,
1.87925e+06,,Surface,8,Image 1,1,6741,
1.4394e+06,,Surface,8,Image 1,1,6742,
54030,,Surface,8,Image 1,1,6743,
350041,,Surface,8,Image 1,1,6744,
424372,,Surface,8,Image 1,1,6745,
38269,,Surface,8,Image 1,1,6746,
23173,,Surface,8,Image 1,1,6747,
43219,,Surface,8,Image 1,1,6748,
85634,,Surface,8,Image 1,1,6749,
70833,,Surface,8,Image 1,1,6750,
600719,,Surface,8,Image 1,1,6751,
109503,,Surface,8,Image 1,1,6752,
873453,,Surface,8,Image 1,1,6753,
550630,,Surface,8,Image 1,1,6754,
31644,,Surface,8,Image 1,1,6755,
543594,,Surface,8,Image 1,1,6756,
296502,,Surface,8,Image 1,1,6757,
101420,,Surface,8,Image 1,1,6758,
17680,,Surface,8,Image 1,1,6760,
66347,,Surface,8,Image 1,1,6761,
46241,,Surface,8,Image 1,1,6762,
4.27424e+06,,Surface,8,Image 1,1,6763,
41051,,Surface,8,Image 1,1,6764,
372178,,Surface,8,Image 1,1,6765,
227996,,Surface,8,Image 1,1,6766,
255195,,Surface,8,Image 1,1,6767,
385891,,Surface,8,Image 1,1,6768,
3.17955e+06,,Surface,8,Image 1,1,6770,
411417,,Surface,8,Image 1,1,6771,
31977,,Surface,8,Image 1,1,6772,
746094,,Surface,8,Image 1,1,6773,
591120,,Surface,8,Image 1,1,6774,
2.60152e+06,,Surface,8,Image 1,1,6775,
9699,,Surface,8,Image 1,1,6776,
11517,,Surface,8,Image 1,1,6777,
4.49714e+06,,Surface,8,Image 1,1,6778,
255072,,Surface,8,Image 1,1,6781,
1.13026e+06,,Surface,8,Image 1,1,6782,
2.46116e+06,,Surface,8,Image 1,1,6783,
778127,,Surface,8,Image 1,1,6784,
31008,,Surface,8,Image 1,1,6785,
312051,,Surface,8,Image 1,1,6786,
325100,,Surface,8,Image 1,1,6787,
1.8459e+06,,Surface,8,Image 1,1,6788,
219739,,Surface,8,Image 1,1,6789,
1.95623e+06,,Surface,8,Image 1,1,6790,
1.35381e+06,,Surface,8,Image 1,1,6791,
130335,,Surface,8,Image 1,1,6792,
293338,,Surface,8,Image 1,1,6793,
6.1464e+06,,Surface,8,Image 1,1,6794,
52060,,Surface,8,Image 1,1,6795,
653994,,Surface,8,Image 1,1,6796,
300557,,Surface,8,Image 1,1,6797,
73771,,Surface,8,Image 1,1,6798,
183241,,Surface,8,Image 1,1,6799,
241709,,Surface,8,Image 1,1,6800,
11948,,Surface,8,Image 1,1,6801,
23508,,Surface,8,Image 1,1,6802,
891814,,Surface,8,Image 1,1,6803,
605002,,Surface,8,Image 1,1,6804,
106735,,Surface,8,Image 1,1,6805,
1.38053e+06,,Surface,8,Image 1,1,6806,
1.10339e+06,,Surface,8,Image 1,1,6807,
136943,,Surface,8,Image 1,1,6808,
