
Intensity Median Ch=2 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
1188,,Surface,2,Image 1,1,6721,
1762,,Surface,2,Image 1,1,6722,
1548,,Surface,2,Image 1,1,6723,
912,,Surface,2,Image 1,1,6724,
1352,,Surface,2,Image 1,1,6725,
1636,,Surface,2,Image 1,1,6726,
1292,,Surface,2,Image 1,1,6728,
1606,,Surface,2,Image 1,1,6729,
1780,,Surface,2,Image 1,1,6730,
1404,,Surface,2,Image 1,1,6731,
1604,,Surface,2,Image 1,1,6732,
1048,,Surface,2,Image 1,1,6733,
892,,Surface,2,Image 1,1,6734,
1192,,Surface,2,Image 1,1,6735,
1424,,Surface,2,Image 1,1,6736,
832,,Surface,2,Image 1,1,6737,
1120,,Surface,2,Image 1,1,6738,
1512,,Surface,2,Image 1,1,6739,
1164,,Surface,2,Image 1,1,6740,
1040,,Surface,2,Image 1,1,6741,
1852,,Surface,2,Image 1,1,6742,
1548,,Surface,2,Image 1,1,6743,
1416,,Surface,2,Image 1,1,6744,
1388,,Surface,2,Image 1,1,6745,
996,,Surface,2,Image 1,1,6746,
972,,Surface,2,Image 1,1,6747,
1304,,Surface,2,Image 1,1,6748,
1276,,Surface,2,Image 1,1,6749,
1544,,Surface,2,Image 1,1,6750,
1432,,Surface,2,Image 1,1,6751,
1506,,Surface,2,Image 1,1,6752,
1656,,Surface,2,Image 1,1,6753,
1280,,Surface,2,Image 1,1,6754,
2170,,Surface,2,Image 1,1,6755,
1000,,Surface,2,Image 1,1,6756,
1646,,Surface,2,Image 1,1,6757,
1428,,Surface,2,Image 1,1,6758,
1580,,Surface,2,Image 1,1,6760,
1620,,Surface,2,Image 1,1,6761,
1320,,Surface,2,Image 1,1,6762,
1616,,Surface,2,Image 1,1,6763,
1496,,Surface,2,Image 1,1,6764,
1576,,Surface,2,Image 1,1,6765,
1678,,Surface,2,Image 1,1,6766,
1604,,Surface,2,Image 1,1,6767,
1996,,Surface,2,Image 1,1,6768,
1320,,Surface,2,Image 1,1,6770,
1116,,Surface,2,Image 1,1,6771,
1432,,Surface,2,Image 1,1,6772,
1608,,Surface,2,Image 1,1,6773,
1456,,Surface,2,Image 1,1,6774,
2160,,Surface,2,Image 1,1,6775,
1768,,Surface,2,Image 1,1,6776,
2640,,Surface,2,Image 1,1,6777,
1448,,Surface,2,Image 1,1,6778,
684,,Surface,2,Image 1,1,6781,
1810,,Surface,2,Image 1,1,6782,
912,,Surface,2,Image 1,1,6783,
1580,,Surface,2,Image 1,1,6784,
1813,,Surface,2,Image 1,1,6785,
912,,Surface,2,Image 1,1,6786,
1312,,Surface,2,Image 1,1,6787,
976,,Surface,2,Image 1,1,6788,
1660,,Surface,2,Image 1,1,6789,
1616,,Surface,2,Image 1,1,6790,
816,,Surface,2,Image 1,1,6791,
1456,,Surface,2,Image 1,1,6792,
1088,,Surface,2,Image 1,1,6793,
1296,,Surface,2,Image 1,1,6794,
1536,,Surface,2,Image 1,1,6795,
744,,Surface,2,Image 1,1,6796,
1568,,Surface,2,Image 1,1,6797,
1420,,Surface,2,Image 1,1,6798,
832,,Surface,2,Image 1,1,6799,
1560,,Surface,2,Image 1,1,6800,
1260,,Surface,2,Image 1,1,6801,
1732,,Surface,2,Image 1,1,6802,
1688,,Surface,2,Image 1,1,6803,
1644,,Surface,2,Image 1,1,6804,
1312,,Surface,2,Image 1,1,6805,
1112,,Surface,2,Image 1,1,6806,
1336,,Surface,2,Image 1,1,6807,
2104,,Surface,2,Image 1,1,6808,
1136,,Surface,2,Image 1,1,6810,
664,,Surface,2,Image 1,1,6811,
1904,,Surface,2,Image 1,1,6812,
1448,,Surface,2,Image 1,1,6813,
1416,,Surface,2,Image 1,1,6814,
1480,,Surface,2,Image 1,1,6815,
772,,Surface,2,Image 1,1,6816,
1832,,Surface,2,Image 1,1,6817,
1568,,Surface,2,Image 1,1,6819,
1888,,Surface,2,Image 1,1,6820,
1640,,Surface,2,Image 1,1,6821,
800,,Surface,2,Image 1,1,6822,
1188,,Surface,2,Image 1,1,6823,
1428,,Surface,2,Image 1,1,6824,
1624,,Surface,2,Image 1,1,6825,
1040,,Surface,2,Image 1,1,6826,
1288,,Surface,2,Image 1,1,6827,
1008,,Surface,2,Image 1,1,6828,
968,,Surface,2,Image 1,1,6829,
1288,,Surface,2,Image 1,1,6830,
1260,,Surface,2,Image 1,1,6831,
1144,,Surface,2,Image 1,1,6832,
1792,,Surface,2,Image 1,1,6833,
1636,,Surface,2,Image 1,1,6834,
1893,,Surface,2,Image 1,1,6836,
1672,,Surface,2,Image 1,1,6837,
