
Position Y
 ==================== 
Position Y,Unit,Category,Collection,Time,ID,
613.769,µm,Surface,Position,1,7003,
636.378,µm,Surface,Position,1,7004,
580.846,µm,Surface,Position,1,7005,
657.575,µm,Surface,Position,1,7006,
543.264,µm,Surface,Position,1,7007,
657.263,µm,Surface,Position,1,7008,
609.399,µm,Surface,Position,1,7009,
627.722,µm,Surface,Position,1,7011,
604.606,µm,Surface,Position,1,7012,
639.782,µm,Surface,Position,1,7013,
539.444,µm,Surface,Position,1,7014,
678.974,µm,Surface,Position,1,7015,
543.6,µm,Surface,Position,1,7016,
640.485,µm,Surface,Position,1,7017,
467.035,µm,Surface,Position,1,7018,
642.775,µm,Surface,Position,1,7019,
679.155,µm,Surface,Position,1,7020,
529.261,µm,Surface,Position,1,7021,
545.544,µm,Surface,Position,1,7022,
515.327,µm,Surface,Position,1,7023,
687.203,µm,Surface,Position,1,7024,
682.2,µm,Surface,Position,1,7025,
693.776,µm,Surface,Position,1,7026,
630.718,µm,Surface,Position,1,7027,
537.844,µm,Surface,Position,1,7028,
597.018,µm,Surface,Position,1,7029,
696.086,µm,Surface,Position,1,7030,
532.862,µm,Surface,Position,1,7031,
666.275,µm,Surface,Position,1,7032,
525.117,µm,Surface,Position,1,7033,
506.646,µm,Surface,Position,1,7035,
632.062,µm,Surface,Position,1,7036,
515.961,µm,Surface,Position,1,7037,
490.607,µm,Surface,Position,1,7038,
615.1,µm,Surface,Position,1,7039,
601.276,µm,Surface,Position,1,7040,
542.743,µm,Surface,Position,1,7041,
629.241,µm,Surface,Position,1,7042,
548.149,µm,Surface,Position,1,7043,
495.652,µm,Surface,Position,1,7044,
497.475,µm,Surface,Position,1,7045,
559.195,µm,Surface,Position,1,7046,
541.803,µm,Surface,Position,1,7047,
501.389,µm,Surface,Position,1,7048,
509.72,µm,Surface,Position,1,7049,
566.102,µm,Surface,Position,1,7050,
558.169,µm,Surface,Position,1,7051,
659.998,µm,Surface,Position,1,7052,
555.955,µm,Surface,Position,1,7053,
443.821,µm,Surface,Position,1,7056,
544.958,µm,Surface,Position,1,7057,
625.62,µm,Surface,Position,1,7058,
627.022,µm,Surface,Position,1,7060,
485.16,µm,Surface,Position,1,7061,
544.802,µm,Surface,Position,1,7062,
668.565,µm,Surface,Position,1,7063,
520.542,µm,Surface,Position,1,7064,
607.017,µm,Surface,Position,1,7065,
563.383,µm,Surface,Position,1,7066,
486.237,µm,Surface,Position,1,7067,
575.149,µm,Surface,Position,1,7068,
708.531,µm,Surface,Position,1,7069,
496.871,µm,Surface,Position,1,7070,
543.425,µm,Surface,Position,1,7071,
488.803,µm,Surface,Position,1,7072,
602.695,µm,Surface,Position,1,7073,
706.405,µm,Surface,Position,1,7075,
527.848,µm,Surface,Position,1,7076,
562.715,µm,Surface,Position,1,7077,
708.696,µm,Surface,Position,1,7078,
494.569,µm,Surface,Position,1,7079,
584.053,µm,Surface,Position,1,7080,
555.589,µm,Surface,Position,1,7081,
503.716,µm,Surface,Position,1,7082,
497.084,µm,Surface,Position,1,7083,
648.755,µm,Surface,Position,1,7084,
595.387,µm,Surface,Position,1,7085,
599.925,µm,Surface,Position,1,7087,
612.5,µm,Surface,Position,1,7088,
449.346,µm,Surface,Position,1,7089,
615.499,µm,Surface,Position,1,7090,
557.474,µm,Surface,Position,1,7091,
478.68,µm,Surface,Position,1,7092,
677.522,µm,Surface,Position,1,7093,
712.618,µm,Surface,Position,1,7094,
618.346,µm,Surface,Position,1,7095,
711.617,µm,Surface,Position,1,7096,
482.3,µm,Surface,Position,1,7097,
530.085,µm,Surface,Position,1,7098,
529.308,µm,Surface,Position,1,7099,
558.49,µm,Surface,Position,1,7101,
627.206,µm,Surface,Position,1,7103,
441.346,µm,Surface,Position,1,7104,
530.882,µm,Surface,Position,1,7105,
681.646,µm,Surface,Position,1,7106,
578.469,µm,Surface,Position,1,7107,
503.873,µm,Surface,Position,1,7108,
625.361,µm,Surface,Position,1,7109,
576.073,µm,Surface,Position,1,7110,
578.297,µm,Surface,Position,1,7112,
477.139,µm,Surface,Position,1,7114,
608.217,µm,Surface,Position,1,7115,
567.273,µm,Surface,Position,1,7116,
617.507,µm,Surface,Position,1,7117,
441.323,µm,Surface,Position,1,7119,
622.603,µm,Surface,Position,1,7120,
588.153,µm,Surface,Position,1,7121,
586.657,µm,Surface,Position,1,7122,
577.265,µm,Surface,Position,1,7123,
507.645,µm,Surface,Position,1,7124,
449.56,µm,Surface,Position,1,7125,
617.344,µm,Surface,Position,1,7126,
639.302,µm,Surface,Position,1,7127,
489.436,µm,Surface,Position,1,7128,
561.073,µm,Surface,Position,1,7130,
436.282,µm,Surface,Position,1,7132,
441.227,µm,Surface,Position,1,7133,
474.066,µm,Surface,Position,1,7134,
626.517,µm,Surface,Position,1,7136,
470.802,µm,Surface,Position,1,7137,
633.31,µm,Surface,Position,1,7138,
605.223,µm,Surface,Position,1,7139,
700.055,µm,Surface,Position,1,7140,
664.551,µm,Surface,Position,1,7141,
605.909,µm,Surface,Position,1,7142,
507.704,µm,Surface,Position,1,7143,
636.722,µm,Surface,Position,1,7144,
575.449,µm,Surface,Position,1,7145,
617.432,µm,Surface,Position,1,7146,
684.128,µm,Surface,Position,1,7147,
491.968,µm,Surface,Position,1,7148,
526.217,µm,Surface,Position,1,7149,
607.333,µm,Surface,Position,1,7151,
443.493,µm,Surface,Position,1,7152,
607.869,µm,Surface,Position,1,7154,
543.812,µm,Surface,Position,1,7155,
489.813,µm,Surface,Position,1,7156,
600.456,µm,Surface,Position,1,7157,
479.92,µm,Surface,Position,1,7158,
713.738,µm,Surface,Position,1,7159,
606.798,µm,Surface,Position,1,7161,
668.334,µm,Surface,Position,1,7162,
524.733,µm,Surface,Position,1,7163,
643.223,µm,Surface,Position,1,7164,
702.875,µm,Surface,Position,1,7165,
684.407,µm,Surface,Position,1,7166,
614.388,µm,Surface,Position,1,7168,
491.939,µm,Surface,Position,1,7169,
515.744,µm,Surface,Position,1,7170,
593.319,µm,Surface,Position,1,7171,
539.883,µm,Surface,Position,1,7172,
540.191,µm,Surface,Position,1,7173,
519.276,µm,Surface,Position,1,7174,
500.063,µm,Surface,Position,1,7175,
492.641,µm,Surface,Position,1,7176,
571.459,µm,Surface,Position,1,7177,
633.007,µm,Surface,Position,1,7178,
498.042,µm,Surface,Position,1,7179,
675.77,µm,Surface,Position,1,7181,
592.958,µm,Surface,Position,1,7182,
543.904,µm,Surface,Position,1,7183,
505.407,µm,Surface,Position,1,7184,
630.786,µm,Surface,Position,1,7185,
489.605,µm,Surface,Position,1,7187,
502.221,µm,Surface,Position,1,7188,
488.852,µm,Surface,Position,1,7189,
639.162,µm,Surface,Position,1,7190,
575.365,µm,Surface,Position,1,7191,
704.388,µm,Surface,Position,1,7192,
659.054,µm,Surface,Position,1,7193,
426.201,µm,Surface,Position,1,7194,
649.523,µm,Surface,Position,1,7195,
516.187,µm,Surface,Position,1,7196,
484.519,µm,Surface,Position,1,7197,
427.504,µm,Surface,Position,1,7198,
426.259,µm,Surface,Position,1,7199,
664.575,µm,Surface,Position,1,7200,
464.5,µm,Surface,Position,1,7201,
657.488,µm,Surface,Position,1,7202,
612.296,µm,Surface,Position,1,7203,
427.594,µm,Surface,Position,1,7204,
661.146,µm,Surface,Position,1,7205,
529.695,µm,Surface,Position,1,7206,
431.386,µm,Surface,Position,1,7207,
512.247,µm,Surface,Position,1,7208,
461.981,µm,Surface,Position,1,7209,
515.398,µm,Surface,Position,1,7210,
647.662,µm,Surface,Position,1,7211,
585.135,µm,Surface,Position,1,7212,
669.824,µm,Surface,Position,1,7213,
552.424,µm,Surface,Position,1,7214,
