
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.275255,,Surface,1,6937,
0.24854,,Surface,1,6938,
0.567504,,Surface,1,6939,
0.319706,,Surface,1,6941,
0.359274,,Surface,1,6942,
0.282048,,Surface,1,6943,
0.512834,,Surface,1,6944,
0.418652,,Surface,1,6945,
0.287737,,Surface,1,6946,
0.278349,,Surface,1,6947,
0.271383,,Surface,1,6948,
0.25153,,Surface,1,6949,
0.242983,,Surface,1,6950,
0.273494,,Surface,1,6951,
0.264021,,Surface,1,6952,
0.282862,,Surface,1,6953,
0.351456,,Surface,1,6954,
0.295873,,Surface,1,6955,
0.4372,,Surface,1,6956,
0.377106,,Surface,1,6957,
0.394167,,Surface,1,6958,
0.251226,,Surface,1,6959,
0.188027,,Surface,1,6960,
0.295134,,Surface,1,6961,
0.282323,,Surface,1,6962,
0.288981,,Surface,1,6963,
0.298373,,Surface,1,6964,
0.313439,,Surface,1,6967,
0.310039,,Surface,1,6969,
0.300273,,Surface,1,6970,
0.428844,,Surface,1,6971,
0.316905,,Surface,1,6973,
0.244537,,Surface,1,6974,
0.365198,,Surface,1,6975,
0.24971,,Surface,1,6976,
0.293523,,Surface,1,6977,
0.606945,,Surface,1,6978,
0.24973,,Surface,1,6979,
0.272589,,Surface,1,6980,
0.326356,,Surface,1,6981,
0.316516,,Surface,1,6982,
0.294563,,Surface,1,6983,
0.163359,,Surface,1,6984,
0.3548,,Surface,1,6985,
0.273013,,Surface,1,6986,
0.250864,,Surface,1,6987,
0.620921,,Surface,1,6988,
0.287087,,Surface,1,6989,
0.240679,,Surface,1,6990,
0.328874,,Surface,1,6991,
0.255113,,Surface,1,6992,
0.266975,,Surface,1,6993,
0.261583,,Surface,1,6994,
0.304699,,Surface,1,6995,
0.299507,,Surface,1,6996,
0.27411,,Surface,1,6997,
0.256184,,Surface,1,6998,
0.310197,,Surface,1,6999,
0.416247,,Surface,1,7000,
0.36175,,Surface,1,7001,
0.32756,,Surface,1,7002,
0.288507,,Surface,1,7003,
0.444553,,Surface,1,7004,
0.396725,,Surface,1,7005,
0.333641,,Surface,1,7006,
0.355184,,Surface,1,7007,
0.316448,,Surface,1,7008,
0.398031,,Surface,1,7009,
0.266952,,Surface,1,7011,
0.295181,,Surface,1,7012,
0.213026,,Surface,1,7013,
0.272373,,Surface,1,7014,
0.464304,,Surface,1,7015,
0.376062,,Surface,1,7016,
0.315659,,Surface,1,7017,
0.21259,,Surface,1,7018,
0.26837,,Surface,1,7019,
0.419315,,Surface,1,7020,
0.484225,,Surface,1,7021,
0.269467,,Surface,1,7022,
0.269324,,Surface,1,7023,
0.260677,,Surface,1,7024,
0.278354,,Surface,1,7025,
0.273927,,Surface,1,7026,
0.344147,,Surface,1,7027,
0.278014,,Surface,1,7028,
0.41466,,Surface,1,7029,
0.40391,,Surface,1,7030,
0.262975,,Surface,1,7031,
0.263752,,Surface,1,7032,
0.260041,,Surface,1,7033,
0.276258,,Surface,1,7035,
0.212437,,Surface,1,7036,
0.264734,,Surface,1,7037,
0.265475,,Surface,1,7038,
0.281253,,Surface,1,7039,
0.393938,,Surface,1,7040,
0.230574,,Surface,1,7041,
0.204584,,Surface,1,7042,
0.241101,,Surface,1,7043,
0.227615,,Surface,1,7044,
0.343985,,Surface,1,7045,
0.317391,,Surface,1,7046,
0.252918,,Surface,1,7047,
0.29175,,Surface,1,7048,
0.345865,,Surface,1,7049,
0.245336,,Surface,1,7050,
0.305743,,Surface,1,7051,
0.23343,,Surface,1,7052,
0.236996,,Surface,1,7053,
0.256352,,Surface,1,7056,
0.296067,,Surface,1,7057,
0.374538,,Surface,1,7058,
0.286508,,Surface,1,7060,
0.269232,,Surface,1,7061,
0.284219,,Surface,1,7062,
0.272567,,Surface,1,7063,
0.392796,,Surface,1,7064,
0.391417,,Surface,1,7065,
0.588709,,Surface,1,7066,
0.33161,,Surface,1,7067,
0.380972,,Surface,1,7068,
0.343258,,Surface,1,7069,
0.252682,,Surface,1,7070,
0.260593,,Surface,1,7071,
0.286319,,Surface,1,7072,
0.167348,,Surface,1,7073,
0.28183,,Surface,1,7075,
0.303767,,Surface,1,7076,
0.322033,,Surface,1,7077,
0.461845,,Surface,1,7078,
0.310254,,Surface,1,7079,
0.288611,,Surface,1,7080,
0.274352,,Surface,1,7081,
0.300653,,Surface,1,7082,
0.264515,,Surface,1,7083,
0.399474,,Surface,1,7084,
0.280142,,Surface,1,7085,
0.285465,,Surface,1,7087,
0.283054,,Surface,1,7088,
0.259477,,Surface,1,7089,
0.284802,,Surface,1,7090,
0.378515,,Surface,1,7091,
0.389904,,Surface,1,7092,
0.288317,,Surface,1,7093,
0.375127,,Surface,1,7094,
0.28782,,Surface,1,7095,
0.253966,,Surface,1,7096,
0.287379,,Surface,1,7097,
0.133571,,Surface,1,7098,
0.176686,,Surface,1,7099,
0.237954,,Surface,1,7101,
0.292651,,Surface,1,7103,
0.281052,,Surface,1,7104,
0.442126,,Surface,1,7105,
0.298596,,Surface,1,7106,
0.250548,,Surface,1,7107,
0.312058,,Surface,1,7108,
0.305405,,Surface,1,7109,
0.254917,,Surface,1,7110,
0.271727,,Surface,1,7112,
0.28539,,Surface,1,7114,
0.33528,,Surface,1,7115,
0.261523,,Surface,1,7116,
0.274693,,Surface,1,7117,
0.297669,,Surface,1,7119,
0.290741,,Surface,1,7120,
0.437845,,Surface,1,7121,
0.215297,,Surface,1,7122,
0.330068,,Surface,1,7123,
0.300036,,Surface,1,7124,
0.315617,,Surface,1,7125,
0.346218,,Surface,1,7126,
0.215274,,Surface,1,7127,
0.270709,,Surface,1,7128,
0.292697,,Surface,1,7130,
0.263106,,Surface,1,7132,
0.594701,,Surface,1,7133,
0.359714,,Surface,1,7134,
0.291526,,Surface,1,7136,
0.371123,,Surface,1,7137,
0.440808,,Surface,1,7138,
0.303953,,Surface,1,7139,
0.280271,,Surface,1,7140,
0.417785,,Surface,1,7141,
0.396729,,Surface,1,7142,
0.596976,,Surface,1,7143,
0.568347,,Surface,1,7144,
0.275865,,Surface,1,7145,
0.279761,,Surface,1,7146,
0.608319,,Surface,1,7147,
0.326194,,Surface,1,7148,
0.26686,,Surface,1,7149,
0.388344,,Surface,1,7151,
0.39674,,Surface,1,7152,
0.318249,,Surface,1,7154,
0.278283,,Surface,1,7155,
0.352231,,Surface,1,7156,
0.283459,,Surface,1,7157,
0.269728,,Surface,1,7158,
0.462318,,Surface,1,7159,
0.261939,,Surface,1,7161,
0.273707,,Surface,1,7162,
0.257415,,Surface,1,7163,
0.317846,,Surface,1,7164,
0.310153,,Surface,1,7165,
0.296754,,Surface,1,7166,
0.466547,,Surface,1,7168,
0.301464,,Surface,1,7169,
0.266214,,Surface,1,7170,
0.311304,,Surface,1,7171,
0.299143,,Surface,1,7172,
0.247251,,Surface,1,7173,
0.264963,,Surface,1,7174,
0.284961,,Surface,1,7175,
0.464537,,Surface,1,7176,
0.183039,,Surface,1,7177,
0.388089,,Surface,1,7178,
0.257475,,Surface,1,7179,
0.230273,,Surface,1,7181,
0.342765,,Surface,1,7182,
0.303616,,Surface,1,7183,
0.28008,,Surface,1,7184,
0.256793,,Surface,1,7185,
0.401744,,Surface,1,7187,
0.277179,,Surface,1,7188,
0.239201,,Surface,1,7189,
0.287647,,Surface,1,7190,
0.306329,,Surface,1,7191,
0.285859,,Surface,1,7192,
0.300873,,Surface,1,7193,
0.345109,,Surface,1,7194,
0.257266,,Surface,1,7195,
0.167988,,Surface,1,7196,
0.27249,,Surface,1,7197,
0.278741,,Surface,1,7198,
0.211821,,Surface,1,7199,
0.396733,,Surface,1,7200,
0.259992,,Surface,1,7201,
0.294922,,Surface,1,7202,
0.420228,,Surface,1,7203,
0.259793,,Surface,1,7204,
0.311127,,Surface,1,7205,
0.344982,,Surface,1,7206,
0.221579,,Surface,1,7207,
0.238129,,Surface,1,7208,
0.27876,,Surface,1,7209,
0.245542,,Surface,1,7210,
0.497576,,Surface,1,7211,
0.305483,,Surface,1,7212,
0.362323,,Surface,1,7213,
0.288137,,Surface,1,7214,
0.417813,,Surface,1,7215,
0.35205,,Surface,1,7216,
0.25699,,Surface,1,7217,
0.4288,,Surface,1,7218,
0.261125,,Surface,1,7219,
0.158233,,Surface,1,7220,
0.386684,,Surface,1,7221,
0.314221,,Surface,1,7222,
0.261382,,Surface,1,7223,
0.418762,,Surface,1,7224,
0.33147,,Surface,1,7225,
0.280868,,Surface,1,7226,
0.483307,,Surface,1,7228,
0.275377,,Surface,1,7229,
0.285825,,Surface,1,7230,
0.238249,,Surface,1,7231,
0.269873,,Surface,1,7232,
0.289493,,Surface,1,7233,
0.261943,,Surface,1,7234,
0.274723,,Surface,1,7235,
