
Position X
 ==================== 
Position X,Unit,Category,Collection,Time,ID,
593.836,µm,Surface,Position,1,7155,
642.426,µm,Surface,Position,1,7156,
533.676,µm,Surface,Position,1,7157,
648.056,µm,Surface,Position,1,7158,
425.101,µm,Surface,Position,1,7159,
519.573,µm,Surface,Position,1,7161,
457.225,µm,Surface,Position,1,7162,
611.017,µm,Surface,Position,1,7163,
502.013,µm,Surface,Position,1,7164,
439.484,µm,Surface,Position,1,7165,
444.571,µm,Surface,Position,1,7166,
508.413,µm,Surface,Position,1,7168,
650.246,µm,Surface,Position,1,7169,
628.933,µm,Surface,Position,1,7170,
530.928,µm,Surface,Position,1,7171,
598.943,µm,Surface,Position,1,7172,
601.254,µm,Surface,Position,1,7173,
617.587,µm,Surface,Position,1,7174,
633.226,µm,Surface,Position,1,7175,
644.688,µm,Surface,Position,1,7176,
578.141,µm,Surface,Position,1,7177,
497.807,µm,Surface,Position,1,7178,
643.194,µm,Surface,Position,1,7179,
463.029,µm,Surface,Position,1,7181,
546.108,µm,Surface,Position,1,7182,
601.362,µm,Surface,Position,1,7183,
646.036,µm,Surface,Position,1,7184,
511.999,µm,Surface,Position,1,7185,
640.615,µm,Surface,Position,1,7187,
635.569,µm,Surface,Position,1,7188,
641.825,µm,Surface,Position,1,7189,
503.523,µm,Surface,Position,1,7190,
518.584,µm,Surface,Position,1,7191,
408.408,µm,Surface,Position,1,7192,
450.655,µm,Surface,Position,1,7193,
673.978,µm,Surface,Position,1,7194,
462.511,µm,Surface,Position,1,7195,
585.847,µm,Surface,Position,1,7196,
630.432,µm,Surface,Position,1,7197,
681.698,µm,Surface,Position,1,7198,
672.754,µm,Surface,Position,1,7199,
442.599,µm,Surface,Position,1,7200,
643.693,µm,Surface,Position,1,7201,
452.177,µm,Surface,Position,1,7202,
503.994,µm,Surface,Position,1,7203,
670.257,µm,Surface,Position,1,7204,
449.567,µm,Surface,Position,1,7205,
572.756,µm,Surface,Position,1,7206,
675.782,µm,Surface,Position,1,7207,
587.703,µm,Surface,Position,1,7208,
647.944,µm,Surface,Position,1,7209,
582.056,µm,Surface,Position,1,7210,
458.914,µm,Surface,Position,1,7211,
512.615,µm,Surface,Position,1,7212,
434.652,µm,Surface,Position,1,7213,
547.544,µm,Surface,Position,1,7214,
454.013,µm,Surface,Position,1,7215,
590.132,µm,Surface,Position,1,7216,
525.38,µm,Surface,Position,1,7217,
526.814,µm,Surface,Position,1,7218,
714.866,µm,Surface,Position,1,7219,
698.729,µm,Surface,Position,1,7220,
589.93,µm,Surface,Position,1,7221,
541.468,µm,Surface,Position,1,7222,
510.34,µm,Surface,Position,1,7223,
630.453,µm,Surface,Position,1,7224,
384.688,µm,Surface,Position,1,7225,
482.257,µm,Surface,Position,1,7226,
672.673,µm,Surface,Position,1,7228,
516.165,µm,Surface,Position,1,7229,
497.118,µm,Surface,Position,1,7230,
498.785,µm,Surface,Position,1,7231,
496.334,µm,Surface,Position,1,7232,
495.224,µm,Surface,Position,1,7233,
442.084,µm,Surface,Position,1,7234,
643.918,µm,Surface,Position,1,7235,
608.646,µm,Surface,Position,1,7236,
479.082,µm,Surface,Position,1,7237,
591.487,µm,Surface,Position,1,7238,
533.17,µm,Surface,Position,1,7239,
624.026,µm,Surface,Position,1,7240,
450.792,µm,Surface,Position,1,7241,
532.538,µm,Surface,Position,1,7242,
498.855,µm,Surface,Position,1,7243,
540.499,µm,Surface,Position,1,7244,
450.988,µm,Surface,Position,1,7245,
641.738,µm,Surface,Position,1,7246,
617.56,µm,Surface,Position,1,7247,
527.442,µm,Surface,Position,1,7248,
524.164,µm,Surface,Position,1,7250,
501.697,µm,Surface,Position,1,7251,
502.154,µm,Surface,Position,1,7254,
698.789,µm,Surface,Position,1,7255,
514.079,µm,Surface,Position,1,7256,
508.566,µm,Surface,Position,1,7257,
709.991,µm,Surface,Position,1,7258,
419.257,µm,Surface,Position,1,7259,
516.191,µm,Surface,Position,1,7260,
493.892,µm,Surface,Position,1,7261,
521.614,µm,Surface,Position,1,7262,
573.53,µm,Surface,Position,1,7263,
700.443,µm,Surface,Position,1,7264,
398.394,µm,Surface,Position,1,7265,
559.194,µm,Surface,Position,1,7266,
537.041,µm,Surface,Position,1,7267,
552.886,µm,Surface,Position,1,7268,
548.005,µm,Surface,Position,1,7269,
491.933,µm,Surface,Position,1,7270,
490.335,µm,Surface,Position,1,7271,
485.082,µm,Surface,Position,1,7272,
506.105,µm,Surface,Position,1,7273,
558.768,µm,Surface,Position,1,7274,
537.15,µm,Surface,Position,1,7275,
555.305,µm,Surface,Position,1,7276,
402.033,µm,Surface,Position,1,7277,
603.058,µm,Surface,Position,1,7278,
