
Intensity Max Ch=15 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
2693,,Surface,15,Image 1,1,6721,
2251,,Surface,15,Image 1,1,6722,
1655,,Surface,15,Image 1,1,6723,
2644,,Surface,15,Image 1,1,6724,
2287,,Surface,15,Image 1,1,6725,
1780,,Surface,15,Image 1,1,6726,
962,,Surface,15,Image 1,1,6728,
2314,,Surface,15,Image 1,1,6729,
2875,,Surface,15,Image 1,1,6730,
1231,,Surface,15,Image 1,1,6731,
1922,,Surface,15,Image 1,1,6732,
3634,,Surface,15,Image 1,1,6733,
665,,Surface,15,Image 1,1,6734,
1992,,Surface,15,Image 1,1,6735,
2925,,Surface,15,Image 1,1,6736,
0,,Surface,15,Image 1,1,6737,
3667,,Surface,15,Image 1,1,6738,
9149,,Surface,15,Image 1,1,6739,
2708,,Surface,15,Image 1,1,6740,
4395,,Surface,15,Image 1,1,6741,
5019,,Surface,15,Image 1,1,6742,
985,,Surface,15,Image 1,1,6743,
3176,,Surface,15,Image 1,1,6744,
4215,,Surface,15,Image 1,1,6745,
0,,Surface,15,Image 1,1,6746,
1461,,Surface,15,Image 1,1,6747,
1266,,Surface,15,Image 1,1,6748,
0,,Surface,15,Image 1,1,6749,
1933,,Surface,15,Image 1,1,6750,
4831,,Surface,15,Image 1,1,6751,
446,,Surface,15,Image 1,1,6752,
5744,,Surface,15,Image 1,1,6753,
2872,,Surface,15,Image 1,1,6754,
997,,Surface,15,Image 1,1,6755,
3989,,Surface,15,Image 1,1,6756,
229,,Surface,15,Image 1,1,6757,
2709,,Surface,15,Image 1,1,6758,
2540,,Surface,15,Image 1,1,6760,
2037,,Surface,15,Image 1,1,6761,
1959,,Surface,15,Image 1,1,6762,
3752,,Surface,15,Image 1,1,6763,
2242,,Surface,15,Image 1,1,6764,
2992,,Surface,15,Image 1,1,6765,
1408,,Surface,15,Image 1,1,6766,
2788,,Surface,15,Image 1,1,6767,
1637,,Surface,15,Image 1,1,6768,
1156,,Surface,15,Image 1,1,6770,
1650,,Surface,15,Image 1,1,6771,
1305,,Surface,15,Image 1,1,6772,
2193,,Surface,15,Image 1,1,6773,
1499,,Surface,15,Image 1,1,6774,
3745,,Surface,15,Image 1,1,6775,
705,,Surface,15,Image 1,1,6776,
1661,,Surface,15,Image 1,1,6777,
1961,,Surface,15,Image 1,1,6778,
1550,,Surface,15,Image 1,1,6781,
999,,Surface,15,Image 1,1,6782,
3804,,Surface,15,Image 1,1,6783,
2074,,Surface,15,Image 1,1,6784,
343,,Surface,15,Image 1,1,6785,
2517,,Surface,15,Image 1,1,6786,
1321,,Surface,15,Image 1,1,6787,
2407,,Surface,15,Image 1,1,6788,
1816,,Surface,15,Image 1,1,6789,
3145,,Surface,15,Image 1,1,6790,
3135,,Surface,15,Image 1,1,6791,
1274,,Surface,15,Image 1,1,6792,
2655,,Surface,15,Image 1,1,6793,
5637,,Surface,15,Image 1,1,6794,
2176,,Surface,15,Image 1,1,6795,
2689,,Surface,15,Image 1,1,6796,
0,,Surface,15,Image 1,1,6797,
1022,,Surface,15,Image 1,1,6798,
3395,,Surface,15,Image 1,1,6799,
4561,,Surface,15,Image 1,1,6800,
634,,Surface,15,Image 1,1,6801,
1364,,Surface,15,Image 1,1,6802,
3808,,Surface,15,Image 1,1,6803,
1757,,Surface,15,Image 1,1,6804,
2572,,Surface,15,Image 1,1,6805,
1388,,Surface,15,Image 1,1,6806,
4883,,Surface,15,Image 1,1,6807,
2021,,Surface,15,Image 1,1,6808,
4345,,Surface,15,Image 1,1,6810,
2836,,Surface,15,Image 1,1,6811,
771,,Surface,15,Image 1,1,6812,
3340,,Surface,15,Image 1,1,6813,
0,,Surface,15,Image 1,1,6814,
2595,,Surface,15,Image 1,1,6815,
1820,,Surface,15,Image 1,1,6816,
1729,,Surface,15,Image 1,1,6817,
2846,,Surface,15,Image 1,1,6819,
2430,,Surface,15,Image 1,1,6820,
1178,,Surface,15,Image 1,1,6821,
1468,,Surface,15,Image 1,1,6822,
5344,,Surface,15,Image 1,1,6823,
1151,,Surface,15,Image 1,1,6824,
2680,,Surface,15,Image 1,1,6825,
3216,,Surface,15,Image 1,1,6826,
2412,,Surface,15,Image 1,1,6827,
2278,,Surface,15,Image 1,1,6828,
5249,,Surface,15,Image 1,1,6829,
2258,,Surface,15,Image 1,1,6830,
2185,,Surface,15,Image 1,1,6831,
2080,,Surface,15,Image 1,1,6832,
282,,Surface,15,Image 1,1,6833,
368,,Surface,15,Image 1,1,6834,
785,,Surface,15,Image 1,1,6836,
4263,,Surface,15,Image 1,1,6837,
2401,,Surface,15,Image 1,1,6838,
2131,,Surface,15,Image 1,1,6840,
32,,Surface,15,Image 1,1,6841,
2215,,Surface,15,Image 1,1,6842,
382,,Surface,15,Image 1,1,6843,
3056,,Surface,15,Image 1,1,6844,
1173,,Surface,15,Image 1,1,6845,
4443,,Surface,15,Image 1,1,6846,
592,,Surface,15,Image 1,1,6847,
387,,Surface,15,Image 1,1,6849,
1658,,Surface,15,Image 1,1,6850,
2367,,Surface,15,Image 1,1,6851,
2749,,Surface,15,Image 1,1,6852,
3505,,Surface,15,Image 1,1,6853,
2866,,Surface,15,Image 1,1,6855,
3235,,Surface,15,Image 1,1,6856,
4052,,Surface,15,Image 1,1,6857,
1858,,Surface,15,Image 1,1,6858,
1943,,Surface,15,Image 1,1,6859,
1113,,Surface,15,Image 1,1,6860,
3304,,Surface,15,Image 1,1,6861,
212,,Surface,15,Image 1,1,6862,
2190,,Surface,15,Image 1,1,6863,
2116,,Surface,15,Image 1,1,6864,
2242,,Surface,15,Image 1,1,6866,
1343,,Surface,15,Image 1,1,6867,
2311,,Surface,15,Image 1,1,6868,
3582,,Surface,15,Image 1,1,6869,
1161,,Surface,15,Image 1,1,6870,
1544,,Surface,15,Image 1,1,6871,
1393,,Surface,15,Image 1,1,6872,
1515,,Surface,15,Image 1,1,6873,
4859,,Surface,15,Image 1,1,6874,
1613,,Surface,15,Image 1,1,6875,
942,,Surface,15,Image 1,1,6877,
1375,,Surface,15,Image 1,1,6878,
1066,,Surface,15,Image 1,1,6879,
420,,Surface,15,Image 1,1,6880,
1246,,Surface,15,Image 1,1,6881,
1886,,Surface,15,Image 1,1,6882,
944,,Surface,15,Image 1,1,6884,
5077,,Surface,15,Image 1,1,6885,
1639,,Surface,15,Image 1,1,6886,
2923,,Surface,15,Image 1,1,6887,
3672,,Surface,15,Image 1,1,6888,
0,,Surface,15,Image 1,1,6889,
844,,Surface,15,Image 1,1,6890,
1838,,Surface,15,Image 1,1,6891,
2404,,Surface,15,Image 1,1,6892,
4728,,Surface,15,Image 1,1,6894,
4128,,Surface,15,Image 1,1,6895,
1980,,Surface,15,Image 1,1,6896,
451,,Surface,15,Image 1,1,6897,
1630,,Surface,15,Image 1,1,6898,
3249,,Surface,15,Image 1,1,6899,
4089,,Surface,15,Image 1,1,6900,
1267,,Surface,15,Image 1,1,6901,
475,,Surface,15,Image 1,1,6902,
7232,,Surface,15,Image 1,1,6904,
2917,,Surface,15,Image 1,1,6905,
1032,,Surface,15,Image 1,1,6906,
3322,,Surface,15,Image 1,1,6907,
11378,,Surface,15,Image 1,1,6908,
1648,,Surface,15,Image 1,1,6909,
530,,Surface,15,Image 1,1,6910,
2755,,Surface,15,Image 1,1,6911,
7598,,Surface,15,Image 1,1,6912,
1225,,Surface,15,Image 1,1,6914,
3316,,Surface,15,Image 1,1,6915,
4230,,Surface,15,Image 1,1,6917,
1702,,Surface,15,Image 1,1,6919,
734,,Surface,15,Image 1,1,6920,
2544,,Surface,15,Image 1,1,6921,
4009,,Surface,15,Image 1,1,6922,
798,,Surface,15,Image 1,1,6923,
696,,Surface,15,Image 1,1,6924,
4402,,Surface,15,Image 1,1,6925,
1676,,Surface,15,Image 1,1,6926,
3208,,Surface,15,Image 1,1,6927,
5048,,Surface,15,Image 1,1,6928,
1519,,Surface,15,Image 1,1,6929,
3773,,Surface,15,Image 1,1,6930,
928,,Surface,15,Image 1,1,6931,
2244,,Surface,15,Image 1,1,6932,
2519,,Surface,15,Image 1,1,6933,
4328,,Surface,15,Image 1,1,6934,
4341,,Surface,15,Image 1,1,6935,
1392,,Surface,15,Image 1,1,6936,
3535,,Surface,15,Image 1,1,6937,
7136,,Surface,15,Image 1,1,6938,
4390,,Surface,15,Image 1,1,6939,
2499,,Surface,15,Image 1,1,6941,
3468,,Surface,15,Image 1,1,6942,
3890,,Surface,15,Image 1,1,6943,
7056,,Surface,15,Image 1,1,6944,
5632,,Surface,15,Image 1,1,6945,
153,,Surface,15,Image 1,1,6946,
4036,,Surface,15,Image 1,1,6947,
10571,,Surface,15,Image 1,1,6948,
2884,,Surface,15,Image 1,1,6949,
2863,,Surface,15,Image 1,1,6950,
2883,,Surface,15,Image 1,1,6951,
1821,,Surface,15,Image 1,1,6952,
