
Intensity Sum of Square Ch=33 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
7.12378e+09,,Surface,33,Image 1,1,6721,
1.99442e+10,,Surface,33,Image 1,1,6722,
1.18554e+11,,Surface,33,Image 1,1,6723,
1.46998e+11,,Surface,33,Image 1,1,6724,
5.60342e+09,,Surface,33,Image 1,1,6725,
1.27299e+11,,Surface,33,Image 1,1,6726,
8.16464e+09,,Surface,33,Image 1,1,6728,
1.23067e+10,,Surface,33,Image 1,1,6729,
4.35515e+10,,Surface,33,Image 1,1,6730,
1.46442e+10,,Surface,33,Image 1,1,6731,
2.61593e+10,,Surface,33,Image 1,1,6732,
3.77104e+08,,Surface,33,Image 1,1,6733,
8.4599e+09,,Surface,33,Image 1,1,6734,
3.27753e+09,,Surface,33,Image 1,1,6735,
2.32413e+10,,Surface,33,Image 1,1,6736,
4.88231e+09,,Surface,33,Image 1,1,6737,
2.59628e+10,,Surface,33,Image 1,1,6738,
2.47e+11,,Surface,33,Image 1,1,6739,
3.84745e+09,,Surface,33,Image 1,1,6740,
2.73509e+10,,Surface,33,Image 1,1,6741,
4.2022e+10,,Surface,33,Image 1,1,6742,
8.13399e+09,,Surface,33,Image 1,1,6743,
5.03749e+10,,Surface,33,Image 1,1,6744,
6.40912e+09,,Surface,33,Image 1,1,6745,
6.69477e+09,,Surface,33,Image 1,1,6746,
1.20041e+08,,Surface,33,Image 1,1,6747,
2.44002e+09,,Surface,33,Image 1,1,6748,
3.44661e+09,,Surface,33,Image 1,1,6749,
5.45816e+09,,Surface,33,Image 1,1,6750,
1.00802e+11,,Surface,33,Image 1,1,6751,
1.18008e+10,,Surface,33,Image 1,1,6752,
5.28079e+10,,Surface,33,Image 1,1,6753,
1.36926e+09,,Surface,33,Image 1,1,6754,
3.10177e+08,,Surface,33,Image 1,1,6755,
7.62279e+10,,Surface,33,Image 1,1,6756,
5.83335e+10,,Surface,33,Image 1,1,6757,
2.10798e+10,,Surface,33,Image 1,1,6758,
1.43868e+10,,Surface,33,Image 1,1,6760,
9.95378e+09,,Surface,33,Image 1,1,6761,
2.69778e+10,,Surface,33,Image 1,1,6762,
3.15492e+10,,Surface,33,Image 1,1,6763,
5.26311e+09,,Surface,33,Image 1,1,6764,
8.117e+10,,Surface,33,Image 1,1,6765,
1.69573e+10,,Surface,33,Image 1,1,6766,
3.58856e+10,,Surface,33,Image 1,1,6767,
1.79766e+09,,Surface,33,Image 1,1,6768,
4.04643e+10,,Surface,33,Image 1,1,6770,
4.18533e+09,,Surface,33,Image 1,1,6771,
1.06029e+10,,Surface,33,Image 1,1,6772,
