
Intensity Mean Ch=34 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1.20612,,Surface,34,Image 1,1,6721,
5.54142,,Surface,34,Image 1,1,6722,
0.279813,,Surface,34,Image 1,1,6723,
0.359761,,Surface,34,Image 1,1,6724,
0.216667,,Surface,34,Image 1,1,6725,
0.485075,,Surface,34,Image 1,1,6726,
0.703125,,Surface,34,Image 1,1,6728,
1.20184,,Surface,34,Image 1,1,6729,
4.04634,,Surface,34,Image 1,1,6730,
11.3243,,Surface,34,Image 1,1,6731,
0.133929,,Surface,34,Image 1,1,6732,
0.260417,,Surface,34,Image 1,1,6733,
16.8885,,Surface,34,Image 1,1,6734,
10.5668,,Surface,34,Image 1,1,6735,
0.464638,,Surface,34,Image 1,1,6736,
19.6411,,Surface,34,Image 1,1,6737,
9.7598,,Surface,34,Image 1,1,6738,
2.08624,,Surface,34,Image 1,1,6739,
0.408333,,Surface,34,Image 1,1,6740,
2.28426,,Surface,34,Image 1,1,6741,
2.01427,,Surface,34,Image 1,1,6742,
0.196429,,Surface,34,Image 1,1,6743,
2.07586,,Surface,34,Image 1,1,6744,
2.43847,,Surface,34,Image 1,1,6745,
0.133255,,Surface,34,Image 1,1,6746,
0.181818,,Surface,34,Image 1,1,6747,
0,,Surface,34,Image 1,1,6748,
3.67373,,Surface,34,Image 1,1,6749,
1.09549,,Surface,34,Image 1,1,6750,
0.621131,,Surface,34,Image 1,1,6751,
1.15446,,Surface,34,Image 1,1,6752,
4.47424,,Surface,34,Image 1,1,6753,
0.0919118,,Surface,34,Image 1,1,6754,
0.618056,,Surface,34,Image 1,1,6755,
0.518675,,Surface,34,Image 1,1,6756,
0.708173,,Surface,34,Image 1,1,6757,
1.525,,Surface,34,Image 1,1,6758,
2.76366,,Surface,34,Image 1,1,6760,
0.62345,,Surface,34,Image 1,1,6761,
1.8149,,Surface,34,Image 1,1,6762,
0.561776,,Surface,34,Image 1,1,6763,
0.451923,,Surface,34,Image 1,1,6764,
1.62146,,Surface,34,Image 1,1,6765,
0.10466,,Surface,34,Image 1,1,6766,
5.98114,,Surface,34,Image 1,1,6767,
81.5851,,Surface,34,Image 1,1,6768,
11.9327,,Surface,34,Image 1,1,6770,
2.10668,,Surface,34,Image 1,1,6771,
0.461364,,Surface,34,Image 1,1,6772,
0.535156,,Surface,34,Image 1,1,6773,
1.11344,,Surface,34,Image 1,1,6774,
1.10403,,Surface,34,Image 1,1,6775,
0.0879934,,Surface,34,Image 1,1,6776,
0.231618,,Surface,34,Image 1,1,6777,
11.9328,,Surface,34,Image 1,1,6778,
7.3004,,Surface,34,Image 1,1,6781,
8.97635,,Surface,34,Image 1,1,6782,
25.4066,,Surface,34,Image 1,1,6783,
27.3062,,Surface,34,Image 1,1,6784,
0,,Surface,34,Image 1,1,6785,
0.752841,,Surface,34,Image 1,1,6786,
17.94,,Surface,34,Image 1,1,6787,
39.9494,,Surface,34,Image 1,1,6788,
0.287725,,Surface,34,Image 1,1,6789,
2.225,,Surface,34,Image 1,1,6790,
79.0131,,Surface,34,Image 1,1,6791,
0.166667,,Surface,34,Image 1,1,6792,
0.353814,,Surface,34,Image 1,1,6793,
0.505013,,Surface,34,Image 1,1,6794,
10.5689,,Surface,34,Image 1,1,6795,
14.1088,,Surface,34,Image 1,1,6796,
1.12897,,Surface,34,Image 1,1,6797,
0.436806,,Surface,34,Image 1,1,6798,
1.20312,,Surface,34,Image 1,1,6799,
0.439413,,Surface,34,Image 1,1,6800,
5.62614,,Surface,34,Image 1,1,6801,
0.714583,,Surface,34,Image 1,1,6802,
3.36994,,Surface,34,Image 1,1,6803,
0.230147,,Surface,34,Image 1,1,6804,
3.21489,,Surface,34,Image 1,1,6805,
137.038,,Surface,34,Image 1,1,6806,
0.767361,,Surface,34,Image 1,1,6807,
0.679688,,Surface,34,Image 1,1,6808,
103.567,,Surface,34,Image 1,1,6810,
1.52303,,Surface,34,Image 1,1,6811,
47.9285,,Surface,34,Image 1,1,6812,
3.26858,,Surface,34,Image 1,1,6813,
11.4024,,Surface,34,Image 1,1,6814,
0.736229,,Surface,34,Image 1,1,6815,
0.13125,,Surface,34,Image 1,1,6816,
0.56577,,Surface,34,Image 1,1,6817,
0.379808,,Surface,34,Image 1,1,6819,
0.0528846,,Surface,34,Image 1,1,6820,
0.8125,,Surface,34,Image 1,1,6821,
161.16,,Surface,34,Image 1,1,6822,
0.137195,,Surface,34,Image 1,1,6823,
1.2325,,Surface,34,Image 1,1,6824,
0.301016,,Surface,34,Image 1,1,6825,
1.17649,,Surface,34,Image 1,1,6826,
0.652427,,Surface,34,Image 1,1,6827,
2.32157,,Surface,34,Image 1,1,6828,
2.36932,,Surface,34,Image 1,1,6829,
0.475636,,Surface,34,Image 1,1,6830,
1.35294,,Surface,34,Image 1,1,6831,
0.793469,,Surface,34,Image 1,1,6832,
0,,Surface,34,Image 1,1,6833,
0.229167,,Surface,34,Image 1,1,6834,
7.76442,,Surface,34,Image 1,1,6836,
0.960577,,Surface,34,Image 1,1,6837,
44.2625,,Surface,34,Image 1,1,6838,
0.420168,,Surface,34,Image 1,1,6840,
25.2417,,Surface,34,Image 1,1,6841,
0.814457,,Surface,34,Image 1,1,6842,
1.38802,,Surface,34,Image 1,1,6843,
6.10888,,Surface,34,Image 1,1,6844,
2.9485,,Surface,34,Image 1,1,6845,
1.62702,,Surface,34,Image 1,1,6846,
0.239936,,Surface,34,Image 1,1,6847,
18.6389,,Surface,34,Image 1,1,6849,
8.81058,,Surface,34,Image 1,1,6850,
0.0653409,,Surface,34,Image 1,1,6851,
0.114583,,Surface,34,Image 1,1,6852,
0.656656,,Surface,34,Image 1,1,6853,
0.495384,,Surface,34,Image 1,1,6855,
1.19988,,Surface,34,Image 1,1,6856,
0.210685,,Surface,34,Image 1,1,6857,
0.450181,,Surface,34,Image 1,1,6858,
3.18851,,Surface,34,Image 1,1,6859,
3.54808,,Surface,34,Image 1,1,6860,
0.868223,,Surface,34,Image 1,1,6861,
48.2426,,Surface,34,Image 1,1,6862,
0.917195,,Surface,34,Image 1,1,6863,
7.49385,,Surface,34,Image 1,1,6864,
0.308036,,Surface,34,Image 1,1,6866,
0.0763889,,Surface,34,Image 1,1,6867,
0.352707,,Surface,34,Image 1,1,6868,
0.0266854,,Surface,34,Image 1,1,6869,
0.40625,,Surface,34,Image 1,1,6870,
0.13823,,Surface,34,Image 1,1,6871,
6.46429,,Surface,34,Image 1,1,6872,
1.16508,,Surface,34,Image 1,1,6873,
7.04303,,Surface,34,Image 1,1,6874,
0.0532095,,Surface,34,Image 1,1,6875,
17.2969,,Surface,34,Image 1,1,6877,
0.743056,,Surface,34,Image 1,1,6878,
0.0357143,,Surface,34,Image 1,1,6879,
0.800962,,Surface,34,Image 1,1,6880,
0.949468,,Surface,34,Image 1,1,6881,
12.0985,,Surface,34,Image 1,1,6882,
0.0486111,,Surface,34,Image 1,1,6884,
29.297,,Surface,34,Image 1,1,6885,
1.23902,,Surface,34,Image 1,1,6886,
1.0446,,Surface,34,Image 1,1,6887,
0.587251,,Surface,34,Image 1,1,6888,
0.559476,,Surface,34,Image 1,1,6889,
2.04978,,Surface,34,Image 1,1,6890,
14.7121,,Surface,34,Image 1,1,6891,
0.76966,,Surface,34,Image 1,1,6892,
3.4565,,Surface,34,Image 1,1,6894,
0.601659,,Surface,34,Image 1,1,6895,
0.626582,,Surface,34,Image 1,1,6896,
1.1972,,Surface,34,Image 1,1,6897,
0.518657,,Surface,34,Image 1,1,6898,
0.949432,,Surface,34,Image 1,1,6899,
0.596591,,Surface,34,Image 1,1,6900,
0,,Surface,34,Image 1,1,6901,
0.5625,,Surface,34,Image 1,1,6902,
1.17059,,Surface,34,Image 1,1,6904,
0.47998,,Surface,34,Image 1,1,6905,
0,,Surface,34,Image 1,1,6906,
0.980947,,Surface,34,Image 1,1,6907,
0.48596,,Surface,34,Image 1,1,6908,
37.2897,,Surface,34,Image 1,1,6909,
0.359187,,Surface,34,Image 1,1,6910,
62.4704,,Surface,34,Image 1,1,6911,
0.211111,,Surface,34,Image 1,1,6912,
0.822086,,Surface,34,Image 1,1,6914,
2.36781,,Surface,34,Image 1,1,6915,
0.859909,,Surface,34,Image 1,1,6917,
6.80011,,Surface,34,Image 1,1,6919,
0.0514113,,Surface,34,Image 1,1,6920,
1.18196,,Surface,34,Image 1,1,6921,
0.984601,,Surface,34,Image 1,1,6922,
0.31808,,Surface,34,Image 1,1,6923,
33.7692,,Surface,34,Image 1,1,6924,
0.426977,,Surface,34,Image 1,1,6925,
0.425562,,Surface,34,Image 1,1,6926,
0.278177,,Surface,34,Image 1,1,6927,
6.44118,,Surface,34,Image 1,1,6928,
0.436198,,Surface,34,Image 1,1,6929,
29.9559,,Surface,34,Image 1,1,6930,
0.117188,,Surface,34,Image 1,1,6931,
0.542796,,Surface,34,Image 1,1,6932,
41.5438,,Surface,34,Image 1,1,6933,
4.02455,,Surface,34,Image 1,1,6934,
1.12137,,Surface,34,Image 1,1,6935,
9.98958,,Surface,34,Image 1,1,6936,
1.67625,,Surface,34,Image 1,1,6937,
2.11446,,Surface,34,Image 1,1,6938,
0.962316,,Surface,34,Image 1,1,6939,
0.0375,,Surface,34,Image 1,1,6941,
0.894465,,Surface,34,Image 1,1,6942,
2.88232,,Surface,34,Image 1,1,6943,
