
Intensity Sum of Square Ch=15 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
1.10464e+09,,Surface,15,Image 1,1,6721,
2.89759e+08,,Surface,15,Image 1,1,6722,
6.23653e+08,,Surface,15,Image 1,1,6723,
1.52374e+09,,Surface,15,Image 1,1,6724,
4.09874e+08,,Surface,15,Image 1,1,6725,
2.25496e+09,,Surface,15,Image 1,1,6726,
4.68618e+07,,Surface,15,Image 1,1,6728,
2.74832e+08,,Surface,15,Image 1,1,6729,
1.61977e+09,,Surface,15,Image 1,1,6730,
1.41305e+08,,Surface,15,Image 1,1,6731,
3.00673e+08,,Surface,15,Image 1,1,6732,
9.31036e+08,,Surface,15,Image 1,1,6733,
1.05398e+07,,Surface,15,Image 1,1,6734,
6.28865e+08,,Surface,15,Image 1,1,6735,
1.14324e+09,,Surface,15,Image 1,1,6736,
0,,Surface,15,Image 1,1,6737,
1.9351e+09,,Surface,15,Image 1,1,6738,
3.21791e+10,,Surface,15,Image 1,1,6739,
3.09916e+08,,Surface,15,Image 1,1,6740,
7.70549e+09,,Surface,15,Image 1,1,6741,
1.59014e+10,,Surface,15,Image 1,1,6742,
2.61517e+07,,Surface,15,Image 1,1,6743,
3.27368e+09,,Surface,15,Image 1,1,6744,
3.81132e+09,,Surface,15,Image 1,1,6745,
0,,Surface,15,Image 1,1,6746,
1.35848e+07,,Surface,15,Image 1,1,6747,
6.6485e+07,,Surface,15,Image 1,1,6748,
0,,Surface,15,Image 1,1,6749,
2.56055e+08,,Surface,15,Image 1,1,6750,
2.25201e+09,,Surface,15,Image 1,1,6751,
5.22273e+06,,Surface,15,Image 1,1,6752,
5.69522e+09,,Surface,15,Image 1,1,6753,
1.96115e+09,,Surface,15,Image 1,1,6754,
5.00879e+06,,Surface,15,Image 1,1,6755,
1.70464e+09,,Surface,15,Image 1,1,6756,
159598,,Surface,15,Image 1,1,6757,
2.36549e+08,,Surface,15,Image 1,1,6758,
6.45135e+08,,Surface,15,Image 1,1,6760,
2.34307e+08,,Surface,15,Image 1,1,6761,
5.26437e+08,,Surface,15,Image 1,1,6762,
1.09088e+10,,Surface,15,Image 1,1,6763,
2.54128e+08,,Surface,15,Image 1,1,6764,
4.17194e+09,,Surface,15,Image 1,1,6765,
3.81023e+08,,Surface,15,Image 1,1,6766,
3.25985e+09,,Surface,15,Image 1,1,6767,
5.64725e+08,,Surface,15,Image 1,1,6768,
1.35548e+08,,Surface,15,Image 1,1,6770,
7.51632e+07,,Surface,15,Image 1,1,6771,
1.4493e+08,,Surface,15,Image 1,1,6772,
6.93446e+08,,Surface,15,Image 1,1,6773,
4.46039e+08,,Surface,15,Image 1,1,6774,
1.28999e+10,,Surface,15,Image 1,1,6775,
2.29796e+07,,Surface,15,Image 1,1,6776,
1.26575e+08,,Surface,15,Image 1,1,6777,
3.02975e+08,,Surface,15,Image 1,1,6778,
8.21394e+07,,Surface,15,Image 1,1,6781,
4.10555e+07,,Surface,15,Image 1,1,6782,
2.46134e+09,,Surface,15,Image 1,1,6783,
3.91215e+08,,Surface,15,Image 1,1,6784,
311815,,Surface,15,Image 1,1,6785,
6.58809e+08,,Surface,15,Image 1,1,6786,
5.22494e+07,,Surface,15,Image 1,1,6787,
4.77869e+08,,Surface,15,Image 1,1,6788,
1.18073e+08,,Surface,15,Image 1,1,6789,
2.747e+09,,Surface,15,Image 1,1,6790,
3.28901e+09,,Surface,15,Image 1,1,6791,
8.02305e+07,,Surface,15,Image 1,1,6792,
6.39261e+08,,Surface,15,Image 1,1,6793,
3.88476e+10,,Surface,15,Image 1,1,6794,
4.66536e+08,,Surface,15,Image 1,1,6795,
2.09045e+09,,Surface,15,Image 1,1,6796,
0,,Surface,15,Image 1,1,6797,
1.46632e+08,,Surface,15,Image 1,1,6798,
5.78467e+09,,Surface,15,Image 1,1,6799,
5.96934e+09,,Surface,15,Image 1,1,6800,
1.50636e+07,,Surface,15,Image 1,1,6801,
1.02763e+08,,Surface,15,Image 1,1,6802,
8.68807e+09,,Surface,15,Image 1,1,6803,
6.69257e+08,,Surface,15,Image 1,1,6804,
1.41649e+09,,Surface,15,Image 1,1,6805,
2.38704e+08,,Surface,15,Image 1,1,6806,
3.18635e+09,,Surface,15,Image 1,1,6807,
5.62957e+08,,Surface,15,Image 1,1,6808,
4.0538e+09,,Surface,15,Image 1,1,6810,
6.50162e+08,,Surface,15,Image 1,1,6811,
1.24832e+07,,Surface,15,Image 1,1,6812,
