
Intensity Min Ch=1 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1174,,Surface,1,Image 1,1,6721,
2279,,Surface,1,Image 1,1,6722,
1709,,Surface,1,Image 1,1,6723,
1703,,Surface,1,Image 1,1,6724,
1293,,Surface,1,Image 1,1,6725,
436,,Surface,1,Image 1,1,6726,
2809,,Surface,1,Image 1,1,6728,
3982,,Surface,1,Image 1,1,6729,
525,,Surface,1,Image 1,1,6730,
1578,,Surface,1,Image 1,1,6731,
4134,,Surface,1,Image 1,1,6732,
1341,,Surface,1,Image 1,1,6733,
1786,,Surface,1,Image 1,1,6734,
648,,Surface,1,Image 1,1,6735,
367,,Surface,1,Image 1,1,6736,
809,,Surface,1,Image 1,1,6737,
1190,,Surface,1,Image 1,1,6738,
1613,,Surface,1,Image 1,1,6739,
2003,,Surface,1,Image 1,1,6740,
739,,Surface,1,Image 1,1,6741,
810,,Surface,1,Image 1,1,6742,
4547,,Surface,1,Image 1,1,6743,
986,,Surface,1,Image 1,1,6744,
1226,,Surface,1,Image 1,1,6745,
1472,,Surface,1,Image 1,1,6746,
2256,,Surface,1,Image 1,1,6747,
902,,Surface,1,Image 1,1,6748,
1349,,Surface,1,Image 1,1,6749,
3396,,Surface,1,Image 1,1,6750,
1800,,Surface,1,Image 1,1,6751,
3779,,Surface,1,Image 1,1,6752,
1096,,Surface,1,Image 1,1,6753,
566,,Surface,1,Image 1,1,6754,
2485,,Surface,1,Image 1,1,6755,
2101,,Surface,1,Image 1,1,6756,
4306,,Surface,1,Image 1,1,6757,
9333,,Surface,1,Image 1,1,6758,
868,,Surface,1,Image 1,1,6760,
1627,,Surface,1,Image 1,1,6761,
3187,,Surface,1,Image 1,1,6762,
1423,,Surface,1,Image 1,1,6763,
3813,,Surface,1,Image 1,1,6764,
280,,Surface,1,Image 1,1,6765,
1748,,Surface,1,Image 1,1,6766,
414,,Surface,1,Image 1,1,6767,
356,,Surface,1,Image 1,1,6768,
1336,,Surface,1,Image 1,1,6770,
2082,,Surface,1,Image 1,1,6771,
1421,,Surface,1,Image 1,1,6772,
521,,Surface,1,Image 1,1,6773,
767,,Surface,1,Image 1,1,6774,
238,,Surface,1,Image 1,1,6775,
506,,Surface,1,Image 1,1,6776,
1908,,Surface,1,Image 1,1,6777,
433,,Surface,1,Image 1,1,6778,
2108,,Surface,1,Image 1,1,6781,
1668,,Surface,1,Image 1,1,6782,
2536,,Surface,1,Image 1,1,6783,
216,,Surface,1,Image 1,1,6784,
1859,,Surface,1,Image 1,1,6785,
2025,,Surface,1,Image 1,1,6786,
817,,Surface,1,Image 1,1,6787,
2249,,Surface,1,Image 1,1,6788,
255,,Surface,1,Image 1,1,6789,
404,,Surface,1,Image 1,1,6790,
95,,Surface,1,Image 1,1,6791,
3500,,Surface,1,Image 1,1,6792,
2277,,Surface,1,Image 1,1,6793,
319,,Surface,1,Image 1,1,6794,
822,,Surface,1,Image 1,1,6795,
620,,Surface,1,Image 1,1,6796,
100,,Surface,1,Image 1,1,6797,
1259,,Surface,1,Image 1,1,6798,
987,,Surface,1,Image 1,1,6799,
1113,,Surface,1,Image 1,1,6800,
1949,,Surface,1,Image 1,1,6801,
921,,Surface,1,Image 1,1,6802,
1215,,Surface,1,Image 1,1,6803,
2914,,Surface,1,Image 1,1,6804,
952,,Surface,1,Image 1,1,6805,
1061,,Surface,1,Image 1,1,6806,
377,,Surface,1,Image 1,1,6807,
187,,Surface,1,Image 1,1,6808,
238,,Surface,1,Image 1,1,6810,
1407,,Surface,1,Image 1,1,6811,
70,,Surface,1,Image 1,1,6812,
520,,Surface,1,Image 1,1,6813,
0,,Surface,1,Image 1,1,6814,
1854,,Surface,1,Image 1,1,6815,
509,,Surface,1,Image 1,1,6816,
299,,Surface,1,Image 1,1,6817,
2149,,Surface,1,Image 1,1,6819,
4232,,Surface,1,Image 1,1,6820,
2579,,Surface,1,Image 1,1,6821,
1195,,Surface,1,Image 1,1,6822,
1440,,Surface,1,Image 1,1,6823,
2558,,Surface,1,Image 1,1,6824,
2607,,Surface,1,Image 1,1,6825,
193,,Surface,1,Image 1,1,6826,
4343,,Surface,1,Image 1,1,6827,
506,,Surface,1,Image 1,1,6828,
978,,Surface,1,Image 1,1,6829,
671,,Surface,1,Image 1,1,6830,
2001,,Surface,1,Image 1,1,6831,
876,,Surface,1,Image 1,1,6832,
1576,,Surface,1,Image 1,1,6833,
2227,,Surface,1,Image 1,1,6834,
4456,,Surface,1,Image 1,1,6836,
1612,,Surface,1,Image 1,1,6837,
1350,,Surface,1,Image 1,1,6838,
1405,,Surface,1,Image 1,1,6840,
718,,Surface,1,Image 1,1,6841,
2292,,Surface,1,Image 1,1,6842,
5224,,Surface,1,Image 1,1,6843,
969,,Surface,1,Image 1,1,6844,
337,,Surface,1,Image 1,1,6845,
1045,,Surface,1,Image 1,1,6846,
943,,Surface,1,Image 1,1,6847,
2244,,Surface,1,Image 1,1,6849,
379,,Surface,1,Image 1,1,6850,
2103,,Surface,1,Image 1,1,6851,
610,,Surface,1,Image 1,1,6852,
978,,Surface,1,Image 1,1,6853,
2458,,Surface,1,Image 1,1,6855,
1471,,Surface,1,Image 1,1,6856,
479,,Surface,1,Image 1,1,6857,
1213,,Surface,1,Image 1,1,6858,
433,,Surface,1,Image 1,1,6859,
310,,Surface,1,Image 1,1,6860,
2217,,Surface,1,Image 1,1,6861,
4139,,Surface,1,Image 1,1,6862,
1133,,Surface,1,Image 1,1,6863,
876,,Surface,1,Image 1,1,6864,
1075,,Surface,1,Image 1,1,6866,
234,,Surface,1,Image 1,1,6867,
1096,,Surface,1,Image 1,1,6868,
843,,Surface,1,Image 1,1,6869,
330,,Surface,1,Image 1,1,6870,
1769,,Surface,1,Image 1,1,6871,
796,,Surface,1,Image 1,1,6872,
175,,Surface,1,Image 1,1,6873,
885,,Surface,1,Image 1,1,6874,
920,,Surface,1,Image 1,1,6875,
1461,,Surface,1,Image 1,1,6877,
2219,,Surface,1,Image 1,1,6878,
1150,,Surface,1,Image 1,1,6879,
1021,,Surface,1,Image 1,1,6880,
1057,,Surface,1,Image 1,1,6881,
2767,,Surface,1,Image 1,1,6882,
1222,,Surface,1,Image 1,1,6884,
674,,Surface,1,Image 1,1,6885,
1068,,Surface,1,Image 1,1,6886,
206,,Surface,1,Image 1,1,6887,
409,,Surface,1,Image 1,1,6888,
459,,Surface,1,Image 1,1,6889,
1033,,Surface,1,Image 1,1,6890,
273,,Surface,1,Image 1,1,6891,
4156,,Surface,1,Image 1,1,6892,
232,,Surface,1,Image 1,1,6894,
456,,Surface,1,Image 1,1,6895,
308,,Surface,1,Image 1,1,6896,
1157,,Surface,1,Image 1,1,6897,
235,,Surface,1,Image 1,1,6898,
1404,,Surface,1,Image 1,1,6899,
2744,,Surface,1,Image 1,1,6900,
3356,,Surface,1,Image 1,1,6901,
2618,,Surface,1,Image 1,1,6902,
1866,,Surface,1,Image 1,1,6904,
1122,,Surface,1,Image 1,1,6905,
3655,,Surface,1,Image 1,1,6906,
1472,,Surface,1,Image 1,1,6907,
1916,,Surface,1,Image 1,1,6908,
591,,Surface,1,Image 1,1,6909,
1877,,Surface,1,Image 1,1,6910,
4277,,Surface,1,Image 1,1,6911,
2106,,Surface,1,Image 1,1,6912,
1260,,Surface,1,Image 1,1,6914,
1240,,Surface,1,Image 1,1,6915,
3028,,Surface,1,Image 1,1,6917,
1366,,Surface,1,Image 1,1,6919,
3222,,Surface,1,Image 1,1,6920,
1317,,Surface,1,Image 1,1,6921,
692,,Surface,1,Image 1,1,6922,
1705,,Surface,1,Image 1,1,6923,
2799,,Surface,1,Image 1,1,6924,
976,,Surface,1,Image 1,1,6925,
2651,,Surface,1,Image 1,1,6926,
1536,,Surface,1,Image 1,1,6927,
325,,Surface,1,Image 1,1,6928,
464,,Surface,1,Image 1,1,6929,
4583,,Surface,1,Image 1,1,6930,
990,,Surface,1,Image 1,1,6931,
221,,Surface,1,Image 1,1,6932,
2657,,Surface,1,Image 1,1,6933,
565,,Surface,1,Image 1,1,6934,
661,,Surface,1,Image 1,1,6935,
3316,,Surface,1,Image 1,1,6936,
818,,Surface,1,Image 1,1,6937,
1200,,Surface,1,Image 1,1,6938,
677,,Surface,1,Image 1,1,6939,
1434,,Surface,1,Image 1,1,6941,
2710,,Surface,1,Image 1,1,6942,
2118,,Surface,1,Image 1,1,6943,
160,,Surface,1,Image 1,1,6944,
333,,Surface,1,Image 1,1,6945,
294,,Surface,1,Image 1,1,6946,
3432,,Surface,1,Image 1,1,6947,
1955,,Surface,1,Image 1,1,6948,
808,,Surface,1,Image 1,1,6949,
1011,,Surface,1,Image 1,1,6950,
878,,Surface,1,Image 1,1,6951,
2739,,Surface,1,Image 1,1,6952,
1477,,Surface,1,Image 1,1,6953,
1253,,Surface,1,Image 1,1,6954,
2591,,Surface,1,Image 1,1,6955,
1057,,Surface,1,Image 1,1,6956,
70,,Surface,1,Image 1,1,6957,
709,,Surface,1,Image 1,1,6958,
1385,,Surface,1,Image 1,1,6959,
1549,,Surface,1,Image 1,1,6960,
386,,Surface,1,Image 1,1,6961,
1027,,Surface,1,Image 1,1,6962,
1527,,Surface,1,Image 1,1,6963,
570,,Surface,1,Image 1,1,6964,
3227,,Surface,1,Image 1,1,6967,
1317,,Surface,1,Image 1,1,6969,
1036,,Surface,1,Image 1,1,6970,
3106,,Surface,1,Image 1,1,6971,
856,,Surface,1,Image 1,1,6973,
621,,Surface,1,Image 1,1,6974,
1023,,Surface,1,Image 1,1,6975,
1739,,Surface,1,Image 1,1,6976,
862,,Surface,1,Image 1,1,6977,
1454,,Surface,1,Image 1,1,6978,
1118,,Surface,1,Image 1,1,6979,
1814,,Surface,1,Image 1,1,6980,
1512,,Surface,1,Image 1,1,6981,
1290,,Surface,1,Image 1,1,6982,
749,,Surface,1,Image 1,1,6983,
1251,,Surface,1,Image 1,1,6984,
2634,,Surface,1,Image 1,1,6985,
603,,Surface,1,Image 1,1,6986,
1788,,Surface,1,Image 1,1,6987,
1531,,Surface,1,Image 1,1,6988,
3698,,Surface,1,Image 1,1,6989,
907,,Surface,1,Image 1,1,6990,
2432,,Surface,1,Image 1,1,6991,
1418,,Surface,1,Image 1,1,6992,
1707,,Surface,1,Image 1,1,6993,
551,,Surface,1,Image 1,1,6994,
3472,,Surface,1,Image 1,1,6995,
1056,,Surface,1,Image 1,1,6996,
376,,Surface,1,Image 1,1,6997,
229,,Surface,1,Image 1,1,6998,
1162,,Surface,1,Image 1,1,6999,
1602,,Surface,1,Image 1,1,7000,
1980,,Surface,1,Image 1,1,7001,
906,,Surface,1,Image 1,1,7002,
2743,,Surface,1,Image 1,1,7003,
1906,,Surface,1,Image 1,1,7004,
2107,,Surface,1,Image 1,1,7005,
328,,Surface,1,Image 1,1,7006,
968,,Surface,1,Image 1,1,7007,
1535,,Surface,1,Image 1,1,7008,
1823,,Surface,1,Image 1,1,7009,
1441,,Surface,1,Image 1,1,7011,
365,,Surface,1,Image 1,1,7012,
2510,,Surface,1,Image 1,1,7013,
471,,Surface,1,Image 1,1,7014,
351,,Surface,1,Image 1,1,7015,
487,,Surface,1,Image 1,1,7016,
157,,Surface,1,Image 1,1,7017,
1384,,Surface,1,Image 1,1,7018,
229,,Surface,1,Image 1,1,7019,
1605,,Surface,1,Image 1,1,7020,
212,,Surface,1,Image 1,1,7021,
1292,,Surface,1,Image 1,1,7022,
1158,,Surface,1,Image 1,1,7023,
494,,Surface,1,Image 1,1,7024,
1250,,Surface,1,Image 1,1,7025,
404,,Surface,1,Image 1,1,7026,
1020,,Surface,1,Image 1,1,7027,
1243,,Surface,1,Image 1,1,7028,
2786,,Surface,1,Image 1,1,7029,
1290,,Surface,1,Image 1,1,7030,
360,,Surface,1,Image 1,1,7031,
1363,,Surface,1,Image 1,1,7032,
436,,Surface,1,Image 1,1,7033,
172,,Surface,1,Image 1,1,7035,
1011,,Surface,1,Image 1,1,7036,
1308,,Surface,1,Image 1,1,7037,
1292,,Surface,1,Image 1,1,7038,
700,,Surface,1,Image 1,1,7039,
189,,Surface,1,Image 1,1,7040,
1793,,Surface,1,Image 1,1,7041,
1664,,Surface,1,Image 1,1,7042,
1348,,Surface,1,Image 1,1,7043,
529,,Surface,1,Image 1,1,7044,
157,,Surface,1,Image 1,1,7045,
0,,Surface,1,Image 1,1,7046,
584,,Surface,1,Image 1,1,7047,
2516,,Surface,1,Image 1,1,7048,
4184,,Surface,1,Image 1,1,7049,
2425,,Surface,1,Image 1,1,7050,
447,,Surface,1,Image 1,1,7051,
1110,,Surface,1,Image 1,1,7052,
426,,Surface,1,Image 1,1,7053,
330,,Surface,1,Image 1,1,7056,
3940,,Surface,1,Image 1,1,7057,
301,,Surface,1,Image 1,1,7058,
1384,,Surface,1,Image 1,1,7060,
2402,,Surface,1,Image 1,1,7061,
9275,,Surface,1,Image 1,1,7062,
1342,,Surface,1,Image 1,1,7063,
1518,,Surface,1,Image 1,1,7064,
1579,,Surface,1,Image 1,1,7065,
1295,,Surface,1,Image 1,1,7066,
532,,Surface,1,Image 1,1,7067,
1127,,Surface,1,Image 1,1,7068,
4871,,Surface,1,Image 1,1,7069,
436,,Surface,1,Image 1,1,7070,
1633,,Surface,1,Image 1,1,7071,
361,,Surface,1,Image 1,1,7072,
666,,Surface,1,Image 1,1,7073,
398,,Surface,1,Image 1,1,7075,
353,,Surface,1,Image 1,1,7076,
267,,Surface,1,Image 1,1,7077,
3353,,Surface,1,Image 1,1,7078,
540,,Surface,1,Image 1,1,7079,
2875,,Surface,1,Image 1,1,7080,
1114,,Surface,1,Image 1,1,7081,
899,,Surface,1,Image 1,1,7082,
252,,Surface,1,Image 1,1,7083,
226,,Surface,1,Image 1,1,7084,
658,,Surface,1,Image 1,1,7085,
1543,,Surface,1,Image 1,1,7087,
510,,Surface,1,Image 1,1,7088,
2156,,Surface,1,Image 1,1,7089,
1264,,Surface,1,Image 1,1,7090,
2895,,Surface,1,Image 1,1,7091,
402,,Surface,1,Image 1,1,7092,
965,,Surface,1,Image 1,1,7093,
2807,,Surface,1,Image 1,1,7094,
180,,Surface,1,Image 1,1,7095,
2161,,Surface,1,Image 1,1,7096,
3738,,Surface,1,Image 1,1,7097,
952,,Surface,1,Image 1,1,7098,
1191,,Surface,1,Image 1,1,7099,
2608,,Surface,1,Image 1,1,7101,
1141,,Surface,1,Image 1,1,7103,
42,,Surface,1,Image 1,1,7104,
1209,,Surface,1,Image 1,1,7105,
2144,,Surface,1,Image 1,1,7106,
2142,,Surface,1,Image 1,1,7107,
2480,,Surface,1,Image 1,1,7108,
1390,,Surface,1,Image 1,1,7109,
738,,Surface,1,Image 1,1,7110,
1148,,Surface,1,Image 1,1,7112,
377,,Surface,1,Image 1,1,7114,
945,,Surface,1,Image 1,1,7115,
4106,,Surface,1,Image 1,1,7116,
917,,Surface,1,Image 1,1,7117,
748,,Surface,1,Image 1,1,7119,
3616,,Surface,1,Image 1,1,7120,
457,,Surface,1,Image 1,1,7121,
2013,,Surface,1,Image 1,1,7122,
1064,,Surface,1,Image 1,1,7123,
1349,,Surface,1,Image 1,1,7124,
831,,Surface,1,Image 1,1,7125,
1674,,Surface,1,Image 1,1,7126,
1162,,Surface,1,Image 1,1,7127,
1422,,Surface,1,Image 1,1,7128,
609,,Surface,1,Image 1,1,7130,
1034,,Surface,1,Image 1,1,7132,
427,,Surface,1,Image 1,1,7133,
2189,,Surface,1,Image 1,1,7134,
1546,,Surface,1,Image 1,1,7136,
670,,Surface,1,Image 1,1,7137,
4076,,Surface,1,Image 1,1,7138,
407,,Surface,1,Image 1,1,7139,
834,,Surface,1,Image 1,1,7140,
3314,,Surface,1,Image 1,1,7141,
1614,,Surface,1,Image 1,1,7142,
986,,Surface,1,Image 1,1,7143,
1834,,Surface,1,Image 1,1,7144,
796,,Surface,1,Image 1,1,7145,
1781,,Surface,1,Image 1,1,7146,
1251,,Surface,1,Image 1,1,7147,
3158,,Surface,1,Image 1,1,7148,
619,,Surface,1,Image 1,1,7149,
283,,Surface,1,Image 1,1,7151,
1971,,Surface,1,Image 1,1,7152,
2032,,Surface,1,Image 1,1,7154,
860,,Surface,1,Image 1,1,7155,
2128,,Surface,1,Image 1,1,7156,
1222,,Surface,1,Image 1,1,7157,
658,,Surface,1,Image 1,1,7158,
1077,,Surface,1,Image 1,1,7159,
1307,,Surface,1,Image 1,1,7161,
2221,,Surface,1,Image 1,1,7162,
1477,,Surface,1,Image 1,1,7163,
371,,Surface,1,Image 1,1,7164,
1860,,Surface,1,Image 1,1,7165,
718,,Surface,1,Image 1,1,7166,
1550,,Surface,1,Image 1,1,7168,
2256,,Surface,1,Image 1,1,7169,
495,,Surface,1,Image 1,1,7170,
606,,Surface,1,Image 1,1,7171,
1801,,Surface,1,Image 1,1,7172,
583,,Surface,1,Image 1,1,7173,
427,,Surface,1,Image 1,1,7174,
1177,,Surface,1,Image 1,1,7175,
1107,,Surface,1,Image 1,1,7176,
1539,,Surface,1,Image 1,1,7177,
496,,Surface,1,Image 1,1,7178,
5580,,Surface,1,Image 1,1,7179,
1677,,Surface,1,Image 1,1,7181,
665,,Surface,1,Image 1,1,7182,
1161,,Surface,1,Image 1,1,7183,
1647,,Surface,1,Image 1,1,7184,
146,,Surface,1,Image 1,1,7185,
1480,,Surface,1,Image 1,1,7187,
308,,Surface,1,Image 1,1,7188,
1415,,Surface,1,Image 1,1,7189,
1791,,Surface,1,Image 1,1,7190,
1331,,Surface,1,Image 1,1,7191,
76,,Surface,1,Image 1,1,7192,
4474,,Surface,1,Image 1,1,7193,
1702,,Surface,1,Image 1,1,7194,
351,,Surface,1,Image 1,1,7195,
759,,Surface,1,Image 1,1,7196,
95,,Surface,1,Image 1,1,7197,
537,,Surface,1,Image 1,1,7198,
3468,,Surface,1,Image 1,1,7199,
8135,,Surface,1,Image 1,1,7200,
2321,,Surface,1,Image 1,1,7201,
548,,Surface,1,Image 1,1,7202,
676,,Surface,1,Image 1,1,7203,
2331,,Surface,1,Image 1,1,7204,
3607,,Surface,1,Image 1,1,7205,
1359,,Surface,1,Image 1,1,7206,
1585,,Surface,1,Image 1,1,7207,
2720,,Surface,1,Image 1,1,7208,
333,,Surface,1,Image 1,1,7209,
1199,,Surface,1,Image 1,1,7210,
2838,,Surface,1,Image 1,1,7211,
1614,,Surface,1,Image 1,1,7212,
1015,,Surface,1,Image 1,1,7213,
521,,Surface,1,Image 1,1,7214,
2641,,Surface,1,Image 1,1,7215,
1172,,Surface,1,Image 1,1,7216,
1148,,Surface,1,Image 1,1,7217,
1699,,Surface,1,Image 1,1,7218,
489,,Surface,1,Image 1,1,7219,
126,,Surface,1,Image 1,1,7220,
2795,,Surface,1,Image 1,1,7221,
2526,,Surface,1,Image 1,1,7222,
579,,Surface,1,Image 1,1,7223,
2453,,Surface,1,Image 1,1,7224,
602,,Surface,1,Image 1,1,7225,
1169,,Surface,1,Image 1,1,7226,
1297,,Surface,1,Image 1,1,7228,
543,,Surface,1,Image 1,1,7229,
4262,,Surface,1,Image 1,1,7230,
1760,,Surface,1,Image 1,1,7231,
2972,,Surface,1,Image 1,1,7232,
519,,Surface,1,Image 1,1,7233,
2290,,Surface,1,Image 1,1,7234,
201,,Surface,1,Image 1,1,7235,
5818,,Surface,1,Image 1,1,7236,
183,,Surface,1,Image 1,1,7237,
401,,Surface,1,Image 1,1,7238,
2131,,Surface,1,Image 1,1,7239,
998,,Surface,1,Image 1,1,7240,
4816,,Surface,1,Image 1,1,7241,
1778,,Surface,1,Image 1,1,7242,
3276,,Surface,1,Image 1,1,7243,
717,,Surface,1,Image 1,1,7244,
2868,,Surface,1,Image 1,1,7245,
2594,,Surface,1,Image 1,1,7246,
408,,Surface,1,Image 1,1,7247,
1478,,Surface,1,Image 1,1,7248,
762,,Surface,1,Image 1,1,7250,
2575,,Surface,1,Image 1,1,7251,
3055,,Surface,1,Image 1,1,7254,
72,,Surface,1,Image 1,1,7255,
1786,,Surface,1,Image 1,1,7256,
3286,,Surface,1,Image 1,1,7257,
1923,,Surface,1,Image 1,1,7258,
422,,Surface,1,Image 1,1,7259,
1227,,Surface,1,Image 1,1,7260,
903,,Surface,1,Image 1,1,7261,
2904,,Surface,1,Image 1,1,7262,
966,,Surface,1,Image 1,1,7263,
542,,Surface,1,Image 1,1,7264,
583,,Surface,1,Image 1,1,7265,
559,,Surface,1,Image 1,1,7266,
296,,Surface,1,Image 1,1,7267,
1056,,Surface,1,Image 1,1,7268,
1355,,Surface,1,Image 1,1,7269,
5271,,Surface,1,Image 1,1,7270,
568,,Surface,1,Image 1,1,7271,
649,,Surface,1,Image 1,1,7272,
1792,,Surface,1,Image 1,1,7273,
491,,Surface,1,Image 1,1,7274,
7016,,Surface,1,Image 1,1,7275,
60,,Surface,1,Image 1,1,7276,
3339,,Surface,1,Image 1,1,7277,
920,,Surface,1,Image 1,1,7278,
313,,Surface,1,Image 1,1,7279,
1302,,Surface,1,Image 1,1,7280,
3242,,Surface,1,Image 1,1,7281,
541,,Surface,1,Image 1,1,7282,
2879,,Surface,1,Image 1,1,7283,
559,,Surface,1,Image 1,1,7285,
2431,,Surface,1,Image 1,1,7286,
3047,,Surface,1,Image 1,1,7287,
2243,,Surface,1,Image 1,1,7288,
812,,Surface,1,Image 1,1,7289,
1603,,Surface,1,Image 1,1,7290,
713,,Surface,1,Image 1,1,7291,
2455,,Surface,1,Image 1,1,7292,
2848,,Surface,1,Image 1,1,7293,
3067,,Surface,1,Image 1,1,7294,
5193,,Surface,1,Image 1,1,7295,
3956,,Surface,1,Image 1,1,7296,
2632,,Surface,1,Image 1,1,7297,
182,,Surface,1,Image 1,1,7298,
592,,Surface,1,Image 1,1,7299,
595,,Surface,1,Image 1,1,7300,
1693,,Surface,1,Image 1,1,7301,
1176,,Surface,1,Image 1,1,7302,
1144,,Surface,1,Image 1,1,7303,
4703,,Surface,1,Image 1,1,7304,
8209,,Surface,1,Image 1,1,7305,
534,,Surface,1,Image 1,1,7306,
719,,Surface,1,Image 1,1,7307,
2252,,Surface,1,Image 1,1,7308,
225,,Surface,1,Image 1,1,7309,
1028,,Surface,1,Image 1,1,7310,
581,,Surface,1,Image 1,1,7311,
1003,,Surface,1,Image 1,1,7312,
336,,Surface,1,Image 1,1,7313,
1251,,Surface,1,Image 1,1,7314,
627,,Surface,1,Image 1,1,7315,
625,,Surface,1,Image 1,1,7316,
2358,,Surface,1,Image 1,1,7318,
1871,,Surface,1,Image 1,1,7319,
1681,,Surface,1,Image 1,1,7320,
3375,,Surface,1,Image 1,1,7321,
2039,,Surface,1,Image 1,1,7322,
338,,Surface,1,Image 1,1,7323,
2876,,Surface,1,Image 1,1,7324,
2202,,Surface,1,Image 1,1,7325,
644,,Surface,1,Image 1,1,7326,
749,,Surface,1,Image 1,1,7327,
1128,,Surface,1,Image 1,1,7328,
775,,Surface,1,Image 1,1,7329,
734,,Surface,1,Image 1,1,7330,
7406,,Surface,1,Image 1,1,7331,
2778,,Surface,1,Image 1,1,7332,
1117,,Surface,1,Image 1,1,7333,
3335,,Surface,1,Image 1,1,7334,
2437,,Surface,1,Image 1,1,7335,
3091,,Surface,1,Image 1,1,7336,
1031,,Surface,1,Image 1,1,7337,
6482,,Surface,1,Image 1,1,7338,
3120,,Surface,1,Image 1,1,7339,
423,,Surface,1,Image 1,1,7340,
1731,,Surface,1,Image 1,1,7341,
1489,,Surface,1,Image 1,1,7342,
1800,,Surface,1,Image 1,1,7343,
1213,,Surface,1,Image 1,1,7344,
952,,Surface,1,Image 1,1,7345,
492,,Surface,1,Image 1,1,7346,
3018,,Surface,1,Image 1,1,7347,
581,,Surface,1,Image 1,1,7348,
696,,Surface,1,Image 1,1,7349,
969,,Surface,1,Image 1,1,7350,
1908,,Surface,1,Image 1,1,7351,
600,,Surface,1,Image 1,1,7353,
281,,Surface,1,Image 1,1,7354,
6051,,Surface,1,Image 1,1,7355,
905,,Surface,1,Image 1,1,7356,
309,,Surface,1,Image 1,1,7357,
1220,,Surface,1,Image 1,1,7358,
1421,,Surface,1,Image 1,1,7359,
2505,,Surface,1,Image 1,1,7360,
4844,,Surface,1,Image 1,1,7361,
390,,Surface,1,Image 1,1,7362,
1327,,Surface,1,Image 1,1,7363,
325,,Surface,1,Image 1,1,7364,
824,,Surface,1,Image 1,1,7365,
1528,,Surface,1,Image 1,1,7366,
717,,Surface,1,Image 1,1,7367,
4678,,Surface,1,Image 1,1,7368,
754,,Surface,1,Image 1,1,7369,
782,,Surface,1,Image 1,1,7370,
4562,,Surface,1,Image 1,1,7371,
931,,Surface,1,Image 1,1,7372,
441,,Surface,1,Image 1,1,7373,
4341,,Surface,1,Image 1,1,7374,
1811,,Surface,1,Image 1,1,7375,
967,,Surface,1,Image 1,1,7376,
843,,Surface,1,Image 1,1,7377,
3873,,Surface,1,Image 1,1,7378,
3016,,Surface,1,Image 1,1,7380,
898,,Surface,1,Image 1,1,7381,
805,,Surface,1,Image 1,1,7382,
1464,,Surface,1,Image 1,1,7383,
909,,Surface,1,Image 1,1,7384,
1922,,Surface,1,Image 1,1,7385,
853,,Surface,1,Image 1,1,7386,
1766,,Surface,1,Image 1,1,7387,
1255,,Surface,1,Image 1,1,7388,
640,,Surface,1,Image 1,1,7389,
2367,,Surface,1,Image 1,1,7390,
161,,Surface,1,Image 1,1,7391,
177,,Surface,1,Image 1,1,7392,
1092,,Surface,1,Image 1,1,7393,
1641,,Surface,1,Image 1,1,7394,
457,,Surface,1,Image 1,1,7395,
506,,Surface,1,Image 1,1,7396,
0,,Surface,1,Image 1,1,7397,
