
Intensity Median Ch=33 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
2032,,Surface,33,Image 1,1,6721,
3156,,Surface,33,Image 1,1,6722,
4140,,Surface,33,Image 1,1,6723,
5660,,Surface,33,Image 1,1,6724,
1296,,Surface,33,Image 1,1,6725,
3924,,Surface,33,Image 1,1,6726,
3270,,Surface,33,Image 1,1,6728,
2702,,Surface,33,Image 1,1,6729,
2286,,Surface,33,Image 1,1,6730,
2180,,Surface,33,Image 1,1,6731,
5070,,Surface,33,Image 1,1,6732,
788,,Surface,33,Image 1,1,6733,
1932,,Surface,33,Image 1,1,6734,
792,,Surface,33,Image 1,1,6735,
3692,,Surface,33,Image 1,1,6736,
2850,,Surface,33,Image 1,1,6737,
1356,,Surface,33,Image 1,1,6738,
4300,,Surface,33,Image 1,1,6739,
1708,,Surface,33,Image 1,1,6740,
1312,,Surface,33,Image 1,1,6741,
1394,,Surface,33,Image 1,1,6742,
3298,,Surface,33,Image 1,1,6743,
4252,,Surface,33,Image 1,1,6744,
1162,,Surface,33,Image 1,1,6745,
2532,,Surface,33,Image 1,1,6746,
683,,Surface,33,Image 1,1,6747,
1856,,Surface,33,Image 1,1,6748,
1682,,Surface,33,Image 1,1,6749,
2736,,Surface,33,Image 1,1,6750,
4548,,Surface,33,Image 1,1,6751,
2902,,Surface,33,Image 1,1,6752,
1964,,Surface,33,Image 1,1,6753,
266,,Surface,33,Image 1,1,6754,
1192,,Surface,33,Image 1,1,6755,
3580,,Surface,33,Image 1,1,6756,
5124,,Surface,33,Image 1,1,6757,
9508,,Surface,33,Image 1,1,6758,
1458,,Surface,33,Image 1,1,6760,
1742,,Surface,33,Image 1,1,6761,
5620,,Surface,33,Image 1,1,6762,
1210,,Surface,33,Image 1,1,6763,
4612,,Surface,33,Image 1,1,6764,
2464,,Surface,33,Image 1,1,6765,
2226,,Surface,33,Image 1,1,6766,
1516,,Surface,33,Image 1,1,6767,
1,,Surface,33,Image 1,1,6768,
1772,,Surface,33,Image 1,1,6770,
616,,Surface,33,Image 1,1,6771,
3470,,Surface,33,Image 1,1,6772,
2330,,Surface,33,Image 1,1,6773,
1554,,Surface,33,Image 1,1,6774,
2172,,Surface,33,Image 1,1,6775,
2258,,Surface,33,Image 1,1,6776,
2405,,Surface,33,Image 1,1,6777,
3972,,Surface,33,Image 1,1,6778,
0.25,,Surface,33,Image 1,1,6781,
942,,Surface,33,Image 1,1,6782,
4420,,Surface,33,Image 1,1,6783,
933,,Surface,33,Image 1,1,6784,
0,,Surface,33,Image 1,1,6785,
4932,,Surface,33,Image 1,1,6786,
0.25,,Surface,33,Image 1,1,6787,
6380,,Surface,33,Image 1,1,6788,
296,,Surface,33,Image 1,1,6789,
3996,,Surface,33,Image 1,1,6790,
2324,,Surface,33,Image 1,1,6791,
2936,,Surface,33,Image 1,1,6792,
1006,,Surface,33,Image 1,1,6793,
2556,,Surface,33,Image 1,1,6794,
4402,,Surface,33,Image 1,1,6795,
1298,,Surface,33,Image 1,1,6796,
330,,Surface,33,Image 1,1,6797,
0.5,,Surface,33,Image 1,1,6798,
1006,,Surface,33,Image 1,1,6799,
2852,,Surface,33,Image 1,1,6800,
3898,,Surface,33,Image 1,1,6801,
0.25,,Surface,33,Image 1,1,6802,
2422,,Surface,33,Image 1,1,6803,
2454,,Surface,33,Image 1,1,6804,
5452,,Surface,33,Image 1,1,6805,
1282,,Surface,33,Image 1,1,6806,
3780,,Surface,33,Image 1,1,6807,
2076,,Surface,33,Image 1,1,6808,
3936,,Surface,33,Image 1,1,6810,
3476,,Surface,33,Image 1,1,6811,
618,,Surface,33,Image 1,1,6812,
3460,,Surface,33,Image 1,1,6813,
49.5,,Surface,33,Image 1,1,6814,
3940,,Surface,33,Image 1,1,6815,
