
Intensity Min Ch=17 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
0,,Surface,17,Image 1,1,6721,
344,,Surface,17,Image 1,1,6722,
0,,Surface,17,Image 1,1,6723,
17,,Surface,17,Image 1,1,6724,
0,,Surface,17,Image 1,1,6725,
0,,Surface,17,Image 1,1,6726,
713,,Surface,17,Image 1,1,6728,
1192,,Surface,17,Image 1,1,6729,
0,,Surface,17,Image 1,1,6730,
0,,Surface,17,Image 1,1,6731,
1711,,Surface,17,Image 1,1,6732,
0,,Surface,17,Image 1,1,6733,
242,,Surface,17,Image 1,1,6734,
0,,Surface,17,Image 1,1,6735,
0,,Surface,17,Image 1,1,6736,
0,,Surface,17,Image 1,1,6737,
0,,Surface,17,Image 1,1,6738,
0,,Surface,17,Image 1,1,6739,
84,,Surface,17,Image 1,1,6740,
0,,Surface,17,Image 1,1,6741,
0,,Surface,17,Image 1,1,6742,
1310,,Surface,17,Image 1,1,6743,
132,,Surface,17,Image 1,1,6744,
0,,Surface,17,Image 1,1,6745,
0,,Surface,17,Image 1,1,6746,
0,,Surface,17,Image 1,1,6747,
0,,Surface,17,Image 1,1,6748,
0,,Surface,17,Image 1,1,6749,
609,,Surface,17,Image 1,1,6750,
0,,Surface,17,Image 1,1,6751,
879,,Surface,17,Image 1,1,6752,
0,,Surface,17,Image 1,1,6753,
0,,Surface,17,Image 1,1,6754,
260,,Surface,17,Image 1,1,6755,
0,,Surface,17,Image 1,1,6756,
531,,Surface,17,Image 1,1,6757,
2637,,Surface,17,Image 1,1,6758,
0,,Surface,17,Image 1,1,6760,
0,,Surface,17,Image 1,1,6761,
553,,Surface,17,Image 1,1,6762,
0,,Surface,17,Image 1,1,6763,
1548,,Surface,17,Image 1,1,6764,
0,,Surface,17,Image 1,1,6765,
0,,Surface,17,Image 1,1,6766,
0,,Surface,17,Image 1,1,6767,
0,,Surface,17,Image 1,1,6768,
0,,Surface,17,Image 1,1,6770,
230,,Surface,17,Image 1,1,6771,
0,,Surface,17,Image 1,1,6772,
0,,Surface,17,Image 1,1,6773,
0,,Surface,17,Image 1,1,6774,
0,,Surface,17,Image 1,1,6775,
0,,Surface,17,Image 1,1,6776,
338,,Surface,17,Image 1,1,6777,
0,,Surface,17,Image 1,1,6778,
9,,Surface,17,Image 1,1,6781,
0,,Surface,17,Image 1,1,6782,
288,,Surface,17,Image 1,1,6783,
0,,Surface,17,Image 1,1,6784,
0,,Surface,17,Image 1,1,6785,
92,,Surface,17,Image 1,1,6786,
0,,Surface,17,Image 1,1,6787,
245,,Surface,17,Image 1,1,6788,
0,,Surface,17,Image 1,1,6789,
0,,Surface,17,Image 1,1,6790,
0,,Surface,17,Image 1,1,6791,
727,,Surface,17,Image 1,1,6792,
12,,Surface,17,Image 1,1,6793,
0,,Surface,17,Image 1,1,6794,
0,,Surface,17,Image 1,1,6795,
0,,Surface,17,Image 1,1,6796,
0,,Surface,17,Image 1,1,6797,
0,,Surface,17,Image 1,1,6798,
0,,Surface,17,Image 1,1,6799,
0,,Surface,17,Image 1,1,6800,
0,,Surface,17,Image 1,1,6801,
