
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.312981,,Surface,1,7058,
0.661204,,Surface,1,7060,
0.683503,,Surface,1,7061,
0.653784,,Surface,1,7062,
0.68281,,Surface,1,7063,
0.487334,,Surface,1,7064,
0.478627,,Surface,1,7065,
0.222043,,Surface,1,7066,
0.573878,,Surface,1,7067,
0.48996,,Surface,1,7068,
0.548865,,Surface,1,7069,
0.730137,,Surface,1,7070,
0.713178,,Surface,1,7071,
0.655981,,Surface,1,7072,
0.812198,,Surface,1,7073,
0.657034,,Surface,1,7075,
0.623628,,Surface,1,7076,
0.59663,,Surface,1,7077,
0.399191,,Surface,1,7078,
0.6157,,Surface,1,7079,
0.570063,,Surface,1,7080,
0.684303,,Surface,1,7081,
0.634459,,Surface,1,7082,
0.651372,,Surface,1,7083,
0.392521,,Surface,1,7084,
0.640683,,Surface,1,7085,
0.642973,,Surface,1,7087,
0.632763,,Surface,1,7088,
0.715916,,Surface,1,7089,
0.658477,,Surface,1,7090,
0.507132,,Surface,1,7091,
0.48851,,Surface,1,7092,
0.644045,,Surface,1,7093,
0.492641,,Surface,1,7094,
0.584772,,Surface,1,7095,
0.72482,,Surface,1,7096,
0.659147,,Surface,1,7097,
0.728604,,Surface,1,7098,
0.758817,,Surface,1,7099,
0.763384,,Surface,1,7101,
0.574005,,Surface,1,7103,
0.658045,,Surface,1,7104,
0.421258,,Surface,1,7105,
0.630247,,Surface,1,7106,
0.735069,,Surface,1,7107,
0.560692,,Surface,1,7108,
0.594731,,Surface,1,7109,
0.72494,,Surface,1,7110,
0.594894,,Surface,1,7112,
0.647789,,Surface,1,7114,
0.500914,,Surface,1,7115,
0.711362,,Surface,1,7116,
0.684459,,Surface,1,7117,
0.434562,,Surface,1,7119,
0.639819,,Surface,1,7120,
0.42962,,Surface,1,7121,
0.813906,,Surface,1,7122,
0.529164,,Surface,1,7123,
0.207265,,Surface,1,7124,
0.607375,,Surface,1,7125,
0.550719,,Surface,1,7126,
0.813965,,Surface,1,7127,
0.624678,,Surface,1,7128,
0.648752,,Surface,1,7130,
0.707196,,Surface,1,7132,
0.261973,,Surface,1,7133,
0.522578,,Surface,1,7134,
0.650906,,Surface,1,7136,
0.501924,,Surface,1,7137,
0.411705,,Surface,1,7138,
0.62414,,Surface,1,7139,
0.596816,,Surface,1,7140,
0.439279,,Surface,1,7141,
0.460436,,Surface,1,7142,
0.266723,,Surface,1,7143,
0.294923,,Surface,1,7144,
0.634846,,Surface,1,7145,
0.674065,,Surface,1,7146,
0.259707,,Surface,1,7147,
0.557441,,Surface,1,7148,
0.668646,,Surface,1,7149,
0.494058,,Surface,1,7151,
0.460407,,Surface,1,7152,
0.600746,,Surface,1,7154,
0.663118,,Surface,1,7155,
0.53564,,Surface,1,7156,
0.617209,,Surface,1,7157,
0.689925,,Surface,1,7158,
0.394935,,Surface,1,7159,
0.688677,,Surface,1,7161,
0.685674,,Surface,1,7162,
0.720288,,Surface,1,7163,
0.501816,,Surface,1,7164,
0.611876,,Surface,1,7165,
0.631302,,Surface,1,7166,
0.39573,,Surface,1,7168,
0.592818,,Surface,1,7169,
0.673449,,Surface,1,7170,
0.410373,,Surface,1,7171,
0.636587,,Surface,1,7172,
0.736358,,Surface,1,7173,
0.704047,,Surface,1,7174,
0.660327,,Surface,1,7175,
0.398424,,Surface,1,7176,
0.660861,,Surface,1,7177,
0.488744,,Surface,1,7178,
0.688082,,Surface,1,7179,
0.781008,,Surface,1,7181,
0.333301,,Surface,1,7182,
0.574156,,Surface,1,7183,
0.649288,,Surface,1,7184,
0.713846,,Surface,1,7185,
0.467546,,Surface,1,7187,
0.679054,,Surface,1,7188,
