
Intensity Mean Ch=31 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
0.639628,,Surface,31,Image 1,1,6721,
0.152861,,Surface,31,Image 1,1,6722,
1.83261,,Surface,31,Image 1,1,6723,
1.46533,,Surface,31,Image 1,1,6724,
131.233,,Surface,31,Image 1,1,6725,
0.200426,,Surface,31,Image 1,1,6726,
0,,Surface,31,Image 1,1,6728,
0.0594262,,Surface,31,Image 1,1,6729,
1.15077,,Surface,31,Image 1,1,6730,
2.07376,,Surface,31,Image 1,1,6731,
0,,Surface,31,Image 1,1,6732,
0,,Surface,31,Image 1,1,6733,
4.49662,,Surface,31,Image 1,1,6734,
0.037642,,Surface,31,Image 1,1,6735,
0.931743,,Surface,31,Image 1,1,6736,
0,,Surface,31,Image 1,1,6737,
13.0653,,Surface,31,Image 1,1,6738,
2.45604,,Surface,31,Image 1,1,6739,
41.4344,,Surface,31,Image 1,1,6740,
0.248169,,Surface,31,Image 1,1,6741,
1.37328,,Surface,31,Image 1,1,6742,
0.300595,,Surface,31,Image 1,1,6743,
0.194397,,Surface,31,Image 1,1,6744,
1.22481,,Surface,31,Image 1,1,6745,
398.407,,Surface,31,Image 1,1,6746,
0,,Surface,31,Image 1,1,6747,
348.188,,Surface,31,Image 1,1,6748,
27.3697,,Surface,31,Image 1,1,6749,
1.18056,,Surface,31,Image 1,1,6750,
4.70208,,Surface,31,Image 1,1,6751,
1.18393,,Surface,31,Image 1,1,6752,
8.04054,,Surface,31,Image 1,1,6753,
8.77426,,Surface,31,Image 1,1,6754,
0,,Surface,31,Image 1,1,6755,
0.613048,,Surface,31,Image 1,1,6756,
0.0120192,,Surface,31,Image 1,1,6757,
3.75,,Surface,31,Image 1,1,6758,
0.291805,,Surface,31,Image 1,1,6760,
0.566116,,Surface,31,Image 1,1,6761,
0.139423,,Surface,31,Image 1,1,6762,
1.51894,,Surface,31,Image 1,1,6763,
0,,Surface,31,Image 1,1,6764,
0.93206,,Surface,31,Image 1,1,6765,
0.0147929,,Surface,31,Image 1,1,6766,
0.406579,,Surface,31,Image 1,1,6767,
0.114919,,Surface,31,Image 1,1,6768,
3.13298,,Surface,31,Image 1,1,6770,
0.34806,,Surface,31,Image 1,1,6771,
0,,Surface,31,Image 1,1,6772,
0.283954,,Surface,31,Image 1,1,6773,
0.060625,,Surface,31,Image 1,1,6774,
5.75983,,Surface,31,Image 1,1,6775,
0.0863487,,Surface,31,Image 1,1,6776,
30.6176,,Surface,31,Image 1,1,6777,
0.604902,,Surface,31,Image 1,1,6778,
23.0141,,Surface,31,Image 1,1,6781,
2.91385,,Surface,31,Image 1,1,6782,
12.7606,,Surface,31,Image 1,1,6783,
0.0776042,,Surface,31,Image 1,1,6784,
0,,Surface,31,Image 1,1,6785,
0.720644,,Surface,31,Image 1,1,6786,
3.1225,,Surface,31,Image 1,1,6787,
60.2684,,Surface,31,Image 1,1,6788,
23.1047,,Surface,31,Image 1,1,6789,
0.411063,,Surface,31,Image 1,1,6790,
269.552,,Surface,31,Image 1,1,6791,
0.0664062,,Surface,31,Image 1,1,6792,
0.26483,,Surface,31,Image 1,1,6793,
12.0045,,Surface,31,Image 1,1,6794,
2.47449,,Surface,31,Image 1,1,6795,
2.20438,,Surface,31,Image 1,1,6796,
2.94256,,Surface,31,Image 1,1,6797,
0.345139,,Surface,31,Image 1,1,6798,
2.67334,,Surface,31,Image 1,1,6799,
43.6547,,Surface,31,Image 1,1,6800,
3.49773,,Surface,31,Image 1,1,6801,
0,,Surface,31,Image 1,1,6802,
0.123851,,Surface,31,Image 1,1,6803,
2.71213,,Surface,31,Image 1,1,6804,
13.7844,,Surface,31,Image 1,1,6805,
0.435174,,Surface,31,Image 1,1,6806,
4.11806,,Surface,31,Image 1,1,6807,
0.0323661,,Surface,31,Image 1,1,6808,
0.494365,,Surface,31,Image 1,1,6810,
2.12171,,Surface,31,Image 1,1,6811,
1.11971,,Surface,31,Image 1,1,6812,
5.49803,,Surface,31,Image 1,1,6813,
0.00506757,,Surface,31,Image 1,1,6814,
35.4544,,Surface,31,Image 1,1,6815,
0,,Surface,31,Image 1,1,6816,
0.253634,,Surface,31,Image 1,1,6817,
