
Intensity Mean Ch=15 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1074.2,,Surface,15,Image 1,1,6721,
320.886,,Surface,15,Image 1,1,6722,
205.557,,Surface,15,Image 1,1,6723,
399.28,,Surface,15,Image 1,1,6724,
427.758,,Surface,15,Image 1,1,6725,
461.341,,Surface,15,Image 1,1,6726,
163.732,,Surface,15,Image 1,1,6728,
372.302,,Surface,15,Image 1,1,6729,
448.353,,Surface,15,Image 1,1,6730,
154.858,,Surface,15,Image 1,1,6731,
405.475,,Surface,15,Image 1,1,6732,
1650.83,,Surface,15,Image 1,1,6733,
56.853,,Surface,15,Image 1,1,6734,
497.261,,Surface,15,Image 1,1,6735,
807.743,,Surface,15,Image 1,1,6736,
0,,Surface,15,Image 1,1,6737,
486.133,,Surface,15,Image 1,1,6738,
1488.91,,Surface,15,Image 1,1,6739,
349.222,,Surface,15,Image 1,1,6740,
1244.47,,Surface,15,Image 1,1,6741,
1271.53,,Surface,15,Image 1,1,6742,
117.729,,Surface,15,Image 1,1,6743,
1104.76,,Surface,15,Image 1,1,6744,
1141.23,,Surface,15,Image 1,1,6745,
0,,Surface,15,Image 1,1,6746,
149.284,,Surface,15,Image 1,1,6747,
262.335,,Surface,15,Image 1,1,6748,
0,,Surface,15,Image 1,1,6749,
582.271,,Surface,15,Image 1,1,6750,
583.508,,Surface,15,Image 1,1,6751,
23.3821,,Surface,15,Image 1,1,6752,
528.179,,Surface,15,Image 1,1,6753,
1097.99,,Surface,15,Image 1,1,6754,
80.3611,,Surface,15,Image 1,1,6755,
311.324,,Surface,15,Image 1,1,6756,
0.660577,,Surface,15,Image 1,1,6757,
913.954,,Surface,15,Image 1,1,6758,
369.219,,Surface,15,Image 1,1,6760,
160.675,,Surface,15,Image 1,1,6761,
699.432,,Surface,15,Image 1,1,6762,
893.327,,Surface,15,Image 1,1,6763,
1022.79,,Surface,15,Image 1,1,6764,
514.469,,Surface,15,Image 1,1,6765,
258.524,,Surface,15,Image 1,1,6766,
634.87,,Surface,15,Image 1,1,6767,
368.828,,Surface,15,Image 1,1,6768,
84.0703,,Surface,15,Image 1,1,6770,
163.213,,Surface,15,Image 1,1,6771,
297.777,,Surface,15,Image 1,1,6772,
288.719,,Surface,15,Image 1,1,6773,
116.962,,Surface,15,Image 1,1,6774,
647.663,,Surface,15,Image 1,1,6775,
61.7163,,Surface,15,Image 1,1,6776,
571.107,,Surface,15,Image 1,1,6777,
147.207,,Surface,15,Image 1,1,6778,
254.585,,Surface,15,Image 1,1,6781,
168.475,,Surface,15,Image 1,1,6782,
513.867,,Surface,15,Image 1,1,6783,
303.551,,Surface,15,Image 1,1,6784,
9.50625,,Surface,15,Image 1,1,6785,
633.113,,Surface,15,Image 1,1,6786,
237.298,,Surface,15,Image 1,1,6787,
