
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
452,,Surface,4,Image 1,1,6721,
479,,Surface,4,Image 1,1,6722,
471,,Surface,4,Image 1,1,6723,
400,,Surface,4,Image 1,1,6724,
684,,Surface,4,Image 1,1,6725,
371,,Surface,4,Image 1,1,6726,
471,,Surface,4,Image 1,1,6728,
457,,Surface,4,Image 1,1,6729,
470,,Surface,4,Image 1,1,6730,
267,,Surface,4,Image 1,1,6731,
493,,Surface,4,Image 1,1,6732,
406,,Surface,4,Image 1,1,6733,
740,,Surface,4,Image 1,1,6734,
407,,Surface,4,Image 1,1,6735,
641,,Surface,4,Image 1,1,6736,
529,,Surface,4,Image 1,1,6737,
457,,Surface,4,Image 1,1,6738,
164,,Surface,4,Image 1,1,6739,
533,,Surface,4,Image 1,1,6740,
396,,Surface,4,Image 1,1,6741,
413,,Surface,4,Image 1,1,6742,
471,,Surface,4,Image 1,1,6743,
459,,Surface,4,Image 1,1,6744,
561,,Surface,4,Image 1,1,6745,
484,,Surface,4,Image 1,1,6746,
764,,Surface,4,Image 1,1,6747,
393,,Surface,4,Image 1,1,6748,
458,,Surface,4,Image 1,1,6749,
493,,Surface,4,Image 1,1,6750,
449,,Surface,4,Image 1,1,6751,
484,,Surface,4,Image 1,1,6752,
330,,Surface,4,Image 1,1,6753,
507,,Surface,4,Image 1,1,6754,
565,,Surface,4,Image 1,1,6755,
340,,Surface,4,Image 1,1,6756,
545,,Surface,4,Image 1,1,6757,
580,,Surface,4,Image 1,1,6758,
424,,Surface,4,Image 1,1,6760,
422,,Surface,4,Image 1,1,6761,
389,,Surface,4,Image 1,1,6762,
420,,Surface,4,Image 1,1,6763,
570,,Surface,4,Image 1,1,6764,
403,,Surface,4,Image 1,1,6765,
425,,Surface,4,Image 1,1,6766,
468,,Surface,4,Image 1,1,6767,
513,,Surface,4,Image 1,1,6768,
448,,Surface,4,Image 1,1,6770,
490,,Surface,4,Image 1,1,6771,
370,,Surface,4,Image 1,1,6772,
450,,Surface,4,Image 1,1,6773,
414,,Surface,4,Image 1,1,6774,
398,,Surface,4,Image 1,1,6775,
546,,Surface,4,Image 1,1,6776,
790,,Surface,4,Image 1,1,6777,
440,,Surface,4,Image 1,1,6778,
416,,Surface,4,Image 1,1,6781,
611,,Surface,4,Image 1,1,6782,
419,,Surface,4,Image 1,1,6783,
407,,Surface,4,Image 1,1,6784,
542,,Surface,4,Image 1,1,6785,
448,,Surface,4,Image 1,1,6786,
550,,Surface,4,Image 1,1,6787,
443,,Surface,4,Image 1,1,6788,
424,,Surface,4,Image 1,1,6789,
420,,Surface,4,Image 1,1,6790,
396,,Surface,4,Image 1,1,6791,
589,,Surface,4,Image 1,1,6792,
481,,Surface,4,Image 1,1,6793,
364,,Surface,4,Image 1,1,6794,
470,,Surface,4,Image 1,1,6795,
422,,Surface,4,Image 1,1,6796,
394,,Surface,4,Image 1,1,6797,
546,,Surface,4,Image 1,1,6798,
467,,Surface,4,Image 1,1,6799,
371,,Surface,4,Image 1,1,6800,
498,,Surface,4,Image 1,1,6801,
518,,Surface,4,Image 1,1,6802,
455,,Surface,4,Image 1,1,6803,
442,,Surface,4,Image 1,1,6804,
418,,Surface,4,Image 1,1,6805,
393,,Surface,4,Image 1,1,6806,
463,,Surface,4,Image 1,1,6807,
340,,Surface,4,Image 1,1,6808,
544,,Surface,4,Image 1,1,6810,
532,,Surface,4,Image 1,1,6811,
394,,Surface,4,Image 1,1,6812,
366,,Surface,4,Image 1,1,6813,
0,,Surface,4,Image 1,1,6814,
599,,Surface,4,Image 1,1,6815,
1122,,Surface,4,Image 1,1,6816,
443,,Surface,4,Image 1,1,6817,
745,,Surface,4,Image 1,1,6819,
529,,Surface,4,Image 1,1,6820,
513,,Surface,4,Image 1,1,6821,
458,,Surface,4,Image 1,1,6822,
391,,Surface,4,Image 1,1,6823,
533,,Surface,4,Image 1,1,6824,
413,,Surface,4,Image 1,1,6825,
489,,Surface,4,Image 1,1,6826,
412,,Surface,4,Image 1,1,6827,
371,,Surface,4,Image 1,1,6828,
517,,Surface,4,Image 1,1,6829,
525,,Surface,4,Image 1,1,6830,
520,,Surface,4,Image 1,1,6831,
445,,Surface,4,Image 1,1,6832,
507,,Surface,4,Image 1,1,6833,
374,,Surface,4,Image 1,1,6834,
688,,Surface,4,Image 1,1,6836,
507,,Surface,4,Image 1,1,6837,
574,,Surface,4,Image 1,1,6838,
413,,Surface,4,Image 1,1,6840,
689,,Surface,4,Image 1,1,6841,
400,,Surface,4,Image 1,1,6842,
409,,Surface,4,Image 1,1,6843,
451,,Surface,4,Image 1,1,6844,
417,,Surface,4,Image 1,1,6845,
534,,Surface,4,Image 1,1,6846,
469,,Surface,4,Image 1,1,6847,
581,,Surface,4,Image 1,1,6849,
587,,Surface,4,Image 1,1,6850,
598,,Surface,4,Image 1,1,6851,
376,,Surface,4,Image 1,1,6852,
444,,Surface,4,Image 1,1,6853,
440,,Surface,4,Image 1,1,6855,
506,,Surface,4,Image 1,1,6856,
521,,Surface,4,Image 1,1,6857,
417,,Surface,4,Image 1,1,6858,
490,,Surface,4,Image 1,1,6859,
526,,Surface,4,Image 1,1,6860,
452,,Surface,4,Image 1,1,6861,
539,,Surface,4,Image 1,1,6862,
422,,Surface,4,Image 1,1,6863,
434,,Surface,4,Image 1,1,6864,
652,,Surface,4,Image 1,1,6866,
546,,Surface,4,Image 1,1,6867,
484,,Surface,4,Image 1,1,6868,
469,,Surface,4,Image 1,1,6869,
432,,Surface,4,Image 1,1,6870,
506,,Surface,4,Image 1,1,6871,
512,,Surface,4,Image 1,1,6872,
379,,Surface,4,Image 1,1,6873,
427,,Surface,4,Image 1,1,6874,
460,,Surface,4,Image 1,1,6875,
509,,Surface,4,Image 1,1,6877,
516,,Surface,4,Image 1,1,6878,
429,,Surface,4,Image 1,1,6879,
585,,Surface,4,Image 1,1,6880,
452,,Surface,4,Image 1,1,6881,
448,,Surface,4,Image 1,1,6882,
506,,Surface,4,Image 1,1,6884,
497,,Surface,4,Image 1,1,6885,
506,,Surface,4,Image 1,1,6886,
384,,Surface,4,Image 1,1,6887,
429,,Surface,4,Image 1,1,6888,
503,,Surface,4,Image 1,1,6889,
325,,Surface,4,Image 1,1,6890,
482,,Surface,4,Image 1,1,6891,
511,,Surface,4,Image 1,1,6892,
472,,Surface,4,Image 1,1,6894,
388,,Surface,4,Image 1,1,6895,
444,,Surface,4,Image 1,1,6896,
383,,Surface,4,Image 1,1,6897,
475,,Surface,4,Image 1,1,6898,
338,,Surface,4,Image 1,1,6899,
509,,Surface,4,Image 1,1,6900,
740,,Surface,4,Image 1,1,6901,
1044,,Surface,4,Image 1,1,6902,
437,,Surface,4,Image 1,1,6904,
479,,Surface,4,Image 1,1,6905,
553,,Surface,4,Image 1,1,6906,
446,,Surface,4,Image 1,1,6907,
439,,Surface,4,Image 1,1,6908,
465,,Surface,4,Image 1,1,6909,
418,,Surface,4,Image 1,1,6910,
522,,Surface,4,Image 1,1,6911,
460,,Surface,4,Image 1,1,6912,
427,,Surface,4,Image 1,1,6914,
434,,Surface,4,Image 1,1,6915,
442,,Surface,4,Image 1,1,6917,
434,,Surface,4,Image 1,1,6919,
458,,Surface,4,Image 1,1,6920,
321,,Surface,4,Image 1,1,6921,
431,,Surface,4,Image 1,1,6922,
546,,Surface,4,Image 1,1,6923,
597,,Surface,4,Image 1,1,6924,
391,,Surface,4,Image 1,1,6925,
443,,Surface,4,Image 1,1,6926,
434,,Surface,4,Image 1,1,6927,
442,,Surface,4,Image 1,1,6928,
484,,Surface,4,Image 1,1,6929,
627,,Surface,4,Image 1,1,6930,
447,,Surface,4,Image 1,1,6931,
454,,Surface,4,Image 1,1,6932,
541,,Surface,4,Image 1,1,6933,
380,,Surface,4,Image 1,1,6934,
492,,Surface,4,Image 1,1,6935,
350,,Surface,4,Image 1,1,6936,
454,,Surface,4,Image 1,1,6937,
427,,Surface,4,Image 1,1,6938,
481,,Surface,4,Image 1,1,6939,
542,,Surface,4,Image 1,1,6941,
425,,Surface,4,Image 1,1,6942,
450,,Surface,4,Image 1,1,6943,
417,,Surface,4,Image 1,1,6944,
405,,Surface,4,Image 1,1,6945,
560,,Surface,4,Image 1,1,6946,
413,,Surface,4,Image 1,1,6947,
428,,Surface,4,Image 1,1,6948,
520,,Surface,4,Image 1,1,6949,
396,,Surface,4,Image 1,1,6950,
464,,Surface,4,Image 1,1,6951,
505,,Surface,4,Image 1,1,6952,
428,,Surface,4,Image 1,1,6953,
486,,Surface,4,Image 1,1,6954,
464,,Surface,4,Image 1,1,6955,
491,,Surface,4,Image 1,1,6956,
431,,Surface,4,Image 1,1,6957,
405,,Surface,4,Image 1,1,6958,
474,,Surface,4,Image 1,1,6959,
470,,Surface,4,Image 1,1,6960,
442,,Surface,4,Image 1,1,6961,
333,,Surface,4,Image 1,1,6962,
465,,Surface,4,Image 1,1,6963,
428,,Surface,4,Image 1,1,6964,
344,,Surface,4,Image 1,1,6967,
435,,Surface,4,Image 1,1,6969,
506,,Surface,4,Image 1,1,6970,
357,,Surface,4,Image 1,1,6971,
671,,Surface,4,Image 1,1,6973,
2706,,Surface,4,Image 1,1,6974,
230,,Surface,4,Image 1,1,6975,
426,,Surface,4,Image 1,1,6976,
476,,Surface,4,Image 1,1,6977,
437,,Surface,4,Image 1,1,6978,
334,,Surface,4,Image 1,1,6979,
537,,Surface,4,Image 1,1,6980,
524,,Surface,4,Image 1,1,6981,
458,,Surface,4,Image 1,1,6982,
438,,Surface,4,Image 1,1,6983,
462,,Surface,4,Image 1,1,6984,
478,,Surface,4,Image 1,1,6985,
498,,Surface,4,Image 1,1,6986,
613,,Surface,4,Image 1,1,6987,
481,,Surface,4,Image 1,1,6988,
575,,Surface,4,Image 1,1,6989,
434,,Surface,4,Image 1,1,6990,
520,,Surface,4,Image 1,1,6991,
450,,Surface,4,Image 1,1,6992,
451,,Surface,4,Image 1,1,6993,
507,,Surface,4,Image 1,1,6994,
424,,Surface,4,Image 1,1,6995,
498,,Surface,4,Image 1,1,6996,
439,,Surface,4,Image 1,1,6997,
440,,Surface,4,Image 1,1,6998,
485,,Surface,4,Image 1,1,6999,
409,,Surface,4,Image 1,1,7000,
578,,Surface,4,Image 1,1,7001,
447,,Surface,4,Image 1,1,7002,
531,,Surface,4,Image 1,1,7003,
436,,Surface,4,Image 1,1,7004,
530,,Surface,4,Image 1,1,7005,
497,,Surface,4,Image 1,1,7006,
554,,Surface,4,Image 1,1,7007,
585,,Surface,4,Image 1,1,7008,
573,,Surface,4,Image 1,1,7009,
435,,Surface,4,Image 1,1,7011,
359,,Surface,4,Image 1,1,7012,
445,,Surface,4,Image 1,1,7013,
565,,Surface,4,Image 1,1,7014,
432,,Surface,4,Image 1,1,7015,
356,,Surface,4,Image 1,1,7016,
427,,Surface,4,Image 1,1,7017,
451,,Surface,4,Image 1,1,7018,
429,,Surface,4,Image 1,1,7019,
380,,Surface,4,Image 1,1,7020,
531,,Surface,4,Image 1,1,7021,
494,,Surface,4,Image 1,1,7022,
449,,Surface,4,Image 1,1,7023,
459,,Surface,4,Image 1,1,7024,
455,,Surface,4,Image 1,1,7025,
444,,Surface,4,Image 1,1,7026,
364,,Surface,4,Image 1,1,7027,
538,,Surface,4,Image 1,1,7028,
525,,Surface,4,Image 1,1,7029,
441,,Surface,4,Image 1,1,7030,
499,,Surface,4,Image 1,1,7031,
478,,Surface,4,Image 1,1,7032,
470,,Surface,4,Image 1,1,7033,
499,,Surface,4,Image 1,1,7035,
399,,Surface,4,Image 1,1,7036,
514,,Surface,4,Image 1,1,7037,
489,,Surface,4,Image 1,1,7038,
419,,Surface,4,Image 1,1,7039,
434,,Surface,4,Image 1,1,7040,
554,,Surface,4,Image 1,1,7041,
503,,Surface,4,Image 1,1,7042,
533,,Surface,4,Image 1,1,7043,
523,,Surface,4,Image 1,1,7044,
639,,Surface,4,Image 1,1,7045,
0,,Surface,4,Image 1,1,7046,
441,,Surface,4,Image 1,1,7047,
481,,Surface,4,Image 1,1,7048,
515,,Surface,4,Image 1,1,7049,
439,,Surface,4,Image 1,1,7050,
422,,Surface,4,Image 1,1,7051,
392,,Surface,4,Image 1,1,7052,
531,,Surface,4,Image 1,1,7053,
395,,Surface,4,Image 1,1,7056,
467,,Surface,4,Image 1,1,7057,
515,,Surface,4,Image 1,1,7058,
374,,Surface,4,Image 1,1,7060,
506,,Surface,4,Image 1,1,7061,
546,,Surface,4,Image 1,1,7062,
518,,Surface,4,Image 1,1,7063,
590,,Surface,4,Image 1,1,7064,
594,,Surface,4,Image 1,1,7065,
500,,Surface,4,Image 1,1,7066,
400,,Surface,4,Image 1,1,7067,
521,,Surface,4,Image 1,1,7068,
678,,Surface,4,Image 1,1,7069,
361,,Surface,4,Image 1,1,7070,
575,,Surface,4,Image 1,1,7071,
421,,Surface,4,Image 1,1,7072,
446,,Surface,4,Image 1,1,7073,
528,,Surface,4,Image 1,1,7075,
443,,Surface,4,Image 1,1,7076,
501,,Surface,4,Image 1,1,7077,
476,,Surface,4,Image 1,1,7078,
651,,Surface,4,Image 1,1,7079,
376,,Surface,4,Image 1,1,7080,
339,,Surface,4,Image 1,1,7081,
500,,Surface,4,Image 1,1,7082,
443,,Surface,4,Image 1,1,7083,
540,,Surface,4,Image 1,1,7084,
495,,Surface,4,Image 1,1,7085,
523,,Surface,4,Image 1,1,7087,
513,,Surface,4,Image 1,1,7088,
475,,Surface,4,Image 1,1,7089,
474,,Surface,4,Image 1,1,7090,
930,,Surface,4,Image 1,1,7091,
406,,Surface,4,Image 1,1,7092,
471,,Surface,4,Image 1,1,7093,
523,,Surface,4,Image 1,1,7094,
450,,Surface,4,Image 1,1,7095,
460,,Surface,4,Image 1,1,7096,
467,,Surface,4,Image 1,1,7097,
597,,Surface,4,Image 1,1,7098,
488,,Surface,4,Image 1,1,7099,
434,,Surface,4,Image 1,1,7101,
460,,Surface,4,Image 1,1,7103,
553,,Surface,4,Image 1,1,7104,
530,,Surface,4,Image 1,1,7105,
579,,Surface,4,Image 1,1,7106,
465,,Surface,4,Image 1,1,7107,
406,,Surface,4,Image 1,1,7108,
539,,Surface,4,Image 1,1,7109,
534,,Surface,4,Image 1,1,7110,
507,,Surface,4,Image 1,1,7112,
469,,Surface,4,Image 1,1,7114,
437,,Surface,4,Image 1,1,7115,
511,,Surface,4,Image 1,1,7116,
503,,Surface,4,Image 1,1,7117,
556,,Surface,4,Image 1,1,7119,
520,,Surface,4,Image 1,1,7120,
413,,Surface,4,Image 1,1,7121,
560,,Surface,4,Image 1,1,7122,
427,,Surface,4,Image 1,1,7123,
511,,Surface,4,Image 1,1,7124,
418,,Surface,4,Image 1,1,7125,
449,,Surface,4,Image 1,1,7126,
596,,Surface,4,Image 1,1,7127,
610,,Surface,4,Image 1,1,7128,
435,,Surface,4,Image 1,1,7130,
534,,Surface,4,Image 1,1,7132,
423,,Surface,4,Image 1,1,7133,
497,,Surface,4,Image 1,1,7134,
470,,Surface,4,Image 1,1,7136,
411,,Surface,4,Image 1,1,7137,
544,,Surface,4,Image 1,1,7138,
538,,Surface,4,Image 1,1,7139,
593,,Surface,4,Image 1,1,7140,
631,,Surface,4,Image 1,1,7141,
610,,Surface,4,Image 1,1,7142,
447,,Surface,4,Image 1,1,7143,
389,,Surface,4,Image 1,1,7144,
438,,Surface,4,Image 1,1,7145,
477,,Surface,4,Image 1,1,7146,
405,,Surface,4,Image 1,1,7147,
455,,Surface,4,Image 1,1,7148,
509,,Surface,4,Image 1,1,7149,
410,,Surface,4,Image 1,1,7151,
716,,Surface,4,Image 1,1,7152,
534,,Surface,4,Image 1,1,7154,
482,,Surface,4,Image 1,1,7155,
229,,Surface,4,Image 1,1,7156,
562,,Surface,4,Image 1,1,7157,
445,,Surface,4,Image 1,1,7158,
461,,Surface,4,Image 1,1,7159,
450,,Surface,4,Image 1,1,7161,
478,,Surface,4,Image 1,1,7162,
487,,Surface,4,Image 1,1,7163,
422,,Surface,4,Image 1,1,7164,
400,,Surface,4,Image 1,1,7165,
418,,Surface,4,Image 1,1,7166,
486,,Surface,4,Image 1,1,7168,
516,,Surface,4,Image 1,1,7169,
521,,Surface,4,Image 1,1,7170,
577,,Surface,4,Image 1,1,7171,
578,,Surface,4,Image 1,1,7172,
474,,Surface,4,Image 1,1,7173,
531,,Surface,4,Image 1,1,7174,
538,,Surface,4,Image 1,1,7175,
495,,Surface,4,Image 1,1,7176,
538,,Surface,4,Image 1,1,7177,
393,,Surface,4,Image 1,1,7178,
529,,Surface,4,Image 1,1,7179,
283,,Surface,4,Image 1,1,7181,
596,,Surface,4,Image 1,1,7182,
498,,Surface,4,Image 1,1,7183,
355,,Surface,4,Image 1,1,7184,
397,,Surface,4,Image 1,1,7185,
514,,Surface,4,Image 1,1,7187,
408,,Surface,4,Image 1,1,7188,
517,,Surface,4,Image 1,1,7189,
437,,Surface,4,Image 1,1,7190,
472,,Surface,4,Image 1,1,7191,
431,,Surface,4,Image 1,1,7192,
572,,Surface,4,Image 1,1,7193,
508,,Surface,4,Image 1,1,7194,
495,,Surface,4,Image 1,1,7195,
465,,Surface,4,Image 1,1,7196,
467,,Surface,4,Image 1,1,7197,
